# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2025-03-23 18:39:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/iiqe13_v.json
# init = 2 (Default)
# random
#   seed = 57965
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/base/base-20250323133906_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.525771
# Diagonal elements of inverse mass matrix:
# 2.1419e-05, 1.49774e-05
-51591.9,0.977745,0.525771,3,7,0,51591.9,-0.00611967,1.001,-48421.9
-51593.4,0.830718,0.525771,2,3,0,51594.3,0.00492005,1.00378,-48421.3
-51593.4,0.964305,0.525771,3,7,0,51594.4,-0.00865701,1.00082,-48422.9
-51593.3,0.909537,0.525771,2,3,0,51595.5,-0.0080101,1.00412,-48424.5
-51594.4,0.848359,0.525771,3,7,0,51596.8,0.00417094,0.997757,-48418.6
-51593.3,1,0.525771,2,3,0,51595.6,0.00528838,1.00202,-48420.2
-51593.8,0.977794,0.525771,3,7,0,51594.3,-0.00886709,1.0001,-48422.7
-51594.9,0.807691,0.525771,1,1,0,51595.1,-0.00960952,0.998942,-48422.7
-51592.8,1,0.525771,3,7,0,51596.1,0.00160473,1.00572,-48422.9
-51591.1,1,0.525771,2,3,0,51593.1,-0.00415621,1.00259,-48422
-51592.3,0.865376,0.525771,2,3,0,51592.8,-0.00661736,1.00372,-48423.6
-51591.6,1,0.525771,2,3,0,51592.5,0.000936799,0.999785,-48419.5
-51591.4,1,0.525771,2,3,0,51592.2,-0.00142759,1.00427,-48422.3
-51591.7,0.956434,0.525771,2,3,0,51592,-0.00353066,0.999177,-48420.3
-51592.5,0.972017,0.525771,3,7,0,51593.1,-0.006902,1.00368,-48423.7
-51593.4,0.872334,0.525771,1,1,0,51593.4,-0.00826331,1.00387,-48424.4
-51593.4,0.948441,0.525771,3,7,0,51594.7,0.00509265,1.00053,-48419.5
-51591.2,0.864386,0.525771,2,3,0,51595.4,-0.00460252,1.00207,-48421.9
-51591,0.936171,0.525771,3,7,0,51592.1,-0.00309315,1.001,-48420.9
-51593.1,0.663387,0.525771,2,3,0,51593.7,-0.00179593,0.99725,-48419.3
-51591.1,1,0.525771,2,3,0,51592.7,-0.000321763,1.00319,-48421.4
-51591,0.931021,0.525771,1,3,0,51591.7,-0.00248727,1.00077,-48420.6
-51591.3,0.972463,0.525771,2,3,0,51591.4,0.000852313,1.00299,-48421.1
-51590.9,1,0.525771,2,3,0,51591.3,-0.000497776,1.00191,-48420.7
-51591.5,0.825355,0.525771,1,3,0,51592.7,-0.00531779,1.00156,-48421.9
-51590.8,0.941878,0.525771,1,3,0,51592.2,-0.00109064,1.00182,-48420.8
-51591.1,0.921968,0.525771,1,3,0,51591.5,-0.00345864,1.0031,-48422.1
-51593,0.765848,0.525771,2,3,0,51593.2,-0.00551978,0.998141,-48420.7
-51593.1,0.997989,0.525771,2,7,0,51593.2,0.0022405,1.00577,-48422.8
-51595.1,0.74018,0.525771,2,3,0,51596,-0.000246748,0.995584,-48418.7
-51591.9,0.852752,0.525771,2,3,0,51596.9,0.000427061,0.999089,-48419.4
-51592.1,0.985514,0.525771,2,3,0,51592.2,-0.00391546,1.00511,-48423.6
-51591.7,1,0.525771,2,3,0,51592.1,-0.00348519,1.00469,-48423.2
-51592.2,0.808927,0.525771,2,3,0,51594.6,-0.00579513,0.999644,-48421.2
-51591,1,0.525771,2,3,0,51592,-0.00261289,1.00308,-48421.9
-51591.4,0.905821,0.525771,2,3,0,51592,0.00149875,1.00135,-48420.1
-51591.3,0.975245,0.525771,2,3,0,51591.8,0.00141546,1.00212,-48420.5
-51590.9,0.986575,0.525771,2,3,0,51591.5,-0.00324677,1.00218,-48421.5
-51591.3,0.94686,0.525771,2,3,0,51591.4,-0.00377069,1.00366,-48422.6
-51591,0.959988,0.525771,2,3,0,51591.8,-0.000298934,1.00093,-48420.2
-51591.3,0.980063,0.525771,2,3,0,51591.4,0.00111432,1.00091,-48420
-51591.6,0.968387,0.525771,2,3,0,51591.8,-0.00504438,1.00342,-48422.8
-51593.6,0.722297,0.525771,2,3,0,51594.1,-0.00347735,0.996908,-48419.7
-51591,1,0.525771,2,3,0,51593.2,-0.0032716,1.00281,-48421.9
-51591.6,0.941391,0.525771,2,3,0,51591.7,-0.00438916,0.999819,-48420.8
-51591.9,0.97825,0.525771,2,3,0,51592,-0.00393573,0.999047,-48420.4
-51591.9,1,0.525771,2,7,0,51592,0.000985417,1.00462,-48422.1
-51590.8,1,0.525771,2,3,0,51591.9,-0.00167649,1.00251,-48421.3
-51590.8,0.986395,0.525771,1,3,0,51591,-0.00131336,1.00133,-48420.6
-51592,0.782954,0.525771,2,3,0,51592.9,0.00268275,1.00346,-48421.2
-51591.7,0.868001,0.525771,2,7,0,51593.6,-0.00589498,1.00162,-48422.1
-51591.8,0.987566,0.525771,1,1,0,51591.9,-0.00609507,1.00167,-48422.2
-51591.7,0.991729,0.525771,3,7,0,51592,0.00248843,1.00215,-48420.4
-51592.6,0.872345,0.525771,1,1,0,51592.6,0.00405095,1.00282,-48420.7
-51595.5,0.773242,0.525771,2,3,0,51596.2,-0.0110186,1.00031,-48423.9
-51591.3,1,0.525771,2,3,0,51595.6,-0.00281221,0.999907,-48420.4
-51591.5,0.985289,0.525771,2,3,0,51591.7,-0.00413155,1.0038,-48422.8
-51591.4,0.987378,0.525771,2,3,0,51591.7,-0.00066571,0.999643,-48419.7
-51591.8,0.950768,0.525771,2,3,0,51592,-0.000843691,1.00506,-48422.8
-51591.6,1,0.525771,1,1,0,51591.9,-0.000518536,1.00459,-48422.4
-51591.7,0.991375,0.525771,2,3,0,51592.2,-0.000542735,0.999047,-48419.5
-51592.3,0.936398,0.525771,2,7,0,51592.6,0.00110628,1.00518,-48422.5
-51593.9,0.851811,0.525771,2,3,0,51594.4,-0.00201351,0.996474,-48419.2
-51593.5,1,0.525771,1,1,0,51594.3,-0.0020067,0.996773,-48419.3
-51592.8,0.996615,0.525771,2,3,0,51594,-0.00257714,1.00628,-48424.1
-51590.9,0.991495,0.525771,2,3,0,51593.1,-0.000428664,1.00267,-48421.1
-51590.9,0.996849,0.525771,2,7,0,51591.1,-0.00315476,1.00236,-48421.6
-51591.8,0.696946,0.525771,2,3,0,51593.9,0.00198936,1.0002,-48419.6
-51591,1,0.525771,2,3,0,51592,-0.00361554,1.00116,-48421.1
-51591,0.992404,0.525771,3,7,0,51591.2,2.43109e-05,1.00272,-48421.1
-51592.2,0.867088,0.525771,2,3,0,51592.5,-0.00586196,1.00417,-48423.6
-51591.4,1,0.525771,2,3,0,51592.3,-0.00311824,0.999769,-48420.4
-51590.9,0.891838,0.525771,3,7,0,51592.7,-0.000107872,1.00214,-48420.8
-51590.9,0.988556,0.525771,2,3,0,51591.1,-0.002465,1.00138,-48420.9
-51591.5,0.858387,0.525771,1,3,0,51592.3,0.00174814,1.00123,-48420
-51594,0.694936,0.525771,2,3,0,51595.2,0.000318318,0.996509,-48418.7
-51593,1,0.525771,2,3,0,51594.8,-0.00561,1.00573,-48424.6
-51591.2,0.975586,0.525771,2,3,0,51593.4,-0.00431324,1.00271,-48422.2
-51590.8,0.892267,0.525771,2,3,0,51592.2,-0.00215417,1.00189,-48421.1
