# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2024-09-28 20:47:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/xb783gpc.json
# init = 2 (Default)
# random
#   seed = 68325
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/base/base-20240928154718_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.512879
# Diagonal elements of inverse mass matrix:
# 1.98098e-05, 1.54592e-05
-51482.7,0.982015,0.512879,3,7,0,51483.9,0.000120387,1.00283,-145939
-51482.4,0.906594,0.512879,2,7,0,51483.4,-0.000637431,0.99951,-145938
-51482.7,0.904228,0.512879,1,3,0,51483.4,-0.00253223,1.00219,-145939
-51483.2,0.967031,0.512879,2,3,0,51483.3,-0.00397819,1.00271,-145939
-51486.4,0.728947,0.512879,2,3,0,51487.7,-0.00941088,1.00069,-145942
-51482.6,0.996302,0.512879,2,7,0,51486.2,-2.46786e-05,1.00261,-145938
-51483.5,0.924757,0.512879,2,3,0,51483.8,0.00258544,1.00359,-145939
-51484.2,0.886834,0.512879,2,3,0,51485.4,0.00513332,1.00268,-145940
-51483.4,0.956295,0.512879,2,7,0,51485.3,-0.00484026,1.00188,-145939
-51485,0.812324,0.512879,2,3,0,51485.6,-0.00703924,0.998713,-145941
-51483.7,0.973798,0.512879,2,3,0,51485.7,-0.000731311,1.00457,-145940
-51482.3,0.975654,0.512879,1,3,0,51483.8,-0.00154493,1.00138,-145938
-51482.4,0.766362,0.512879,2,3,0,51484.4,-0.000713867,1.00184,-145938
-51483.2,0.846112,0.512879,3,7,0,51484.1,0.00391483,1.00062,-145939
-51482.9,0.982427,0.512879,2,3,0,51483.7,0.00165931,1.00298,-145939
-51483,0.937865,0.512879,2,7,0,51484,-0.00382316,0.999757,-145939
-51482.3,0.979346,0.512879,2,3,0,51483.3,-0.000976923,1.00085,-145938
-51482.5,0.938535,0.512879,1,3,0,51482.7,-9.89492e-06,0.9993,-145938
-51483.5,0.944317,0.512879,2,7,0,51483.7,0.00442628,1.0014,-145939
-51483.8,0.861886,0.512879,2,7,0,51484.9,0.0031799,0.997892,-145940
-51484.6,0.863621,0.512879,2,7,0,51486.7,-0.00568835,0.99791,-145940
-51484.6,0.871332,0.512879,1,1,0,51485.3,-0.00568835,0.99791,-145940
