# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2025-03-23 18:39:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/iiqe13_v.json
# init = 2 (Default)
# random
#   seed = 57965
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/base/base-20250323133906_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.51009
# Diagonal elements of inverse mass matrix:
# 1.98405e-05, 1.54219e-05
-51591.8,0.900544,0.51009,2,7,0,51591.8,-0.000889026,1.00499,-48422.7
-51591.3,0.957621,0.51009,2,3,0,51592.4,0.000445776,1.00339,-48421.4
-51591.1,0.929682,0.51009,3,7,0,51592.3,-0.00118804,1.00353,-48421.8
-51590.9,1,0.51009,2,3,0,51591.1,-0.000853783,1.0023,-48421
-51591.6,0.810882,0.51009,1,3,0,51592.7,-0.00460667,1.00005,-48421
-51591,0.959917,0.51009,2,3,0,51592,-0.00044505,1.00293,-48421.3
-51590.9,0.976438,0.51009,1,3,0,51591.2,-0.0014498,1.00117,-48420.6
-51591,0.922603,0.51009,2,3,0,51591.6,-0.00357493,1.00188,-48421.5
-51592.9,0.820542,0.51009,2,3,0,51593.1,-0.00626241,0.998799,-48421.1
-51591.6,1,0.51009,3,7,0,51592.8,0.0019429,1.00069,-48419.8
-51591.8,0.977546,0.51009,3,7,0,51592.4,0.00254015,1.00287,-48420.8
-51591.4,1,0.51009,2,3,0,51591.9,0.000767806,1.00343,-48421.4
-51591.2,0.926719,0.51009,3,7,0,51592.2,-0.00463682,1.0022,-48422
-51591,0.966766,0.51009,2,3,0,51591.7,-0.002208,1.00331,-48421.9
-51591.1,0.994296,0.51009,3,7,0,51591.3,-0.000936439,1.00027,-48420.1
-51590.9,0.999467,0.51009,2,7,0,51591.1,-0.00213484,1.00282,-48421.6
-51591,0.931977,0.51009,2,7,0,51591.4,-0.00252548,1.00049,-48420.5
-51591.9,0.73958,0.51009,1,3,0,51594.1,0.0023562,1.00357,-48421.3
-51591.9,0.976581,0.51009,3,7,0,51592.6,0.000635233,0.999091,-48419.3
-51591.7,1,0.51009,1,1,0,51592,-7.39749e-05,0.999176,-48419.5
-51593.7,0.859236,0.51009,2,3,0,51594,0.0035885,1.00576,-48422.7
-51593.1,1,0.51009,1,1,0,51593.8,0.00280806,1.00537,-48422.5
-51590.8,1,0.51009,2,3,0,51592.9,-0.00204286,1.00232,-48421.3
-51591.8,0.862137,0.51009,2,3,0,51592.4,-0.00560723,1.00327,-48422.9
-51590.9,0.985887,0.51009,2,3,0,51591.9,-0.00313725,1.00185,-48421.3
-51592,0.879809,0.51009,2,3,0,51592.2,0.000942737,0.9991,-48419.3
-51591.3,1,0.51009,2,7,0,51592,-0.00088962,1.00398,-48422
-51592.3,0.801016,0.51009,2,3,0,51593.9,0.00335482,1.00064,-48419.6
-51593.1,0.813999,0.51009,2,3,0,51594.7,0.00196894,0.99801,-48418.8
-51592.6,1,0.51009,1,1,0,51593.2,0.00229016,0.998878,-48419
-51592,1,0.51009,3,7,0,51592.5,-0.00559818,1.00399,-48423.4
-51591.2,0.967644,0.51009,2,3,0,51592.4,0.00053234,1.00078,-48420
-51591.2,0.537713,0.51009,2,3,0,51596.8,0.00053234,1.00078,-48420
-51591.2,0.829351,0.51009,2,3,0,51593.3,0.00053234,1.00078,-48420
-51592.1,0.807676,0.51009,2,3,0,51593,0.0020041,1.00442,-48421.9
-51593.3,0.950083,0.51009,2,3,0,51593.4,0.00412861,1.00466,-48421.9
-51594,0.905668,0.51009,1,1,0,51594.2,0.00478719,1.00504,-48422.1
-51591.6,0.934521,0.51009,2,3,0,51595.6,-0.000514947,0.999299,-48419.6
-51592.2,0.942022,0.51009,3,7,0,51593.3,-0.00639433,1.00366,-48423.5
-51592.7,0.872495,0.51009,2,3,0,51594.1,-0.00679356,1.00443,-48424.1
-51593.2,0.985753,0.51009,2,3,0,51593.5,-0.00807582,1.00384,-48424.3
-51590.8,1,0.51009,2,3,0,51593,-0.000849126,1.00212,-48420.9
-51591,0.94925,0.51009,2,3,0,51591.4,0.000177763,1.00146,-48420.4
-51591.2,0.898337,0.51009,1,3,0,51592,-0.00300494,1.00014,-48420.5
-51591.4,0.97599,0.51009,2,3,0,51591.6,-0.00299547,1.00421,-48422.7
-51590.9,1,0.51009,2,7,0,51591.3,-0.00227527,1.00107,-48420.7
-51590.9,0.979802,0.51009,2,7,0,51591.1,-0.000397264,1.00228,-48420.9
-51591.1,0.849862,0.51009,2,3,0,51592.3,-0.000288887,1.00056,-48420
-51592.3,0.809339,0.51009,3,7,0,51593.8,0.00271162,1.00402,-48421.5
-51591,0.883737,0.51009,3,7,0,51593.5,-0.00359868,1.00125,-48421.2
-51591.5,0.798426,0.51009,2,3,0,51593,0.00183632,1.00126,-48420
-51591.5,0.995478,0.51009,1,1,0,51591.6,0.00205069,1.00152,-48420.1
-51591.1,0.972151,0.51009,3,7,0,51592.2,-0.00299243,1.00338,-48422.2
-51590.9,1,0.51009,2,3,0,51591.1,-0.0023167,1.00128,-48420.8
-51590.9,0.953723,0.51009,2,3,0,51591.3,-0.00336579,1.00209,-48421.5
-51591.3,0.895575,0.51009,2,3,0,51592.1,-0.00474241,1.00183,-48421.8
-51591.5,0.990609,0.51009,2,3,0,51591.5,-0.00533133,1.00159,-48421.9
