# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 20:41:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/wxoef64k.json
# init = 2 (Default)
# random
#   seed = 85172
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/sems.nonsems/multireg-20250511154142_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,log_p
-19276.5,0.744744,0.582674,3,7,0,19281.7,-0.0268915,0.138036,0.125304,0.0613296,0.105822,0.0206075,-0.0492547,-0.0435605,0.984681,0.128328,0.116655,0.0513343,0.120434,0.12907,-0.056276,-0.0534274,-18704.8
-19274.9,0.958324,0.582674,3,7,0,19282.3,-0.0051233,0.151472,0.129869,0.0772377,0.0946005,0.0343276,-0.0322736,-0.0637159,0.975994,0.143904,0.120786,0.0659716,0.101999,0.167992,-0.033968,-0.0781481,-18693.2
-19273.7,0.876324,0.582674,3,7,0,19282.5,-0.0276688,0.148652,0.12647,0.0571866,0.107605,0.0255493,-0.0460562,-0.0430679,0.976524,0.139971,0.116984,0.0445756,0.120548,0.137597,-0.0524285,-0.0528231,-18697
-19267.4,0.921665,0.582674,2,3,0,19277.7,-0.0127185,0.144738,0.124829,0.0722204,0.104155,0.0269173,-0.0427605,-0.0573263,0.984066,0.13655,0.11597,0.0622328,0.115981,0.152463,-0.0472441,-0.0703113,-18697.6
-19267.9,0.979214,0.582674,3,7,0,19270,-0.0173053,0.155669,0.134649,0.0592803,0.103368,0.0330007,-0.0340461,-0.0486762,0.978915,0.147392,0.124355,0.0449349,0.111566,0.151274,-0.0373653,-0.0597019,-18689.9
-19266.8,0.970865,0.582674,3,7,0,19270.2,-0.011757,0.147287,0.123991,0.072273,0.10234,0.0282987,-0.0432692,-0.0559584,0.982965,0.139228,0.115002,0.0614361,0.114035,0.154696,-0.0479755,-0.0686335,-18695.8
-19271.2,0.705754,0.582674,3,7,0,19274.9,-0.0132498,0.161122,0.140443,0.0649479,0.0991529,0.0266671,-0.0386962,-0.0605209,0.982754,0.153188,0.133124,0.0558752,0.109722,0.151949,-0.0420395,-0.0742295,-18688.6
-19270.3,0.994786,0.582674,3,7,0,19275,-0.0198851,0.139582,0.118805,0.0650078,0.102508,0.0286854,-0.0386854,-0.0458531,0.980188,0.13146,0.108499,0.0523353,0.112688,0.142,-0.0432383,-0.0562392,-18701.3
-19274.7,0.794285,0.582674,3,7,0,19277.6,-0.0194068,0.157976,0.141956,0.0676181,0.0968911,0.0284006,-0.0432167,-0.0669697,0.981632,0.149279,0.135753,0.0586613,0.108529,0.165873,-0.0470019,-0.082139,-18690.9
-19274.1,1,0.582674,3,7,0,19278.3,-0.0149445,0.143255,0.117505,0.0627048,0.107257,0.0284732,-0.0321606,-0.0383752,0.981481,0.135921,0.105244,0.0489887,0.115598,0.129044,-0.0359244,-0.0470675,-18701.1
-19267.2,1,0.582674,2,3,0,19276.3,-0.0173943,0.149307,0.1321,0.0611702,0.0980594,0.0297322,-0.044439,-0.0581963,0.984436,0.140606,0.124893,0.0497177,0.109784,0.161153,-0.0492125,-0.0713784,-18695
-19265.9,0.959863,0.582674,3,7,0,19269.3,-0.0169894,0.151318,0.127234,0.0663255,0.101205,0.0284903,-0.035047,-0.0570829,0.985463,0.144295,0.118357,0.0559487,0.110435,0.149954,-0.0378874,-0.0700127,-18694.1
-19265.8,0.881118,0.582674,3,7,0,19269.2,-0.0145968,0.149652,0.1326,0.0653003,0.106971,0.0319208,-0.0407645,-0.0467805,0.981934,0.140109,0.121792,0.0507792,0.117388,0.152031,-0.045689,-0.0573767,-18692.5
-19266.6,0.864688,0.582674,3,7,0,19269.2,-0.0170887,0.149662,0.125849,0.0683904,0.0973382,0.028104,-0.0392655,-0.0578365,0.977165,0.142247,0.117752,0.0583499,0.107772,0.153045,-0.0429533,-0.070937,-18693.5
-19265.4,0.966498,0.582674,3,7,0,19268.8,-0.0181955,0.147877,0.1324,0.0685153,0.102529,0.029008,-0.0367004,-0.0563943,0.983555,0.139361,0.123219,0.0576673,0.112192,0.151738,-0.0399543,-0.0691681,-18694.1
-19266.1,0.957939,0.582674,3,7,0,19267.1,-0.0123545,0.142979,0.127931,0.0681368,0.103978,0.0336492,-0.0372373,-0.0538903,0.982396,0.134071,0.117638,0.0544135,0.113087,0.160427,-0.0408138,-0.066097,-18696.8
-19266.9,0.701418,0.582674,3,7,0,19272,-0.0173467,0.15872,0.130914,0.0619367,0.101079,0.0299491,-0.0423475,-0.0509318,0.979154,0.150809,0.122047,0.0491836,0.112156,0.152808,-0.0472703,-0.0624684,-18688.8
-19265.4,0.954187,0.582674,2,3,0,19268.7,-0.0147407,0.151439,0.13361,0.068212,0.102442,0.0291018,-0.0333202,-0.0516588,0.981555,0.143082,0.123517,0.0567551,0.111042,0.14464,-0.0362365,-0.0633601,-18691.4
-19266.6,0.867627,0.582674,3,7,0,19268.4,-0.022678,0.145745,0.129829,0.0649777,0.0988931,0.0333544,-0.0392496,-0.0545689,0.981016,0.13682,0.120738,0.0515452,0.108509,0.161963,-0.043204,-0.0669293,-18695.3
-19271.8,0.73855,0.582674,2,7,0,19273.6,-0.0177054,0.142535,0.127408,0.0618041,0.105861,0.0393019,-0.0510748,-0.0505946,0.983466,0.131929,0.117407,0.0434503,0.11817,0.18088,-0.0579074,-0.0620548,-18699.3
-19271.3,0.983944,0.582674,3,7,0,19278.2,-0.0155517,0.158747,0.131526,0.0691089,0.10083,0.0194,-0.0276557,-0.0558568,0.983983,0.153022,0.122904,0.0637138,0.109281,0.121957,-0.0290038,-0.0685088,-18691.5
-19272.2,0.948745,0.582674,3,7,0,19276.6,-0.0216751,0.139176,0.135033,0.058701,0.105142,0.0377866,-0.0425846,-0.0463834,0.982101,0.127782,0.124363,0.0408953,0.115125,0.166649,-0.0479344,-0.0568897,-18699.6
-19270.5,0.905884,0.582674,3,7,0,19278.2,-0.00882241,0.156951,0.125699,0.0734841,0.0961988,0.0218025,-0.0366094,-0.0577246,0.97951,0.150822,0.117888,0.0670262,0.106803,0.136267,-0.0397338,-0.0707997,-18691.5
-19271.9,0.953193,0.582674,3,7,0,19275.7,-0.00391304,0.157147,0.127456,0.0706516,0.101484,0.0230783,-0.04005,-0.0633214,0.979351,0.150917,0.120193,0.0638423,0.113106,0.147449,-0.0434538,-0.0776643,-18692.3
-19267,1,0.582674,2,3,0,19274.2,-0.0144469,0.153908,0.13185,0.0659269,0.106286,0.035083,-0.043887,-0.0503277,0.977223,0.144633,0.121405,0.0502536,0.117149,0.165305,-0.0491917,-0.0617274,-18689.9
-19268.2,0.896619,0.582674,3,7,0,19270.8,-0.0183493,0.145618,0.12286,0.0671634,0.0986155,0.0246824,-0.0347202,-0.0563455,0.986526,0.138876,0.114536,0.0587791,0.108265,0.140128,-0.0375511,-0.0691083,-18698.8
-19270.3,0.936612,0.582674,3,7,0,19272.6,-0.00933497,0.159137,0.136627,0.0615902,0.109731,0.0272981,-0.0415983,-0.0500241,0.984717,0.150655,0.126996,0.0495775,0.121226,0.145173,-0.0464347,-0.061355,-18690.2
-19268.2,0.99187,0.582674,3,7,0,19273.4,-0.0233581,0.15161,0.130921,0.0675301,0.107727,0.031463,-0.0457074,-0.0587533,0.981097,0.142912,0.121969,0.0549199,0.119822,0.1667,-0.0507085,-0.0720615,-18693.2
-19267.9,0.996453,0.582674,3,7,0,19270.8,-0.0096089,0.143642,0.121849,0.0686328,0.102493,0.0315955,-0.0337107,-0.0512452,0.982521,0.136003,0.111214,0.0558411,0.110816,0.150316,-0.0367454,-0.0628527,-18698
-19269.4,0.818459,0.582674,2,3,0,19271.8,-0.00677004,0.145435,0.123673,0.0652347,0.0994478,0.0299388,-0.028788,-0.0523024,0.981293,0.138509,0.113657,0.0538103,0.106511,0.143747,-0.0306739,-0.0641494,-18697.6
-19269.6,0.903805,0.582674,3,7,0,19275.7,-0.0240535,0.154806,0.131666,0.0667482,0.102153,0.0283071,-0.0504576,-0.0549205,0.982508,0.145813,0.123738,0.0550692,0.115943,0.159195,-0.0567996,-0.0673605,-18692.2
-19272.6,0.899628,0.582674,2,3,0,19273.7,-0.0257858,0.155649,0.134747,0.0641855,0.0977362,0.0266543,-0.0521237,-0.0556072,0.981472,0.146367,0.128056,0.0534901,0.112162,0.157322,-0.0587682,-0.0682028,-18692.4
-19269.4,0.987249,0.582674,3,7,0,19276,-0.0180745,0.159871,0.12972,0.0644047,0.0919064,0.0312173,-0.0415306,-0.053394,0.9793,0.152282,0.121817,0.052073,0.102324,0.15758,-0.0460739,-0.0654882,-18688.9
-19268.4,0.996831,0.582674,3,7,0,19272.6,-0.0211116,0.144729,0.129965,0.0725588,0.107896,0.0246808,-0.0399178,-0.0598488,0.981388,0.13639,0.121102,0.0640997,0.119364,0.147605,-0.04358,-0.0734051,-18697
-19265.7,0.992692,0.582674,3,7,0,19269.7,-0.0109688,0.150589,0.124955,0.0648478,0.0998425,0.0337612,-0.0394849,-0.0554055,0.981337,0.142946,0.115786,0.0512745,0.109499,0.163922,-0.0434209,-0.0679553,-18693.6
-19267.7,0.791218,0.582674,3,7,0,19270.7,-0.0232833,0.150954,0.126503,0.0611029,0.101382,0.0361478,-0.0384287,-0.0483757,0.981943,0.142666,0.116104,0.0450189,0.11032,0.161642,-0.0427178,-0.0593333,-18693.8
-19266.9,0.989575,0.582674,3,7,0,19269.5,-0.00921278,0.148752,0.13136,0.0670297,0.103621,0.0245812,-0.0338474,-0.0563654,0.984035,0.141159,0.122501,0.0584732,0.113166,0.139243,-0.0364886,-0.0691326,-18694.9
-19266.7,0.998909,0.582674,3,7,0,19268.9,-0.01182,0.154942,0.12583,0.0655664,0.101608,0.0324762,-0.0396249,-0.0452179,0.982419,0.146907,0.11516,0.0508923,0.111442,0.150887,-0.0444328,-0.0554602,-18691.2
-19270.9,0.786942,0.582674,3,7,0,19273,-0.0139887,0.141456,0.141142,0.058248,0.106129,0.0271603,-0.0421695,-0.0548868,0.980277,0.130863,0.133027,0.0471364,0.117769,0.150141,-0.0467272,-0.0673191,-18698.1
-19273.5,0.839499,0.582674,3,7,0,19279.1,-0.0122883,0.149946,0.121974,0.0740895,0.0884008,0.0285032,-0.0337756,-0.0456221,0.977286,0.142436,0.112167,0.0629196,0.0967814,0.13758,-0.0372889,-0.055956,-18694.6
-19266.8,1,0.582674,2,3,0,19274.1,-0.0175728,0.15295,0.128454,0.0692491,0.0956368,0.0296728,-0.0364,-0.0530922,0.98596,0.145233,0.119401,0.0579563,0.104885,0.149758,-0.0398619,-0.065118,-18692.7
-19266.3,0.979466,0.582674,3,7,0,19268.5,-0.0131049,0.146271,0.131287,0.0632165,0.10662,0.0306745,-0.0413549,-0.0529205,0.976749,0.137164,0.121756,0.0502294,0.117464,0.155713,-0.0458994,-0.0649075,-18694.3
-19269.7,0.539481,0.582674,2,3,0,19276,-0.00815607,0.154508,0.126698,0.0694278,0.112495,0.0330245,-0.040444,-0.049451,0.976204,0.146396,0.115009,0.0546593,0.122826,0.15701,-0.0450788,-0.0606521,-18691.1
-19269.5,1,0.582674,3,7,0,19272.5,-0.025947,0.146384,0.134555,0.0642717,0.0939153,0.0276366,-0.0379625,-0.0567468,0.980717,0.137514,0.127122,0.0544065,0.103934,0.149874,-0.0414594,-0.0696005,-18695.6
-19270.1,0.919477,0.582674,3,7,0,19275,-0.00696476,0.156581,0.122986,0.0669113,0.109934,0.0300086,-0.0399718,-0.0447975,0.982465,0.149264,0.111478,0.0529762,0.120475,0.145006,-0.0448892,-0.0549446,-18692.2
-19271,0.759244,0.582674,3,7,0,19277.2,-0.025147,0.14616,0.136435,0.0648613,0.092768,0.0290365,-0.0396925,-0.0593133,0.978832,0.136871,0.129432,0.0546852,0.103074,0.15701,-0.0433504,-0.0727483,-18695.5
-19268.3,0.969418,0.582674,2,3,0,19273.6,-0.0235144,0.147047,0.133039,0.0676461,0.0938066,0.0289439,-0.0379303,-0.053404,0.984615,0.13799,0.124668,0.0567123,0.103572,0.14955,-0.0416965,-0.0655004,-18695.2
-19267,0.995144,0.582674,3,7,0,19270.7,-0.020233,0.14964,0.123192,0.0689126,0.1092,0.0337117,-0.0393224,-0.051849,0.980207,0.141798,0.112042,0.0544274,0.119031,0.160136,-0.0435172,-0.0635933,-18694.2
-19266.4,0.993733,0.582674,3,7,0,19268.5,-0.00988184,0.152023,0.132541,0.0679068,0.101156,0.0259725,-0.0343836,-0.0552245,0.978734,0.144299,0.123616,0.0585988,0.110562,0.141747,-0.0372346,-0.0677333,-18691.5
