# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 04:44:01 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/1ql10dri.json
# init = 2 (Default)
# random
#   seed = 68279
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-asym_BOW_j/hreg-20250420234401_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.508642
# Diagonal elements of inverse mass matrix:
# 2.52117e-05, 1.65137e-05, 0.000121786, 0.000123261, 0.000155932, 0.000123885, 0.000106644, 0.000137445, 0.000114288, 0.000170941, 0.00012632, 0.000356641, 0.0881514
-35624,0.989051,0.508642,3,7,0,35628.1,-0.0110516,0.992874,-0.00481674,-0.0499647,0.0619247,-0.0274081,-0.00562824,0.0796854,0.0242088,-0.00311108,-0.0240337,0.00212475,0.0542851,-33767.9
-35622.9,0.96802,0.508642,3,7,0,35631,-0.0131601,0.999338,-0.00862994,-0.0474764,0.0596727,-0.0244955,-0.0118404,0.0443748,0.0297673,-0.0433883,-0.0480251,-0.000184847,0.0344527,-33766.2
-35621.7,0.977475,0.508642,3,7,0,35627,-0.0129561,0.99227,-0.0112857,-0.0325798,0.067495,-0.018042,0.000559136,0.0628828,0.0437259,-0.0258718,-0.0492178,0.0129654,0.0536275,-33766.9
-35626.3,0.705845,0.508642,3,7,0,35633.2,-0.0154333,0.999066,-0.00287178,-0.0251295,0.0682381,-0.051404,-0.00398701,0.0679835,0.0223509,-0.0310449,-0.031022,0.00415138,0.029201,-33770.7
-35628,0.853671,0.508642,3,7,0,35632.9,-0.0138093,1.00004,-0.0270963,-0.0536863,0.0772548,0.00581178,-0.00958244,0.0610396,0.0340131,-0.017025,-0.0502043,-0.0238217,0.0900775,-33768.6
-35627.2,0.899662,0.508642,3,7,0,35638.3,-0.00986317,0.992053,-0.002085,-0.0590908,0.0789212,-0.0411445,-0.00524079,0.0707881,0.0514566,-0.0195879,-0.0310826,0.0241331,0.0641783,-33776
