# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 05:07:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/qrbw2vq0.json
# init = 2 (Default)
# random
#   seed = 94522
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-den_BOW_j.h-nondens/hreg-20250421000735_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.381069
# Diagonal elements of inverse mass matrix:
# 2.11869e-05, 1.57071e-05, 0.000114909, 0.00012977, 0.000116534, 0.000128528, 0.000118205, 0.000106542, 0.000211664, 0.000176915, 0.000178239, 0.000131823, 0.000130151, 0.000124755, 0.000107268, 0.000123094, 0.000101373, 0.000119621, 0.000136549, 0.000126527, 0.000240846, 0.000103557, 0.000115366, 0.000131017, 0.000145204, 0.000136416, 0.000142352, 0.000108091, 0.000119006, 0.00222496, 0.000809658, 0.000493639, 0.0759979, 0.0737976, 0.108003
-33745.2,0.996387,0.381069,4,15,0,33758.8,-0.012607,0.970211,0.137229,-0.0316789,0.266038,0.106488,0.301408,0.11999,0.0657847,0.0820381,0.242487,0.15063,-0.0179897,0.111473,0.0820684,0.0184672,0.169223,0.123303,0.138817,0.160177,-0.0741935,-0.0571912,-0.0858849,-0.130526,-0.0391498,0.00423239,-0.036554,-0.0744169,-0.015916,0.0998753,0.0961687,-0.0653651,0.0861988,0.0597268,0.0400677,-34378.1
-33752,0.861505,0.381069,3,7,0,33766.4,-0.0107968,0.969698,0.118095,-0.0598225,0.286487,0.107903,0.309547,0.110472,0.0678626,0.0877494,0.217942,0.167988,-0.02882,0.106122,0.107232,0.0110177,0.17458,0.129009,0.125938,0.156352,-0.066357,-0.0739175,-0.0649033,-0.12792,-0.0241944,-0.00361709,-0.042977,-0.064817,-0.00886151,0.108168,0.118241,-0.0592896,0.160723,0.0632837,0.0350584,-34391.6
-33753,0.960482,0.381069,4,15,0,33769.9,-0.00578092,0.970974,0.142704,-0.0252666,0.251447,0.140569,0.28831,0.137692,0.0755036,0.0770815,0.280903,0.154035,-0.0224662,0.103398,0.0536203,-0.00552236,0.158935,0.126422,0.163023,0.145813,-0.0553384,-0.0382774,-0.108548,-0.140883,-0.00457221,-0.0240908,-0.046138,-0.101908,0.00821131,0.133984,0.102623,-0.0601214,0.118182,0.0840309,0.054673,-34384.8
-33747.3,0.951205,0.381069,4,15,0,33773.1,-0.0101606,0.972399,0.142564,-0.0366009,0.247546,0.117866,0.305676,0.138462,0.068148,0.0875747,0.268721,0.159907,-0.0241936,0.128073,0.0665645,0.000796954,0.163408,0.126131,0.150936,0.162252,-0.0532367,-0.0355219,-0.101351,-0.136095,-0.00615459,-0.0312682,-0.0500421,-0.0918054,0.0137658,0.117757,0.106893,-0.0523347,0.119734,0.0765763,0.0444944,-34401.2
-33750.2,0.893935,0.381069,4,15,0,33764.5,-0.00818784,0.972403,0.137103,-0.0498528,0.262605,0.114103,0.300747,0.12126,0.0629325,0.0765642,0.252589,0.162579,-0.00458288,0.110981,0.0614112,0.0136094,0.171637,0.121609,0.130208,0.184949,-0.078472,-0.0454658,-0.0792142,-0.138713,-0.0117655,-0.00696955,-0.0283293,-0.0665465,-0.00859916,0.104967,0.0887498,-0.0320032,0.1539,0.0626042,0.0376457,-34388.9
-33750.8,0.943067,0.381069,4,15,0,33766.6,-0.00944632,0.973199,0.133812,-0.0253323,0.276512,0.130641,0.286887,0.130693,0.0829794,0.0825082,0.236694,0.156227,-0.0510311,0.098188,0.0909432,0.00659141,0.158566,0.134982,0.152129,0.134264,-0.0513978,-0.0610253,-0.0957755,-0.125046,-0.0212518,-0.0117005,-0.0527177,-0.0870236,0.0138594,0.176819,0.0998906,-0.0718045,0.132885,0.176186,0.0928627,-34361.6
