# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 21:47:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/5vk7soz6.json
# init = 2 (Default)
# random
#   seed = 44119
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/h-sems.h-nonsems/hreg-20250511164716_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,log_p
# Adaptation terminated
# Step size = 0.339188
# Diagonal elements of inverse mass matrix:
# 3.1036e-05, 2.16701e-05, 0.000136416, 0.0002047, 0.000235641, 0.000197566, 0.000206726, 0.000198382, 0.000233153, 0.000229608, 0.000211348, 0.000252769, 0.000207509, 0.000310134, 0.00027977, 0.000298197, 0.000453417, 0.000370376, 0.000490234, 0.000286287, 0.000478072, 0.00058894, 0.000617366, 0.000167065, 0.000237107, 0.000278962, 0.00018776, 0.00186351, 0.000335262, 0.000265807, 0.000216882, 0.000228548, 0.000193752, 0.000189037, 0.000271438, 0.000216155, 0.000326863, 0.000183588, 0.00028016, 0.000375284, 0.000214192, 0.000307894, 0.00058563, 0.000345522, 0.000380363, 0.000246344, 0.000218743, 0.000200825, 0.000266583, 0.000284818, 0.000276688, 0.000342579, 0.000357895, 0.000470268, 0.000363464, 0.00434322, 0.000419091, 0.000478007, 0.000301031, 0.000328638, 0.000294464, 0.000279132, 0.000544529, 0.000419874, 0.000587331, 0.00197902, 0.00131787, 0.00055193, 0.000257535, 0.000647836, 0.00105927, 0.000918406, 0.0753918, 0.0814179, 0.0814827, 0.0872335, 0.1171, 0.0961634, 0.109412
-18557.2,0.875166,0.339188,4,15,0,18612.5,-0.00971417,0.963915,0.122412,-0.0259445,0.277635,0.119376,0.312713,0.158227,0.0439542,0.11082,0.251759,0.146654,-0.0439114,0.102936,0.0466123,-0.00563572,0.172774,0.0842952,0.162655,0.177342,-0.035557,-0.0630537,-0.151856,-0.15503,-0.0359234,-0.0539481,-0.0714323,-0.0303601,0.0268927,0.0673646,0.0737113,0.0486261,0.0603179,-0.0107599,-0.0107356,0.0204947,-0.016735,-0.0252713,-0.0281658,0.125953,0.0639971,-0.0941964,0.0308287,-0.0131645,-0.0657946,0.178495,-0.0401041,0.0241837,0.00034237,-0.0509992,0.00803728,0.0419503,0.0365316,0.221164,-0.0289893,0.0538986,-0.0210525,-0.0615689,0.0706795,0.053273,-0.0303797,0.0397418,-0.0422368,-0.1114,-0.0125472,0.141855,0.135233,-0.0701745,0.038938,0.0852379,0.0978383,-0.0174284,0.134264,0.104534,0.0492447,0.029309,0.123234,0.0949321,0.0743858,-19391.8
-18542.5,0.918763,0.339188,4,15,0,18590.8,-0.00707512,0.966716,0.119442,-0.0473359,0.228068,0.0953042,0.340916,0.135436,0.0205072,0.0873536,0.220547,0.148267,-0.0597844,0.0558687,0.0239878,-0.00301176,0.164016,0.0912793,0.144902,0.176424,-0.0427317,-0.0476068,-0.0789493,-0.152329,0.0142807,-0.0125486,-0.0736771,-0.0013141,-0.000658205,0.0561614,0.0665263,0.0569809,0.00148456,0.0206161,-0.00585765,0.0730108,0.0127372,-0.0452923,-0.00753008,0.0743022,0.0339988,-0.0105065,0.00445251,-0.00604123,-0.0860687,0.14775,-0.00907497,-0.000348156,0.0335077,-0.0330082,0.0212661,0.0550869,0.00199668,0.218,-0.0255634,0.0992516,-0.0430904,-0.0310933,0.0387609,0.0724039,-0.0588885,-0.0231618,-0.0583133,-0.126702,-0.0569553,0.139108,0.0664683,-0.0339344,0.00298601,-0.0237623,0.00718753,-0.0608033,0.10128,0.0866462,0.0654357,0.0581259,0.0724426,0.113153,0.0618953,-19349.3
-18555.2,0.800227,0.339188,4,15,0,18580.2,-0.00509776,0.96817,0.123675,-0.0466561,0.272933,0.107914,0.301017,0.133855,0.0325489,0.122702,0.239939,0.14954,-0.0245744,0.0996684,0.0571223,0.00743903,0.170209,0.0896553,0.17865,0.201004,-0.0523824,-0.0427634,-0.100019,-0.168535,-0.0175777,-0.0289299,-0.0787966,-0.0143432,0.0434649,0.046501,0.0514602,0.083946,0.0177657,-0.00473552,-0.0408591,0.0751373,-0.0239981,-0.0528266,-0.017751,0.0850098,0.06965,-0.138338,0.0198213,-0.023074,-0.0612629,-0.00718522,-0.0214966,0.0587535,0.0335298,-0.0406159,0.0207559,0.0522016,0.00787609,0.22022,-0.0149647,0.0764376,-0.0190072,-0.0488486,0.0442131,0.0910917,-0.0472527,0.0185604,-0.0618255,-0.131657,-0.0363189,0.143895,0.0531282,-0.0511945,0.00966794,0.0449315,0.0678039,-0.0153644,0.102281,0.152227,0.044613,0.0668214,0.067704,0.0694132,0.0743862,-19386.5
-18548.5,0.964366,0.339188,4,15,0,18587,-0.0104408,0.968646,0.117346,-0.00769679,0.243485,0.112336,0.366312,0.160284,0.0308314,0.111144,0.228059,0.151047,-0.0680583,0.0698125,0.0256253,-0.0164146,0.164349,0.0927468,0.147296,0.154991,-0.0254564,-0.0579006,-0.128899,-0.149674,0.00428155,-0.0224946,-0.0677915,-0.0316818,-0.00833312,0.0940045,0.0920498,0.0344874,0.030883,0.00481326,0.0178782,0.0306736,0.0127348,-0.0293723,0.00803416,0.106827,0.0288701,0.0286189,0.00787761,-0.002204,-0.0710693,0.127553,-0.0197325,-0.018841,0.017934,-0.0266191,0.0105669,0.0740161,-0.0519542,0.228347,-0.0378893,0.106448,-0.0381469,-0.0293689,0.105377,0.0712052,-0.0654995,0.0117562,-0.0569652,-0.114812,-0.0403716,0.175316,0.0837676,-0.052247,0.0433208,-0.0494417,0.0317984,-0.00244326,0.159937,0.059612,0.0867996,0.0356498,0.0983472,0.106017,0.0797333,-19389.4
-18553.4,0.688024,0.339188,4,15,0,18594,-0.00743281,0.965338,0.129312,-0.0468061,0.270673,0.0883166,0.314377,0.124488,0.0368474,0.0908535,0.241524,0.142489,-0.0490511,0.0884381,0.0485114,-0.00937203,0.166838,0.0793639,0.159296,0.197457,-0.0383279,-0.0407859,-0.0751082,-0.156979,-0.02119,-0.0328143,-0.0738885,0.00497502,0.0463808,0.0538518,0.0575303,0.0897083,0.0145785,-0.00718388,-0.0162155,0.0793853,0.00589087,-0.0414905,-0.00694965,0.0972657,0.0970156,-0.17982,0.0226024,-0.0105418,-0.0593733,0.201157,-0.0117507,0.0243514,0.0156905,-0.0331348,0.0246211,0.0626744,0.0189709,0.20871,-0.0210701,0.0611569,-0.0291794,-0.0307442,0.0275182,0.0956688,-0.0374779,0.0132478,-0.0470808,-0.151452,-0.048006,0.131676,0.0650713,-0.0531055,0.0194399,0.106336,0.0483508,-0.00598559,0.0954515,0.16851,0.0574499,0.0635201,0.12174,0.0948217,0.0636488,-19370.2
-18556.4,0.69402,0.339188,4,15,0,18596.7,-0.00815596,0.968474,0.112768,-0.0158046,0.252258,0.119926,0.355773,0.165849,0.0324425,0.107257,0.231194,0.153921,-0.0506552,0.0679213,0.0102047,-0.00158393,0.165475,0.105523,0.143713,0.157424,-0.0356762,-0.0645627,-0.140332,-0.157919,0.021941,-0.0545655,-0.0876254,-0.0401465,-0.0226019,0.0726027,0.0842987,0.0474676,0.0323689,0.00876621,0.0157391,0.0324986,0.00105239,-0.0244202,-0.0115635,0.10378,0.00831283,0.0747882,0.00763807,-0.0148329,-0.0778008,0.0115897,-0.0474713,0.014877,0.025167,-0.012506,0.00293512,0.0551408,-0.00652463,0.222947,-0.0105873,0.105802,-0.0294776,-0.0281636,0.138061,0.0859816,-0.0685153,-0.0142421,-0.0740936,-0.10192,-0.0192774,0.163433,0.0804842,-0.0556628,0.0207288,-0.0592689,0.0102746,-0.00796912,0.168569,0.0510936,0.0582302,0.0356319,0.0639706,0.0782943,0.0811615,-19391.7
