# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 21:47:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/5vk7soz6.json
# init = 2 (Default)
# random
#   seed = 44119
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/h-sems.h-nonsems/hreg-20250511164716_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,log_p
# Adaptation terminated
# Step size = 0.328581
# Diagonal elements of inverse mass matrix:
# 3.04739e-05, 2.13639e-05, 0.000148446, 0.00016367, 0.000214966, 0.000177036, 0.000229437, 0.000219524, 0.000237417, 0.000228405, 0.000188537, 0.00026776, 0.000243401, 0.00033137, 0.000335989, 0.000353859, 0.000422337, 0.00041252, 0.000502328, 0.000309668, 0.000567851, 0.000673764, 0.000662463, 0.00019373, 0.00022955, 0.000239753, 0.000213853, 0.00187108, 0.00031273, 0.000276447, 0.000221821, 0.000235241, 0.000166341, 0.000185794, 0.000257834, 0.000223833, 0.000314016, 0.000245305, 0.00024819, 0.000315713, 0.00024176, 0.000246802, 0.000434877, 0.000284076, 0.000311746, 0.000252554, 0.000267002, 0.000216564, 0.000280671, 0.000264236, 0.000352719, 0.000350026, 0.000402842, 0.00047072, 0.000357133, 0.00450756, 0.000401518, 0.000556175, 0.000343348, 0.000264131, 0.000319458, 0.00029237, 0.000463985, 0.000379748, 0.000621514, 0.0024655, 0.00120871, 0.000704651, 0.000339269, 0.000793569, 0.00124788, 0.000840371, 0.0809136, 0.0845942, 0.111217, 0.106932, 0.150748, 0.10295, 0.0923135
-18559,0.762146,0.328581,3,15,0,18600.2,-0.0107344,0.967084,0.0902258,-0.0452902,0.240391,0.105846,0.326524,0.136595,0.0191897,0.141655,0.284659,0.155765,-0.0510991,0.0994999,0.0434133,-0.00972966,0.17256,0.120066,0.138644,0.151893,-0.045185,-0.0447795,-0.0788305,-0.160056,-0.00138995,-0.0455507,-0.0630173,0.00109987,-0.00251498,0.102872,0.063838,0.0700705,0.0601577,0.00771623,-0.00430594,0.0284815,0.0119767,-0.0385514,-0.00874453,0.0814522,0.0109052,-0.0384731,0.0056198,-0.00638315,-0.0346651,-0.000955018,-0.0263262,-0.00314149,0.0309134,-0.01711,0.0141108,0.0684303,-0.0207581,0.209654,0.000381316,0.0788993,-0.0137429,-0.0234725,0.0693677,0.105172,-0.0397434,-0.000782514,-0.0898373,-0.10494,-0.0295379,0.125375,0.0984646,-0.0104634,0.0401152,0.00784699,0.017554,-0.0327728,0.0887622,0.142321,0.0620039,0.0535598,0.0434021,0.113663,0.0568182,-19365.1
-18556.2,0.991396,0.328581,4,15,0,18593,-0.00949404,0.966767,0.144335,-0.0211105,0.274369,0.0982065,0.353919,0.148292,0.0269771,0.0433775,0.177568,0.140553,-0.0521367,0.0645827,0.023671,0.000316453,0.160031,0.078537,0.21337,0.208682,-0.0642367,-0.0575887,-0.155234,-0.175803,-0.0141537,-0.0490171,-0.0791312,-0.0348923,0.0190815,0.0380718,0.0837014,0.0522928,0.00678518,-0.00974834,-0.00512453,0.0731369,-0.0221165,-0.030293,-0.00849281,0.120822,0.0491021,-0.0356445,0.0238947,-0.0206384,-0.0910788,0.0640649,-0.0322329,0.0157232,-0.0033981,-0.0336625,0.0143383,0.0677311,0.00210393,0.219507,-0.0374619,0.0772936,-0.0192505,-0.0430834,0.0889521,0.0672192,-0.0555651,0.021393,-0.0338298,-0.106152,-0.0271119,0.15628,0.082554,-0.0972172,0.0267385,0.00775042,0.0218334,0.022973,0.190355,0.0838578,0.0640207,0.0500976,0.0700979,0.0780771,0.113298,-19406.6
-18552.9,0.919312,0.328581,4,15,0,18595.6,-0.00855393,0.961521,0.125902,-0.0269786,0.22351,0.0881246,0.334203,0.154847,0.0520323,0.124107,0.273322,0.14338,-0.0494536,0.0590329,0.0266124,-0.00774329,0.179162,0.0894198,0.129082,0.13143,-0.0194789,-0.0255905,-0.106635,-0.164882,0.0190827,-0.0363089,-0.0794137,-0.0122593,0.00757976,0.0659426,0.0676293,0.0776625,0.0339024,-0.0111834,-0.00619124,0.0514638,0.0231042,-0.0444268,-0.000577735,0.0501961,0.0270547,-0.00217161,0.015256,-0.00530656,-0.0396976,0.0128079,-0.00469184,0.0007605,0.0378131,-0.0174146,0.00214208,0.0453687,-0.0150488,0.221518,0.0171227,0.11293,-0.0512731,-0.021427,0.0413406,0.067073,-0.0439384,-0.00756534,-0.087288,-0.145996,-0.0458656,0.088043,0.102854,-0.0289408,0.0380809,0.00663225,0.0285363,-0.131937,0.0993841,0.0815684,0.0523241,0.0396265,0.030093,0.0701723,0.104743,-19366
-18561.9,0.681557,0.328581,4,15,0,18594.4,-0.0064472,0.958349,0.117292,-0.0599637,0.227463,0.113661,0.348901,0.155963,0.0436221,0.0891814,0.19533,0.143795,-0.0691521,0.0714644,0.0210985,-0.0227504,0.151644,0.101948,0.179852,0.193968,-0.0497502,-0.054547,-0.140037,-0.170517,-0.00721942,-0.050124,-0.0656633,-0.0385692,-0.000331767,0.0539772,0.0580429,0.0469549,0.0212076,-0.0248884,0.00609343,0.0565008,0.00968899,-0.0587468,-0.0509017,0.134225,0.0330341,-0.0386317,0.0229536,-0.0113449,-0.0722833,0.0526538,-0.0198541,0.0108487,-0.0144294,-0.0307355,0.013281,0.0533268,-0.0126574,0.205084,-0.0524174,0.0745776,-0.00563766,-0.0406072,0.103437,0.0677492,-0.0481403,0.0235944,-0.0434812,-0.116639,-0.0207373,0.231658,0.0787088,-0.0468022,0.017696,-0.0165682,-0.00373994,0.0315772,0.136397,0.161424,0.0560634,0.0420898,0.107642,0.0739122,0.0513502,-19397.2
-18557.6,0.955505,0.328581,4,15,0,18605.2,-0.00569101,0.959363,0.124851,-0.0591733,0.223769,0.10828,0.348796,0.154763,0.0407792,0.107548,0.198647,0.144001,-0.0698076,0.0727812,0.0298755,-0.0196713,0.15389,0.102111,0.173371,0.193741,-0.0475109,-0.051963,-0.128068,-0.171828,-0.00539327,-0.0625926,-0.0698752,-0.0219635,0.00338345,0.0585688,0.0643013,0.0452614,0.0298181,-0.0208355,-0.00467008,0.0568482,0.00385281,-0.0613734,-0.0447504,0.143082,0.0472277,-0.0430786,0.0299305,-0.00684627,-0.0717023,0.0411983,-0.0102802,0.00873287,-0.0191876,-0.0265119,0.0117991,0.0575615,-0.0230195,0.192517,-0.0423898,0.067666,0.00483502,-0.0504416,0.0970599,0.0667055,-0.0527176,0.0212627,-0.049126,-0.115595,-0.0131158,0.237807,0.0718791,-0.0317688,0.0193654,-0.0113978,-0.00247864,0.0210056,0.149196,0.153361,0.0495929,0.0465761,0.0963222,0.0721424,0.0642984,-19395.5
-18552.5,0.996432,0.328581,4,15,0,18591.8,-0.012034,0.965028,0.119334,-0.0046583,0.27203,0.102964,0.31811,0.123583,0.0282115,0.0825541,0.263897,0.150401,-0.0426715,0.0890933,0.0394064,0.00269888,0.165711,0.0768086,0.127439,0.157875,-0.0255749,-0.0487368,-0.0948249,-0.156528,-0.0171213,-0.0117971,-0.0794705,-0.0144113,0.017144,0.0710437,0.0748178,0.0816237,0.0228986,0.0222955,-0.0192641,0.0469823,-0.0184133,-0.0374198,0.0234088,0.0439906,0.063168,-0.0125504,-0.00380994,-0.0156709,-0.0568679,0.0569914,-0.03257,0.0130088,0.0327282,-0.0259632,0.00315568,0.0789564,0.0119674,0.244813,-0.00415061,0.10662,-0.0644906,-0.0200648,0.0363757,0.0629767,-0.0562669,-0.00399082,-0.0744732,-0.129941,-0.0528982,0.237941,0.0732391,-0.0802361,0.0264331,0.0384686,0.0737629,-0.0116523,0.241287,0.0619412,0.0592051,0.0446789,0.0719723,0.0865294,0.0721978,-19360.4
