# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_hreg_model
# start_datetime = 2025-03-23 20:43:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/tv311lc7.json
# init = 2 (Default)
# random
#   seed = 72236
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens.h-nondens/h2reg-hreg-20250323154325_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg-hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,mu_inner_beta,sigma_inner_beta,betad.1.1,betad.2.1,betad.3.1,betad.4.1,betad.5.1,betad.6.1,betad.7.1,betad.8.1,betad.9.1,betad.1.2,betad.2.2,betad.3.2,betad.4.2,betad.5.2,betad.6.2,betad.7.2,betad.8.2,betad.9.2,mu_betad.1,mu_betad.2,sigma_betad.1,sigma_betad.2,log_p,rmse
-169562,0.809765,0.279022,4,15,0,169594,-0.00505306,0.972636,-0.0708297,-0.0344556,-0.0873827,-0.128297,0.00165044,-0.0176461,-0.0480554,-0.074134,0.0103606,0.0972136,0.104689,0.0568834,0.0622584,0.00444855,0.00721695,0.0792038,-0.0146046,-0.0238703,-0.0340272,0.0295687,0.0497334,-0.00146893,0.0495243,0.0169168,-0.0844914,-0.00666539,-0.0361409,0.0483007,0.0591568,0.0341319,0.0318038,0.0287372,0.00726118,0.167031,-0.0284995,0.0471228,-0.0353178,-0.0219671,0.0342189,0.00144915,-0.0192173,0.0268294,-0.00426932,-0.128999,0.0171852,-0.0391479,0.0289976,0.0241508,0.0543526,0.0146627,0.0635398,0.0567264,0.0788924,0.0546144,0.0459058,0.00122808,0.0261662,0.211858,-0.0511713,0.25371,0.118809,0.286981,0.136411,0.0519204,0.0466999,0.231902,0.162325,-0.0334785,0.0727299,0.0716618,0.00480924,0.165989,0.071577,0.159265,0.158155,0.135984,0.123679,0.103755,0.0816435,-171107,1.01741
-169559,0.913128,0.279022,4,15,0,169605,-0.00401846,0.974838,-0.0644735,-0.0457542,-0.0682025,-0.133588,0.0125903,-0.0144914,-0.0345922,-0.071303,-0.00353695,0.0895864,0.109884,0.0434123,0.0602067,-0.00800448,-0.0152096,0.0707842,-0.0189336,-0.0146609,-0.00656406,0.0404098,0.0698941,0.00768087,0.0277213,0.0136577,-0.0733537,-0.00579158,-0.0214971,0.0490444,0.0914847,-0.00467041,0.00901071,0.0352598,0.00410176,0.185589,-0.0393911,0.0564372,-0.0334219,0.00665126,0.0315423,0.036075,-0.0154168,-0.00459018,0.0106265,-0.11348,0.0120357,-0.0438778,0.0442864,0.0047387,0.0430403,-0.0488386,0.0309362,0.0542511,0.0364628,0.0631788,0.0585122,0.0400074,0.10172,0.205129,-0.0566981,0.262875,0.111073,0.283605,0.14015,0.0487387,0.054028,0.231815,0.160506,-0.0522803,0.0856231,0.0713129,0.00751522,0.167243,0.0781932,0.155975,0.169377,0.13569,0.0717999,0.140926,0.0722462,-171128,1.01777
-169552,0.895995,0.279022,4,15,0,169598,-0.00381774,0.974294,-0.0581214,-0.0479263,-0.119332,-0.123026,-0.013054,-0.00716595,-0.0509437,-0.102534,0.0122442,0.105516,0.100522,0.0634266,0.0728448,0.0202323,0.0106832,0.0874712,0.00474849,-0.0155512,-0.0245735,0.0478203,0.0519769,-0.0105517,0.0208231,0.00217128,-0.0736423,-0.00804781,-0.00553615,0.0588249,0.0491917,0.0179479,0.0471075,0.0383855,-0.00284876,0.158831,-0.0176793,0.0627787,-0.0344397,-0.0343058,0.022084,0.0059449,-0.0117035,0.000356886,-0.0123773,-0.10646,0.0150006,-0.00279081,0.0376408,-0.0172756,0.0283481,0.00606438,0.120488,0.050365,0.0598519,0.0576699,0.0402557,0.0146876,0.0311512,0.213375,-0.0504249,0.257486,0.124068,0.285846,0.138243,0.0482301,0.0483368,0.234556,0.15462,-0.0389052,0.0792852,0.0668229,0.00252121,0.164577,0.083639,0.158955,0.156924,0.0992567,0.106515,0.113025,0.0840471,-171150,1.01789
-169553,0.922492,0.279022,4,15,0,169587,-0.00383566,0.973134,-0.0696694,-0.0449764,-0.0726813,-0.127984,0.00952549,-0.00866374,-0.0299324,-0.0751002,-0.00175484,0.0901748,0.110297,0.0428745,0.0636121,-0.010794,-0.0143084,0.0734034,-0.0201168,-0.0179055,-0.00804706,0.0489393,0.0633994,0.00390461,0.0218171,0.0200222,-0.0800037,-0.0069651,-0.027964,0.0449513,0.0926593,-0.0125999,0.0111225,0.0301051,0.00860063,0.19033,-0.0357841,0.0559771,-0.033847,0.00722568,0.0381569,0.0305457,-0.0186039,0.000647124,0.0150169,-0.115964,0.0112283,-0.042928,0.0352894,0.0304303,0.014055,-0.0153969,0.0394121,0.0658862,0.0395968,0.0686151,0.0508481,0.006649,0.0298702,0.201899,-0.05382,0.255467,0.110287,0.28256,0.139734,0.0473979,0.0531544,0.227956,0.165054,-0.0484938,0.0805465,0.0715324,0.00939704,0.167266,0.0750549,0.153315,0.16136,0.182745,0.0827714,0.11987,0.0701051,-171067,1.01714
-169557,0.785024,0.279022,4,15,0,169600,-0.0048201,0.975859,-0.05159,-0.0479332,-0.114559,-0.126369,-0.0108922,-0.0102409,-0.0569097,-0.0976716,0.0119109,0.108286,0.0999644,0.0635434,0.0685826,0.0195637,0.00962601,0.0879578,0.000353661,-0.0169799,-0.0232625,0.0471064,0.0539111,-0.0100091,0.0225208,0.00346774,-0.0765697,-0.00338017,-0.00682853,0.0666409,0.0503134,0.0212812,0.045115,0.0357393,-0.00876992,0.157498,-0.0252209,0.060092,-0.0324543,-0.0347875,0.0142325,0.00168863,-0.0137492,-0.00396836,-0.0179161,-0.104919,0.0100865,-0.0265404,0.0173697,-0.0248114,0.0197392,-0.00956837,0.086077,0.0457541,0.0686477,0.0804075,0.032035,-0.00514619,0.0236598,0.202942,-0.0482185,0.25696,0.122693,0.285944,0.142663,0.0442131,0.0452442,0.232277,0.15402,-0.0387622,0.0773565,0.0635799,-0.00301503,0.168069,0.0857954,0.155989,0.156308,0.113234,0.115118,0.155806,0.0822381,-171080,1.01748
-169560,0.662048,0.279022,4,15,0,169599,-0.00323876,0.973885,-0.0560294,-0.031932,-0.100063,-0.123976,0.0148577,-0.0126412,-0.0523405,-0.0980324,0.0156887,0.0888767,0.106793,0.0474907,0.0660183,-0.00500903,-0.0157032,0.0710177,-0.0247419,-0.0127568,0.00718984,0.0429364,0.0623331,-0.000240901,0.0265565,0.00288107,-0.0887644,0.00186967,-0.0213058,0.0550057,0.0737857,0.00572119,0.0300714,0.0237385,0.000765199,0.183123,-0.0203049,0.0658638,-0.0222564,-0.0224753,0.0434461,0.0239556,-0.0304293,-0.0261562,-0.00516618,-0.109822,-0.000630624,-0.0350927,0.0556234,0.0159363,0.0245729,-0.0245283,0.0459901,0.0502859,0.0350657,0.0777033,0.076255,-0.00784898,0.0354347,0.205828,-0.0531338,0.256821,0.113171,0.283161,0.141182,0.0531633,0.0550524,0.225227,0.159125,-0.0408197,0.0804213,0.0728912,0.0219,0.167913,0.0843876,0.160616,0.162244,0.17576,0.0754482,0.0806471,0.0584796,-171136,1.01774
-169561,0.961101,0.279022,4,15,0,169592,-0.00652571,0.975916,-0.0596283,-0.054423,-0.0732214,-0.132621,-0.00713739,-0.0158235,-0.0381485,-0.0693682,-0.00517423,0.114155,0.102724,0.0659814,0.0674556,0.0100868,-0.00534148,0.078551,0.000520173,-0.0312374,-0.0349234,0.0490077,0.0638646,-0.00143778,0.0213116,0.0117329,-0.0671223,-0.00352765,-0.0124735,0.0583369,0.0769421,-0.00253787,0.0347361,0.0439229,0.0120973,0.163333,-0.0247041,0.060001,-0.0397929,-0.019386,0.00236502,0.022174,0.00316445,0.0178935,-0.0028555,-0.098248,0.0137572,-0.0485315,0.0466043,0.000911036,0.0263107,-0.00603109,0.038485,0.0521551,0.0393318,0.0831964,0.0557861,-0.00808003,0.0427496,0.209872,-0.0560237,0.258381,0.117461,0.299824,0.142791,0.0505281,0.0377523,0.231486,0.165871,-0.0418099,0.0799065,0.0827246,-0.0049223,0.165973,0.0834789,0.158763,0.151515,0.183216,0.0963494,0.220734,0.087343,-171177,1.01824
-169567,0.779646,0.279022,4,15,0,169610,-0.0011698,0.972419,-0.0590286,-0.0501068,-0.0707688,-0.131769,-0.00562044,-0.0176711,-0.0402272,-0.0975875,-0.0041052,0.114235,0.109569,0.0626578,0.0673228,0.0121067,0.00882688,0.0930769,-0.0105233,-0.0261723,-0.0221498,0.0396161,0.0506797,-0.00324582,0.0325833,0.0136223,-0.0654659,0.0213286,0.00059231,0.0664727,0.06528,-0.0129689,0.0232981,0.0406367,0.00307386,0.164806,-0.041211,0.0551298,-0.0440257,-0.0360982,0.0155508,0.0126114,-0.0125513,-0.000278111,-0.000833896,-0.114895,0.00507432,-0.0491506,0.0492857,-0.00044812,0.0330482,-0.0112493,0.0596059,0.0525913,0.030664,0.0995584,0.0356001,-0.0043224,0.0298436,0.206749,-0.0580342,0.250595,0.116568,0.299513,0.140404,0.0399779,0.0473669,0.229044,0.153976,-0.0405928,0.0827911,0.0788288,-0.00490609,0.165564,0.0905169,0.158614,0.153329,0.118813,0.0559206,0.27069,0.112307,-171173,1.0179
-169561,0.991171,0.279022,4,15,0,169599,-0.00885253,0.974433,-0.0655803,-0.0477809,-0.10256,-0.122427,-0.000398804,-0.0114596,-0.0405783,-0.0689534,-0.00254757,0.0807788,0.106635,0.0356759,0.0626794,0.000328931,-0.0163469,0.0844951,0.000755819,-0.00609242,-0.00214276,0.0625025,0.0574101,-0.00212707,0.0182299,0.0133635,-0.0808754,-0.0213393,-0.0201451,0.043711,0.0649198,0.0334339,0.0323153,0.0313837,0.00838734,0.176432,-0.0126396,0.0566904,-0.0259815,0.00972108,0.0305879,0.00729609,-0.0187021,-0.00221198,0.00708277,-0.109565,0.019761,-0.0410184,0.0381685,-0.0130946,0.0300407,-0.00466976,0.0579732,0.0481843,0.055268,0.115291,0.0491319,0.00614935,0.023853,0.195301,-0.0567977,0.25771,0.12144,0.27711,0.132225,0.0507796,0.0495225,0.228581,0.162937,-0.0501914,0.0748659,0.0676358,0.0161929,0.16457,0.0839035,0.158128,0.159039,0.211223,0.070917,0.0882826,0.112137,-171035,1.017
-169565,0.914288,0.279022,4,15,0,169598,-0.00278921,0.973867,-0.0608654,-0.045262,-0.0827079,-0.126435,0.00542998,-0.0136304,-0.0382718,-0.0933522,-0.000271081,0.115939,0.102314,0.0848158,0.0811611,0.00499168,0.010033,0.0858289,-0.0138096,-0.0121709,-0.0219923,0.0297755,0.0599543,-0.0111851,0.0420569,0.0247282,-0.0692046,0.0144389,-0.00852485,0.0478072,0.070673,-0.00876753,0.0183767,0.0372308,-0.0104891,0.171213,-0.0358702,0.0447114,-0.0471695,-0.0384888,0.0213002,0.0151731,-0.0348151,-0.000997995,0.0049325,-0.103244,0.0134211,-0.00986355,0.0480345,0.0212704,0.0139405,-0.023461,0.07359,0.0569928,0.0327302,0.0437157,0.0346855,0.0111292,0.0558121,0.214624,-0.0478992,0.261619,0.109068,0.289943,0.143009,0.0475953,0.0487214,0.239502,0.153373,-0.0335845,0.0780885,0.0723377,0.00452851,0.166723,0.0791668,0.14878,0.150339,0.0806629,0.0759803,0.163157,0.0825336,-171138,1.01776
-169563,0.947925,0.279022,4,15,0,169602,-0.00622627,0.973049,-0.0551742,-0.0511907,-0.105983,-0.126253,0.000996876,-0.00811106,-0.0591701,-0.0712543,-0.00613066,0.0929214,0.1062,0.0319125,0.0534761,-0.00127078,-0.0153773,0.0679812,-0.0101399,-0.0259518,-0.0138929,0.0723236,0.0669902,0.00144607,0.0128996,-0.0106782,-0.0832883,-0.0167735,-0.016554,0.0559948,0.0709758,0.00103895,0.0406728,0.0389033,0.0142683,0.177418,-0.0364548,0.0569677,-0.0379497,0.0186288,0.0341993,0.0161073,0.00621938,0.00672149,-0.0123043,-0.124969,-0.000507718,-0.0520041,0.0296623,0.0104072,0.0151718,-0.0105667,0.0406944,0.0366488,0.0441952,0.0772944,0.0672823,-0.0207721,0.0801454,0.205385,-0.0520234,0.255957,0.114549,0.281436,0.138608,0.0416899,0.0519504,0.231577,0.158792,-0.0544355,0.0830425,0.0686446,0.00681011,0.166534,0.0781456,0.151253,0.160579,0.278123,0.0853709,0.158268,0.105066,-171069,1.01715
-169569,0.856594,0.279022,4,15,0,169611,-0.00599378,0.972869,-0.0573295,-0.0505198,-0.108331,-0.140878,-0.000564371,-0.00704532,-0.0331606,-0.0781753,0.00605344,0.106279,0.142055,0.044893,0.0721788,0.00454534,0.00552262,0.0605096,-0.00286928,-0.0101141,-0.00936165,0.050218,0.0515335,-0.00578687,0.0253517,0.0218506,-0.0671474,-0.0206219,-0.0162446,0.0571122,0.0635155,0.0115913,0.0400016,0.0288328,-0.0109123,0.174844,-0.0183543,0.0456882,-0.0428662,-0.0110628,0.0183564,0.0221099,-0.0265732,-0.00798869,0.00905276,-0.118168,0.0177577,-0.0705737,0.046691,-0.000374814,0.0636003,0.00905243,0.0609956,0.0570724,0.0460824,0.0392467,0.0396639,-0.0286852,0.0618928,0.208264,-0.0544658,0.25989,0.116888,0.293748,0.140985,0.0582387,0.0486257,0.230811,0.154124,-0.0334147,0.0708603,0.0721891,-0.000157432,0.170858,0.0800448,0.157875,0.164216,0.31863,0.100051,0.339078,0.0521207,-171216,1.01828
-169572,0.969215,0.279022,4,15,0,169610,-0.00640986,0.972852,-0.0630348,-0.0342116,-0.0819864,-0.126029,0.00241678,-0.0160418,-0.0370649,-0.0916166,0.00150327,0.124368,0.101197,0.0656822,0.0669368,0.00559924,0.00466796,0.0952239,-0.00411956,-0.0200617,-0.028065,0.0639397,0.0733859,-0.0117419,0.0235735,0.0180212,-0.0729837,0.00250008,-0.0119397,0.0461348,0.0660818,0.022393,0.0297449,0.0427712,0.0015984,0.176168,-0.012499,0.0658995,-0.0129564,-0.0169966,0.0478524,0.0195635,-0.00519856,-0.0150739,-0.0159912,-0.0967857,-0.000770929,-0.0204418,0.0784243,0.00702531,0.0163027,-0.030445,0.0489747,0.112434,0.0528988,0.0810722,0.0469278,0.0542389,0.0508399,0.204634,-0.0480113,0.259546,0.1138,0.291023,0.136744,0.0394354,0.0525942,0.230207,0.160148,-0.0554834,0.0842255,0.0634933,0.00412156,0.166151,0.0769987,0.153303,0.153574,0.319206,0.0476427,0.164859,0.15217,-171120,1.01753
-169568,0.9804,0.279022,4,15,0,169609,-0.00698704,0.975998,-0.0710282,-0.0544087,-0.105447,-0.127379,-0.00468768,-0.00047604,-0.0478086,-0.0811255,0.000912859,0.0614766,0.115688,0.0576468,0.0666918,0.0106958,-0.00761564,0.0639273,-0.00347763,-0.0110585,-0.0108742,0.0130364,0.0603056,-0.000168733,0.0256079,0.00322846,-0.0699623,-0.00643754,-0.0191196,0.0589131,0.080723,-0.00609901,0.0259351,0.0308696,0.00196252,0.174867,-0.0345024,0.0454135,-0.0560646,-0.0125149,0.00795857,0.00606634,-0.016019,0.00819989,0.00749515,-0.125292,0.00850591,-0.0592365,0.0175702,0.00978184,0.0416938,-0.00179508,0.0454301,0.0457853,0.0443699,0.0682369,0.039463,-0.00692636,0.0324532,0.217789,-0.0664706,0.258238,0.119319,0.285722,0.131101,0.0459521,0.0482861,0.229623,0.155762,-0.0382256,0.0780578,0.0779133,0.0142354,0.163961,0.0816289,0.16317,0.163947,-0.00186952,0.0927617,0.149741,0.0584087,-171145,1.018
