# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_hreg_model
# start_datetime = 2025-04-21 08:03:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/rumovfi5.json
# init = 2 (Default)
# random
#   seed = 11565
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens.h-nondens/h2reg-hreg-20250421030307_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg-hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,beta.1.8,beta.2.8,beta.3.8,beta.4.8,beta.5.8,beta.6.8,beta.7.8,beta.8.8,beta.9.8,beta.1.9,beta.2.9,beta.3.9,beta.4.9,beta.5.9,beta.6.9,beta.7.9,beta.8.9,beta.9.9,beta.1.10,beta.2.10,beta.3.10,beta.4.10,beta.5.10,beta.6.10,beta.7.10,beta.8.10,beta.9.10,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,mu_beta.8,mu_beta.9,mu_beta.10,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,sigma_beta.8,sigma_beta.9,sigma_beta.10,mu_inner_beta,sigma_inner_beta,betad.1.1,betad.2.1,betad.3.1,betad.4.1,betad.5.1,betad.6.1,betad.7.1,betad.8.1,betad.9.1,betad.1.2,betad.2.2,betad.3.2,betad.4.2,betad.5.2,betad.6.2,betad.7.2,betad.8.2,betad.9.2,mu_betad.1,mu_betad.2,sigma_betad.1,sigma_betad.2,log_p,rmse
-338763,0.978161,0.236789,4,15,0,338821,-0.00553652,0.973755,-0.00543916,-0.0358954,0.0366669,0.00472891,0.0324125,0.0422013,0.0357797,-0.0147264,-0.0117355,-0.0152544,-0.0677945,-0.0190549,-0.0185778,-0.0127522,-0.014674,-0.0239911,-0.00796798,0.00425382,-0.0368003,-0.0731686,-0.0536538,-0.0277285,-0.0663632,-0.0162162,-0.0259453,-0.036031,-0.0311823,0.000816,-0.0492202,-0.0304496,0.0446091,0.00612799,-0.0353,-0.0432916,0.0126367,-0.0262514,0.00348044,0.0341016,-0.0617747,0.00122964,-0.0122011,-0.0225163,-0.0546066,0.074606,-0.0940298,-0.0454331,-0.035253,-0.0988798,-0.134338,0.00454496,-0.00800214,-0.0389664,-0.0574645,0.00440043,0.0836559,0.123122,0.0619806,0.0632027,-0.0128916,0.00866002,0.0612139,-0.0106632,-0.0271887,-0.031935,0.0460806,0.0558593,0.00156286,0.0387553,-0.0109917,-0.082572,-0.00294772,-0.0232664,0.0422057,0.093317,-0.00204883,0.0496797,0.0331964,-0.0114588,0.163113,-0.0521956,0.0700597,-0.0290442,-0.00635728,0.0409835,0.0207585,-0.000326819,-0.0171688,-0.00669394,-0.0903417,0.00614713,0.0178699,-0.0247736,-0.034015,-0.0203864,-0.0211916,-0.014677,0.0115007,0.00601258,0.0257595,-0.0159809,0.0316449,0.0341518,0.0250213,0.0397368,0.0655255,0.0562778,0.0450646,0.0327464,0.0466974,0.0498803,0.00262897,0.0244427,0.132793,-0.045046,0.255505,0.122645,0.290432,0.129646,0.044486,0.064789,0.245158,0.153864,-0.0502748,0.100167,0.0771259,0.00073613,0.163991,0.0925052,0.148351,0.149414,0.1417,0.0836248,0.132804,0.0976161,-343561,1.02096
-338765,0.9079,0.236789,4,15,0,338823,-0.00286558,0.973916,-0.0229499,-0.0273609,0.0418476,0.00921252,0.00961428,0.0501183,0.0135981,-0.0183451,-0.0168992,-0.0473975,-0.0623258,-0.032848,-0.0249886,-0.0209096,-0.0184868,-0.0207388,-0.0134762,-0.00815855,-0.0403329,-0.0788247,-0.0823867,-0.0312554,-0.0571487,-0.0222691,-0.0537978,-0.00323166,-0.0397669,0.00868782,-0.0341479,-0.0329852,0.0286172,0.0110336,-0.0142639,-0.0401266,0.0184375,-0.024002,0.00500121,0.0404351,-0.0711809,0.0253184,-0.00142593,-0.0221384,-0.0498806,0.0670798,-0.10372,-0.0417795,-0.0473198,-0.103994,-0.139846,-0.000382641,-0.00302623,-0.0395454,-0.0676147,0.0166627,0.0951205,0.119201,0.0605167,0.0703955,-0.00036404,0.0177871,0.102201,-0.00676082,0.0117222,-0.0143372,0.0452983,0.06536,-0.00299401,0.0238661,0.0129172,-0.0691855,-0.0222207,-0.0248828,0.0227843,0.0746093,0.0176179,0.0324083,0.0498123,0.000549516,0.169012,-0.0497064,0.0426922,-0.0356391,-0.015029,0.013435,0.00848518,-0.0159006,-0.00535969,-0.0086361,-0.0915018,-0.00762875,0.0022845,-0.0232196,-0.0406493,0.000595616,0.00211816,-0.0165254,0.049,0.00336354,0.0249203,-0.0125155,0.0308361,0.0156058,0.0225336,0.0233006,0.0841759,0.0623932,0.0590519,0.0667166,0.0820927,0.0201146,-0.00451604,0.0241459,0.131545,-0.0426761,0.252811,0.120083,0.297307,0.132814,0.0517262,0.0678451,0.235457,0.145741,-0.0461031,0.104545,0.0803252,-0.000753757,0.162799,0.0887698,0.143018,0.153324,0.16653,0.0954253,0.0919423,0.0473047,-343560,1.02097
-338764,0.611423,0.236789,4,15,0,338832,-0.00302146,0.975866,-0.0212618,-0.0287196,0.0435203,0.00819874,0.00581127,0.0517353,0.0150766,-0.0173971,-0.0183148,-0.0458766,-0.0593931,-0.0312563,-0.0263065,-0.0203243,-0.01518,-0.0172672,-0.01323,-0.00468974,-0.0410016,-0.0762764,-0.0857492,-0.0328762,-0.0559228,-0.0237948,-0.0549577,-0.00118553,-0.0409801,0.0119837,-0.0342312,-0.0361091,0.0296737,0.00885496,-0.0134124,-0.0413551,0.014143,-0.0239238,0.0012319,0.0398939,-0.0733699,0.0265409,-0.00013643,-0.024224,-0.0555524,0.0661663,-0.103687,-0.0444981,-0.0508977,-0.0994579,-0.140305,-0.00126092,-0.00895536,-0.0406672,-0.0712025,0.0150219,0.096342,0.115423,0.0635137,0.0687065,0.00260053,0.0172442,0.104514,-0.00860383,0.00570343,-0.0134997,0.0470915,0.0626086,-0.00294368,0.0246403,0.0157489,-0.0695581,-0.0269786,-0.0247412,0.0211471,0.0720056,0.0220528,0.0333315,0.0463567,0.00311766,0.169569,-0.0499444,0.0428527,-0.0322531,-0.0133057,0.0131942,0.00995882,-0.0164034,-0.00149748,-0.00924784,-0.0953614,-0.00816031,0.00485434,-0.0267497,-0.0464809,0.000615588,-0.000541255,-0.019652,0.0499191,0.00567968,0.0229293,-0.0145037,0.0324966,0.0155975,0.0244564,0.0214551,0.0825516,0.0612848,0.0499119,0.0564803,0.0802079,0.0206857,-0.00532748,0.026126,0.130733,-0.0422893,0.252439,0.119179,0.298922,0.131737,0.0504758,0.0699691,0.238556,0.147884,-0.0483593,0.102959,0.0801844,-0.000967339,0.163069,0.0901245,0.144498,0.154532,0.157491,0.0934032,0.0867282,0.052248,-343568,1.02118
-338771,0.878305,0.236789,4,15,0,338836,-0.00293975,0.971919,-0.00790207,-0.0255494,0.0350487,-0.0383572,0.028216,0.0369105,0.0496401,-0.0399482,-0.0165818,-0.0275301,-0.0570833,-0.0136705,-0.0106003,-0.00403192,-0.020187,-0.0228323,-6.16408e-05,0.00389578,-0.0335076,-0.0629445,-0.0588791,-0.0470423,-0.0632363,-0.0226687,-0.0340197,-0.0288529,-0.0397014,-0.00358481,-0.0535123,-0.0260298,0.056956,0.0204569,-0.0207843,-0.0287264,-0.0053172,-0.011558,0.0308212,0.0252432,-0.0384682,0.00621243,-0.0167742,-0.0308412,-0.0408305,0.0502725,-0.0794872,-0.068448,-0.0520775,-0.0687251,-0.136858,-0.0175972,-0.0154934,-0.0403074,-0.0500196,-0.00738173,0.0657121,0.110905,0.0483258,0.0464377,0.020408,-0.0124135,0.0717278,0.0160279,-0.0294443,-0.0297043,0.0449329,0.0536228,0.0151943,0.0127985,-0.00914353,-0.0805675,-0.00509838,-0.0294862,0.0537216,0.0830806,-0.00330926,0.0321445,0.0286265,-0.00499169,0.186041,-0.032819,0.0736451,-0.0306023,-0.00632571,0.0398202,0.0172165,-0.0172484,-0.00721376,0.00375791,-0.0872305,0.0133685,0.00557124,-0.0111856,-0.032783,-0.0172666,-0.0145284,-0.000974103,0.0156304,-0.00596192,0.0225659,-0.00723732,0.0392503,0.0202791,0.0351174,0.0386559,0.0335721,0.0894895,0.0463968,0.0296608,0.0643301,0.058992,-0.00139387,0.0159211,0.131089,-0.0435482,0.260853,0.125497,0.292794,0.131693,0.0400726,0.0632664,0.243055,0.154052,-0.0469907,0.100103,0.0748995,0.00364902,0.159942,0.0904463,0.147534,0.146263,0.138848,0.0864993,0.145013,0.0983821,-343552,1.02075
-338768,0.963473,0.236789,4,15,0,338832,-0.00606394,0.975668,-0.0221176,-0.036901,0.0331007,-0.0242511,0.016772,0.0433766,0.0432742,-0.0273637,-0.0193551,-0.0343938,-0.0556782,-0.00662793,-0.0143551,-0.00298597,-0.000816363,-0.0161456,-0.00974651,-0.00454319,-0.0323409,-0.0746977,-0.0617336,-0.0448208,-0.0619629,-0.00670219,-0.038808,-0.0202673,-0.0446722,0.00169768,-0.0519386,-0.0271772,0.0357354,0.022457,-0.0165411,-0.0396581,-0.00164181,-0.0132242,0.0340519,0.0196619,-0.0448511,0.0150939,-0.0195271,-0.0311104,-0.0512427,0.0584792,-0.0729661,-0.0647062,-0.0396851,-0.0663589,-0.127148,-0.0164019,-0.00560401,-0.0375081,-0.0580011,-0.0025999,0.0857192,0.112891,0.0491229,0.0444783,0.00646953,0.0190702,0.072171,0.027794,-0.00742405,-0.0261329,0.0444989,0.0435114,0.0112001,0.0177321,-0.0121866,-0.0897035,0.00266582,-0.0155821,0.0464805,0.0759169,0.00854872,0.0445102,0.0329494,0.00592019,0.172346,-0.0515742,0.0533946,-0.0284487,0.000142225,0.0304014,0.0169911,-0.0111609,-0.0236671,0.00362335,-0.0990709,0.0216625,-0.0125453,-0.0217068,-0.0191974,-0.00618616,-0.0181633,-0.018576,0.000677811,-0.00744827,0.00749475,0.00705346,0.0437952,0.0113387,0.0249715,0.0589601,0.0479825,0.0741712,0.0457479,0.0418706,0.0559658,0.0642651,-0.0131271,0.0102218,0.130817,-0.0402808,0.256309,0.120892,0.294763,0.13422,0.0476446,0.0644591,0.246941,0.151283,-0.0508087,0.104446,0.0842564,0.00771672,0.165455,0.0912306,0.151073,0.143742,0.162719,0.0922651,0.121611,0.097571,-343561,1.02114
-338774,1,0.236789,4,15,0,338838,-0.00369018,0.973583,-0.0165517,-0.0345983,0.0494855,-0.0360144,0.0128668,0.039624,0.0277265,-0.00173288,-0.00540917,-0.0362365,-0.0515439,-0.0120668,-0.0371692,-0.0097007,-0.02647,-0.0257769,-0.00918172,-0.00546812,-0.0434423,-0.0681857,-0.0775566,-0.040554,-0.0576065,-0.0312494,-0.0260643,-0.0157334,-0.0319243,-0.00156019,-0.0591253,-0.0276317,0.0422082,0.0190302,-0.0151393,-0.0657624,0.00840793,-0.0260785,0.00980002,0.0136135,-0.0663394,0.0401444,0.00140957,-0.0160137,-0.0527323,0.056577,-0.0721107,-0.0760597,-0.0415025,-0.0927772,-0.12263,-0.00210976,-0.00544685,-0.0340927,-0.068671,0.00926723,0.0731779,0.110977,0.0404596,0.0610797,0.00907271,0.0130424,0.0656387,0.0176111,-0.00732847,-0.036493,0.0413246,0.0381737,-0.00762691,0.0148568,-0.00373985,-0.0861092,-0.0126044,-0.0302399,0.0285611,0.077066,0.00205403,0.0366289,0.038239,0.0186816,0.173208,-0.0454385,0.0431479,-0.0416844,-0.00187981,0.0454696,0.0072698,-0.0206292,0.00452158,-0.0100669,-0.0821573,0.00103551,-0.0120707,-0.0108165,-0.029392,-0.00726357,-0.00179926,-0.00971943,0.00140317,-0.0125497,-0.00994505,-0.0152819,0.0313529,0.0205667,0.0315821,0.0454745,0.0744125,0.0400929,0.0563349,0.0313491,0.101533,0.0404311,-0.0145255,0.00897938,0.129438,-0.0455968,0.253994,0.118609,0.291886,0.137138,0.0454016,0.0623758,0.238592,0.149804,-0.0448286,0.0953715,0.0802589,-0.00364693,0.1572,0.091046,0.153722,0.151219,0.028667,0.0887209,0.10354,0.125588,-343410,1.02036
-338774,0.64192,0.236789,4,15,0,338836,-0.00307543,0.973298,-0.0311181,-0.0360813,0.0487442,-0.0152208,0.0179513,0.0104791,0.0166239,-0.0241188,-0.0245562,-0.0307813,-0.0679283,-0.00737667,-0.011753,-0.00054074,-0.00302891,-0.0373148,-0.0261387,-0.000425919,-0.0347996,-0.0560522,-0.08189,-0.0308264,-0.0559253,-0.0151061,-0.0662791,-0.0114333,-0.0438963,0.0252307,-0.0452464,-0.0297418,0.0396705,0.0131083,0.00155826,-0.022169,0.0125016,-0.0135483,0.00859849,0.0390176,-0.0707835,0.021753,-0.00788476,-0.0099389,-0.0351749,0.0621627,-0.0757037,-0.0519468,-0.0365853,-0.0852198,-0.128763,-0.0135966,0.00164735,-0.050397,-0.0778378,0.00215449,0.0976783,0.114866,0.0773267,0.0557507,0.0177522,0.0098985,0.0786686,-0.0262853,-0.0169849,-0.0242292,0.0553125,0.0655642,-0.00443378,0.0135006,0.00941155,-0.0659873,0.00668447,-0.00657982,0.0451872,0.0688364,0.0175103,0.0260355,0.0440997,-0.0255607,0.188851,-0.0439415,0.0642684,-0.0378654,-0.0317585,0.0453492,0.0169175,-0.0214978,0.00376226,-0.00358871,-0.0884776,-0.00136892,-0.000735216,-0.0240484,-0.0277392,-0.0165338,-0.0173114,-0.0312101,0.00705826,-0.00113583,0.000598202,-0.00665337,0.0398162,0.0226258,0.0255142,0.0324669,0.035107,0.0973943,0.100266,0.043615,0.0523138,0.0363619,-0.0198845,0.015114,0.132029,-0.0441994,0.251993,0.121798,0.30118,0.127721,0.0508439,0.0665455,0.241694,0.151471,-0.0492773,0.109329,0.0796182,0.00259243,0.165682,0.0871643,0.144125,0.150668,0.110025,0.065359,0.201642,0.0686557,-343675,1.02136
-338777,0.943727,0.236789,4,15,0,338855,-0.00402098,0.974637,-0.0120961,-0.0265598,0.0144851,-0.017568,0.00412899,0.0443164,0.0334504,-0.013189,-0.025242,-0.0305711,-0.0470022,-0.0136423,-0.0154355,-0.0187605,-0.021281,-0.0177763,-0.00618155,0.00191156,-0.0508912,-0.0745148,-0.062929,-0.038432,-0.0590106,-0.0341764,-0.0232001,-0.0218297,-0.0225652,-0.018844,-0.0384113,-0.0301342,0.0509099,0.0118111,-0.027429,-0.0522047,0.00807768,-0.0186462,0.0124714,0.0254935,-0.047292,0.0243092,-0.00951723,-0.0384241,-0.0550361,0.0524286,-0.08777,-0.0677943,-0.0613809,-0.0822047,-0.149069,-0.0129352,-0.0278343,-0.0278769,-0.0821558,-0.00840484,0.0610612,0.0948742,0.0382101,0.0776344,-0.00388188,0.00516436,0.0831291,0.0117793,-0.0264883,-0.019247,0.0471746,0.0385388,0.00536919,0.0312081,-0.00593147,-0.0984316,-0.0296083,-0.032451,0.0268988,0.0865392,-0.0140057,0.0411668,0.0263935,0.0176338,0.167757,-0.0391045,0.0523069,-0.0250627,-0.00608787,0.0203368,0.00688757,-0.0275571,-0.0156611,-0.00214968,-0.0915831,0.00804941,0.00869345,-0.0102073,-0.0219407,-0.0097571,-0.0260835,-0.022165,0.026182,-0.0148098,-0.021218,-0.0213018,0.0182706,0.0137025,0.0282646,0.0280581,0.0640894,0.0573419,0.0444011,0.0435819,0.14109,0.0304636,-0.00374418,0.0181373,0.129085,-0.0453836,0.257669,0.124254,0.288896,0.133936,0.0436856,0.0654391,0.239251,0.151443,-0.0448655,0.097878,0.0758175,0.00129762,0.161253,0.093421,0.149712,0.147291,-0.0990367,0.117622,0.344098,0.0929845,-343442,1.02058
-338782,0.834633,0.236789,4,15,0,338851,-0.00607728,0.974186,-0.0168213,-0.0368788,0.0357283,-0.015731,0.0237413,0.0120878,0.0317025,-0.014326,-0.0198633,-0.0349454,-0.0627686,-0.0301694,-0.00543663,-0.0177351,-0.0182141,-0.0217218,-0.00693857,0.00268985,-0.0429744,-0.0734055,-0.0709216,-0.0443542,-0.0433785,-0.017961,-0.0569254,-0.0153452,-0.0271779,0.0267893,-0.0297442,-0.0245196,0.0445321,0.0032947,-0.0242709,-0.0478506,0.0164497,-0.0360679,0.00423002,0.0228698,-0.0386393,-0.00768653,-0.00469694,-0.0381012,-0.0548583,0.0610003,-0.0847188,-0.0532678,-0.0576421,-0.0886037,-0.125136,-0.00415348,-0.000509536,-0.0301309,-0.0893589,0.00647765,0.064729,0.118062,0.0643957,0.0901619,0.00935437,0.00957943,0.0716906,0.0060783,-0.0237832,-0.010573,0.0624099,0.0627733,-0.0016083,0.0108584,-0.00212556,-0.0793113,-0.0105501,-0.0429654,0.0470485,0.0922148,0.0056743,0.030048,0.0286392,-0.0140056,0.167158,-0.0721271,0.0545169,-0.0337268,-0.00864094,0.0227489,0.0114435,-0.0149938,0.00109936,-0.00056143,-0.0772035,0.0123464,-0.00117292,-0.0173693,-0.0502105,-0.00454365,0.0116349,-0.0185531,0.0628054,-0.0128634,0.0357622,-0.00383516,0.0386527,0.0355797,0.021825,0.0408031,0.0480316,0.0774206,0.0961441,0.0442806,0.075225,0.0229807,0.00300472,0.0391499,0.131273,-0.03946,0.26136,0.12402,0.295659,0.126655,0.0477078,0.0628419,0.250509,0.151293,-0.0516839,0.0988711,0.0781734,0.00859996,0.168805,0.0936109,0.152409,0.15364,-0.00175479,0.104473,0.264242,0.0619999,-343739,1.02169
-338767,0.925992,0.236789,4,15,0,338846,-0.00443404,0.974432,-0.0233681,-0.049652,0.0401561,-0.00513982,0.0220017,0.0330681,0.0255602,-0.0096906,-0.0196085,-0.042964,-0.0732726,-0.0191373,-0.016716,-0.0242811,-0.0235525,-0.0242578,-0.0133336,0.000878341,-0.0301679,-0.0566678,-0.078339,-0.0391606,-0.0538152,-0.0184385,-0.0466419,-0.0184522,-0.0373683,0.00354698,-0.052716,-0.0328419,0.0178904,0.00226495,-0.00934603,-0.0489105,0.0121913,-0.0272348,0.0296373,0.0299908,-0.0662233,0.0150852,-0.0142988,-0.021703,-0.0462825,0.0663646,-0.0748006,-0.0700721,-0.0269384,-0.0733856,-0.128903,-0.0109943,-0.000539771,-0.0565786,-0.0756734,-0.00485573,0.0857654,0.129042,0.0632418,0.0820248,0.0080804,0.00482137,0.0886411,0.0111455,-0.0211956,-0.0306755,0.0356436,0.0616921,0.0103059,0.0172691,0.0084158,-0.0922688,-0.00257346,-0.0307,0.0411893,0.0856276,0.021149,0.0216952,0.0324935,0.0135359,0.160799,-0.0252481,0.0610455,-0.0400669,-0.0200606,0.0347491,0.0116835,-0.0109031,-0.00991431,0.0143637,-0.104649,0.00853997,0.0139281,-0.0241516,-0.029621,-0.00942929,-0.0292237,0.0107806,0.0372867,0.00862121,0.0601557,0.016957,0.0310335,0.0243567,0.0327546,0.0230593,0.0706634,0.0615407,0.0589565,0.03867,0.070428,0.0963292,0.0195446,0.0406894,0.132743,-0.0451621,0.254346,0.116366,0.291704,0.131869,0.0468046,0.0653281,0.238644,0.152743,-0.0482408,0.102456,0.0796608,-0.00228418,0.158437,0.0902101,0.144124,0.144788,0.0262228,0.0863875,0.153378,0.0760925,-343451,1.02059
-338787,0.756262,0.236789,4,15,0,338858,-0.00432252,0.973887,-0.0140596,-0.0438711,0.0513735,-0.0347594,0.00288298,0.0471556,0.0283014,-0.0352937,-0.025214,-0.0360282,-0.0608264,-0.0030625,-0.0143158,-0.0205372,-0.0149186,-0.0335926,-0.0148656,0.00956131,-0.0189987,-0.0730017,-0.0634476,-0.0447024,-0.0632505,-0.0185868,-0.0490468,-0.0234262,-0.0463566,0.00360302,-0.0430731,-0.0225896,0.0583358,0.00909154,-0.0284582,-0.0509042,0.021955,-0.0298102,0.000263994,0.0353843,-0.0594059,-0.00126401,-0.00742128,-0.0509614,-0.0686435,0.0341896,-0.104691,-0.0268947,-0.0679618,-0.074445,-0.138628,-0.0167108,-0.0175916,-0.0280186,-0.0616265,0.0126544,0.076747,0.124711,0.0575369,0.0374698,0.00792708,0.0178489,0.099018,-0.0109052,-0.00189427,-0.0147043,0.0622393,0.0661264,-0.00437241,0.024672,-0.00120747,-0.0749803,-0.014544,-0.0304672,0.0305172,0.086892,-0.0121214,0.0257066,0.0218124,-0.0110329,0.187503,-0.0451882,0.0507876,-0.0413497,-0.00943242,0.039316,0.00610672,-0.0161178,-0.00539113,-0.00265665,-0.100286,0.0072027,-0.0259926,-0.0218877,-0.0391967,-0.0180156,0.0254351,-0.0578415,0.078507,0.00499339,0.0168866,0.0349572,0.062554,0.0259385,0.0206999,0.0461859,0.0547016,0.0528435,0.0667651,0.0660371,0.0583505,0.0703308,0.0120775,0.0513786,0.128563,-0.0404998,0.255003,0.12761,0.295658,0.131714,0.0469896,0.0673977,0.244794,0.150214,-0.0483413,0.104021,0.077385,0.006537,0.164785,0.0888985,0.148838,0.157648,0.202577,0.101897,0.129988,0.061277,-343684,1.02145
-338779,0.997558,0.236789,4,15,0,338853,-0.00504313,0.974076,-0.0318858,-0.0298379,0.0291262,-0.00925496,0.025822,0.0385799,0.0395549,-0.0146151,-0.026189,-0.0384091,-0.0484278,-0.0308232,-0.0293474,-0.0158237,-0.00891113,-0.0240368,-0.00489717,-0.0124031,-0.0708568,-0.0625381,-0.0827667,-0.0369333,-0.0682699,-0.0299858,-0.042108,-0.0262726,-0.036793,0.00686773,-0.0429837,-0.0489345,0.0256002,0.0121069,0.00165505,-0.0312895,-0.001861,-0.0158739,0.0221548,0.0198682,-0.0719411,0.0318399,-0.00014832,-0.0063422,-0.0362932,0.0817776,-0.0697579,-0.0935546,-0.0282526,-0.101613,-0.120341,-0.00203941,-0.000692357,-0.0429149,-0.0864202,-0.00834936,0.0817924,0.106829,0.0589672,0.0899703,0.0077686,0.00308032,0.0673101,0.0048074,-0.0397395,-0.0308373,0.0358802,0.0425368,0.0124943,0.0239835,0.00483731,-0.0827221,-0.00653561,-0.00796177,0.0434325,0.0810228,0.0301192,0.0439189,0.0400824,0.00779249,0.162555,-0.0406629,0.0631288,-0.0147287,-0.00572287,0.0327825,0.0321013,-0.0200181,0.000577408,-0.00106675,-0.0977283,0.0153619,0.000785734,-0.0251089,-0.0477537,-0.00402541,-0.0495509,-0.0448987,0.0121851,-0.00643317,0.013512,-0.0448078,0.0291718,0.0128363,0.023272,0.026775,0.0680639,0.0394935,0.0614367,0.0326622,0.051168,0.045412,-0.0227004,0.0240084,0.134598,-0.0457922,0.257698,0.12796,0.302342,0.132572,0.0469097,0.0672544,0.247306,0.151094,-0.0483654,0.10122,0.0693713,-0.00414304,0.161785,0.0890164,0.144607,0.154505,0.117047,0.0867344,0.125953,0.0887263,-343717,1.0216
-338790,0.78866,0.236789,4,15,0,338856,-0.00511437,0.972698,-0.0299754,-0.0271394,0.0574715,-0.0343687,0.00560856,0.0548996,0.0238179,-0.0219474,-0.0184427,-0.0208643,-0.0643791,-0.00660556,-0.026687,-0.0152655,-0.0343104,-0.0294316,-0.0237437,-0.00229892,-0.0364728,-0.0777179,-0.085463,-0.0364077,-0.0711217,-0.02743,-0.0391375,-0.0276564,-0.0570875,-0.00110326,-0.0327087,-0.00748497,0.0389704,0.0155772,-0.0291795,-0.0437364,0.00651866,-0.0228025,-0.0130023,0.037927,-0.0435005,0.00253455,-0.00619071,-0.0449411,-0.049827,0.0544259,-0.0968981,-0.0426357,-0.0339555,-0.0657029,-0.139798,-0.0200929,-0.0257702,-0.0350237,-0.0612235,-0.00254425,0.0741186,0.108234,0.0584545,0.0537648,0.0099864,0.0141108,0.082994,0.0156198,0.00511997,-0.024629,0.0400775,0.0751291,0.00816071,0.0132107,0.00177322,-0.0588828,0.00197235,-0.0144133,0.0269288,0.0772465,0.00616385,0.0277638,0.0178705,-0.00571774,0.186804,-0.0175809,0.0434297,-0.0438277,-0.0331393,0.0518521,0.0105978,-0.0361912,0.0175007,-0.00402218,-0.091258,0.00791673,0.0120639,-0.0207388,-0.0545973,-0.015788,-0.0360774,-0.0397068,0.0570316,0.00973639,0.0481807,0.0417386,0.0414922,0.0205932,0.0245303,0.0241633,0.0826224,0.0463274,0.0304042,0.0399389,0.0584691,0.0533515,0.00315762,0.0518584,0.125892,-0.0416647,0.25039,0.117153,0.289486,0.130182,0.0479218,0.0664203,0.235937,0.151676,-0.0457523,0.104972,0.0846311,0.00740368,0.163906,0.0884811,0.147771,0.144069,0.161445,0.0969531,0.0849958,0.0504738,-343394,1.02021
