# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_hreg_model
# start_datetime = 2025-03-23 20:43:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/tv311lc7.json
# init = 2 (Default)
# random
#   seed = 72236
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens.h-nondens/h2reg-hreg-20250323154325_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg-hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,mu_inner_beta,sigma_inner_beta,betad.1.1,betad.2.1,betad.3.1,betad.4.1,betad.5.1,betad.6.1,betad.7.1,betad.8.1,betad.9.1,betad.1.2,betad.2.2,betad.3.2,betad.4.2,betad.5.2,betad.6.2,betad.7.2,betad.8.2,betad.9.2,mu_betad.1,mu_betad.2,sigma_betad.1,sigma_betad.2,log_p,rmse
-169558,0.860013,0.248143,4,15,0,169602,-0.00338095,0.976163,-0.08029,-0.0482249,-0.081215,-0.108399,-0.0010582,-0.0189908,-0.0510837,-0.0654345,-0.00597918,0.106096,0.107973,0.0532391,0.0502926,-0.000574942,-0.000367618,0.0909792,-0.017359,-0.0342643,-0.0325466,0.0544818,0.0681546,-0.00307808,0.0221261,0.00868429,-0.0866836,-0.0011704,-0.0122893,0.0738541,0.0669088,0.0155816,0.0257965,0.0396714,0.00344979,0.159456,-0.0314715,0.0534308,-0.0306051,-0.00380664,0.00922804,0.00513308,-0.0176555,-0.0154743,-0.000627472,-0.110182,0.00858466,-0.0471358,0.0288005,0.000701472,0.0731658,-0.00659871,0.03736,0.0483274,0.0539983,0.0708113,0.065943,0.044564,0.102633,0.212945,-0.0427631,0.250559,0.121637,0.280146,0.139672,0.0469828,0.0558701,0.230782,0.162952,-0.0450607,0.0742183,0.0718685,0.00414555,0.16879,0.0822558,0.159672,0.154855,0.187636,0.112295,0.118728,0.0718494,-171040,1.01719
-169555,0.973931,0.248143,4,15,0,169596,-0.0036074,0.97341,-0.0428768,-0.0515439,-0.0994712,-0.140179,-0.00789662,-0.00638262,-0.035858,-0.10533,0.00599328,0.0923359,0.105494,0.0556751,0.0837009,0.0132056,-0.00665217,0.0720193,0.0002595,-0.00341602,7.73221e-06,0.0382797,0.0429191,-0.00374629,0.0206069,0.0116017,-0.0652572,-0.0115604,-0.0240305,0.0378975,0.0763289,0.00175322,0.0335025,0.0319641,-0.00228816,0.191653,-0.0240166,0.0602994,-0.0372431,-0.0265632,0.0409325,0.0266616,-0.0141358,0.0104332,0.000757798,-0.108382,0.0110802,-0.0479536,0.0409718,-0.000753214,0.00467567,-0.0224605,0.0611892,0.0552027,0.0301561,0.0542907,0.030555,-0.022669,0.0438417,0.195044,-0.0594902,0.259303,0.112257,0.288215,0.140507,0.0505258,0.0440194,0.226931,0.152258,-0.0418603,0.0818461,0.0667897,0.00485947,0.166009,0.084483,0.154539,0.158161,0.0833115,0.0745741,0.12947,0.0865031,-171087,1.01732
-169555,0.910594,0.248143,4,15,0,169588,-0.00872121,0.975002,-0.0650172,-0.059623,-0.100919,-0.133482,0.00178763,-0.00480588,-0.052412,-0.0845762,-0.00132902,0.0971786,0.106827,0.0637626,0.081542,0.00126695,-0.0197358,0.0802853,-0.00130827,-0.014545,0.00442145,0.0454119,0.0332331,0.0026704,0.0370743,-0.0127908,-0.0732505,0.01325,-0.0289387,0.0553306,0.0623424,0.00520072,0.0371011,0.0392526,0.0072817,0.178784,-0.0463498,0.0641546,-0.0455225,-0.0142226,0.0457509,0.0075406,-0.0146146,-0.00130416,-0.0165554,-0.102863,0.00892633,-0.0627673,0.0338881,-0.000416961,0.0201132,-0.00721531,0.0507191,0.0529013,0.0314851,0.0861791,0.0532425,0.0171968,0.0335134,0.207739,-0.0511991,0.258581,0.117972,0.282506,0.132565,0.0418047,0.045112,0.237546,0.16111,-0.0485338,0.0843682,0.0662185,0.00126238,0.175124,0.0799577,0.15786,0.159526,0.0890587,0.0869325,0.116012,0.0747718,-171150,1.01795
-169557,0.925276,0.248143,4,15,0,169589,-0.0023564,0.975508,-0.0638976,-0.0301046,-0.0972246,-0.104489,0.0114384,-0.00707421,-0.0612876,-0.0834456,-0.0168362,0.10795,0.093399,0.0450224,0.0766918,-0.00851912,-0.00788423,0.0866599,0.0136933,-0.00442023,-0.00400051,0.035762,0.052657,-0.0123006,0.0144821,0.0155185,-0.079449,-0.00934932,-0.0261093,0.0463725,0.0844503,0.00546611,0.0228005,0.0401693,-0.000619404,0.171439,-0.0189239,0.0618315,-0.0404365,-0.0161445,0.0240737,0.00955645,-0.00996209,-0.00701022,-0.0197308,-0.118655,0.00946633,-0.0254166,0.0177902,0.00207619,0.0325234,-0.0356728,0.0509623,0.0642946,0.0383041,0.0509418,0.0566883,-0.0198633,0.0388022,0.212633,-0.0593077,0.260021,0.115039,0.290661,0.135296,0.0516058,0.0439346,0.231699,0.152276,-0.0438886,0.0795975,0.06529,0.00183662,0.161188,0.0881723,0.156057,0.16,0.137666,0.0883198,0.185583,0.0781205,-171094,1.01756
-169561,0.948473,0.248143,4,15,0,169597,-0.00897089,0.972938,-0.0707974,-0.0406029,-0.106179,-0.127007,-0.00116251,-0.00222056,-0.0439996,-0.0810391,-0.00979937,0.101853,0.0941239,0.0660386,0.045148,-0.00119461,-0.0140991,0.0682039,-0.0250984,-0.0234716,-0.00991295,0.0482297,0.0759594,-0.00775933,0.0083211,0.0177696,-0.0758994,-0.0226589,-0.0219451,0.0543505,0.075017,0.0125025,0.0202015,0.0433976,0.00078379,0.163633,-0.0118231,0.0609681,-0.0452799,-0.0087195,0.0115853,0.0123163,-0.00319797,-0.0103968,-0.00724936,-0.129883,0.0153634,-0.0307418,0.0119456,-0.017444,0.0266567,-0.0287681,0.0578837,0.0749359,0.0371418,0.0659188,0.0495772,-0.00438169,0.0277093,0.209752,-0.0624177,0.254918,0.125512,0.286858,0.132556,0.0482542,0.0497969,0.22759,0.155614,-0.0371195,0.0683321,0.0724052,0.00127017,0.170661,0.0873625,0.150542,0.157992,0.163336,0.173942,0.114477,0.121456,-171097,1.01736
-169565,0.986176,0.248143,4,15,0,169601,-0.0030953,0.975888,-0.0669632,-0.0356518,-0.0793249,-0.132834,-0.00388646,-0.00295841,-0.0555337,-0.111061,-0.00668186,0.10131,0.0978484,0.0687756,0.0576956,0.00673152,-0.0123094,0.0750617,-0.0180612,-0.0256802,-0.0237689,0.0550128,0.0603985,-0.0132546,0.0387139,0.0129204,-0.0855016,-0.0198811,-0.0267828,0.05213,0.0735363,-0.00232457,0.0342664,0.0260429,-0.0137555,0.165169,-0.00795386,0.0617515,-0.0220036,-0.00941319,0.0384888,-0.00145375,-0.0230351,-0.0078243,-0.00719548,-0.119181,0.0107883,-0.0197193,0.0398039,-0.0041582,0.00257306,-0.0258409,0.0740009,0.0395325,0.0477218,0.0703007,0.0359568,-0.00210182,0.0226726,0.207308,-0.0578466,0.262465,0.120798,0.282652,0.14336,0.0505328,0.045435,0.232653,0.149317,-0.0424584,0.0771744,0.0744845,-0.00274015,0.167969,0.0820639,0.168688,0.157079,0.0987882,0.202566,0.127585,0.202096,-171109,1.01771
-169568,0.895802,0.248143,4,15,0,169609,-0.00264482,0.972377,-0.0549708,-0.0543879,-0.116309,-0.131126,0.00764104,-0.0139195,-0.0275632,-0.065211,0.0168514,0.102579,0.113884,0.0436681,0.0787139,-0.00222375,0.00940467,0.0850594,-0.00600152,-0.00848057,-0.00719477,0.041692,0.0540378,0.0127117,0.00377398,0.0122947,-0.0697083,0.00986221,-0.00974973,0.0591205,0.0689183,0.0157443,0.0189684,0.0430884,0.0140774,0.180618,-0.0517894,0.0532503,-0.0414181,-0.0144905,0.00999465,0.0360449,-0.00426058,0.00865119,0.00440667,-0.100678,0.0145694,-0.02375,0.007218,0.0087542,0.0581004,0.0167341,0.0741936,0.0950228,0.0380754,0.0651908,0.0510649,0.0289984,0.0346149,0.20618,-0.0461179,0.249919,0.113575,0.286731,0.135392,0.0428776,0.0521122,0.227703,0.165064,-0.0474103,0.0819422,0.0648007,0.0135813,0.166104,0.0806017,0.148747,0.156158,0.0980533,0.201579,0.222888,0.151099,-171102,1.01735
-169557,0.958669,0.248143,4,15,0,169593,-0.00245906,0.973554,-0.0696482,-0.0410686,-0.0748422,-0.127583,-0.00643274,-0.00658247,-0.0552289,-0.106099,-0.00628194,0.0932183,0.0977056,0.065797,0.0572133,0.0175669,-0.0146409,0.0843287,-0.0107449,-0.0267693,-0.021578,0.0489107,0.0521593,-0.015117,0.0470084,0.0119685,-0.0766581,-0.0200649,-0.0251789,0.0463894,0.0680411,-0.00128697,0.0334738,0.0327273,-0.0081789,0.168965,-0.00474357,0.0624988,-0.0225505,-0.0121241,0.0447288,-0.003467,-0.0170943,-0.00947484,-0.00717792,-0.121292,0.00437902,-0.00949131,0.0249848,-0.0142333,0.00262075,-0.0243365,0.0609264,0.0461837,0.0434349,0.0752806,0.0437791,-0.00446023,0.0137747,0.206273,-0.0581188,0.262308,0.120188,0.288974,0.143976,0.0532079,0.0499708,0.232624,0.150922,-0.036856,0.078333,0.0754558,0.00276782,0.168763,0.0820744,0.163241,0.159448,0.169567,0.0576083,0.084597,0.0888215,-171172,1.018
-169552,0.928099,0.248143,4,15,0,169592,-0.0046253,0.973574,-0.0584834,-0.0501217,-0.113287,-0.134354,0.00372684,-0.00783741,-0.0417974,-0.0614412,-0.00355942,0.0944089,0.109784,0.0404024,0.0649113,0.0147633,0.0198543,0.0773502,-0.00673278,-0.00962089,-0.0140221,0.0368428,0.055111,-0.00645592,0.0155851,0.014659,-0.0789193,-0.00644713,-0.0203465,0.059937,0.0687323,-0.0123264,0.0222633,0.0405524,-0.00465976,0.180519,-0.0447102,0.052122,-0.0347855,-0.0244469,0.0156492,0.02253,-0.00709065,-0.00533627,-0.00748739,-0.114392,0.0114538,-0.0351943,0.0419415,0.00081713,0.0237803,-0.00915376,0.0983475,0.0513165,0.0533788,0.0811311,0.0449138,0.00364866,0.0375758,0.204076,-0.04098,0.251178,0.115401,0.280758,0.135203,0.0415343,0.0522997,0.223119,0.165952,-0.050261,0.0791342,0.065301,0.00684884,0.163986,0.0849901,0.151794,0.165816,0.127417,0.109957,0.191584,0.0857036,-171048,1.01703
-169563,0.790967,0.248143,4,15,0,169604,-0.00466064,0.973002,-0.0655484,-0.0446119,-0.0771693,-0.121194,-0.000199983,-0.00894782,-0.0455884,-0.115279,0.0194507,0.106046,0.111627,0.0686421,0.069221,-0.0090004,-0.036483,0.086003,-0.00230333,-0.0245936,-0.0181149,0.0577437,0.053285,0.00249769,0.0333538,0.0114199,-0.0693852,-0.00750669,-0.0142903,0.0557415,0.0752722,0.0219317,0.0307652,0.0269734,0.00358431,0.169642,-0.00775166,0.0686392,-0.0307955,-0.00191985,0.0295179,0.00756602,-0.018978,-0.00306083,0.00651321,-0.0952761,0.00652605,-0.0059811,0.0574576,0.0103136,0.0470391,-0.00922433,0.0548204,0.0775979,0.0309761,0.071775,0.0301014,0.0134295,0.0331594,0.208691,-0.0633333,0.258664,0.119523,0.289709,0.142538,0.052457,0.0490668,0.240042,0.148288,-0.0420298,0.0792214,0.076593,0.00973303,0.170733,0.0729593,0.160976,0.156288,0.151778,0.141776,0.0779101,0.140352,-171225,1.01836
-169569,0.833605,0.248143,4,15,0,169612,-0.0101009,0.974717,-0.0560496,-0.054132,-0.0789554,-0.113678,0.0193674,-0.0114874,-0.0532194,-0.121675,0.00690904,0.107625,0.114093,0.0643259,0.0746405,-0.00418824,-0.0270416,0.0813652,0.0101738,-0.0140337,-0.0204839,0.0620155,0.0520981,-0.00750855,0.0368829,0.00820814,-0.074706,-0.000648678,-0.0207303,0.032969,0.0847245,0.0175742,0.029966,0.0182137,-0.000490024,0.171546,-0.00450723,0.078164,-0.0267765,-0.000960223,0.0261755,0.00642841,-0.0136271,-0.00976809,0.0117906,-0.100424,-0.005313,-0.0442793,0.0400059,0.0133443,0.0574906,0.00382432,0.0593276,0.0689566,0.0426111,0.0492061,0.0328606,0.0184084,0.0332412,0.210074,-0.061747,0.247462,0.117518,0.282628,0.14001,0.0541199,0.0453226,0.227542,0.151075,-0.0524834,0.0810401,0.0684078,0.00835208,0.172113,0.0808355,0.158541,0.155273,0.145729,0.131845,0.0994634,0.126103,-171117,1.01767
-169575,0.935513,0.248143,4,15,0,169621,-0.00568597,0.974483,-0.0643823,-0.0519648,-0.102373,-0.141199,-0.0320634,-0.0109433,-0.0232219,-0.0516707,-0.00782395,0.106976,0.0995738,0.0364275,0.0638837,0.0205697,-0.0035304,0.104727,-0.00660109,-0.0104635,-0.0184385,0.0238528,0.0715846,0.000201919,0.0174988,0.0238279,-0.100632,0.00724806,-0.0198863,0.0802758,0.0586405,-0.00539337,0.0432228,0.0296317,0.0155317,0.158742,-0.0361027,0.0597416,-0.0316124,-0.0110149,0.00260635,0.0304644,-0.00835743,0.000733809,0.00298798,-0.0974205,0.00399807,-0.0497406,0.00120593,-0.0225199,0.0370288,-0.0243069,0.0347546,0.0798058,0.072955,0.0591194,0.0358203,-0.0368418,0.0465479,0.204437,-0.0421589,0.256519,0.11678,0.285762,0.140925,0.0405072,0.0525269,0.22787,0.160409,-0.0353438,0.0802984,0.0672657,0.00966917,0.165431,0.0770558,0.153068,0.166452,0.122946,0.131279,0.129897,0.0873147,-171087,1.01741
-169572,0.980734,0.248143,4,15,0,169609,-0.00566238,0.973443,-0.0579998,-0.0390131,-0.0806546,-0.102936,0.0249159,-0.019705,-0.0672418,-0.118221,0.00856374,0.0889235,0.110169,0.0728548,0.067675,-0.00737175,-0.00708302,0.0564061,-0.012834,-0.0278534,-0.0156158,0.0725975,0.0434895,-0.00948647,0.0262257,-0.00457409,-0.0549372,-0.0211242,-0.0166324,0.0306355,0.0875332,0.0144187,0.0144348,0.0410647,-0.0132559,0.184424,-0.0232636,0.0592766,-0.0362449,-0.0159318,0.0498436,0.00236765,-0.0203098,-0.00263586,-0.00733697,-0.126777,0.0192119,-0.0318332,0.0472628,0.0159471,0.0283988,0.0105845,0.0697404,0.0411562,0.0414738,0.0660485,0.0497146,0.00105528,0.040827,0.206412,-0.0571175,0.250473,0.116251,0.284006,0.135159,0.0563678,0.0474298,0.234441,0.15438,-0.0436183,0.0748025,0.0714905,0.000614693,0.167328,0.0837241,0.159302,0.154965,0.156402,0.0544521,0.13335,0.0981501,-171080,1.01727
-169567,0.956135,0.248143,4,15,0,169613,-0.00554658,0.974817,-0.0541866,-0.0253445,-0.0716409,-0.123217,0.0190417,-0.0185728,-0.0537416,-0.0912888,-0.00241911,0.0981438,0.1085,0.0654295,0.0539683,0.0252261,0.00467607,0.0768845,-0.0115356,-0.000728378,-0.0118337,0.0601526,0.0510442,-0.00484855,0.0437239,0.00993067,-0.072444,-0.0127685,-0.00701829,0.0556173,0.0672944,0.0098573,0.035411,0.0267184,-0.00990281,0.163321,-0.0291801,0.077096,-0.0454809,-0.0203493,0.0333634,0.0107092,-0.00962786,-0.0206991,0.0113206,-0.10679,0.0123281,-0.00105196,0.0344707,-0.00737711,0.0470269,-0.0336732,0.0562061,0.054263,0.0378387,0.0649808,0.0774332,0.0439632,0.0679771,0.202928,-0.0548672,0.26564,0.113654,0.28752,0.132383,0.0411159,0.040461,0.221704,0.165107,-0.0501347,0.083062,0.0770874,0.0100821,0.171848,0.0764498,0.164012,0.163855,0.120094,0.10072,0.108109,0.0655358,-171130,1.01778
-169556,0.889576,0.248143,4,15,0,169611,-0.00547355,0.975016,-0.0545546,-0.0344117,-0.0725477,-0.132228,0.00642283,-0.0198135,-0.0471232,-0.0961358,0.00616456,0.108692,0.112594,0.0554243,0.0608547,0.0188501,0.00519582,0.070126,-0.00463885,-0.0138592,-0.0212995,0.0713485,0.04843,0.00420164,0.0349717,0.010366,-0.0948567,-0.0208572,-0.0165735,0.0429623,0.059599,-0.00470873,0.0285556,0.0290883,-0.00657948,0.166173,-0.0420223,0.0607838,-0.0432632,-0.00934566,0.0255902,0.019624,-0.0164547,-0.0169145,-0.00653163,-0.0985268,0.0151974,-0.0250707,0.0399002,-0.015374,0.0273685,-0.0512725,0.0584671,0.0573594,0.0426925,0.060425,0.0738759,-0.00975786,0.0815342,0.206214,-0.055538,0.259436,0.121403,0.284924,0.141113,0.0461014,0.0524733,0.218957,0.162081,-0.0449578,0.0757293,0.0713772,0.009254,0.171788,0.0798117,0.160157,0.154666,0.153348,0.122323,0.0852378,0.069645,-171092,1.0175
-169551,0.953399,0.248143,4,15,0,169588,-0.00525972,0.973475,-0.069551,-0.0606416,-0.124969,-0.127258,-0.00717389,0.000264676,-0.041178,-0.0803898,0.00111328,0.0877908,0.097167,0.0471868,0.0731434,-0.00798641,-0.0120782,0.0939172,-0.0087565,-0.0187273,-0.010148,0.0228203,0.0677481,-0.0129788,0.0130403,0.0138832,-0.0629891,0.00605864,-0.0203004,0.0649212,0.0795346,0.0167775,0.0280702,0.0441454,0.00805576,0.182741,-0.0154249,0.0527886,-0.0217312,-0.0203561,0.0233573,0.0200719,-0.0115091,0.0131533,0.00671907,-0.113309,0.00605558,-0.0666849,0.0326382,0.0140812,0.030694,-0.0130261,0.0470022,0.050134,0.0450009,0.0615408,0.0408492,0.00554686,0.0770005,0.212853,-0.0500264,0.250045,0.112344,0.288701,0.141548,0.050873,0.0480533,0.234713,0.154487,-0.0468903,0.0821369,0.068368,0.00694093,0.161825,0.084788,0.153607,0.159067,0.122122,0.0530274,0.144393,0.0876655,-171139,1.01773
-169566,0.748035,0.248143,4,15,0,169600,-0.00515419,0.975694,-0.0739901,-0.0574001,-0.101117,-0.13089,0.0154542,-0.0183232,-0.0408435,-0.100701,-0.0163665,0.0785691,0.0938218,0.0464998,0.0478532,-0.00252781,-0.0273365,0.0644633,-0.0129483,-0.0311385,-0.0192039,0.0249087,0.0611425,0.0227239,0.0272648,-0.00957931,-0.0729816,-0.0115885,-0.0153514,0.055065,0.063905,0.00703613,0.0366369,0.0460016,-0.00425816,0.178232,-0.0290148,0.0509562,-0.0453135,-0.017125,0.00363363,0.013301,-0.00888101,-0.0198356,0.0203667,-0.0989574,0.0048811,-0.0732306,0.036767,-0.00239021,0.047269,0.00910498,0.0455992,0.0390345,0.0431532,0.0600096,0.0399942,0.0162692,0.0358649,0.203973,-0.0414389,0.24838,0.120699,0.288003,0.138169,0.0523641,0.0534486,0.236017,0.15615,-0.0430866,0.0813074,0.0717568,0.00701146,0.17288,0.0794043,0.157302,0.167046,0.147541,0.0576524,0.0921788,0.0962377,-171129,1.01785
-169564,0.919483,0.248143,4,15,0,169609,-0.00560314,0.973207,-0.0514868,-0.0425789,-0.0830282,-0.111947,-0.0127479,-0.00158154,-0.0461719,-0.0709407,0.0193304,0.117157,0.117486,0.0659835,0.0821397,0.0131808,0.023878,0.0953814,0.002797,-0.00486388,-0.00525402,0.071787,0.0581113,-0.0205172,0.028805,0.0174955,-0.0729766,-0.00583244,-0.0117114,0.0492036,0.0847227,0.00423971,0.0198601,0.03272,0.00858079,0.162054,-0.0401479,0.0696182,-0.0331929,-0.0079075,0.0431646,0.0269106,-0.0241936,0.0114835,-0.0187674,-0.133195,0.0196757,-0.0313741,0.0410712,0.00745093,0.0359919,-0.0178135,0.0620863,0.0900192,0.0428641,0.0699884,0.0481136,-0.00757785,0.0679174,0.208031,-0.0561265,0.263309,0.112009,0.289562,0.150235,0.0463647,0.0473397,0.228326,0.157565,-0.0354704,0.0769538,0.071074,0.0115073,0.168398,0.0861974,0.151865,0.158089,0.128148,0.109843,0.122234,0.0680173,-171169,1.01795
-169562,0.596158,0.248143,4,15,0,169610,-0.00545797,0.971599,-0.0690479,-0.0485802,-0.0952455,-0.130221,0.00919523,-0.0251961,-0.0412819,-0.096724,-0.0187344,0.0812277,0.0944144,0.048154,0.0512733,0.0025162,-0.0246978,0.0670736,-0.0148196,-0.0218821,-0.0276578,0.0261938,0.0559812,0.0155056,0.0251945,0.00644384,-0.078882,-0.00619535,-0.0211934,0.0601541,0.0591823,0.00273581,0.032466,0.044256,-0.00539223,0.187396,-0.0239121,0.051447,-0.0333156,-0.0204797,0.00844933,0.00480575,0.002628,-0.0154691,0.0186985,-0.0856888,0.00392433,-0.0661263,0.0104697,0.00120351,0.0313995,-0.00906505,0.0362124,0.0574968,0.0348456,0.0585985,0.0464216,-0.0381278,0.0617553,0.205174,-0.0453194,0.247952,0.121378,0.28274,0.131622,0.0486856,0.052111,0.235367,0.157137,-0.0472001,0.0827773,0.0683045,-0.00146493,0.170122,0.0762449,0.15858,0.163864,0.148784,0.0810664,0.109255,0.105183,-171093,1.0172
-169561,0.971886,0.248143,4,15,0,169603,-0.00714488,0.977028,-0.0545298,-0.0483578,-0.0910276,-0.110209,0.00977854,-0.0167966,-0.0455292,-0.0979024,-0.00935261,0.0737938,0.0943278,0.0496795,0.0704591,0.00830417,-0.0126318,0.0798851,0.00214295,-0.0206385,-0.028633,0.0184207,0.0574503,0.00923614,0.0456373,0.0182639,-0.0802833,-0.0110867,-0.00474749,0.0629274,0.0684879,0.00665607,0.0206586,0.0292968,-0.0153522,0.186177,-0.0367289,0.0614488,-0.0396034,-0.0252028,0.0336378,0.00239603,-0.0033669,-0.0136873,0.00597495,-0.105718,0.00557358,-0.0503088,0.0435311,-0.0125915,0.039656,-0.0305384,0.0366556,0.0446814,0.0422874,0.0411458,0.03022,-0.0156976,0.0579698,0.21141,-0.0588764,0.256349,0.111191,0.279605,0.148427,0.0508733,0.0492697,0.231753,0.157673,-0.0378054,0.074327,0.0712499,0.00369058,0.163879,0.0848521,0.162336,0.163024,0.147826,0.0828193,0.0963459,0.080878,-171056,1.01739
-169556,0.983765,0.248143,4,15,0,169594,-0.00594931,0.976988,-0.0581944,-0.0342281,-0.106805,-0.130915,-0.00501987,0.00802697,-0.0434716,-0.0805258,0.00815443,0.105323,0.127275,0.0588863,0.0663703,0.0160355,-0.00382141,0.0749761,-0.0148349,-0.0208808,-0.013518,0.0740182,0.0567452,-0.0104812,0.0122813,0.00146167,-0.0717392,-0.00206294,-0.0177511,0.0522441,0.0728881,-0.00192357,0.0274092,0.041681,0.0128902,0.159012,-0.0173478,0.053896,-0.0328339,-0.00564809,0.016104,0.0253357,-0.0208834,0.00416115,-0.0109632,-0.117935,0.0145866,-0.0472358,0.0336746,0.0158731,0.0412305,0.00196343,0.0641297,0.0568764,0.0423078,0.100634,0.063949,-0.0539887,0.0827012,0.202625,-0.0442083,0.253644,0.122101,0.289202,0.131873,0.0484902,0.0543471,0.227357,0.15972,-0.0509527,0.0845568,0.0699911,0.00902713,0.171889,0.0775353,0.15263,0.156119,0.140135,0.122696,0.137402,0.0868477,-171091,1.01766
-169549,0.868302,0.248143,4,15,0,169602,-0.00449504,0.977324,-0.0716883,-0.0556291,-0.0752654,-0.112445,-0.00553513,-0.0233144,-0.039397,-0.0860656,0.00196031,0.0943394,0.0970257,0.0432127,0.0731335,0.00848931,-0.000912466,0.0747798,-0.00948317,-0.0106621,-0.0247547,0.0316426,0.0602231,-0.00145016,0.0230596,0.027014,-0.0802612,-0.00294012,-0.00946499,0.0544186,0.0696925,0.00683377,0.0308055,0.0209415,-0.0057556,0.183754,-0.0410987,0.0551937,-0.0347348,-0.0150349,0.0329861,0.0183865,-0.0149576,-0.000555082,0.00881791,-0.0987252,0.00764051,-0.0467958,0.0319326,0.00384311,0.0267053,-0.0171333,0.0329465,0.0546312,0.0599064,0.0420613,0.034161,0.0112222,0.0352829,0.210831,-0.057013,0.255537,0.111129,0.285286,0.146628,0.0467062,0.0457452,0.236058,0.155924,-0.0368369,0.0734104,0.0669962,0.0070682,0.160449,0.0862938,0.161114,0.161615,0.116147,0.0737091,0.121121,0.0800109,-171054,1.0174
-169554,0.962319,0.248143,4,15,0,169588,-0.0065671,0.977181,-0.0546515,-0.0323327,-0.0960316,-0.124949,-0.00563273,-0.0146885,-0.0504866,-0.0931285,-0.0190759,0.0856399,0.101104,0.0583916,0.0654377,-0.00431391,0.00266769,0.0910672,-0.0157049,-0.0180751,-0.0272927,0.0584094,0.0542259,-0.00239523,0.0152279,0.00350773,-0.0724,-0.00726757,-0.0201471,0.0519059,0.0660893,-0.00274782,0.0320102,0.0460765,-0.00188358,0.163374,-0.0227935,0.0444907,-0.0365218,-0.0119919,0.012154,0.00203972,-0.0172708,-0.0161172,-0.00568645,-0.113752,-0.00210739,-0.0490414,0.0293749,-0.00494676,0.0426286,-0.0184603,0.0395261,0.0386744,0.0323087,0.116348,0.0369741,-0.00480654,0.0432427,0.198023,-0.0490329,0.256344,0.12552,0.289563,0.133522,0.0474997,0.0502921,0.228163,0.167152,-0.0485247,0.0838917,0.0701638,0.00877556,0.171741,0.074801,0.165019,0.157015,0.130075,0.105334,0.140724,0.0819437,-171098,1.01773
-169563,0.912218,0.248143,4,15,0,169595,-0.00555057,0.973669,-0.0627389,-0.0470636,-0.0720477,-0.131541,-0.0168732,-0.00218588,-0.0309291,-0.0626593,0.0138476,0.0949564,0.104045,0.060122,0.070247,0.00376891,-0.0164512,0.0634875,-0.0165327,-0.0187135,-0.00646381,0.0515288,0.0397265,0.00521864,0.0158966,0.0177417,-0.0781921,-0.00354146,-0.0188342,0.0419674,0.052533,0.0272801,0.0412843,0.0355484,-0.0109125,0.187131,-0.0336208,0.0528777,-0.0343338,-0.0192419,0.0254795,0.0328317,-0.00511792,-0.00178305,-0.00259286,-0.109453,0.0220981,-0.0455321,0.0331868,0.00418972,0.0551064,-0.00664417,0.0400586,0.0692221,0.0423279,0.103751,0.0420794,-0.00235496,0.0686656,0.206179,-0.0497657,0.248156,0.104968,0.281483,0.131603,0.0484803,0.0525572,0.235013,0.151663,-0.0437036,0.0785597,0.0713967,0.00856919,0.16769,0.0861998,0.144007,0.163273,0.15269,0.172608,0.0758296,0.129553,-171002,1.01668
