# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_hreg_model
# start_datetime = 2025-04-21 08:03:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/rumovfi5.json
# init = 2 (Default)
# random
#   seed = 11565
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens.h-nondens/h2reg-hreg-20250421030307_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg-hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,beta.1.8,beta.2.8,beta.3.8,beta.4.8,beta.5.8,beta.6.8,beta.7.8,beta.8.8,beta.9.8,beta.1.9,beta.2.9,beta.3.9,beta.4.9,beta.5.9,beta.6.9,beta.7.9,beta.8.9,beta.9.9,beta.1.10,beta.2.10,beta.3.10,beta.4.10,beta.5.10,beta.6.10,beta.7.10,beta.8.10,beta.9.10,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,mu_beta.8,mu_beta.9,mu_beta.10,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,sigma_beta.8,sigma_beta.9,sigma_beta.10,mu_inner_beta,sigma_inner_beta,betad.1.1,betad.2.1,betad.3.1,betad.4.1,betad.5.1,betad.6.1,betad.7.1,betad.8.1,betad.9.1,betad.1.2,betad.2.2,betad.3.2,betad.4.2,betad.5.2,betad.6.2,betad.7.2,betad.8.2,betad.9.2,mu_betad.1,mu_betad.2,sigma_betad.1,sigma_betad.2,log_p,rmse
# Adaptation terminated
# Step size = 0.235772
# Diagonal elements of inverse mass matrix:
# 1.12015e-05, 1.0605e-05, 0.000119489, 0.000110403, 9.4967e-05, 9.99893e-05, 0.000116642, 0.000101593, 0.000102686, 0.000123103, 0.000123718, 0.000110197, 0.000100636, 0.000119081, 0.000117571, 0.000107901, 0.000114736, 0.00011843, 0.000125274, 0.000127925, 0.000116111, 0.000122575, 0.00016654, 0.000146591, 0.000155329, 0.000147165, 0.000168695, 0.000174141, 0.000189836, 0.000158249, 0.000174043, 0.000183276, 0.000107287, 9.61984e-05, 0.000118441, 0.000130478, 0.000109453, 0.000131368, 0.000138969, 0.000113881, 0.000122442, 0.000129049, 0.000108638, 9.92978e-05, 9.38104e-05, 9.32428e-05, 0.000100842, 9.75886e-05, 8.99608e-05, 9.57071e-05, 9.99558e-05, 9.78695e-05, 0.000140815, 0.000123889, 0.000123144, 0.000125463, 0.000130399, 0.000132804, 0.000142665, 0.000137453, 0.000132359, 0.000114896, 8.95736e-05, 9.1998e-05, 9.82013e-05, 0.000104795, 0.000128338, 0.000102885, 0.000112208, 0.000132196, 0.000113708, 0.000125812, 0.000136393, 0.000114319, 0.000147099, 0.000209405, 0.000173172, 0.000137918, 0.000151266, 0.000164709, 0.000197711, 0.000160682, 0.000109042, 0.000129916, 0.000121178, 0.000109499, 0.000133181, 0.000141669, 0.000120513, 0.000132676, 0.000104035, 0.000111166, 0.000162057, 9.6008e-05, 0.000103308, 0.000146424, 0.000273245, 0.000265982, 0.000516518, 0.000216414, 0.000483257, 0.000165281, 0.103534, 0.121359, 0.148366, 0.0895599, 0.0936648, 0.0837572, 0.107659, 0.0850663, 0.0821246, 0.0915844, 0.00015168, 0.156091, 1.79285e-05, 2.29242e-05, 2.07759e-05, 2.18937e-05, 2.91285e-05, 2.73758e-05, 2.41666e-05, 2.16292e-05, 2.24728e-05, 2.27919e-05, 2.24353e-05, 2.2007e-05, 2.3767e-05, 2.20404e-05, 2.46742e-05, 2.97669e-05, 2.39539e-05, 2.42912e-05, 0.00239011, 0.000997148, 0.0902699, 0.0708697
-338776,0.885565,0.235772,4,15,0,338854,-0.00488878,0.973362,-0.0174071,-0.0378024,0.0470468,-0.0304188,0.0165974,0.025865,0.00617177,-0.0375289,-0.0374447,-0.0263572,-0.0434194,-0.00348048,-0.00432127,-0.00491588,-0.00663172,-0.0231536,-0.0189214,-0.0142474,-0.0397837,-0.083963,-0.0829665,-0.0244025,-0.0510066,-0.0267803,-0.0470977,-0.0322555,-0.0505103,0.000631011,-0.0521489,-0.03404,0.0676376,0.034031,-0.0227135,-0.055825,0.0209889,-0.0120766,0.0128665,0.0263472,-0.0739578,0.0192837,-0.0283749,-0.0474488,-0.0549997,0.0780173,-0.0969887,-0.0638296,-0.0449209,-0.0826846,-0.113382,-0.0307111,-0.0271449,-0.048405,-0.0589272,-0.00145423,0.0900803,0.0951423,0.0536714,0.0660315,0.0129873,0.0125246,0.0754687,0.0181238,-0.0140922,-0.0353809,0.0579645,0.0565108,0.00430491,0.024443,-0.0143559,-0.0923163,0.00300996,-0.0142457,0.0399202,0.0863814,-0.00687463,0.0397121,0.035199,0.00279653,0.175882,-0.0471669,0.0466687,-0.0293828,-0.00350158,0.0460754,0.00726044,-0.00991906,-0.00306102,0.00512105,-0.0967877,0.0143455,0.0208771,-0.0132932,-0.04998,-0.036905,2.03231e-05,-0.0461278,0.0426142,-0.0132431,0.0361328,-0.00364729,0.0786253,0.0139514,0.0395458,0.0473324,0.0546652,0.0377803,0.0310512,0.0497498,0.0522077,0.0625392,-0.00516756,0.0238611,0.133975,-0.0439922,0.258318,0.117929,0.295324,0.127904,0.0531408,0.0690108,0.241905,0.15062,-0.0520676,0.0982243,0.0801255,0.00193282,0.163371,0.089988,0.144594,0.146496,0.123049,0.0686501,0.100696,0.0931752,-343527,1.02079
-338785,0.728737,0.235772,4,15,0,338857,-0.0050354,0.974152,-0.0387597,-0.0150705,0.0433491,-0.0264672,0.0299553,0.0504132,0.031967,-0.00622787,-0.0279445,-0.0302546,-0.0416747,-0.0149712,-0.0154471,-0.0159392,-0.00575712,-0.0166965,-0.00863735,0.00193659,-0.039315,-0.0687919,-0.0655656,-0.0373347,-0.0447418,-0.0147752,-0.0426857,-0.0198542,-0.0428235,0.010686,-0.0379507,-0.0247793,0.0464175,0.0155838,-0.0283662,-0.0449541,0.0225925,-0.0109585,0.0211264,0.0245079,-0.0617574,0.0169704,-0.00120099,-0.046885,-0.0313478,0.0473583,-0.0853897,-0.0688619,-0.0528565,-0.0843002,-0.133814,-0.00686868,-0.00256399,-0.0450781,-0.082002,0.0113069,0.0745243,0.124969,0.0766401,0.0606664,0.0213565,0.0277596,0.0705075,-0.0127093,-0.00381601,-0.0202331,0.0459875,0.0459524,0.00394956,0.0334183,-0.0289938,-0.0682974,-0.0276614,-0.00287858,0.0330785,0.0772631,-0.0153935,0.0139137,0.0561845,-0.0213671,0.17133,-0.0602244,0.0583444,-0.0381185,0.00595834,0.0162612,0.0223531,-0.0322015,-0.0205439,-0.0166345,-0.0955701,0.0341942,-0.0196273,-0.012273,-0.0471547,-0.0211459,-0.0402986,-0.0341272,0.0406966,-0.0057187,-0.040889,-0.0141589,0.059716,0.0200388,0.0251902,0.06175,0.0580913,0.0553566,0.0386523,0.0283897,0.108347,0.0429547,-0.0172418,0.0325871,0.125675,-0.0514101,0.256798,0.12453,0.290266,0.131307,0.0447942,0.0668816,0.243296,0.148585,-0.0463586,0.0987175,0.0772335,0.00217619,0.161478,0.0896381,0.151525,0.150693,0.0895136,0.0163973,0.118286,0.104489,-343528,1.02087
-338774,0.933671,0.235772,4,15,0,338861,-0.00497782,0.973507,-0.0200736,-0.034153,0.0381923,-0.0179868,0.00748198,0.0303971,0.0161228,-0.0318389,-0.0155316,-0.0438292,-0.0715913,-0.00848675,-0.01522,0.00224765,-0.00884664,-0.0315659,-0.00447703,0.0024862,-0.0357871,-0.0642959,-0.0890993,-0.055828,-0.0630776,-0.0319225,-0.0440511,-0.0154905,-0.0337885,-0.0001237,-0.0567371,-0.00983411,0.0595005,0.0239197,-0.0133762,-0.0423587,0.0134864,-0.0217919,0.0209909,0.0211141,-0.0567068,0.0170616,-0.018012,-0.0106692,-0.0613494,0.0570899,-0.0729674,-0.0679213,-0.0478746,-0.088921,-0.131766,-0.00658217,0.00286476,-0.0477907,-0.0818953,0.00544963,0.0877341,0.111752,0.0582437,0.0625625,0.00908177,-0.000399498,0.111953,-0.00747973,-0.0241618,-0.0484241,0.0326697,0.0641682,0.00996204,0.0157864,0.0220895,-0.0870994,-0.0153997,-0.0451966,0.0417008,0.081259,-0.00426957,0.0544272,0.00781803,0.015558,0.166588,-0.0304101,0.0451251,-0.0271844,-0.0167478,0.0367823,0.011234,-0.00742571,0.000558512,-7.88996e-05,-0.101892,0.0122595,0.00396585,-0.0177568,-0.0360219,-0.0100984,0.00979989,-0.0186372,0.00214318,-0.011358,0.0336001,-0.00842735,0.0249761,0.0251819,0.0262973,0.0364319,0.0352133,0.0709739,0.0722142,0.0646185,0.0652396,0.0610559,0.00492523,0.0161218,0.133654,-0.036821,0.256618,0.120219,0.296,0.129509,0.0498513,0.0605397,0.238566,0.15665,-0.0488831,0.107261,0.0778138,0.000192132,0.164162,0.0919884,0.145804,0.14938,0.168378,0.189481,0.125801,0.0812318,-343621,1.02117
-338769,0.98714,0.235772,4,15,0,338829,-0.00428024,0.974378,-0.00709252,-0.0313488,0.0418855,0.00964385,0.0188615,0.0309495,0.0198605,-0.0185034,-0.0285223,-0.0322412,-0.0613475,-0.0135933,-0.0228586,-0.00984178,-0.0208257,-0.0221437,-0.0129632,0.00942872,-0.046728,-0.0716095,-0.0602226,-0.0345349,-0.0557887,-0.0316079,-0.0464996,-0.0254227,-0.0372625,-0.00897179,-0.0700591,-0.0193218,0.0439049,0.00861806,-0.0233678,-0.057579,0.0242152,-0.0174905,-0.00226422,0.0266284,-0.0561529,0.0259634,-0.00129568,-0.0349858,-0.0316392,0.0683758,-0.0879474,-0.066832,-0.0552035,-0.0863443,-0.129275,-0.00662742,-0.00251475,-0.0338022,-0.0748001,-0.00598652,0.0772775,0.123653,0.0670956,0.0496537,0.00972118,0.0194396,0.0661069,-0.00250392,-0.0204997,-0.00924275,0.0450634,0.0655049,0.00957577,0.0197723,0.0066525,-0.0779403,-0.0244391,0.00216853,0.0420617,0.0867663,0.0107978,0.0309311,0.0623894,-0.00353572,0.182083,-0.0573035,0.0652406,-0.0494434,-0.0142189,0.0370066,0.00620011,-0.0199826,-0.0117566,-0.0135237,-0.0894187,-0.00318623,-0.00833738,-0.0192572,-0.0486392,0.00322742,-0.0390874,-0.0331674,0.00995761,0.00650689,-0.0232537,-0.0225882,0.0275351,0.0233758,0.0154673,0.0610748,0.0615857,0.082191,0.0718747,0.0376678,0.0879527,0.026056,-0.0232264,0.039177,0.127915,-0.048181,0.253879,0.124962,0.293151,0.134812,0.042976,0.0703698,0.24361,0.145253,-0.0467183,0.0973301,0.079676,0.00303548,0.161346,0.0884903,0.150113,0.153002,0.1272,0.0687133,0.0966177,0.189622,-343555,1.02099
-338770,0.81715,0.235772,4,15,0,338842,-0.00584642,0.973938,-0.0128449,-0.0294137,0.0433459,0.000142601,0.0143757,0.0327585,0.0119264,-0.0239035,-0.0259979,-0.0448425,-0.0547543,-0.0145748,-0.0196585,0.00414094,-0.0221621,-0.0222403,-0.0150631,0.00505911,-0.0497222,-0.0653905,-0.0621181,-0.0302811,-0.0472137,-0.0273114,-0.0481874,-0.0347731,-0.0350404,-0.00540758,-0.0670832,-0.0174109,0.0365277,0.00700804,-0.0130693,-0.0526929,0.022466,-0.018145,0.00281904,0.0233291,-0.0625104,0.0197563,-0.00516572,-0.0390478,-0.0456739,0.0729806,-0.0859874,-0.0678612,-0.059352,-0.0850071,-0.127904,-0.00130905,-0.000256993,-0.0218949,-0.074736,-0.00587576,0.085111,0.129841,0.067885,0.0496835,0.0101401,0.012364,0.0627186,-0.00910524,-0.0276004,-0.0118515,0.0467321,0.0587507,0.012666,0.0160101,0.0108925,-0.0824345,-0.0314403,0.00349838,0.0346043,0.0817628,0.0119635,0.0272403,0.0613011,-0.00761294,0.174079,-0.0545571,0.0673326,-0.0468839,-0.0153943,0.0383,0.00272423,-0.0304566,-0.00861228,-0.0191237,-0.0776817,0.00393624,-0.00294264,-0.0257767,-0.0482098,0.00172583,-0.0344403,-0.0392495,0.0124262,0.000998029,-0.0171321,-0.0156757,0.0297788,0.0231447,0.0138904,0.0763186,0.058306,0.0807227,0.0555463,0.0318277,0.110386,0.0330062,-0.0223754,0.0339898,0.130082,-0.0503358,0.251697,0.125554,0.29427,0.137285,0.0439889,0.0661984,0.24455,0.14823,-0.0472875,0.101569,0.0792546,0.00449837,0.157031,0.0893471,0.147523,0.150525,0.128644,0.0774358,0.114715,0.159414,-343587,1.02108
-338772,0.916827,0.235772,4,15,0,338847,-0.00346474,0.974058,-0.0313107,-0.0347244,0.0233471,-0.0377281,0.00837945,0.0359761,0.0396255,-0.0207375,-0.0228709,-0.0197687,-0.0608122,-0.0164288,-0.0158961,-0.0243826,-0.00391213,-0.0268589,-0.0079356,-0.000253259,-0.0360868,-0.0551407,-0.0718652,-0.0599952,-0.066348,-0.0351994,-0.0404914,-0.0105641,-0.0466151,0.0118111,-0.0313737,-0.0447302,0.0569071,0.0186011,-0.0104886,-0.0350092,0.00953575,-0.0192466,0.0231097,0.0309535,-0.0631602,0.022467,-0.00995522,-0.0200756,-0.0509359,0.0440226,-0.0775951,-0.049367,-0.0343651,-0.0919747,-0.136098,-0.0184817,-0.0141443,-0.0500595,-0.0741968,0.016052,0.0816185,0.105962,0.0501481,0.0835158,0.00221389,0.00286279,0.105146,0.00624921,-0.0144592,-0.0316072,0.044685,0.0487553,-0.00715869,0.0280984,-0.0127123,-0.0727101,0.0135201,-0.0438106,0.0432404,0.0804939,0.00460049,0.03978,0.0152393,0.0022444,0.178509,-0.0348444,0.0453501,-0.0149963,-0.00210089,0.0185416,0.0271501,-0.00395028,0.000180689,0.0141405,-0.110009,0.0139026,0.0198306,-0.0315202,-0.0479152,-0.00423732,-0.00124337,-0.0275002,0.00732494,0.00137835,0.0506175,0.00461881,0.0478709,0.0225027,0.0201355,0.0280136,0.0719824,0.0480405,0.0709843,0.0596905,0.0974524,0.0619759,0.00107248,0.0310383,0.130106,-0.0364025,0.260824,0.122132,0.295615,0.121583,0.0506351,0.0658922,0.243055,0.152466,-0.0498916,0.101824,0.0772311,0.00255903,0.164593,0.0905392,0.145192,0.151458,0.105739,0.0901179,0.122722,0.0809796,-343579,1.02106
