# 1.19366e-05, 1.13007e-05, 0.000117935, 0.000122483, 0.00012618, 0.00012983, 0.000105553, 0.000114989, 9.95591e-05, 0.00010793, 0.0001273, 0.000130278, 0.000188925, 0.00016025, 0.000169098, 0.000171604, 0.000169899, 0.000124076, 0.000114281, 0.000152402, 0.000132888, 0.000149585, 0.000103395, 8.10213e-05, 0.000126763, 9.04205e-05, 0.000117556, 0.000140216, 0.000119817, 0.000145971, 0.000121737, 0.000141471, 0.000123053, 0.000107777, 0.000110272, 0.000115072, 0.000109193, 0.000153452, 0.000137276, 0.000168856, 0.000180585, 0.000162369, 0.000116322, 0.000121292, 0.000135589, 0.000120549, 0.000115129, 0.000446702, 0.000355705, 0.000282115, 0.00062704, 0.000237117, 0.0946411, 0.0806278, 0.0839312, 0.0920801, 0.0845805, 0.0012872, 0.379434, 3.76163e-05, 2.94852e-05, 3.12888e-05, 3.84305e-05, 4.44044e-05, 4.45319e-05, 2.74517e-05, 3.3879e-05, 3.26728e-05, 3.37381e-05, 3.55135e-05, 3.97912e-05, 3.6401e-05, 3.49658e-05, 4.25643e-05, 4.5372e-05, 3.98037e-05, 4.0609e-05, 0.00187547, 0.000751454, 0.0734054, 0.06561
-169557,0.830625,0.27095,4,15,0,169622,-0.00646903,0.975157,-0.0777406,-0.0364651,-0.0913749,-0.134815,-0.0117256,-0.00551924,-0.0627689,-0.100893,0.00927018,0.0884688,0.0980782,0.0546811,0.0636685,0.00225979,0.00681955,0.0840608,-0.0353304,-0.00836231,-0.0276671,0.0379882,0.0611041,-0.015249,0.0302655,0.00964931,-0.0823121,-0.0177472,-0.0303786,0.0563018,0.0699451,0.0134342,0.0390634,0.0302842,0.00513122,0.18142,-0.0361446,0.0516366,-0.0244949,-0.0286586,0.0249251,0.0129856,-0.0229118,0.00019134,-0.00232042,-0.107527,0.0144877,-0.0624825,0.00658804,0.00951004,0.0577642,-0.0288234,0.0402179,0.06749,0.0914084,0.0445559,0.0344963,0.0184441,0.0537004,0.197793,-0.0513618,0.250623,0.11383,0.282799,0.135794,0.044937,0.0454165,0.231645,0.155622,-0.0426083,0.0763194,0.0700247,0.0119936,0.173553,0.0777377,0.150606,0.156361,0.127288,0.11347,0.113959,0.0536069,-171031,1.01703
-169552,0.806707,0.27095,4,15,0,169591,-0.00618644,0.975304,-0.0566939,-0.0421244,-0.0966688,-0.126914,0.0019394,-0.0199843,-0.0241576,-0.070397,-0.00655537,0.107573,0.1087,0.0587225,0.0852946,0.0019263,-0.0333834,0.0820819,0.0140807,-0.0179064,-0.00465717,0.0541839,0.0640242,-0.00346391,0.0192616,0.0149355,-0.0795095,-0.0042937,-0.0150336,0.0468497,0.0811443,0.00711199,0.0258264,0.0435277,-0.00487574,0.164759,-0.0145746,0.0662801,-0.0410166,-0.0083928,0.0238336,0.0212758,-0.00269027,0.00335938,0.016063,-0.114256,0.0040395,-0.0354898,0.0357653,-0.00366348,0.0217976,-0.0112119,0.0571128,0.0596948,0.0338462,0.0798706,0.0862286,-0.00544353,0.0296127,0.212828,-0.0508584,0.263014,0.119819,0.287607,0.138496,0.0484741,0.0541574,0.230901,0.162225,-0.0445266,0.080009,0.0678021,0.00337645,0.165923,0.0826563,0.167074,0.161827,0.15968,0.0790329,0.101258,0.115461,-171177,1.01819
-169549,0.832204,0.27095,4,15,0,169596,-0.00644239,0.972976,-0.0646541,-0.0551664,-0.100002,-0.12607,-0.00142045,-0.000675792,-0.0575685,-0.0948012,0.00827457,0.0866835,0.107146,0.0539454,0.050407,0.00779121,0.024314,0.0865383,-0.0293488,-0.0202137,-0.0289582,0.0441023,0.0528106,-0.00181473,0.0282446,0.000443296,-0.0739022,-0.00292836,-0.0103531,0.0619769,0.0633977,0.00715771,0.0369601,0.0293691,0.00988533,0.185756,-0.0385257,0.0559783,-0.0263245,-0.020883,0.0379918,0.00590384,-0.0175359,-0.00205492,-0.0110628,-0.103645,0.0197541,-0.0398647,0.0265795,0.0184041,0.0342789,0.00328647,0.0413672,0.059434,0.054277,0.0517885,0.046664,0.00592422,0.0342698,0.203357,-0.0515909,0.251486,0.115234,0.285298,0.146888,0.0500665,0.0467003,0.2344,0.154803,-0.0429117,0.0851141,0.0714623,0.00977381,0.17179,0.0875717,0.157484,0.162284,0.11782,0.0978011,0.122472,0.053923,-171171,1.01794
-169556,0.665652,0.27095,4,15,0,169593,-0.00618968,0.975697,-0.0574811,-0.0384249,-0.0878684,-0.129043,-0.000426845,-0.0198216,-0.0282635,-0.0793942,-0.00331109,0.112153,0.103182,0.0539899,0.0834589,0.00199074,-0.0318947,0.076614,0.0104597,-0.0145921,0.00122842,0.0505526,0.0522445,-0.0020415,0.0147708,0.0199443,-0.0718329,-0.00924746,-0.0195451,0.0483025,0.0777885,0.00291614,0.0197762,0.0400515,-0.00784773,0.160882,-0.0179615,0.0602715,-0.0406991,-0.00765312,0.00880709,0.023562,-0.00775921,-0.00246968,0.00906871,-0.111465,0.000155009,-0.0662552,0.0323399,0.00279648,0.0596439,-0.0341688,0.0566724,0.0499774,0.0633164,0.0720056,0.0484452,0.033146,0.0499074,0.207462,-0.0531858,0.259503,0.118534,0.286623,0.131891,0.0490018,0.0545509,0.225439,0.159957,-0.047488,0.0724182,0.069204,0.00331849,0.163501,0.075068,0.150643,0.154764,0.23503,0.0824199,0.165578,0.121113,-171028,1.01705
-169558,0.87744,0.27095,4,15,0,169598,-0.00290148,0.974636,-0.0577479,-0.0507091,-0.102134,-0.125468,0.0075394,0.00869381,-0.0556613,-0.0873843,0.0130839,0.0841902,0.112687,0.0619553,0.0551613,0.0109248,0.0264336,0.0870653,-0.00839507,-0.0209944,-0.0356428,0.0546985,0.0678054,-0.00744145,0.0429666,0.00398693,-0.0768322,0.000536398,-0.0191779,0.0628317,0.0620625,0.00935486,0.0341655,0.0355222,0.0160712,0.184953,-0.0466067,0.0579677,-0.0267981,-0.0224129,0.0307105,0.00917332,-0.00795672,-0.00929588,-0.00798049,-0.101054,0.00294028,-0.0255327,0.0688027,-0.0154181,0.0188149,-0.00726592,0.0508292,0.0627743,0.0452229,0.0541691,0.0366584,-0.0125444,0.0613233,0.202855,-0.0514815,0.253921,0.116842,0.285533,0.149979,0.0463053,0.0442341,0.230914,0.155875,-0.0388526,0.085271,0.0676273,0.0122194,0.168286,0.0856653,0.162956,0.166161,0.0890796,0.0865845,0.1063,0.0624973,-171168,1.01807
-169570,0.826077,0.27095,4,15,0,169608,-0.00454602,0.975029,-0.0757706,-0.0471442,-0.0977641,-0.145196,0.0101698,-0.0201143,-0.0394675,-0.0628622,0.00927407,0.109278,0.094281,0.0556901,0.0634051,0.00244697,0.00446501,0.0742135,-0.0169806,-0.0133389,-0.00614526,0.0368595,0.0548987,0.028839,0.00672401,0.0311917,-0.0772183,-0.0120654,-0.0354848,0.0403167,0.0567471,0.0271215,0.0252907,0.0372767,0.00918968,0.162927,-0.0197583,0.0562528,-0.0294093,-0.00193999,0.0430732,0.0234467,-0.0218693,0.0148243,-0.00156323,-0.114003,0.00653776,-0.0544505,0.0385744,0.0373475,0.0813135,-0.0148363,0.0752411,0.0456187,0.0508295,0.0695652,0.0450489,0.0393889,0.0459199,0.195546,-0.0530773,0.254046,0.124327,0.287955,0.131823,0.0474987,0.0520874,0.23181,0.154299,-0.0433596,0.0663199,0.0619936,0.000142905,0.161294,0.0770849,0.157921,0.15703,0.176412,0.0873327,0.18351,0.097919,-171023,1.01696
-169562,0.975426,0.27095,4,15,0,169608,-0.00695827,0.97485,-0.0677691,-0.0534928,-0.0962704,-0.125924,0.0117115,0.00265561,-0.0574243,-0.09511,0.0171595,0.101411,0.11728,0.0636815,0.058051,0.000726356,0.00263161,0.071477,-0.0110393,-0.0068573,-0.0272014,0.0374722,0.0679116,-0.0116124,0.0350753,0.00458086,-0.0744617,-0.00393907,-0.00725081,0.0692283,0.089224,0.00119447,0.0237593,0.0565548,-0.00801442,0.168553,-0.0380966,0.0639327,-0.0445226,-0.0221445,0.0244398,0.00979582,0.00603423,-0.00822144,0.0105476,-0.117731,0.0163748,-0.046407,0.0447607,0.00169928,0.020006,0.0192902,0.0668223,0.0462884,0.0683742,0.0499277,0.0616819,-0.0316736,0.0747057,0.209434,-0.0583327,0.252116,0.110846,0.286341,0.141751,0.0420923,0.0552089,0.231918,0.164589,-0.0353213,0.0813426,0.077354,0.00744983,0.169201,0.0929035,0.153589,0.156113,0.172997,0.0876727,0.0894882,0.101474,-171171,1.0181
-169565,0.846727,0.27095,4,15,0,169611,-0.00448879,0.973346,-0.0608381,-0.0648972,-0.11185,-0.113483,0.00429737,-4.221e-05,-0.0575291,-0.0807519,0.00575254,0.108504,0.115115,0.0386297,0.0509288,0.00184077,-0.0096326,0.0760106,0.00474107,-0.00745764,-0.0261778,0.0438947,0.065141,-0.024927,0.0273238,-0.00448517,-0.0775131,-0.0137909,-0.0160899,0.0593127,0.0833761,-0.0132015,0.0172258,0.0448069,-0.00135982,0.167415,-0.0152356,0.0708612,-0.0317522,-0.0252676,0.0430655,0.0157833,-0.000610149,-0.00912035,0.00708551,-0.123694,0.00679365,-0.0668519,0.03676,0.00761505,0.0372658,0.00434406,0.0651534,0.0393026,0.0639193,0.0764061,0.0445113,0.00180693,0.024073,0.214644,-0.0548139,0.25888,0.107861,0.294443,0.138608,0.0527074,0.0503436,0.235239,0.154893,-0.0317733,0.0829779,0.0781804,0.00123081,0.170874,0.0863145,0.161547,0.156631,0.0976009,0.0991199,0.0935294,0.14029,-171209,1.01827
-169562,0.953295,0.27095,4,15,0,169608,-0.00593615,0.973952,-0.0624248,-0.0496302,-0.119853,-0.120654,0.0137733,-0.00814228,-0.0506231,-0.0973665,0.00739763,0.0961257,0.10336,0.0362812,0.0522617,0.00825222,-0.00480022,0.0878123,-0.00598842,-0.02343,-0.0412039,0.0451117,0.044003,-0.0100412,0.0202154,-0.00314949,-0.0919862,-0.0140567,-0.0278539,0.0697625,0.0812776,-0.00360048,0.0120282,0.0514408,-0.0064268,0.16935,-0.00991239,0.0699928,-0.0359835,-0.0113387,0.0451622,0.0168317,0.00229499,-0.00342876,0.00412957,-0.0925504,0.0150406,-0.0478781,0.0141603,-0.0133159,0.0290562,0.0112427,0.0567698,0.0458102,0.0908879,0.0737434,0.0416431,0.00995963,0.0538644,0.214821,-0.0569645,0.253437,0.113957,0.29229,0.139799,0.0433593,0.0530684,0.232183,0.153314,-0.0432306,0.0858963,0.0759538,-0.00527689,0.173215,0.0808681,0.157607,0.15902,0.12958,0.128286,0.0844003,0.0897763,-171179,1.01809
-169561,0.991862,0.27095,4,15,0,169595,-0.00490341,0.974602,-0.0604051,-0.0417262,-0.0655181,-0.133914,-0.0170049,-0.0106013,-0.0358483,-0.079143,0.00250001,0.0968496,0.107762,0.0730242,0.0824252,1.40489e-05,-0.0025287,0.0758907,-0.0118666,-0.0161406,0.00283713,0.0492798,0.0729421,0.00162989,0.0280222,0.0165266,-0.0660878,-0.00380707,-0.0033276,0.0449487,0.0565244,0.0289919,0.0394996,0.0189419,0.0119847,0.169398,-0.0444465,0.0462674,-0.0328179,-0.0186085,0.00302724,0.0178661,-0.0290251,-0.00617947,-0.00733624,-0.133115,-4.64538e-05,-0.046188,0.0469958,0.0259554,0.00754243,-0.0173944,0.0501492,0.0698969,0.0394371,0.117363,0.046719,0.0171172,0.0460599,0.200554,-0.0453802,0.26374,0.119909,0.279367,0.13974,0.0487866,0.0499968,0.225145,0.163053,-0.0440715,0.078924,0.0620328,0.0161528,0.16405,0.0814673,0.152776,0.15506,0.155945,0.0697904,0.167658,0.067405,-171030,1.01697
-169554,0.872514,0.27095,4,15,0,169594,-0.00553289,0.97512,-0.0754421,-0.0455359,-0.0802891,-0.131932,0.00445559,0.00623665,-0.0501519,-0.0847911,0.00460337,0.108639,0.111617,0.0725237,0.0791293,-0.00187618,0.00475547,0.0745064,0.00301441,-0.0205379,-0.00509491,0.063484,0.0568992,0.0135449,0.0213621,0.0102262,-0.0732003,-0.0141765,-0.0132331,0.0607761,0.0583432,0.0105527,0.042533,0.0251886,0.00878834,0.184014,-0.0468654,0.0478448,-0.0314407,-0.00879353,0.0130259,0.00479428,-0.0345268,-0.0122798,-0.00447763,-0.125144,0.00216609,-0.0403098,0.0448571,0.00342376,0.0164867,-0.0171296,0.0463163,0.0757749,0.0606279,0.096962,0.0392967,0.0534948,0.061015,0.20055,-0.0443844,0.263462,0.116925,0.286741,0.135167,0.0514924,0.0516881,0.229385,0.157364,-0.0429286,0.0753373,0.0645798,0.0116131,0.163387,0.0796055,0.156607,0.163474,0.155745,0.0708688,0.149168,0.069837,-171110,1.01765
-169555,0.812436,0.27095,4,15,0,169588,-0.00676782,0.976138,-0.0776036,-0.0470849,-0.0805515,-0.131711,0.00488473,0.00355043,-0.0446033,-0.0863524,0.00574867,0.106947,0.114999,0.0713384,0.0776858,-0.00131688,0.00940309,0.072,0.00660604,-0.0222228,-0.00751182,0.0645328,0.0594253,0.00973254,0.0160396,0.0132129,-0.07828,-0.0176528,-0.0165437,0.0609344,0.0577137,0.0101362,0.0407606,0.0245875,0.0119567,0.186164,-0.0464602,0.0498346,-0.0310456,-0.0142254,0.00902688,0.00528479,-0.035701,-0.00780158,-0.00315496,-0.123239,0.00944049,-0.0396844,0.043199,0.00646962,0.0134201,-0.0141129,0.0487837,0.0659868,0.0610266,0.0867076,0.0370793,0.0382328,0.0712189,0.200882,-0.0434251,0.261825,0.116949,0.285498,0.134357,0.0520885,0.0507246,0.22923,0.157893,-0.0425103,0.0730734,0.0673378,0.0127748,0.165078,0.0813968,0.157136,0.16098,0.158018,0.0767016,0.166835,0.0641825,-171090,1.01758
-169559,0.919753,0.27095,4,15,0,169596,-0.00846728,0.976163,-0.0511788,-0.0532025,-0.0937533,-0.107202,-0.00630578,-0.0162351,-0.0381062,-0.0723782,-0.00841373,0.089658,0.10802,0.0325461,0.0652756,-0.00136294,-0.00399172,0.0699186,-0.0124217,-0.0020887,-0.0233724,0.046773,0.0794016,0.000128161,0.0306505,0.0112684,-0.0676927,0.0136681,-0.010014,0.0591183,0.0757423,0.00267566,0.0143097,0.0400376,-0.0186269,0.158754,-0.0278286,0.0655154,-0.0396115,-0.0208711,0.0357859,0.0162395,0.0105807,0.00952141,-0.00354026,-0.0803109,0.0193287,-0.0470054,0.0301636,0.0316363,0.00593723,-0.0117907,0.0359015,0.0395976,0.0467284,0.110462,0.0365455,-0.012893,0.0253199,0.213588,-0.0520871,0.244438,0.118376,0.290498,0.142442,0.0442127,0.0463381,0.230612,0.156696,-0.0449092,0.0843505,0.076627,0.00033161,0.169325,0.0814665,0.154188,0.155282,0.167268,0.105585,0.0963743,0.080679,-171045,1.01723
-169556,0.946043,0.27095,4,15,0,169600,-0.00872407,0.972981,-0.0713563,-0.0433613,-0.0918293,-0.139493,0.00190426,-0.0103981,-0.0472097,-0.0971848,0.00862848,0.103309,0.0940219,0.074226,0.0644967,0.0175519,-0.00329011,0.0894949,-0.00242869,-0.0321745,-0.0086086,0.0534267,0.0386785,-0.00245022,0.0281103,0.0156618,-0.0842192,-0.0211717,-0.0216462,0.0497441,0.065543,0.00587333,0.0400667,0.0382386,0.0194893,0.190948,-0.0340895,0.0489918,-0.0248878,-0.0109773,0.0126241,0.0142454,-0.0348052,-0.012463,0.0028804,-0.122123,-0.00102988,-0.0491476,0.0627583,-0.0205501,0.0345086,-0.0352198,0.0473896,0.0676474,0.0463439,0.0599044,0.0468745,0.00642636,0.0359578,0.197844,-0.0546587,0.267702,0.117855,0.285555,0.138908,0.0531308,0.0554975,0.228326,0.156467,-0.047057,0.0743447,0.0690652,0.0137011,0.170521,0.0850699,0.165019,0.162221,0.136273,0.0898454,0.169567,0.0802127,-171204,1.0182
-169562,0.834658,0.27095,4,15,0,169591,-0.00517176,0.975543,-0.0485879,-0.0534794,-0.0914787,-0.109526,-0.00293722,-0.0148044,-0.039568,-0.0745281,-0.00723195,0.0891251,0.116896,0.0339204,0.0687369,-0.00542757,-0.00119677,0.0728181,-0.011267,-0.00482066,-0.0251897,0.0402883,0.0679847,-0.000397646,0.0290909,0.00590456,-0.0703798,0.0106335,-0.0120578,0.0548859,0.0796447,0.0071841,0.0179537,0.037452,-0.0162836,0.16101,-0.0256071,0.0675911,-0.0407084,-0.0199182,0.0354232,0.00659861,0.00666391,0.000801257,-0.0102924,-0.0931135,0.0211349,-0.0478547,0.028774,0.033253,0.0589292,0.0251892,0.0457274,0.03782,0.0442125,0.0739999,0.062333,0.0169874,0.0342897,0.218765,-0.0510535,0.242155,0.118928,0.290387,0.138829,0.0396758,0.0475415,0.227839,0.15957,-0.0402499,0.07962,0.0686388,0.00686822,0.168395,0.0728314,0.147903,0.149108,0.151983,0.093977,0.0865507,0.0734963,-171003,1.01685
-169574,0.802666,0.27095,4,15,0,169614,-0.00622168,0.972078,-0.0560738,-0.0233096,-0.104881,-0.0965528,-0.01329,0.00124858,-0.0350822,-0.0632796,0.0130014,0.0999304,0.12343,0.0760825,0.0845038,0.0111147,-0.00715401,0.0750798,-0.00970449,-0.0172783,-0.0055412,0.0400012,0.0628599,-0.0171816,0.0329037,0.0103605,-0.0975043,-0.00848934,-0.022125,0.0739099,0.0661764,0.00526283,0.0239208,0.0377577,-0.0210019,0.172383,-0.058243,0.0768414,-0.0329156,-0.0137156,0.017631,0.0107151,0.000847696,0.0192688,0.0223905,-0.132403,0.00641168,-0.0201005,0.055116,-0.0116314,0.0371068,-0.012065,0.0732353,0.0554645,0.0547799,0.0716112,0.0482068,0.0121587,0.0531753,0.206573,-0.051079,0.255239,0.119229,0.282029,0.13598,0.0443419,0.0568981,0.231765,0.159535,-0.041867,0.0830823,0.0666944,-0.00194216,0.167702,0.0953009,0.162965,0.162454,0.124279,0.0969773,0.102322,0.0630411,-171126,1.0175
-169575,0.990282,0.27095,4,15,0,169620,-0.00426672,0.97651,-0.0453132,-0.0210855,-0.0972584,-0.115325,-0.0163803,-0.00516449,-0.0312915,-0.0523093,0.00826724,0.0822616,0.106304,0.0752973,0.0716973,0.00377605,0.00142349,0.0629664,0.00310043,-0.0204762,-0.0185814,0.0381111,0.053844,-0.0122412,0.0194867,0.00286968,-0.0912151,-0.0115468,-0.00236345,0.0628202,0.0545713,0.015083,0.0172848,0.0494819,0.000447211,0.163966,-0.034472,0.0495028,-0.0336231,0.00637389,0.0473589,0.00732953,-0.00675003,0.00576367,0.0179751,-0.114448,0.00578683,-0.0641741,0.0552724,0.00993638,0.035067,0.0157207,0.051422,0.0536991,0.0706483,0.0743696,0.0440683,-0.0241883,0.0557491,0.203747,-0.0456012,0.244697,0.123472,0.288146,0.13747,0.0451532,0.0589557,0.227436,0.151087,-0.047389,0.0914008,0.073197,0.00433,0.157224,0.0846861,0.165208,0.166263,0.15727,0.0783766,0.0950231,0.0686292,-171022,1.01707
-169572,1,0.27095,4,15,0,169620,-0.00635269,0.972351,-0.0515292,-0.0297134,-0.0934239,-0.116458,-0.00597643,0.0050284,-0.0151867,-0.0689556,-0.000788139,0.0796952,0.0996959,0.0797008,0.078297,0.00259264,-0.00954761,0.0544744,-0.00771659,-0.0189177,-0.0133844,0.047214,0.0615156,-0.0018391,0.0122005,0.0117253,-0.0902505,-0.011073,-0.025019,0.0575989,0.0560438,0.013118,0.0138247,0.0497566,-0.00179014,0.18005,-0.0236703,0.0582754,-0.0325002,-0.00503199,0.031815,0.0178271,-0.00271005,-0.0200502,0.00514491,-0.103811,0.0221935,-0.0329897,0.0660812,-0.0279552,0.029921,0.0163768,0.0570893,0.0602772,0.0592721,0.0726748,0.0441228,0.0132427,0.0353496,0.207018,-0.046457,0.245214,0.127912,0.28534,0.139497,0.0494637,0.054298,0.221328,0.156874,-0.0426904,0.0961549,0.0744573,0.00973185,0.166026,0.0827397,0.164508,0.166168,0.0907202,0.0615958,0.118107,0.091567,-171111,1.01741
-169567,0.983309,0.27095,4,15,0,169618,-0.00444213,0.976115,-0.0697208,-0.0598023,-0.0911123,-0.138514,-0.000559818,-0.0238195,-0.066237,-0.0931986,0.00941396,0.117098,0.108959,0.0311157,0.0592872,0.00965678,0.00287436,0.105537,0.00104436,-0.014076,-0.0194417,0.0479161,0.0515158,-0.00110715,0.0278289,0.0144249,-0.0550637,0.0051502,-0.00718176,0.0471326,0.0848937,-0.00478042,0.042581,0.0212127,0.00347399,0.167888,-0.0270438,0.0616543,-0.0369272,-0.0303076,0.0177991,0.0157964,-0.0199045,0.0111178,-0.00431187,-0.125639,-0.00259062,-0.0634734,0.0256089,0.0236773,0.042185,-0.0242735,0.0650373,0.0555082,0.0455684,0.0447678,0.041068,-0.0036044,0.0387977,0.202442,-0.0560745,0.267972,0.10662,0.294934,0.140137,0.0506542,0.0476978,0.23922,0.155366,-0.0418991,0.0680683,0.0727093,0.0023298,0.169671,0.0873894,0.163199,0.1533,0.193019,0.0426432,0.117722,0.117072,-171199,1.01844
-169568,0.987831,0.27095,4,15,0,169606,-0.00463787,0.973128,-0.0543896,-0.0358231,-0.0992994,-0.116396,-0.000421999,0.00210264,-0.0215122,-0.0822694,-0.000886378,0.0800184,0.0987359,0.0770024,0.0756513,0.00613541,-0.00994832,0.0605046,-0.0183219,-0.0238442,-0.012842,0.0469229,0.0568264,-0.00322574,0.0242442,0.00457617,-0.0907086,-0.015425,-0.0305578,0.0624897,0.0581789,0.0136943,0.0100964,0.0519296,-0.00276353,0.184657,-0.0359913,0.054142,-0.030335,0.00279643,0.0310578,0.0201012,-0.010454,-0.0166099,0.00489799,-0.100138,0.0241907,-0.021915,0.0320915,-0.011578,0.00208625,-0.000631688,0.0390194,0.0644848,0.0364498,0.105591,0.0405567,-0.00164881,0.0205628,0.211366,-0.0478367,0.240264,0.127673,0.275589,0.138088,0.0433844,0.0516173,0.218118,0.159474,-0.0392999,0.0869511,0.0673554,0.00788046,0.161443,0.0757611,0.149211,0.160971,0.0881435,0.128523,0.124734,0.0600778,-170959,1.01629
-169572,0.781306,0.27095,4,15,0,169616,-0.00685915,0.973091,-0.0731711,-0.0416727,-0.0716834,-0.1376,0.0140556,-0.0177598,-0.0591224,-0.10846,0.0145779,0.108554,0.11596,0.0287736,0.0558246,0.00902398,-0.0142492,0.0836419,0.00358595,-0.00103031,-0.0236896,0.0513931,0.0630465,-0.0106791,0.0264772,0.0246598,-0.0634495,-0.0076685,-0.00339963,0.0536681,0.0860989,0.0217709,0.0463976,0.0243887,0.0130479,0.150979,-0.0353905,0.0640387,-0.0347113,-0.0331084,0.0257644,0.00623803,-0.0267874,0.0104562,-0.00730657,-0.101681,-0.00307081,-0.0611883,-0.00368532,0.00939935,0.0364739,-0.0222749,0.0915699,0.0590457,0.0524037,0.0542364,0.0359222,-0.00985022,0.0375096,0.197662,-0.0583879,0.256261,0.110287,0.295193,0.137354,0.0498299,0.0465117,0.23823,0.158199,-0.0489864,0.0744228,0.0633869,0.00633289,0.170804,0.0903565,0.163641,0.160473,0.153518,0.0243499,0.114669,0.110555,-171236,1.01846
-169567,0.962136,0.27095,4,15,0,169614,-0.00533711,0.974374,-0.0656284,-0.0376698,-0.0963848,-0.123041,-0.0142518,0.000148837,-0.0248017,-0.0695188,-0.0142384,0.105252,0.118703,0.0739432,0.0599421,0.00643578,0.00278137,0.0919541,0.00442213,-0.0349078,-0.0201467,0.0521539,0.0597094,-0.012334,0.0292342,0.00992248,-0.072439,0.00551851,-0.0154645,0.0424224,0.0504399,-0.0225863,0.0381311,0.0459547,0.000503603,0.174721,-0.0173537,0.038536,-0.029686,-0.00656452,0.00730618,0.0254847,-0.000482619,-0.0167718,0.0101015,-0.121091,0.00345228,-0.0337843,0.0625684,0.00821613,0.0393206,-0.0121366,0.0369143,0.0568108,0.0334689,0.0536121,0.0407202,0.0134033,0.0327335,0.20953,-0.0337992,0.250313,0.116675,0.27725,0.138753,0.0448746,0.0492664,0.224768,0.161002,-0.0453606,0.0786687,0.0735467,0.00435601,0.165227,0.0702458,0.153638,0.1585,0.129457,0.0164534,0.0872634,0.148549,-170992,1.01666
-169573,0.539222,0.27095,4,15,0,169622,-0.00601247,0.97502,-0.0536626,-0.0525039,-0.0795272,-0.129522,0.0176407,-0.0108423,-0.0542675,-0.0888174,0.0166366,0.107851,0.0992546,0.0410404,0.0849064,-0.00288799,-0.00646251,0.0678756,-0.00475501,-0.000753213,-0.0160144,0.0472072,0.0611533,0.00291404,0.0219295,0.018571,-0.0646359,-0.0221001,-0.0254713,0.0690478,0.0860232,0.0403301,0.017252,0.0118031,0.0135724,0.180044,-0.0304732,0.066384,-0.0327263,-0.0216197,0.0322562,0.00674328,-0.0278915,0.0116967,0.00109913,-0.0877177,0.0119721,-0.0578615,0.0234755,-0.000288745,0.0338887,-0.0101906,0.0997784,0.0542972,0.0544503,0.0642951,0.0335835,0.0784194,0.109917,0.206286,-0.0663909,0.257333,0.117076,0.289449,0.13947,0.0526992,0.0526875,0.230957,0.154375,-0.0422657,0.0818514,0.0649637,0.0115486,0.168103,0.0866254,0.156289,0.161141,0.13621,-0.0236463,0.147035,0.267843,-171164,1.01807
-169572,0.799243,0.27095,4,15,0,169614,-0.00700358,0.972925,-0.0570802,-0.0462162,-0.105831,-0.131606,-0.00604465,0.00582669,-0.0352108,-0.0881152,0.00421086,0.103237,0.0984192,0.0532958,0.07086,0.0353695,0.0117234,0.0772173,-0.00633142,-0.0334229,-0.0265562,0.0626077,0.0436592,-0.0154314,0.011894,0.0163973,-0.0918843,0.00558108,-0.00694201,0.0402987,0.0451496,-0.0181657,0.0347381,0.052812,-0.00397818,0.169089,-0.028052,0.0502528,-0.0419156,-0.0145387,0.0118904,0.0276595,-0.00632747,-0.013905,-0.000843891,-0.102047,-0.00888518,-0.0434183,0.0674256,-0.00544364,0.0625496,0.000421246,0.0938695,0.0399434,0.0629745,0.0804468,0.0574396,0.113536,0.133156,0.213206,-0.0444442,0.255151,0.115392,0.281539,0.139233,0.042332,0.0540299,0.227318,0.165662,-0.0440842,0.0843388,0.0697169,0.00626887,0.168515,0.0787564,0.158883,0.160931,0.123888,0.0318153,0.114444,0.150578,-171142,1.01771
-169579,0.940476,0.27095,4,15,0,169619,-0.00583598,0.975214,-0.0637307,-0.0457694,-0.0807093,-0.115894,0.000579875,-0.024863,-0.0516808,-0.0758574,-0.0030527,0.109103,0.105261,0.0419202,0.0623948,-0.0214176,-0.0235419,0.0807467,0.00390531,-0.0153131,0.00708835,0.043529,0.0394962,0.00153094,0.0279924,0.0112006,-0.0681838,-0.0229075,-0.0136171,0.0712171,0.0967054,0.0361335,0.0233694,0.0203981,0.00107791,0.174151,-0.0124992,0.0428882,-0.0142892,-0.020814,0.0342487,-0.0105448,-0.0219928,0.00863462,-0.000148061,-0.10299,0.0338761,-0.0380215,0.0172438,0.00426539,0.117142,-0.0214342,0.0440173,0.0660319,0.0384373,0.157244,0.0639382,-0.0233763,0.043534,0.203376,-0.0526392,0.257942,0.12098,0.280727,0.138036,0.0460894,0.040067,0.23484,0.1511,-0.0394245,0.0711545,0.0658568,0.0127344,0.163314,0.0744336,0.160836,0.153462,0.141537,0.0901761,0.177753,0.0983381,-170996,1.01676
