# 1.10725e-05, 1.07049e-05, 0.0001002, 9.76974e-05, 9.4301e-05, 0.000102713, 0.000132899, 0.000106355, 0.000104352, 0.000105792, 0.000111864, 9.94535e-05, 0.00011977, 0.000125681, 0.000106856, 0.000115972, 0.000110783, 0.000113634, 0.000114229, 0.000141607, 0.000107474, 0.00011513, 0.000165707, 0.000133088, 0.000168642, 0.000152274, 0.00015813, 0.000196963, 0.000156723, 0.000132827, 0.000166558, 0.000168455, 0.000113895, 0.000110963, 0.000111314, 0.000127292, 0.000131632, 0.000138612, 0.000132857, 0.000113654, 0.000129385, 0.000134512, 8.05024e-05, 9.3384e-05, 9.34428e-05, 0.000109702, 9.1745e-05, 0.00010546, 9.94368e-05, 9.47859e-05, 0.0001064, 9.51084e-05, 0.000123448, 0.000122558, 0.000135251, 0.000147871, 0.000135287, 0.000118539, 0.000136631, 0.000138888, 0.000116177, 0.000142902, 0.000101876, 8.14935e-05, 9.73001e-05, 0.000102052, 0.000129929, 0.000112448, 0.000113483, 9.65314e-05, 0.000143812, 0.000103972, 0.00013843, 0.00013368, 0.000138031, 0.000186554, 0.000151195, 0.000159784, 0.000134619, 0.000176782, 0.000157686, 0.000154391, 0.000104253, 0.000122636, 0.000103513, 0.000103633, 0.000128914, 0.000119933, 0.000112358, 0.000128354, 0.000117266, 0.000121707, 0.000130722, 0.000113003, 9.03539e-05, 0.000151988, 0.000274407, 0.000281923, 0.000424167, 0.000225548, 0.000584165, 0.000204587, 0.0851956, 0.123995, 0.197988, 0.0975791, 0.0757666, 0.0872497, 0.102598, 0.085842, 0.0904597, 0.0911266, 0.000139187, 0.156327, 2.1383e-05, 1.87262e-05, 2.13964e-05, 2.13955e-05, 3.02141e-05, 2.56759e-05, 2.10798e-05, 2.24235e-05, 1.981e-05, 2.02987e-05, 2.04405e-05, 2.32355e-05, 2.48557e-05, 2.05202e-05, 2.72732e-05, 2.68116e-05, 2.26636e-05, 2.39294e-05, 0.00212048, 0.0009124, 0.0723677, 0.079972
-338772,0.814337,0.250712,4,15,0,338838,-0.00434914,0.975293,-0.0298565,-0.0286912,0.0422105,-0.0305613,0.00665834,0.0338672,0.0123496,-0.00379904,-0.0203851,-0.0424353,-0.0851288,-0.011334,-0.0260616,-0.0139035,-0.0233076,-0.0327519,-0.0117785,0.00897543,-0.0290388,-0.0615154,-0.0869739,-0.0372766,-0.0663091,-0.0372751,-0.0344171,-0.00224454,-0.0556912,0.0225114,-0.0558385,-0.0407841,0.043233,0.00182081,-0.0301771,-0.0418131,0.00449265,-0.0116259,0.00441761,0.0165015,-0.0833587,0.0192172,-0.0166926,-0.0363606,-0.0435977,0.0458,-0.0910466,-0.0551089,-0.033257,-0.0980082,-0.137292,-0.00327894,-0.0276003,-0.0398467,-0.0695392,0.00213095,0.0748445,0.112875,0.0708927,0.0651542,0.0171648,0.0239669,0.0889546,-0.00616604,-0.0386733,-0.0166819,0.0422604,0.0404588,0.0151478,0.00952066,-0.012474,-0.0943001,-0.0196346,-0.0153148,0.0407773,0.0771972,0.00772609,0.0433095,0.0337726,0.0143266,0.173693,-0.0306339,0.0569311,-0.0432887,-0.0185188,0.0366243,-0.00802726,-0.0172032,-0.000389697,-0.00662717,-0.0815757,0.0234404,-0.0158976,-0.0173189,-0.0365069,0.00276897,0.0165703,-0.0231278,0.0166619,-0.0148546,-0.00327216,-0.0264395,0.0352755,0.0259915,0.0311242,0.0294257,0.0668115,0.0451436,0.0688632,0.0425337,0.0736816,0.0338456,-0.000134197,0.0256082,0.12543,-0.0434737,0.254388,0.124812,0.287421,0.136419,0.0471147,0.0706032,0.23795,0.154192,-0.0487386,0.106637,0.0735322,0.00315025,0.162279,0.08812,0.144506,0.151972,0.199928,0.115391,0.159594,0.068456,-343438,1.02062
-338776,0.802329,0.250712,4,15,0,338838,-0.00505844,0.972913,-0.0241242,-0.046537,0.0297629,-0.00719481,-0.00245883,0.0352715,0.0336805,-0.0100009,-0.0230568,-0.0275708,-0.0810075,-0.00711979,-0.0184602,0.00193966,-0.0200383,-0.0197283,-0.00901133,0.0231337,-0.0287561,-0.0689428,-0.0990548,-0.0170151,-0.0648684,-0.0235644,-0.0285747,-0.00455651,-0.0440249,-0.00127216,-0.0355474,-0.0323794,0.016876,0.0033822,-0.0228384,-0.0258111,0.0302003,-0.0253752,-0.00629309,0.0283878,-0.0640189,0.0253397,-0.0129605,-0.00813169,-0.0553279,0.0480717,-0.0885489,-0.0462357,-0.0577903,-0.0719039,-0.1235,-0.0110823,-0.0164019,-0.0258636,-0.0654655,0.0176525,0.0764148,0.102055,0.0837325,0.0626073,0.00476842,0.0137927,0.0732315,-0.00931486,-0.0404718,-0.0123156,0.0242491,0.0365285,0.008528,0.0262146,-0.00568249,-0.077944,0.000225518,-0.00997856,0.0202668,0.0959373,0.00586028,0.0427918,0.0308897,-0.00494024,0.169869,-0.0445534,0.0660255,-0.0333243,-0.0183728,0.0317564,0.025287,-0.0152177,0.00138942,-0.0240922,-0.103682,0.0100638,-0.0109747,-0.0226188,-0.0438672,-0.0083292,0.00156859,-0.0316084,0.0314491,-0.0191318,0.0265458,-0.013523,0.0369217,0.0336153,0.0268127,0.0250502,0.0629825,0.068803,0.0471417,0.0683667,0.0622449,0.036309,-0.0108282,0.0198806,0.1302,-0.0447768,0.253601,0.125958,0.299445,0.132432,0.0479698,0.0658059,0.241686,0.150705,-0.0447654,0.0959228,0.0794211,0.00123189,0.169694,0.0876617,0.143756,0.153757,0.167879,0.0700047,0.156625,0.0708604,-343609,1.02107
-338761,0.995125,0.250712,4,15,0,338827,-0.00532226,0.974726,-0.0347632,-0.0332779,0.0484418,-0.0154817,0.00905469,0.0345343,0.0290761,-0.0379356,-0.0214636,-0.0474608,-0.0588675,-0.0208505,-0.028576,-0.0193557,-0.0052555,-0.0228248,-0.00505903,-0.00135558,-0.0539131,-0.0695466,-0.0509525,-0.0507391,-0.0597985,-0.0271474,-0.0536066,-0.0317909,-0.0488906,0.015385,-0.0649622,-0.040727,0.0529402,0.00588943,-0.00191533,-0.0421382,-0.0189282,-0.0133132,0.0175001,0.0330766,-0.0426477,-0.0042049,-0.0151265,-0.0355464,-0.0396116,0.0549987,-0.0641706,-0.0581556,-0.0504103,-0.0810488,-0.140733,-0.00858697,-0.0100255,-0.0446678,-0.0934516,-0.00989581,0.0879109,0.115598,0.0610434,0.0624277,0.00653357,0.0162491,0.0930091,-0.00721598,-0.0139896,-0.0208629,0.0598647,0.0522313,-0.00744836,0.0170543,0.0100527,-0.0795018,-0.00988439,-0.0169897,0.0429163,0.0593243,0.00680156,0.0201988,0.0403899,0.00650964,0.175784,-0.0541838,0.0537159,-0.0359459,0.0119604,0.0214778,0.0102153,-0.0268189,-0.00335003,-0.000337105,-0.0946311,-0.000776268,-0.00662078,-0.0216193,-0.0346572,-0.0151318,-0.0188197,-0.00225005,0.00537145,-0.000481398,-0.00961799,-0.0132764,0.0312264,0.0302887,0.0243368,0.02915,0.0363344,0.077692,0.0874773,0.0300909,0.0935033,0.0401369,-0.0123423,0.0095641,0.132073,-0.0415286,0.260566,0.121932,0.288754,0.129555,0.0454491,0.0633173,0.238924,0.150095,-0.0520525,0.107488,0.0730252,0.00118166,0.155269,0.0934985,0.151832,0.148261,0.123712,0.109513,0.10985,0.0950711,-343488,1.02076
-338773,0.694254,0.250712,4,15,0,338828,-0.00401423,0.973937,-0.012599,-0.0320156,0.0252048,-0.0144312,0.0161401,0.039895,0.0237186,-0.010765,-0.0275134,-0.0287151,-0.0601225,-0.00646809,-0.00671142,-0.00153266,-0.0253224,-0.0315154,-0.0185971,0.0104684,-0.0352836,-0.0683815,-0.0970205,-0.0293916,-0.0557253,-0.0200741,-0.0326485,-0.0122082,-0.0311586,-0.00857343,-0.0235555,-0.016647,0.0302395,0.012865,-0.0294856,-0.0439306,0.0544344,-0.0295404,0.00609706,0.024698,-0.0852582,0.0402892,-0.00439991,-0.0197982,-0.0501665,0.0610726,-0.101525,-0.0643141,-0.0498546,-0.0926164,-0.118209,-0.0128847,-0.0125618,-0.0298939,-0.0580311,0.0126981,0.0739318,0.114257,0.0541413,0.0641977,0.0082654,-0.00112845,0.0751886,0.00283117,-0.027204,-0.0264026,0.0417179,0.0615095,0.0169728,0.0196834,-0.00886895,-0.0799809,-0.00607054,-0.0200477,0.028561,0.0979598,0.00879708,0.047934,0.0274772,-0.00725819,0.176344,-0.0310215,0.0568378,-0.0272676,-0.0323537,0.0452603,0.0137721,-0.0114542,-0.00278112,-0.00531839,-0.0980036,0.00668994,0.0103028,-0.0346017,-0.0570533,-0.0094822,0.00565953,-0.0388809,0.0558278,-0.0101813,0.0592199,-0.0119336,0.0319125,0.0380542,0.0381446,0.0551387,0.072704,0.0378947,0.0617384,0.0642698,0.0618662,0.0425107,-0.0154441,0.0494333,0.133855,-0.041137,0.262063,0.122938,0.294778,0.131334,0.0463272,0.0709798,0.244108,0.143734,-0.0473507,0.101994,0.0824421,-0.00206356,0.164344,0.0870046,0.140844,0.144473,0.124122,0.0844072,0.114974,0.0631058,-343500,1.02074
-338775,0.743145,0.250712,4,15,0,338850,-0.00628867,0.973237,-0.0221626,-0.0300438,0.044205,-0.0167838,0.0080431,0.0325216,0.0342748,-0.0313112,-0.0134518,-0.0370416,-0.080107,-0.0156349,-0.0295872,-0.0154968,0.0100843,-0.0297669,-0.00533251,0.0103419,-0.0534362,-0.0633842,-0.0513844,-0.043986,-0.0694816,-0.0227043,-0.0546475,-0.0278898,-0.0505513,0.0115711,-0.0708032,-0.0466796,0.0565552,0.0130142,-0.00362232,-0.0414558,-0.0156437,-0.0201229,0.0189825,0.0215065,-0.0598407,-0.00869044,-0.00781748,-0.0417077,-0.0405561,0.0549789,-0.0672952,-0.0519145,-0.0373342,-0.0914494,-0.14973,-0.00491118,-0.0110152,-0.0498288,-0.0875277,-0.00873479,0.0758469,0.105709,0.0530182,0.0570216,0.011151,0.0140868,0.0865839,-0.00306992,-0.0116401,-0.0251081,0.0541974,0.0629971,-0.0130723,0.0289041,0.0107105,-0.0869443,-0.00823408,-0.0248792,0.0496792,0.0589643,0.016916,0.0174244,0.0438284,-0.0148242,0.171706,-0.0555198,0.0562141,-0.0400418,0.00987425,0.0155228,0.0155461,-0.0360014,-0.0096316,0.0073425,-0.102649,0.00782762,-0.000108072,-0.000369423,-0.0367178,-0.01068,-0.0277494,-0.0456622,0.0448097,-0.0019231,-0.00233075,-0.0144931,0.0322071,0.0304855,0.0248436,0.0272438,0.0381589,0.071484,0.048541,0.0430683,0.0740974,0.0441323,-0.0155914,0.017682,0.126159,-0.0477395,0.249659,0.122005,0.290668,0.129973,0.0481771,0.0616826,0.235169,0.158951,-0.0485348,0.102816,0.0735459,0.00107523,0.162016,0.0948053,0.152437,0.147268,0.151947,0.110769,0.109302,0.0913655,-343487,1.02062
-338774,0.93874,0.250712,4,15,0,338840,-0.00380555,0.97375,-0.015988,-0.0215898,0.0337265,-0.0194655,0.0174951,0.0305046,0.0181352,-0.0111815,-0.0344695,-0.042487,-0.0584158,-0.0151508,-0.0168838,-0.00662713,-0.0411787,-0.0279411,-0.0215523,-0.00344139,-0.0428525,-0.0625378,-0.0936107,-0.0361689,-0.0509774,-0.0366354,-0.0444212,-0.0183335,-0.0391654,-0.00458849,-0.0241431,-0.0182832,0.0331232,0.00754046,-0.0159495,-0.0423252,0.0434278,-0.0216039,0.0022755,0.0361493,-0.0636751,0.0422963,-0.00879399,-0.0133491,-0.0469179,0.0643406,-0.09582,-0.0651027,-0.0556878,-0.0812839,-0.121404,-0.00980997,-0.00348993,-0.0215427,-0.0711239,0.0190454,0.0856354,0.119201,0.0686431,0.0692353,0.00880974,-0.000345237,0.0743847,0.00304245,-0.0312638,-0.0204784,0.0467817,0.0540822,0.0249271,0.0171893,-0.0029967,-0.0727218,-0.0144492,-0.0177183,0.0275637,0.102194,-0.00163653,0.0431705,0.0255763,0.0111955,0.173981,-0.033163,0.0539052,-0.0222871,-0.0270053,0.045103,0.0175556,-0.00298724,-0.000158945,-0.0100211,-0.0885538,0.00332429,-0.00526603,-0.0303947,-0.034711,-0.00815757,-0.00478459,-0.0190882,0.0651069,-0.0120167,0.0793319,-0.00694645,0.0276752,0.0240757,0.0463659,0.0273067,0.0716995,0.0458317,0.0944899,0.0409983,0.095483,0.0368207,0.00332214,0.0306719,0.133627,-0.0433313,0.258301,0.125494,0.293878,0.130769,0.0421928,0.0685558,0.245304,0.145843,-0.0446853,0.100372,0.0794911,0.00226335,0.160243,0.0890442,0.135509,0.141538,0.121423,0.100559,0.109993,0.0780237,-343470,1.0206
-338765,0.914695,0.250712,4,15,0,338836,-0.00567076,0.973247,-0.0364809,-0.026452,0.0283186,-0.028669,0.0070101,0.0354029,0.0278402,-0.00439098,-0.0162307,-0.0285481,-0.0606205,-0.0145798,-0.022203,-0.0186776,-0.0224006,-0.032189,0.0074768,0.00305431,-0.0426808,-0.0741209,-0.0861381,-0.0348658,-0.0587232,-0.0256209,-0.0553787,-0.0207028,-0.0365177,-0.00469119,-0.0470115,-0.0504271,0.045992,0.0207832,-0.0205847,-0.0403293,-0.00429723,-0.0279181,0.0139435,0.0257678,-0.0623295,0.0208767,-0.00593643,-0.0415639,-0.0495824,0.0693505,-0.0726042,-0.0673951,-0.0464581,-0.0813067,-0.143843,-0.0195265,-0.00925847,-0.0260904,-0.0819612,-0.000317931,0.0898145,0.149091,0.0494599,0.0734825,0.00747278,0.0125878,0.075066,-0.0206774,-0.00913987,-0.0239697,0.0355856,0.0522799,-0.025416,0.0165282,0.00598914,-0.0739161,0.0119718,-0.0231023,0.0532797,0.0770928,0.0261417,0.0123723,0.0369831,0.00257409,0.171061,-0.0329236,0.0673683,-0.0412363,-0.00667581,0.0290756,0.0324936,-0.0312111,-0.000930414,0.0107559,-0.119989,-0.0108812,-0.00307053,-0.0185773,-0.0445416,-0.00606301,-0.0115802,-0.0638121,0.0359273,-0.0139543,0.00762903,-0.019643,0.032704,0.0187045,0.0200087,0.038841,0.0387253,0.043081,0.0707217,0.0453384,0.0662894,0.0536707,-0.0024982,0.0433334,0.130032,-0.0459977,0.257784,0.120955,0.298858,0.128329,0.0487179,0.0647684,0.24018,0.152421,-0.0517361,0.100935,0.0787598,-0.00233908,0.165563,0.0884773,0.153239,0.15577,0.13527,0.0741828,0.124727,0.131104,-343710,1.02149
-338759,0.989182,0.250712,4,15,0,338814,-0.0042587,0.973297,-0.0287735,-0.0367982,0.0418106,-0.0140546,0.0065832,0.0462524,0.0243665,-0.0229503,-0.011942,-0.034133,-0.0655036,-0.0098895,-0.0219603,-0.012081,-0.00145269,-0.0311524,-0.000307342,0.0144092,-0.0500418,-0.0559211,-0.0706699,-0.0379221,-0.0692192,-0.0176122,-0.0478483,-0.0159805,-0.0317739,0.00611766,-0.037631,-0.0288064,0.03218,0.0140477,-0.00809206,-0.0487074,0.0271364,-0.0111606,0.0100603,0.0156277,-0.075684,0.0252654,0.000512108,-0.0399603,-0.0588769,0.0760584,-0.0752825,-0.046385,-0.0398371,-0.0952196,-0.127417,-0.00829035,-0.00561135,-0.0370778,-0.0861966,0.0037403,0.0792863,0.128444,0.0654563,0.0564129,0.00776458,-0.00277635,0.0691015,-0.00748908,-0.0113482,-0.0224375,0.0481204,0.0515473,0.010827,0.0310949,-0.00560885,-0.0784619,-0.00166252,-0.0251804,0.0304583,0.093396,-0.0127772,0.0366389,0.0373793,0.00165777,0.161416,-0.0461002,0.060849,-0.0383716,-0.00271641,0.0360438,0.00686238,-0.0181409,-0.0132672,0.0168717,-0.101745,0.030568,0.00107166,-0.0164003,-0.0433113,-0.0277286,-0.0195154,-0.00999527,-0.00330605,-0.00238996,0.0489289,-0.0217326,0.0220189,0.0260631,0.0248503,0.038694,0.0814132,0.0678893,0.0683931,0.0415331,0.0473474,0.0612031,-0.0267353,0.0200628,0.132247,-0.0453921,0.257829,0.12686,0.2906,0.128493,0.049536,0.0669344,0.238207,0.156401,-0.0498927,0.099813,0.0710346,0.00276752,0.164771,0.0900115,0.143626,0.149116,0.143862,0.084433,0.119929,0.0968161,-343518,1.02075
-338768,0.993133,0.250712,4,15,0,338818,-0.00427688,0.974156,-0.00941136,-0.0181872,0.024382,-0.02959,0.0110077,0.0378144,0.0353846,-0.0187814,-0.0348728,-0.0362478,-0.0448235,-0.0216494,-0.0209191,-0.0195673,-0.0295593,-0.0277483,-0.028419,-0.0141391,-0.0331504,-0.0816593,-0.0905898,-0.0567963,-0.0588945,-0.0260439,-0.0454545,-0.0325368,-0.0444572,-0.000905841,-0.0534113,-0.0357088,0.0548325,0.0029382,-0.00786981,-0.0345203,0.0141208,-0.0165727,0.0123123,0.0223095,-0.0505733,0.018961,-0.00624336,-0.0229328,-0.0544332,0.0453822,-0.0849674,-0.0711211,-0.0588464,-0.0713201,-0.143727,-0.0122448,-0.000366877,-0.0439429,-0.0737071,-0.0047328,0.0823357,0.109863,0.0427379,0.0681581,0.0142278,-0.00235298,0.0917485,-0.00867496,-0.0124948,-0.0137114,0.047812,0.0672364,-0.0126215,0.0160379,0.00675484,-0.0611827,-0.0195892,-0.00123809,0.0454397,0.0800292,0.0175037,0.0344644,0.0424829,-0.00689994,0.174953,-0.0457049,0.0504769,-0.0244834,-0.0141909,0.0162781,0.026814,-0.01149,0.00170375,-0.0151727,-0.0903221,0.00129916,-0.00445472,-0.0212437,-0.049867,-0.00653623,-0.0382849,-0.0626625,0.0571834,0.00479777,0.0012144,-0.0147977,0.0460514,0.0116109,0.0189782,0.0374725,0.0405711,0.0475072,0.0373783,0.0324662,0.122486,0.0295266,-0.00458165,0.0368994,0.129401,-0.0414249,0.256176,0.117884,0.300238,0.132931,0.0446819,0.066034,0.25166,0.146205,-0.0485017,0.102085,0.0830558,-0.00218736,0.16178,0.0904831,0.154404,0.143877,0.128438,-0.000857766,0.102085,0.228572,-343662,1.02139
-338778,0.827395,0.250712,4,15,0,338843,-0.00483909,0.973694,-0.0356879,-0.0468427,0.052189,0.000698581,0.0297773,0.0234105,0.0233831,-0.0121505,-0.0118823,-0.0331001,-0.0679762,-0.00906583,-0.00937963,-0.000974705,0.00127872,-0.0247273,0.00549982,0.0111589,-0.0492836,-0.0568022,-0.052577,-0.0381366,-0.0672812,-0.0268198,-0.0433542,-0.0169278,-0.0321263,0.00295724,-0.0343071,-0.0339416,0.0204555,0.0135648,-0.0135324,-0.0406478,0.00111928,-0.0214711,0.0116733,0.0416568,-0.0839543,0.0079031,-0.0095323,-0.0509621,-0.0387113,0.0485749,-0.0851992,-0.058558,-0.0230821,-0.0857162,-0.122239,-0.00507839,-0.0036002,-0.0232341,-0.0712728,0.00795352,0.0774505,0.11336,0.0861292,0.0662565,0.0190214,0.013946,0.0693706,-0.00403013,-0.0361461,-0.018261,0.0497794,0.0488405,0.00681443,0.0179937,-0.013686,-0.0929402,-0.00981905,-0.0363495,0.0361785,0.0832963,-0.00465451,0.0455419,0.0311882,-0.00743298,0.176213,-0.0522822,0.0688333,-0.0490323,-0.0123439,0.0506247,0.00104033,-0.0249397,-0.00514343,0.00588253,-0.08426,0.00705579,0.00154419,-0.010778,-0.0385346,-0.0132829,0.00816423,-0.0125933,-0.011062,-0.0119785,0.0407102,-0.00105639,0.0261598,0.0247471,0.0158251,0.0193815,0.0557487,0.046722,0.0895952,0.052663,0.0477141,0.0439524,-0.0183565,0.0239704,0.132306,-0.0470936,0.25713,0.126856,0.289267,0.127535,0.0512525,0.0667826,0.23711,0.15549,-0.047837,0.0987772,0.0710791,0.00125512,0.164305,0.0885546,0.138676,0.155164,0.155134,-0.0625527,0.111864,0.139807,-343467,1.02059
-338769,0.942908,0.250712,4,15,0,338838,-0.0031193,0.97442,-0.00737616,-0.0356606,0.0284621,-0.000835841,0.0365086,0.0394515,0.0301309,-0.0242908,-0.0231998,-0.0395169,-0.0628983,-0.0221085,-0.0154643,-0.0290545,-0.00883473,-0.0364951,-0.011003,0.00216313,-0.0339998,-0.0591981,-0.0716788,-0.0436102,-0.0578224,-0.0334507,-0.0516085,-0.0524998,-0.058395,0.0101155,-0.0671357,-0.0412827,0.0626158,0.0138202,-0.0114211,-0.0352552,0.0170244,-0.0233454,-0.00584367,0.0249395,-0.0660433,0.00366501,-0.000570319,-0.00988015,-0.0465168,0.0672619,-0.0954924,-0.0500476,-0.0420924,-0.0748655,-0.111502,-0.011872,-0.0185508,-0.038977,-0.0657537,0.00580412,0.0901984,0.119863,0.0386266,0.0650592,0.00937832,0.017214,0.0953772,0.00251949,-0.0284325,-0.0208755,0.0577174,0.0719586,0.0105191,0.0392315,-0.00922181,-0.0792329,-0.0154914,-0.00841023,0.0430612,0.0763966,0.0281116,0.0430216,0.0337433,0.00283847,0.177449,-0.0236248,0.0628056,-0.0319409,-0.0278545,0.0331074,0.0313247,-0.00928389,-0.00120869,-0.00181685,-0.100408,0.00339722,-0.00201619,-0.0179205,-0.0457226,-0.00669384,-0.0357403,-0.0569675,0.0195611,0.00379154,0.0177948,-0.0294698,0.0398011,0.026832,0.0124678,0.0458745,0.0516906,0.0316228,0.0590411,0.0363355,0.0738185,0.0370834,-0.00711161,0.02619,0.127875,-0.0431765,0.252117,0.122992,0.296986,0.132089,0.0469636,0.0671379,0.244207,0.145777,-0.0484612,0.105652,0.0791001,0.0025421,0.161092,0.0886242,0.154372,0.144741,0.170175,0.00726352,0.159377,0.171944,-343545,1.02096
-338773,0.921821,0.250712,4,15,0,338838,-0.00594272,0.973923,-0.0398819,-0.0426144,0.0532199,-0.0387018,-0.00871196,0.0436107,0.0276227,-0.0234589,-0.0294731,-0.0321447,-0.0557996,-0.0136516,-0.0226631,-0.0107381,-0.0183988,-0.0161024,-0.0125283,-0.0102771,-0.057168,-0.0694542,-0.0848006,-0.0362192,-0.0716614,-0.0195001,-0.0414449,0.00041653,-0.0194397,-0.0040745,-0.0277259,-0.0260771,0.020746,0.0109504,-0.0236496,-0.0478651,0.0107766,-0.0192006,0.0275669,0.0327992,-0.0591941,0.0305116,-0.0188781,-0.0420525,-0.0447098,0.0507324,-0.0773947,-0.0675939,-0.0526319,-0.0947371,-0.150368,-0.00697818,0.00217542,-0.0320303,-0.0910579,-0.00323339,0.0736547,0.114246,0.0792968,0.0662408,0.00311032,-0.000321794,0.0714733,-0.00717459,-0.0120127,-0.0223614,0.0340298,0.0443231,-0.00255399,-0.000752208,0.0146188,-0.0784201,-0.00236991,-0.0278442,0.0345301,0.0818786,-0.0151348,0.0251182,0.0433814,-0.00165968,0.16057,-0.0559898,0.050827,-0.0311212,0.00815125,0.035449,0.00593348,-0.0257059,-0.014118,-0.00111856,-0.100961,0.00890532,-0.0151568,-0.0166384,-0.0356022,-0.0124001,0.00167412,-0.048525,0.0317958,-0.0235497,0.0106956,-0.000194799,0.0336263,0.0209233,0.0328735,0.0238743,0.0467276,0.0838357,0.0442759,0.0769544,0.0810633,0.0333343,-0.00125667,0.0229725,0.127568,-0.0448295,0.263842,0.123442,0.300708,0.128155,0.0520356,0.0731535,0.244142,0.155109,-0.0489634,0.102366,0.0756497,0.0044992,0.165933,0.0928835,0.141357,0.154359,0.117312,0.0537418,0.0842457,0.104624,-343733,1.02165
-338768,0.877195,0.250712,4,15,0,338828,-0.00488676,0.975325,-0.00720002,-0.027373,0.0272679,-0.00494077,0.036685,0.0323792,0.0312648,-0.0260284,-0.0240523,-0.0420958,-0.0676023,-0.0179345,-0.0185223,-0.0147925,-0.0130592,-0.0385628,-0.0152749,0.0124945,-0.0285457,-0.0777586,-0.0763999,-0.0387192,-0.0514679,-0.0243297,-0.042848,-0.0351212,-0.0566311,0.0101894,-0.0660563,-0.0353767,0.0639218,0.00894926,-0.00340477,-0.0366538,0.0132147,-0.0233449,-0.00327948,0.0255882,-0.0630409,0.00193347,-0.00341203,-0.0149796,-0.0527681,0.0720933,-0.0887663,-0.0611164,-0.0495191,-0.084067,-0.117053,-0.012092,-0.0151376,-0.0418683,-0.0596576,0.00685054,0.0899172,0.112253,0.0448217,0.0701694,0.0116317,0.0130583,0.0989815,-0.00140736,-0.0336762,-0.0285634,0.0629413,0.0808322,0.00745316,0.0418112,-0.0198975,-0.0898984,-0.0234772,-0.0156452,0.0447433,0.0816301,0.0249739,0.0427805,0.0278244,-0.00252006,0.186892,-0.0279924,0.0647723,-0.0371059,-0.0246772,0.0202571,0.0229242,-0.0130491,0.00434683,-0.00507781,-0.0882164,0.0015737,-2.85378e-05,-0.0252165,-0.0450846,0.00268988,-0.0276189,-0.035459,-0.000870814,-0.0244276,0.0207469,-0.0236641,0.0367042,0.0181939,0.0181595,0.0430575,0.0541092,0.037374,0.0682859,0.0539767,0.055277,0.0581252,-0.0220082,0.0231644,0.136801,-0.0445333,0.247331,0.122818,0.290131,0.129313,0.0426646,0.0607526,0.242095,0.150917,-0.0507588,0.102969,0.0815217,-0.00091939,0.158727,0.0905212,0.152648,0.146763,0.187696,0.123333,0.167522,0.0786796,-343481,1.02079
-338771,0.793906,0.250712,4,15,0,338836,-0.00471385,0.97291,-0.00902726,-0.0314053,0.0346277,-0.0156119,0.0301321,0.0313003,0.00589378,-0.00792229,-0.0170662,-0.0254022,-0.068867,-0.0140558,-0.0130785,-0.0073404,-0.0161601,-0.031753,-0.0137358,-0.00165157,-0.0356062,-0.0621567,-0.0687714,-0.0551627,-0.0718751,-0.0254609,-0.0357279,-0.0297937,-0.0347807,0.00165415,-0.0543783,-0.0374634,0.0420708,0.0157734,-0.0111824,-0.0210983,0.0141528,-0.0171852,0.0177609,0.0484761,-0.038821,0.0131222,-0.0122471,-0.040418,-0.0541791,0.0423367,-0.0813895,-0.0434231,-0.0433106,-0.10405,-0.13117,-0.0157572,-7.10244e-05,-0.0200752,-0.0653697,0.00445993,0.090411,0.095383,0.0367953,0.0685166,0.00899626,0.00792874,0.0949114,-0.0190505,-0.0425805,-0.0164752,0.0401611,0.0817261,-0.00413846,0.0156377,-0.0150916,-0.0828303,-0.00428093,-0.0196779,0.0241632,0.0839473,0.0350943,0.0281379,0.0286956,0.000925557,0.163094,-0.0412978,0.0620474,-0.0290232,0.000913054,0.0407724,0.0176033,-0.00163887,-0.0161369,-0.00784542,-0.103765,0.0223584,0.000473953,-0.0200564,-0.0444721,-0.00468657,-0.00734523,-0.0508755,0.0422211,0.00488209,0.0105613,0.0074889,0.0210057,0.0221636,0.0183977,0.0251654,0.0402095,0.0302406,0.0586377,0.0599901,0.0829897,0.0302806,-0.00907791,0.0267064,0.121478,-0.0417569,0.253347,0.12484,0.298295,0.130846,0.0460009,0.0694339,0.246119,0.151691,-0.0516615,0.101399,0.0815929,0.00483975,0.163596,0.0931294,0.145717,0.149911,0.169967,0.0746363,0.118949,0.0697155,-343627,1.02114
