# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_hreg_model
# start_datetime = 2025-03-23 20:43:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/tv311lc7.json
# init = 2 (Default)
# random
#   seed = 72236
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens.h-nondens/h2reg-hreg-20250323154325_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg-hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,mu_inner_beta,sigma_inner_beta,betad.1.1,betad.2.1,betad.3.1,betad.4.1,betad.5.1,betad.6.1,betad.7.1,betad.8.1,betad.9.1,betad.1.2,betad.2.2,betad.3.2,betad.4.2,betad.5.2,betad.6.2,betad.7.2,betad.8.2,betad.9.2,mu_betad.1,mu_betad.2,sigma_betad.1,sigma_betad.2,log_p,rmse
-169562,0.978353,0.307181,4,15,0,169600,-0.00770183,0.973865,-0.0604367,-0.0430135,-0.111384,-0.134565,0.0101497,-0.0228972,-0.0403084,-0.096074,0.0256791,0.101802,0.102373,0.0615729,0.068108,0.0235022,0.00762487,0.0726186,-0.00314992,-0.0152865,-0.0225488,0.0608792,0.0755434,-0.00231475,0.0147132,-0.00263105,-0.0789451,0.0076006,-0.013599,0.0575645,0.0544227,0.0174596,0.0408389,0.0390703,0.0125141,0.172108,-0.0295265,0.0519306,-0.0340204,0.00845061,0.0197461,0.0155363,-0.000336671,-0.0202646,0.00126083,-0.078442,-0.0117943,-0.0476702,0.0423488,0.0124678,0.0380287,-0.0231715,0.060593,0.0586423,0.0438281,0.0465642,0.0769757,0.0242594,0.0525782,0.202829,-0.0489468,0.24949,0.117165,0.283204,0.134214,0.0394211,0.0447695,0.227768,0.153831,-0.0412501,0.0786748,0.0748933,0.00457967,0.17007,0.0772731,0.159615,0.161583,0.0824608,0.109016,0.120772,0.0947197,-171073,1.01725
-169561,0.862391,0.307181,4,15,0,169610,-0.0077927,0.97355,-0.0661691,-0.0394665,-0.0813207,-0.121478,-0.0147035,0.0031407,-0.0475814,-0.0826371,-0.0179028,0.088109,0.10464,0.0454488,0.0685465,-0.00654687,-0.00647073,0.0851075,-0.00535466,-0.0101443,-0.011916,0.039313,0.0579509,-0.00174218,0.0372769,0.0256467,-0.0731325,-0.0240271,-0.0188151,0.0465995,0.0873228,0.0019893,0.015887,0.034726,-0.00934619,0.175359,-0.0239758,0.0674485,-0.0387223,-0.0360406,0.027332,0.0184502,-0.0307456,0.00971443,-0.00312974,-0.139654,0.0368145,-0.024678,0.0472938,-0.00582991,0.0240147,-0.0104311,0.0695373,0.0493458,0.0504997,0.0775689,0.0419124,0.0357401,0.0521741,0.207351,-0.054693,0.260488,0.117085,0.291878,0.143577,0.0556303,0.0587939,0.233408,0.158613,-0.0436208,0.0810946,0.0637863,0.0128862,0.16292,0.082149,0.151355,0.159388,0.200724,0.0635996,0.113561,0.0789384,-171158,1.01789
-169565,0.859261,0.307181,4,15,0,169605,-0.00312124,0.973009,-0.0587281,-0.0550099,-0.110557,-0.135712,0.0167984,-0.0273804,-0.0411902,-0.101869,0.0200561,0.0954692,0.101933,0.0766692,0.0647894,0.0107242,-0.00589715,0.0818969,-0.0263148,-0.0222315,-0.027305,0.0461263,0.0536792,-0.00195176,0.0337112,0.00255847,-0.0734401,0.0237842,-0.0251742,0.0516834,0.0654064,0.0263499,0.0392688,0.0454407,0.00703218,0.16963,-0.0218204,0.0559088,-0.031803,-0.0076227,0.0143036,0.0121391,-0.000378053,-0.0125332,-0.00296344,-0.100326,-0.00199196,-0.0397345,0.0532921,-0.00256367,0.0465867,-0.0022098,0.0332522,0.0923229,0.040798,0.0673601,0.0454867,0.0302363,0.04032,0.208879,-0.0543194,0.249363,0.113065,0.285888,0.134066,0.0464842,0.0410263,0.228962,0.153666,-0.0404244,0.0764902,0.0718593,0.00821518,0.18091,0.084413,0.157877,0.171658,0.190875,0.115029,0.211022,0.11095,-171185,1.01805
-169560,0.971477,0.307181,4,15,0,169604,-0.00525466,0.973524,-0.0628867,-0.0367487,-0.0703428,-0.124655,-0.0203972,0.00251141,-0.0572943,-0.0708461,-0.00518959,0.100889,0.11689,0.0384357,0.0669804,0.00572487,-0.00645438,0.0851099,0.00893578,-0.0177229,-0.0084465,0.047762,0.0534304,-0.00626244,0.0145006,0.0137143,-0.080815,-0.019939,-0.0158364,0.0565293,0.0624277,-0.00814445,0.0257905,0.0235709,0.00249098,0.173786,-0.00992665,0.051375,-0.0373646,-0.0233733,0.0274148,0.021138,-0.0234366,0.00832446,0.000795395,-0.105038,0.0110681,-0.0572669,0.0116236,-0.000211514,0.0179053,-0.0206704,0.116461,0.0574832,0.0449483,0.0422672,0.0298343,-0.0263169,0.0504876,0.20399,-0.0475392,0.266008,0.122391,0.283998,0.142642,0.0475851,0.0615117,0.230231,0.162317,-0.0440435,0.0792892,0.0661561,0.0060544,0.156511,0.0801623,0.150625,0.150038,0.150401,0.0736544,0.095265,0.0569402,-171066,1.01717
-169565,0.960845,0.307181,4,15,0,169598,-0.00695548,0.973645,-0.0620096,-0.0476554,-0.0925357,-0.115082,0.0250115,-0.00137879,-0.0289336,-0.0924174,0.0172426,0.10555,0.100126,0.0648758,0.069899,0.0187332,0.00109686,0.0806063,0.013914,-0.0249914,-0.000912626,0.0523754,0.0639117,0.0106788,0.024155,0.0116529,-0.061808,0.00804157,-0.0332196,0.0629432,0.0660832,0.0186202,0.010958,0.0385543,-0.00623049,0.182559,-0.0462254,0.061972,-0.0400542,-0.0271538,0.0411833,0.00935705,-0.00745465,0.00599231,-0.00270054,-0.129577,-0.00476107,-0.0600993,0.039372,0.0149718,0.0373534,-0.0208971,0.0582723,0.0356452,0.034989,0.0638198,0.0484446,0.00604864,0.0446653,0.207361,-0.0497189,0.249782,0.11653,0.288401,0.12839,0.0453627,0.0378103,0.230168,0.163729,-0.0447471,0.0786027,0.0779789,-0.0065744,0.171645,0.08579,0.171147,0.156296,0.13618,0.109935,0.135012,0.111222,-171138,1.01774
-169563,0.883305,0.307181,4,15,0,169605,-0.00356443,0.974765,-0.052822,-0.0471057,-0.102947,-0.130488,-0.0160019,0.00028428,-0.0700874,-0.0713733,0.0113026,0.0877854,0.11027,0.0533025,0.0609838,0.0104745,-0.0235794,0.0686302,-0.00523544,0.00368753,-0.0169424,0.0419399,0.0411746,-0.00375974,0.0262591,0.00937087,-0.0720625,-0.00874303,-0.00402068,0.0511093,0.077453,0.0141414,0.0284459,0.0302313,-0.00221762,0.179939,-0.0600575,0.0522165,-0.0472701,-0.0126339,0.0115846,0.0164123,-0.0252098,-0.0286423,-0.0173273,-0.110319,0.0174518,-0.0373324,0.0408741,0.000850346,0.0294197,-0.0189957,0.0476058,0.0576877,0.0325805,0.0663905,0.0418511,-0.0155056,0.0637893,0.204112,-0.0558476,0.258996,0.11561,0.283762,0.152441,0.0444507,0.0511033,0.233714,0.150868,-0.0410374,0.0808453,0.0705713,0.0179403,0.161884,0.0800854,0.145357,0.163262,0.146823,0.104324,0.0913047,0.0906019,-171108,1.0176
-169566,0.953849,0.307181,4,15,0,169602,-0.00844036,0.973852,-0.0720794,-0.0388886,-0.0885838,-0.136528,-0.0111216,-0.0189043,-0.03958,-0.0690635,-0.0160282,0.0945126,0.112985,0.0615157,0.0601021,0.0042709,-0.00223737,0.0758814,0.01539,0.00660222,-0.0184254,0.035718,0.0317417,-0.00963578,0.0272111,0.0162198,-0.0821215,-0.0101558,-0.014866,0.052892,0.0600008,-0.00367927,0.0400269,0.0419385,0.00355179,0.185763,-0.0264438,0.0517981,-0.0532504,-0.00680146,0.00646269,0.0206677,-0.0213176,-0.0136455,-0.0127441,-0.105687,0.0131264,-0.0618198,0.0343332,-0.0294588,0.0479263,-0.0395417,0.0632374,0.0444095,0.0613648,0.0752408,0.0455081,-0.053231,0.0805161,0.197727,-0.0500804,0.26361,0.108506,0.283395,0.139775,0.0447053,0.0452412,0.228163,0.172519,-0.0456368,0.0881282,0.0720005,0.00987259,0.159493,0.0845225,0.155088,0.154554,0.130503,0.144187,0.116521,0.0678318,-171086,1.01735
-169566,0.967896,0.307181,4,15,0,169598,-0.00930359,0.974776,-0.0490672,-0.0592525,-0.0949033,-0.107693,0.00530399,-0.00786693,-0.048984,-0.0988984,0.0123625,0.102985,0.0972657,0.0501718,0.0753547,0.00787345,-0.00337834,0.0893328,-0.0187123,-0.0383967,-0.0196545,0.0570052,0.0760058,0.00122467,0.0219913,0.0041471,-0.0719673,-0.00178742,-0.0169412,0.0557173,0.0817797,0.0138276,0.0146238,0.032524,-0.00374629,0.161618,-0.032942,0.0661624,-0.0159092,-0.0274087,0.0440771,0.00909018,-0.00708475,0.00912925,0.00886391,-0.114771,0.00762933,-0.0527462,0.0249847,0.021663,0.0147514,0.0146622,0.0710904,0.0515557,0.0281647,0.0473249,0.0490096,0.0145036,0.0457324,0.214486,-0.0551598,0.248479,0.122683,0.289284,0.141751,0.0518047,0.0555469,0.232878,0.141191,-0.04427,0.0723363,0.0652133,0.00701794,0.174956,0.0798814,0.159662,0.165225,0.163342,0.031878,0.119853,0.096642,-171143,1.01788
-169567,1,0.307181,4,15,0,169606,-0.00274537,0.973851,-0.0527825,-0.0355303,-0.101065,-0.0885196,0.00176486,-0.0230789,-0.0393533,-0.116728,0.00250026,0.112698,0.0966151,0.0593557,0.0502758,-0.0165652,-0.0182193,0.071997,-0.0310764,-0.0225555,-0.0125025,0.0583021,0.0538449,-0.00418791,0.0219815,0.0124709,-0.0623228,-0.00333807,-0.015144,0.0503898,0.0783401,-0.000959484,0.0326132,0.0441652,0.0068759,0.18162,-0.0181811,0.042071,-0.0203677,-0.0137368,0.0249869,0.0229556,-0.0198839,0.00118949,0.00434195,-0.0963936,0.0108587,-0.0410737,0.0316316,-0.0212652,0.0222682,-0.0131435,0.0616621,0.0796117,0.0439579,0.074138,0.0764186,-0.0135166,0.0398956,0.211939,-0.0603627,0.257935,0.122638,0.285274,0.137956,0.0473926,0.0446993,0.229893,0.152749,-0.0446607,0.0796701,0.063288,0.00187465,0.162097,0.0799403,0.159803,0.160181,0.133085,0.0228552,0.144582,0.132204,-171065,1.01719
-169565,0.896508,0.307181,4,15,0,169616,-0.00310565,0.974902,-0.0644441,-0.0569222,-0.100989,-0.143064,-0.00855926,-0.00911849,-0.0490161,-0.0521405,0.00650887,0.0860002,0.113684,0.0474206,0.0813939,0.0241014,0.00552126,0.0935412,0.0160584,-0.0191362,-0.0299711,0.0421958,0.0654535,0.00653634,0.0255709,0.0140438,-0.0801416,-0.00674873,-0.0210308,0.0578924,0.0574958,0.0167185,0.0251041,0.0276592,0.000843276,0.171281,-0.0320203,0.0765952,-0.038536,-0.00974371,0.0110382,0.00252723,-0.00404735,-0.00892449,-0.00964693,-0.109156,0.0110283,-0.0361994,0.0491648,0.0120374,0.0329779,-0.0295306,0.0945264,0.102771,0.0676165,0.0661438,0.0761859,0.00844742,0.0401973,0.201797,-0.0451346,0.248248,0.113762,0.288077,0.140762,0.0438121,0.0577555,0.22587,0.160674,-0.0427113,0.0753633,0.0739692,0.00844272,0.170853,0.0867082,0.149968,0.150867,0.111791,0.119467,0.0967714,0.0654307,-171070,1.01732
-169561,0.734217,0.307181,4,15,0,169604,-0.00731068,0.975079,-0.0418807,-0.0401825,-0.0816601,-0.115138,0.0207672,-0.00878923,-0.0374582,-0.100391,-0.00450635,0.107498,0.109706,0.0615356,0.0643523,-0.00893856,-0.014623,0.0674609,-0.0161842,-0.0311968,-0.00130951,0.0545891,0.0597307,-0.0180491,0.032824,0.00387162,-0.0727535,-0.00909795,-0.00640182,0.0506125,0.0730938,0.00181878,0.0222963,0.0348872,-0.00298528,0.177089,-0.0229729,0.0393001,-0.0373112,-0.0171751,0.0356526,0.0390804,-0.0158648,-0.00604432,0.0151004,-0.131541,0.0185243,-0.0264466,0.0563468,0.0389706,0.0216585,0.0128329,0.0405686,0.0698714,0.0555506,0.0720346,0.0439797,0.0183582,0.0373209,0.211428,-0.0535517,0.265304,0.120594,0.280673,0.143854,0.0525542,0.0477118,0.232072,0.154182,-0.0448979,0.0784599,0.0653352,0.00687908,0.166357,0.075069,0.158719,0.169099,0.127381,0.0771196,0.199315,0.103735,-171130,1.0178
-169566,0.758198,0.307181,4,15,0,169613,-0.00527422,0.974938,-0.0828304,-0.0402384,-0.098102,-0.135397,-0.00315152,-0.00587418,-0.0461494,-0.070095,0.0128723,0.0823314,0.0998857,0.0406922,0.0749843,0.0202293,-0.00306416,0.0896838,0.000503076,-0.0112611,-0.0319414,0.049825,0.0714605,0.0120281,0.0215253,0.0266382,-0.0752306,0.00944928,-0.0271275,0.0633602,0.0634947,0.0031192,0.0305253,0.0477717,0.00631495,0.159211,-0.0393646,0.0635089,-0.0235441,-0.0214004,0.0149239,-0.00335575,-0.0106184,0.0117303,-0.017545,-0.0978436,0.00206889,-0.0391945,0.0159502,-0.0103337,0.037575,0.00468968,0.0928184,0.0426564,0.047346,0.0526973,0.116841,-0.0132178,0.0391757,0.194972,-0.0511362,0.244506,0.111345,0.290718,0.133724,0.043992,0.0520094,0.232873,0.162781,-0.0437315,0.0798741,0.0759783,0.00384326,0.167391,0.0883833,0.156187,0.149307,0.134868,0.102487,0.0836853,0.0726893,-171059,1.01724
-169580,0.654471,0.307181,4,15,0,169624,-0.00319381,0.97526,-0.0593324,-0.0495647,-0.0767113,-0.114712,-0.00414613,-0.0145731,-0.0448526,-0.104153,0.013626,0.101019,0.105258,0.0482805,0.0609832,-0.0335042,0.00719885,0.077814,-0.00806387,-0.0262741,0.00583821,0.0437936,0.0264748,-0.00472584,0.0260921,-0.00632342,-0.0954205,-0.0173559,-0.00678333,0.052933,0.0732563,0.00691243,0.0219223,0.0538771,0.00129304,0.212865,-0.0394508,0.0727821,-0.0428806,4.72026e-05,0.0240772,0.0198869,-0.0260063,0.00408663,-0.00156311,-0.128216,0.0252696,-0.0428048,0.0657322,0.0135589,0.0508315,0.0310422,0.029863,0.0677465,0.0378466,0.0734933,0.0607849,0.0438943,0.0396801,0.217165,-0.0518121,0.265835,0.113865,0.292354,0.139038,0.0474601,0.0537103,0.233994,0.160024,-0.0378337,0.0851128,0.0678687,0.00444475,0.161651,0.0720588,0.160705,0.160765,0.147426,0.085473,0.14451,0.0642062,-171151,1.01798
-169573,0.886091,0.307181,4,15,0,169628,-0.00515124,0.973469,-0.0810992,-0.0678761,-0.105529,-0.115712,-0.00342892,-0.0198529,-0.0606577,-0.0635165,-0.000111094,0.0976325,0.12259,0.0927171,0.0807683,0.020282,-0.00290036,0.0564853,-0.0238103,-0.0202177,-0.0190388,0.0463647,0.075006,0.00698573,0.0353458,0.0295626,-0.0688755,-0.0106262,-0.0411679,0.0505556,0.0748794,-0.0125103,0.033946,0.0275294,0.00794763,0.149878,-0.0150135,0.0454151,-0.0244876,-0.00939387,0.0230436,0.0217662,-0.0123074,-0.000358502,0.00748114,-0.0946699,-0.0072017,-0.0340188,0.022094,-0.00806721,0.0401273,-0.0217635,0.0839958,0.0534988,0.0442926,0.0504896,0.0432037,-0.00860425,0.0420735,0.207197,-0.0525073,0.257624,0.121681,0.28663,0.145451,0.0508366,0.0442433,0.230963,0.149174,-0.0476774,0.0733587,0.0600713,0.00339098,0.166034,0.0951367,0.155306,0.159586,0.142449,0.0988772,0.135476,0.0774097,-171138,1.01773
