# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-04-21 01:37:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/iex9rzud.json
# init = 2 (Default)
# random
#   seed = 70331
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/asym_GPT2/reg-20250420203752_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.55492
# Diagonal elements of inverse mass matrix:
# 2.32828e-05, 2.36178e-05, 1.5243e-05
-36586.3,0.857108,0.55492,3,7,0,36588.2,-0.0134388,-0.0215983,1.00821,-34068.5
-36587.1,0.840372,0.55492,2,7,0,36588.2,-0.0128503,-0.0197816,1.00414,-34066.9
-36588.5,0.897865,0.55492,2,3,0,36589.6,-0.0191764,-0.0118885,1.01044,-34068.9
-36586.8,1,0.55492,2,3,0,36588.9,-0.0167266,-0.0152663,1.00517,-34066.8
-36586.4,0.990999,0.55492,2,7,0,36587.4,-0.0153246,-0.0217533,1.00556,-34067.9
-36587.2,0.855181,0.55492,2,3,0,36588.5,-0.0215799,-0.0163383,1.00751,-34068.7
-36587,0.997747,0.55492,2,7,0,36587.7,-0.0198323,-0.0152702,1.0094,-34068.8
-36586.5,1,0.55492,3,7,0,36587.6,-0.0170228,-0.0220025,1.00548,-34068.3
-36586.5,0.765786,0.55492,2,3,0,36589.8,-0.0151671,-0.0151924,1.00875,-34067.7
-36586.4,0.980573,0.55492,3,7,0,36587.3,-0.0143561,-0.0227379,1.00713,-34068.5
-36587.1,0.938024,0.55492,3,7,0,36587.7,-0.022005,-0.0180052,1.00783,-34069.2
-36587,0.875338,0.55492,2,7,0,36589.5,-0.0180964,-0.0244649,1.00741,-34069.8
-36586.6,0.914632,0.55492,3,7,0,36589,-0.0182091,-0.0150756,1.00809,-34067.9
