# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-04-21 01:37:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/iex9rzud.json
# init = 2 (Default)
# random
#   seed = 70331
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/asym_GPT2/reg-20250420203752_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.557118
# Diagonal elements of inverse mass matrix:
# 2.3437e-05, 2.35592e-05, 1.64421e-05
-36587.2,0.935262,0.557118,2,7,0,36589.4,-0.0113765,-0.0180558,1.00484,-34066.6
-36586.9,0.956898,0.557118,2,3,0,36588.3,-0.0160391,-0.015018,1.0051,-34066.6
-36586.9,0.998056,0.557118,2,3,0,36587.6,-0.0162238,-0.0143067,1.00963,-34068.1
-36586.2,1,0.557118,2,3,0,36587.1,-0.0141499,-0.0170474,1.00631,-34067
-36586.3,0.996829,0.557118,3,7,0,36586.5,-0.0184784,-0.0210004,1.00932,-34069.6
-36587.3,0.94042,0.557118,3,7,0,36587.7,-0.011537,-0.0144358,1.00712,-34066.7
-36586.8,0.721355,0.557118,2,3,0,36591.5,-0.0110551,-0.0186312,1.00666,-34067.2
-36586.1,1,0.557118,2,3,0,36587.1,-0.0166371,-0.0181673,1.00565,-34067.3
-36586,0.914689,0.557118,3,7,0,36587.4,-0.0147117,-0.0192511,1.00883,-34068.3
-36586.6,0.934057,0.557118,3,7,0,36587,-0.0195406,-0.018404,1.00558,-34067.9
-36586.4,0.962535,0.557118,3,7,0,36587.4,-0.0124477,-0.0190162,1.00887,-34068.1
-36586.3,0.962655,0.557118,2,7,0,36587,-0.0163796,-0.0208509,1.00547,-34067.8
-36588.1,0.853833,0.557118,2,3,0,36588.4,-0.0135512,-0.02602,1.01015,-34070.7
-36589.5,0.810566,0.557118,3,7,0,36593.3,-0.024696,-0.0139928,1.00644,-34069.1
-36590.4,0.939185,0.557118,3,7,0,36592.5,-0.00851623,-0.0207631,1.01364,-34070.9
-36588.6,1,0.557118,1,1,0,36590.2,-0.00988676,-0.0193551,1.01219,-34069.7
-36587.8,0.999334,0.557118,2,7,0,36589.2,-0.0189341,-0.022601,1.0034,-34068.4
-36587.7,0.998624,0.557118,3,7,0,36588.6,-0.016291,-0.0183428,1.01285,-34070.3
-36587.8,0.865053,0.557118,2,3,0,36590.9,-0.0206245,-0.0237836,1.01037,-34071.3
-36588,0.984336,0.557118,3,7,0,36589.5,-0.00863231,-0.016617,1.00784,-34067.2
-36586.8,0.999587,0.557118,2,3,0,36588.4,-0.0121818,-0.0167514,1.00963,-34068
-36589.4,0.788856,0.557118,2,3,0,36590.3,-0.0244976,-0.0169855,1.00416,-34068.9
-36587,1,0.557118,2,3,0,36590.5,-0.0111948,-0.0209093,1.00597,-34067.5
-36586.4,1,0.557118,2,3,0,36587.2,-0.0135799,-0.0190141,1.00549,-34067.1
-36586.4,0.986909,0.557118,3,7,0,36587,-0.0162515,-0.0233181,1.00726,-34069
-36586.3,0.893539,0.557118,3,7,0,36587.8,-0.0154384,-0.0158207,1.00664,-34067.1
-36586,0.995905,0.557118,2,3,0,36586.5,-0.0143959,-0.0208803,1.00816,-34068.4
-36587.7,0.841722,0.557118,2,3,0,36587.9,-0.0191278,-0.0210581,1.00328,-34068
-36591.4,0.665654,0.557118,2,3,0,36593.7,-0.0139405,-0.0175519,0.999054,-34066.2
-36586,1,0.557118,2,3,0,36590.9,-0.0177161,-0.0206324,1.00752,-34068.6
-36585.8,0.998719,0.557118,3,7,0,36586,-0.0170895,-0.0187595,1.00759,-34068.1
-36586,0.96192,0.557118,2,3,0,36586.1,-0.0163872,-0.0187575,1.00599,-34067.5
-36586.1,0.994101,0.557118,2,3,0,36586.1,-0.0149508,-0.0190608,1.00968,-34068.7
-36587.1,0.88206,0.557118,2,3,0,36587.7,-0.0176958,-0.0213598,1.01159,-34070.6
-36589.1,0.818494,0.557118,2,7,0,36590.8,-0.00899058,-0.017348,1.01215,-34069.3
-36588.7,0.9433,0.557118,2,3,0,36591.3,-0.00791096,-0.0230228,1.00831,-34068.8
-36585.9,1,0.557118,2,3,0,36588.4,-0.0162324,-0.0207542,1.00714,-34068.3
-36585.8,0.992819,0.557118,2,3,0,36586,-0.0158815,-0.01975,1.00816,-34068.3
-36586,0.930223,0.557118,3,7,0,36586.8,-0.0172195,-0.021262,1.00822,-34068.9
-36586.7,0.873733,0.557118,3,7,0,36588,-0.0191496,-0.0228522,1.00693,-34069.3
-36587.1,0.93569,0.557118,2,3,0,36587.9,-0.0154948,-0.0248151,1.00608,-34069
-36586.2,0.931809,0.557118,3,7,0,36588.8,-0.0144622,-0.0173709,1.00955,-34068.2
-36587.9,0.817912,0.557118,2,7,0,36589.5,-0.00946008,-0.0216391,1.00975,-34069
-36586,0.812387,0.557118,2,5,0,36590.2,-0.0156926,-0.0182403,1.00634,-34067.4
-36586.9,0.751906,0.557118,1,3,0,36588.8,-0.0140465,-0.0236332,1.00956,-34069.7
-36587.4,0.975177,0.557118,2,3,0,36587.5,-0.0129904,-0.0233389,1.01062,-34070
-36587.4,0.988026,0.557118,2,3,0,36588.4,-0.0119477,-0.0235518,1.00581,-34068.2
-36588.3,0.918802,0.557118,2,3,0,36589.2,-0.00899247,-0.0231838,1.00904,-34069.1
-36586.2,0.995788,0.557118,2,3,0,36588.5,-0.0185511,-0.0168186,1.00767,-34068.1
-36585.9,0.997891,0.557118,2,3,0,36586.3,-0.0165497,-0.0173208,1.00747,-34067.7
-36586.8,0.938242,0.557118,3,7,0,36586.9,-0.0140742,-0.0143775,1.00663,-34066.7
-36587.2,0.824468,0.557118,3,7,0,36589.7,-0.0194273,-0.0232085,1.01018,-34070.8
-36587.5,0.821143,0.557118,3,7,0,36590.4,-0.0118408,-0.0138787,1.00695,-34066.6
-36590.1,0.847267,0.557118,2,3,0,36590.5,-0.0193682,-0.029375,1.00944,-34072.7
-36590.9,0.954107,0.557118,3,7,0,36593.1,-0.00720834,-0.0121837,1.00482,-34065.9
-36588.3,1,0.557118,2,3,0,36592.2,-0.0135871,-0.0134622,1.01175,-34068.8
-36590.6,0.75953,0.557118,2,7,0,36592.2,-0.0200592,-0.0176893,1.00011,-34067.3
-36591.1,0.96074,0.557118,2,3,0,36592.6,-0.016601,-0.01904,0.999139,-34066.9
-36591.9,0.951302,0.557118,2,3,0,36592.8,-0.0161334,-0.0174762,0.998533,-34066.5
-36588.3,1,0.557118,2,3,0,36592.3,-0.0137448,-0.0150392,1.00286,-34066
-36589.3,0.934145,0.557118,2,7,0,36590.6,-0.018066,-0.0161054,1.00123,-34066.6
-36586.1,1,0.557118,2,7,0,36588.8,-0.0165293,-0.0209106,1.00905,-34069.1
-36586.6,0.849706,0.557118,2,3,0,36587.6,-0.0155639,-0.0203541,1.00443,-34067.4
-36586.3,0.995163,0.557118,2,7,0,36587,-0.0123829,-0.0190967,1.00775,-34067.7
-36586.8,0.700234,0.557118,2,3,0,36589.8,-0.0141405,-0.0221277,1.00491,-34067.8
-36586.8,0.64807,0.557118,2,3,0,36591.4,-0.0141405,-0.0221277,1.00491,-34067.8
-36587.6,0.957028,0.557118,2,3,0,36587.6,-0.0132997,-0.0225143,1.00371,-34067.6
-36588.2,0.86534,0.557118,2,3,0,36589.4,-0.0163233,-0.0156342,1.013,-34070
-36587.5,1,0.557118,3,7,0,36589.1,-0.010649,-0.0215978,1.01025,-34069.2
-36586.1,0.984589,0.557118,2,3,0,36587.9,-0.0165363,-0.0196599,1.00578,-34067.7
-36586.3,0.990265,0.557118,2,3,0,36586.3,-0.0145744,-0.0192936,1.01001,-34068.8
-36586.7,0.95684,0.557118,3,7,0,36587.1,-0.015286,-0.0218444,1.00475,-34067.8
-36586.9,0.99047,0.557118,2,7,0,36587.5,-0.0196736,-0.0200686,1.01056,-34070.2
-36589.7,0.740287,0.557118,2,3,0,36590.9,-0.0221,-0.0148991,1.01294,-34071.2
-36587.1,0.985424,0.557118,2,3,0,36590.7,-0.0165288,-0.0181377,1.00353,-34066.9
-36586.8,0.988886,0.557118,2,7,0,36587.9,-0.0212643,-0.0187848,1.00768,-34069.1
-36588.1,0.865179,0.557118,2,7,0,36588.9,-0.0181641,-0.0167259,1.01295,-34070.5
-36589.9,0.954385,0.557118,3,7,0,36590.6,-0.0134144,-0.0115991,1.01275,-34069.2
-36588.2,0.981064,0.557118,3,7,0,36591.3,-0.0136512,-0.0172836,1.01315,-34070
-36586.7,1,0.557118,2,3,0,36588.3,-0.0125019,-0.017313,1.00977,-34068.2
-36586.4,0.992105,0.557118,3,7,0,36587.2,-0.0132138,-0.0162951,1.00703,-34067
-36590.2,0.705399,0.557118,2,3,0,36591,-0.0192416,-0.0294338,1.0096,-34072.8
-36586.7,1,0.557118,2,3,0,36590.7,-0.0112615,-0.0176416,1.00755,-34067.3
-36586.4,0.883139,0.557118,2,3,0,36588.4,-0.0160705,-0.0155119,1.00904,-34068
-36586.8,0.954979,0.557118,3,7,0,36587.5,-0.0120684,-0.021205,1.00559,-34067.5
-36589.8,0.808286,0.557118,2,3,0,36590.4,-0.00570087,-0.0205398,1.00891,-34068.5
-36588.6,1,0.557118,2,3,0,36590.7,-0.00918312,-0.0208439,1.01157,-34069.7
-36587.3,0.955962,0.557118,3,7,0,36590.9,-0.0220456,-0.0182568,1.00614,-34068.7
