# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 20:31:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/yaoes4ef.json
# init = 2 (Default)
# random
#   seed = 31061
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/nonsems/multireg-20250511153149_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.480019
# Diagonal elements of inverse mass matrix:
# 1.92386e-05, 1.86233e-05, 1.87569e-05, 1.52209e-05
-49723.2,0.96855,0.480019,2,3,0,49725.8,-0.00206985,0.144651,0.121869,0.982672,0.125184,0.122883,-47620.3
-49724,0.933472,0.480019,2,3,0,49724.5,-0.00223571,0.147235,0.120719,0.982469,0.127812,0.121724,-47617.9
-49724.1,0.999339,0.480019,3,7,0,49724.2,0.0019291,0.141228,0.126227,0.9855,0.121369,0.127278,-47626
-49723.9,0.954184,0.480019,3,7,0,49726.1,-0.00345468,0.144993,0.120666,0.982344,0.125656,0.121671,-47620
-49724,0.989084,0.480019,3,7,0,49724.9,0.00188394,0.142423,0.12677,0.985761,0.122457,0.127826,-47625
-49724.7,0.979202,0.480019,3,7,0,49725.7,-0.00409033,0.141779,0.127623,0.983692,0.121736,0.128686,-47624.1
-49723.9,0.999851,0.480019,3,7,0,49725.7,-0.00267891,0.147398,0.12402,0.985499,0.127581,0.125053,-47620.1
-49724.2,0.914275,0.480019,3,7,0,49725.6,0.000857357,0.139813,0.122631,0.986074,0.120427,0.123652,-47628.4
-49724.1,1,0.480019,3,7,0,49724.6,0.00146983,0.139364,0.122481,0.984696,0.120011,0.123501,-47627.5
-49724.8,0.9398,0.480019,3,7,0,49725.8,0.00388288,0.140947,0.120507,0.985554,0.121771,0.12151,-47627
-49724.6,0.982671,0.480019,3,7,0,49726.5,-0.00304988,0.148232,0.124946,0.981956,0.128276,0.125986,-47616.2
