# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 20:31:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/yaoes4ef.json
# init = 2 (Default)
# random
#   seed = 31061
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/nonsems/multireg-20250511153149_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.551328
# Diagonal elements of inverse mass matrix:
# 1.89459e-05, 1.77756e-05, 1.96837e-05, 1.49804e-05
-49728.1,0.643358,0.551328,2,3,0,49729,0.00102219,0.152451,0.118003,0.983434,0.133164,0.118985,-47614.9
-49723.5,0.962888,0.551328,2,3,0,49729,0.00172237,0.146406,0.121145,0.983275,0.126962,0.122154,-47619.1
-49723.4,0.971733,0.551328,2,3,0,49724.2,-0.00218432,0.146073,0.122203,0.98251,0.126517,0.123221,-47618.7
-49723.7,0.956646,0.551328,2,3,0,49724.2,0.000973723,0.140087,0.122432,0.984615,0.120715,0.123452,-47626.6
-49723.2,0.995294,0.551328,3,7,0,49723.8,-0.00111606,0.146837,0.123416,0.983275,0.127111,0.124444,-47618.4
-49723.3,0.781715,0.551328,3,7,0,49726.2,0.00108542,0.141042,0.123285,0.984548,0.121536,0.124312,-47625.4
-49726.1,0.721418,0.551328,2,3,0,49726.9,0.00484233,0.14912,0.124423,0.98629,0.129194,0.125459,-47619.5
-49723.6,1,0.551328,3,7,0,49725.9,0.000442631,0.143915,0.124943,0.986486,0.124112,0.125983,-47624.2
-49724.7,0.893445,0.551328,2,7,0,49725,0.00177371,0.145922,0.120063,0.980747,0.126623,0.121063,-47617.8
-49724.5,0.738578,0.551328,3,7,0,49728.5,0.00152159,0.142313,0.123293,0.987625,0.12276,0.12432,-47627.2
-49723.7,0.969644,0.551328,2,7,0,49725.5,-0.00301441,0.142428,0.126437,0.984269,0.122502,0.12749,-47623.7
-49723.1,0.932652,0.551328,2,7,0,49724.8,-0.00109507,0.141847,0.122288,0.983216,0.12243,0.123306,-47623.5
-49723.6,0.928483,0.551328,3,7,0,49724.1,0.00140489,0.141177,0.121311,0.982868,0.121899,0.122321,-47624
-49723.4,0.925956,0.551328,2,7,0,49724.5,-0.00243535,0.146716,0.123882,0.984582,0.126939,0.124914,-47619.8
-49724.7,0.882165,0.551328,2,3,0,49725.2,0.00380257,0.14796,0.122821,0.982192,0.128264,0.123844,-47616.7
-49724.6,0.975347,0.551328,3,7,0,49725.6,-0.00454238,0.140129,0.124289,0.98466,0.120537,0.125324,-47627
-49725.4,0.685808,0.551328,2,3,0,49727.7,-0.00239452,0.14367,0.121792,0.988571,0.124247,0.122806,-47627.2
-49723.7,0.849434,0.551328,2,3,0,49726.9,-0.00125162,0.143645,0.119188,0.983241,0.12453,0.12018,-47622.2
-49724.8,0.918626,0.551328,3,7,0,49725.7,-0.000496271,0.148501,0.127628,0.984644,0.128219,0.128691,-47618.1
-49725,0.90133,0.551328,2,3,0,49727,-0.00034734,0.142639,0.129827,0.984631,0.122305,0.130908,-47623.9
-49723.9,0.903929,0.551328,3,7,0,49727.2,0.00283783,0.142311,0.120533,0.982964,0.123084,0.121537,-47623.1
-49723.7,0.982268,0.551328,3,7,0,49724.7,0.00348105,0.142126,0.124049,0.98319,0.122491,0.125082,-47623.1
-49723.4,0.814519,0.551328,2,3,0,49726.2,-0.00172203,0.142599,0.120261,0.9837,0.123394,0.121262,-47623.5
-49724.2,0.93731,0.551328,3,7,0,49724.8,0.00439926,0.142263,0.121986,0.984708,0.122867,0.123001,-47624.6
-49725.5,0.886751,0.551328,3,7,0,49726.7,0.00349645,0.139191,0.126955,0.982833,0.119317,0.128012,-47626
-49726.4,0.843236,0.551328,2,3,0,49728.6,0.00251332,0.139412,0.118934,0.987208,0.120476,0.119925,-47630.8
-49724,1,0.551328,2,3,0,49726.6,0.00182275,0.143023,0.122188,0.980926,0.123576,0.123205,-47620.4
-49724.3,0.990548,0.551328,2,7,0,49724.8,-0.00300794,0.146443,0.124874,0.986613,0.126559,0.125914,-47622.1
-49729.1,0.536102,0.551328,2,3,0,49732.3,-0.00290816,0.152651,0.129136,0.982295,0.132046,0.130211,-47613.1
-49726.6,0.869392,0.551328,2,3,0,49733.1,-0.00332575,0.145187,0.119595,0.979042,0.125969,0.120591,-47617.8
-49723.9,1,0.551328,2,3,0,49726.2,-0.00219272,0.144778,0.122066,0.980953,0.125283,0.123082,-47618.8
-49723.3,0.723085,0.551328,3,7,0,49728.1,0.00146314,0.143232,0.125932,0.984851,0.123337,0.12698,-47623.2
-49723.2,0.996831,0.551328,2,7,0,49723.4,-0.00172214,0.144321,0.121255,0.98281,0.124938,0.122265,-47620.8
-49723.8,0.950978,0.551328,3,7,0,49724.1,-0.000239229,0.142301,0.126478,0.981892,0.122374,0.127532,-47621.7
-49723.4,0.830388,0.551328,2,3,0,49725.8,-0.000865794,0.144609,0.123471,0.986357,0.124955,0.124499,-47623.5
-49723.7,0.95401,0.551328,2,3,0,49724.4,-0.00194029,0.145377,0.122357,0.981322,0.125827,0.123376,-47618.4
-49724.3,0.962822,0.551328,2,3,0,49724.6,0.00282878,0.141495,0.122786,0.98654,0.122031,0.123808,-47627
-49722.9,1,0.551328,2,3,0,49724.5,-0.0012619,0.144916,0.122061,0.984491,0.125417,0.123078,-47621.5
-49723.7,0.846744,0.551328,2,3,0,49724.6,-0.00305508,0.141229,0.122548,0.985139,0.121803,0.123569,-47626.1
-49723,0.961009,0.551328,3,7,0,49724.5,-0.00183064,0.145606,0.123325,0.984129,0.125934,0.124352,-47620.4
-49723.4,0.940918,0.551328,3,7,0,49723.8,0.000473656,0.140436,0.124336,0.983788,0.120827,0.125371,-47625.3
-49724.4,0.912298,0.551328,2,3,0,49725,-0.00273276,0.139084,0.124919,0.98407,0.119454,0.125959,-47627.3
-49723.3,1,0.551328,2,3,0,49724.8,0.000583567,0.145242,0.125288,0.982212,0.125351,0.126331,-47618.9
-49722.9,0.998705,0.551328,2,3,0,49723.4,1.33778e-05,0.145743,0.124183,0.984042,0.125965,0.125217,-47620
-49723.1,0.969406,0.551328,3,7,0,49723.3,-0.000403515,0.14226,0.122663,0.982573,0.122784,0.123684,-47622.4
-49723.7,0.955835,0.551328,2,3,0,49723.9,-0.00131467,0.140269,0.123645,0.985182,0.120748,0.124675,-47626.9
-49724.1,0.966428,0.551328,2,3,0,49724.6,-0.00319946,0.140044,0.124529,0.98329,0.120427,0.125566,-47625.6
-49724,0.900934,0.551328,3,7,0,49726.3,0.00238908,0.147799,0.122344,0.984783,0.128165,0.123363,-47619
-49725.2,0.849189,0.551328,2,3,0,49726.5,-0.00323937,0.148927,0.120541,0.985674,0.129465,0.121545,-47619.5
-49725.2,0.635596,0.551328,3,7,0,49731.6,0.00300169,0.13894,0.125141,0.985802,0.119289,0.126183,-47629
-49724.2,0.792898,0.551328,2,3,0,49728.9,-0.00376885,0.141276,0.123365,0.9819,0.121752,0.124393,-47623.3
-49725.2,0.871596,0.551328,2,7,0,49726.9,-0.00240447,0.144573,0.129633,0.982472,0.124194,0.130712,-47620.2
-49730.3,0.630496,0.551328,2,3,0,49732,0.00483418,0.14947,0.114083,0.984591,0.13075,0.115033,-47619.9
-49728,1,0.551328,3,7,0,49730.3,0.00487497,0.148411,0.115998,0.983658,0.129503,0.116964,-47619.2
-49723,1,0.551328,2,3,0,49727.7,0.000484067,0.144419,0.123879,0.98221,0.124724,0.124911,-47619.8
-49723.2,0.977356,0.551328,2,3,0,49723.6,-0.00104107,0.145521,0.120935,0.98332,0.126133,0.121942,-47620
-49727.8,0.640704,0.551328,2,3,0,49728.2,-0.00515552,0.138586,0.129496,0.98573,0.118434,0.130574,-47630.1
-49725.5,1,0.551328,2,3,0,49727.8,0.00220693,0.146842,0.117702,0.982086,0.127788,0.118682,-47618.5
-49725.6,0.998425,0.551328,3,7,0,49727.3,-0.00267012,0.140982,0.129414,0.985377,0.120756,0.130492,-47626.5
-49725.3,0.997108,0.551328,3,7,0,49727.3,0.0025127,0.146996,0.117753,0.984677,0.127931,0.118734,-47620.6
-49726.1,0.825276,0.551328,2,3,0,49728.5,0.00117534,0.149638,0.121604,0.98017,0.130026,0.122617,-47613.8
-49724.4,1,0.551328,3,7,0,49725.9,0.00148004,0.147955,0.122527,0.981369,0.128294,0.123548,-47615.9
-49725.7,0.771192,0.551328,2,3,0,49728,-0.00572215,0.147368,0.123003,0.981111,0.127671,0.124028,-47617
-49725.8,0.817814,0.551328,3,7,0,49729.2,0.00260848,0.137719,0.123418,0.98616,0.118314,0.124445,-47630.9
-49724.3,0.858411,0.551328,3,7,0,49727.7,-0.00160542,0.14855,0.124966,0.982205,0.12858,0.126007,-47616
-49725.4,0.843121,0.551328,3,7,0,49727.1,0.00619458,0.142789,0.121701,0.982194,0.123407,0.122714,-47622.2
-49726.8,0.842932,0.551328,3,7,0,49729.2,0.00534282,0.146903,0.117432,0.98285,0.12788,0.11841,-47619.5
-49723.4,1,0.551328,2,3,0,49726.8,0.000742267,0.146533,0.124167,0.98558,0.126729,0.125201,-47620.7
-49728.1,0.615809,0.551328,2,7,0,49728.5,-0.00116362,0.142305,0.117127,0.978508,0.12348,0.118102,-47621
-49727,1,0.551328,2,3,0,49730,-0.0039619,0.143157,0.119979,0.989121,0.123965,0.120978,-47629
-49728,0.949365,0.551328,2,3,0,49730,-0.000493004,0.148093,0.128788,0.978684,0.127689,0.129861,-47614.1
-49724.6,1,0.551328,2,7,0,49727.9,-0.000928247,0.146219,0.123336,0.987846,0.126524,0.124363,-47623.6
-49724.4,0.98048,0.551328,2,7,0,49725.6,-0.00451649,0.146037,0.12195,0.982014,0.126512,0.122966,-47618.7
-49723.4,0.885394,0.551328,2,3,0,49725.9,0.00250658,0.143172,0.123187,0.985304,0.123602,0.124213,-47623.9
-49724.4,0.77341,0.551328,2,3,0,49726.3,-0.000488252,0.147925,0.119958,0.982423,0.128568,0.120957,-47617.2
-49723.7,1,0.551328,3,7,0,49724.7,-0.00168335,0.141964,0.125444,0.981917,0.122171,0.126489,-47622.1
-49724.9,0.88127,0.551328,2,3,0,49725.4,-0.00148482,0.145408,0.118125,0.986183,0.126355,0.119109,-47623.5
-49725.2,0.861611,0.551328,3,7,0,49728.2,0.00106055,0.142456,0.129537,0.982162,0.122164,0.130616,-47621.9
-49727,0.860677,0.551328,2,3,0,49728.9,-0.00677265,0.146963,0.118491,0.985643,0.127812,0.119478,-47622.3
-49723.3,0.864593,0.551328,2,3,0,49729.9,0.00161805,0.14579,0.123811,0.982256,0.126054,0.124842,-47618.5
-49723.1,0.95054,0.551328,2,7,0,49724.2,-0.000553079,0.145181,0.123197,0.985715,0.125539,0.124223,-47622.2
-49723.3,0.926523,0.551328,2,3,0,49724.1,-0.00152424,0.144274,0.123062,0.981781,0.12468,0.124087,-47619.7
-49724.3,0.91492,0.551328,2,3,0,49724.7,0.00326008,0.141471,0.124943,0.985951,0.121754,0.125984,-47626.3
-49723.5,0.861204,0.551328,2,3,0,49726.5,0.0011391,0.145639,0.124159,0.981676,0.125868,0.125193,-47618.1
-49724.5,0.889462,0.551328,3,7,0,49725.2,-0.00296622,0.140393,0.125124,0.986254,0.120693,0.126166,-47627.9
-49724.4,0.878949,0.551328,2,7,0,49727.5,0.00236078,0.140882,0.120834,0.981694,0.12167,0.12184,-47623.6
-49724.7,0.949443,0.551328,2,3,0,49726,0.00114101,0.14427,0.129055,0.985416,0.12397,0.13013,-47622.8
-49722.9,0.876143,0.551328,2,3,0,49726.3,0.000980498,0.142935,0.123129,0.983057,0.12338,0.124155,-47622
-49724.5,0.687354,0.551328,2,3,0,49725.7,-0.000668551,0.141305,0.119177,0.985914,0.122273,0.120169,-47627.2
-49724.1,1,0.551328,2,7,0,49724.5,0.000791174,0.145573,0.127277,0.981927,0.125436,0.128337,-47618.4
-49724.8,0.842086,0.551328,2,3,0,49726.1,0.00349509,0.147229,0.126668,0.985397,0.127105,0.127723,-47620
-49724.8,0.957622,0.551328,3,7,0,49726.2,-0.00434452,0.140808,0.119828,0.983885,0.121717,0.120826,-47626.1
-49723.2,0.936315,0.551328,2,3,0,49726.1,-0.00260396,0.145108,0.122814,0.985179,0.125514,0.123837,-47622
-49729.8,0.422539,0.551328,2,3,0,49731,-0.00318483,0.134558,0.121717,0.987943,0.115465,0.12273,-47637.3
