# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 20:31:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/yaoes4ef.json
# init = 2 (Default)
# random
#   seed = 31061
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/nonsems/multireg-20250511153149_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.500313
# Diagonal elements of inverse mass matrix:
# 2.08466e-05, 1.89075e-05, 1.89342e-05, 1.58771e-05
-49723.4,1,0.500313,2,3,0,49729.3,-0.000969989,0.141381,0.121394,0.984828,0.122086,0.122405,-47625.6
-49725,0.793108,0.500313,3,7,0,49727,-0.0033668,0.14854,0.119865,0.983566,0.129172,0.120864,-47617.9
-49728.5,0.837476,0.500313,3,7,0,49729.3,-0.00448754,0.151913,0.118165,0.982885,0.132626,0.119149,-47615.3
-49726.2,0.939181,0.500313,2,7,0,49731,-0.00376331,0.144512,0.121331,0.988876,0.125114,0.122341,-47627
-49724.3,0.894897,0.500313,3,7,0,49729.8,0.00109988,0.146401,0.122981,0.980514,0.126741,0.124005,-47616.7
-49723.1,1,0.500313,2,7,0,49724.4,0.000766578,0.143034,0.121439,0.98484,0.123675,0.12245,-47623.7
-49723.5,0.80412,0.500313,3,7,0,49726.1,-0.00116506,0.145765,0.126756,0.984565,0.125683,0.127811,-47620.5
-49723.8,0.842042,0.500313,3,7,0,49726.5,0.000383859,0.143707,0.119031,0.983505,0.124607,0.120022,-47622.3
-49724.9,0.867093,0.500313,2,3,0,49725.3,0.00105655,0.144156,0.118826,0.980776,0.125065,0.119815,-47619.8
-49735.7,0.467771,0.500313,2,3,0,49738.4,-0.00563133,0.148879,0.137194,0.985252,0.127458,0.138337,-47621.2
-49727.5,0.994095,0.500313,3,7,0,49738.2,-0.00673582,0.140579,0.129259,0.984913,0.120385,0.130335,-47627.3
-49724.9,0.975945,0.500313,2,3,0,49728.7,-0.0036351,0.143727,0.126781,0.980857,0.123714,0.127837,-47619.8
-49723.5,0.932114,0.500313,3,7,0,49726.6,-2.5459e-07,0.14219,0.126605,0.983295,0.122252,0.127659,-47622.9
-49723.2,0.991198,0.500313,3,7,0,49724,0.000574058,0.144475,0.126284,0.984674,0.124494,0.127336,-47621.8
-49724.1,0.919852,0.500313,3,7,0,49724.8,-0.00499944,0.144279,0.125282,0.984108,0.124423,0.126325,-47622
-49724.4,0.952911,0.500313,3,7,0,49725.9,0.00444378,0.142441,0.120957,0.983251,0.12316,0.121964,-47623.3
-49723.2,0.996712,0.500313,3,7,0,49724.7,0.0005448,0.14644,0.125078,0.984327,0.126532,0.12612,-47619.6
-49726.1,0.803105,0.500313,3,7,0,49726.4,0.00607788,0.144088,0.12728,0.981874,0.124004,0.12834,-47620.3
-49723.7,1,0.500313,2,3,0,49726.3,0.00364502,0.145123,0.124438,0.983146,0.125337,0.125474,-47619.9
-49724.5,0.892583,0.500313,3,7,0,49726,-0.00288999,0.139585,0.126098,0.983865,0.119799,0.127148,-47626.5
-49724.1,0.987262,0.500313,3,7,0,49725.3,0.00248366,0.147375,0.120642,0.984405,0.127957,0.121646,-47619.3
-49723.3,0.979683,0.500313,2,3,0,49725,-0.00291931,0.145658,0.124265,0.983344,0.125873,0.1253,-47619.7
-49723.4,0.991994,0.500313,3,7,0,49723.9,0.00323572,0.144618,0.124427,0.98418,0.124851,0.125463,-47621.3
-49724.1,0.885649,0.500313,3,7,0,49725.2,-0.00168591,0.148024,0.124278,0.985807,0.128154,0.125313,-47619.7
-49725.7,0.886871,0.500313,3,7,0,49727.1,0.00518863,0.142539,0.119001,0.982329,0.123485,0.119992,-47622.9
-49723.7,1,0.500313,2,3,0,49726.2,-0.0019519,0.146463,0.12101,0.985429,0.127034,0.122018,-47621.1
-49726.1,0.687177,0.500313,3,7,0,49729.6,0.0050437,0.138623,0.123068,0.985695,0.119228,0.124092,-47629.6
-49723.3,0.996614,0.500313,2,3,0,49726.4,-0.0030516,0.145792,0.123203,0.984137,0.126128,0.124229,-47620.4
-49726.2,0.622059,0.500313,2,3,0,49727.4,-0.0037135,0.147576,0.125958,0.988089,0.127525,0.127007,-47622.8
