# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 23:21:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/cugew0cc.json
# init = 2 (Default)
# random
#   seed = 45848
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/sems.nonsems/multireg-20250511182132_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,log_p
-18779.6,0.999086,0.503906,3,7,0,18785.3,-0.0144404,0.162756,0.137465,0.0659006,0.106404,0.0257662,-0.0368881,-0.0540826,0.0731206,-0.0198525,-0.00751014,-0.0149428,-0.10691,0.966356,0.154808,0.136703,0.0142825,0.116837,0.169109,-0.0309387,-0.143494,0.0720956,-0.0191146,0.00997937,-0.00648148,-0.136912,-18744.7
-18780.9,0.859374,0.503906,3,7,0,18785.7,-0.0119946,0.158795,0.132599,0.0773134,0.102241,0.0337844,-0.0443468,-0.0567318,0.0718189,-0.0148716,0.000786132,-0.0158911,-0.108853,0.971701,0.149203,0.130945,0.0220781,0.113651,0.199484,-0.0390477,-0.147401,0.0698133,-0.0141923,0.0189897,-0.00734167,-0.1394,-18746.5
-18777.8,0.984403,0.503906,3,7,0,18783.8,-0.0159295,0.156833,0.132907,0.0692893,0.104731,0.0302193,-0.0401101,-0.0531633,0.0718187,-0.0155292,-0.0150906,-0.0137176,-0.110147,0.973346,0.147362,0.132356,0.0163016,0.115875,0.179306,-0.0343716,-0.145594,0.07085,-0.0145743,0.00248213,-0.00483728,-0.141058,-18744.8
-18778.2,0.652288,0.503906,3,7,0,18790.1,-0.0143111,0.153729,0.137913,0.0714036,0.101853,0.0340784,-0.036328,-0.0588278,0.0726219,-0.0147002,-0.00682446,-0.0265543,-0.101636,0.965678,0.144091,0.135857,0.0174838,0.110336,0.195164,-0.0342217,-0.146617,0.0718886,-0.0134898,0.0109597,-0.019709,-0.130159,-18745.4
-18777.5,0.899577,0.503906,3,7,0,18782.3,-0.0142856,0.157903,0.133854,0.0670084,0.103059,0.0301695,-0.0376513,-0.0533787,0.07063,-0.0114389,-0.00978435,-0.0121989,-0.106443,0.971947,0.149112,0.132718,0.0145099,0.113782,0.177828,-0.0303411,-0.142222,0.0694543,-0.0105992,0.00728914,-0.00351459,-0.136314,-18744.7
-18777,0.956095,0.503906,3,7,0,18780.4,-0.0156677,0.15044,0.132629,0.0718731,0.103621,0.0312435,-0.0393111,-0.0569957,0.072024,-0.0191038,-0.0124924,-0.0249706,-0.105807,0.971985,0.140596,0.131692,0.0194111,0.113262,0.187678,-0.0380928,-0.148209,0.0712927,-0.0178847,0.00556056,-0.0175848,-0.135499,-18744.3
-18777.1,0.863236,0.503906,3,7,0,18781.2,-0.0121394,0.158438,0.135093,0.0690358,0.104988,0.0334453,-0.0360863,-0.0518714,0.0685307,-0.0178317,-0.00764654,-0.0166892,-0.108389,0.96901,0.149113,0.133295,0.0158025,0.113794,0.184555,-0.0311476,-0.142619,0.0668313,-0.0169869,0.0102264,-0.00826033,-0.138806,-18743.7
-18780.8,0.820187,0.503906,3,7,0,18783.4,-0.017281,0.162,0.138145,0.0674212,0.101917,0.0230914,-0.0380675,-0.0536042,0.07333,-0.0058458,-0.0147591,-0.0222419,-0.107759,0.973131,0.153655,0.1382,0.0177193,0.114017,0.161909,-0.0338881,-0.144939,0.072601,-0.00442954,0.00325069,-0.0144103,-0.138,-18745
-18781.2,0.945757,0.503906,3,7,0,18786.7,-0.0123331,0.154422,0.133162,0.0693063,0.105631,0.0405922,-0.0386578,-0.0526781,0.068444,-0.022894,-0.00322701,-0.0204218,-0.0995619,0.967847,0.144674,0.129422,0.0125868,0.113131,0.205767,-0.0366789,-0.136964,0.0672794,-0.0221382,0.0138126,-0.0131735,-0.127502,-18743.7
-18780.5,0.996835,0.503906,3,7,0,18785.5,-0.0166484,0.155115,0.134554,0.0683233,0.106963,0.0413154,-0.0338688,-0.0531995,0.0689068,-0.0224771,-0.00700131,-0.0169894,-0.101251,0.970482,0.145536,0.130705,0.0114373,0.113338,0.202827,-0.0294825,-0.138824,0.0679167,-0.0217449,0.00982994,-0.00925135,-0.129665,-18744.6
-18777.1,0.682415,0.503906,2,3,0,18789.3,-0.013547,0.154608,0.135021,0.072476,0.106488,0.0319719,-0.0349706,-0.0507537,0.0724559,-0.0177997,-0.00701825,-0.0238361,-0.103884,0.970804,0.145082,0.131789,0.018197,0.114898,0.180054,-0.0323591,-0.138213,0.0715496,-0.0167292,0.010851,-0.0165186,-0.133037,-18742.7
-18779.4,0.891234,0.503906,3,7,0,18781.1,-0.0141361,0.153704,0.135807,0.0729835,0.0954232,0.0352249,-0.0365534,-0.0544767,0.0743675,-0.0127473,-0.0140708,-0.012452,-0.111399,0.969336,0.142885,0.135131,0.0170952,0.104891,0.190096,-0.0285548,-0.147517,0.0734727,-0.0118067,0.00361692,-0.00333281,-0.142661,-18747.5
-18778.7,0.849825,0.503906,3,7,0,18787,-0.0165161,0.157434,0.133597,0.0692684,0.110326,0.0281754,-0.0396707,-0.057145,0.0694678,-0.0171205,-0.0055201,-0.0255411,-0.10044,0.97114,0.14948,0.131579,0.0188204,0.12067,0.181783,-0.0387961,-0.143773,0.0684241,-0.0160234,0.0120381,-0.0187083,-0.128626,-18743.6
-18781,0.774712,0.503906,3,7,0,18786.8,-0.0134136,0.15405,0.136937,0.0738139,0.0966191,0.0334781,-0.0298054,-0.0550829,0.0768289,-0.0102457,-0.0117571,-0.0113451,-0.108215,0.972241,0.144189,0.134998,0.0179276,0.104792,0.181173,-0.0192552,-0.14506,0.0763214,-0.0093641,0.00543109,-0.0024137,-0.138583,-18748.1
-18786.2,0.712001,0.503906,3,7,0,18795.5,-0.0136489,0.166045,0.131093,0.0667802,0.110681,0.0366628,-0.0435842,-0.0536098,0.0698637,-0.0152379,0.00201666,-0.0303618,-0.106159,0.970175,0.158387,0.128194,0.0102505,0.120562,0.204844,-0.0444705,-0.143485,0.0677512,-0.0140853,0.0211973,-0.0234667,-0.13595,-18743.5
-18785.2,0.979638,0.503906,3,7,0,18794.5,-0.0164108,0.145839,0.138284,0.0727385,0.0953297,0.0265618,-0.0327849,-0.0572809,0.0740976,-0.0155014,-0.0213675,-0.00916112,-0.103764,0.971234,0.135083,0.138392,0.022832,0.105137,0.166103,-0.0239243,-0.145622,0.0744509,-0.0145896,-0.00544481,-0.00043038,-0.132883,-18750.8
-18784.8,0.990133,0.503906,3,7,0,18792.5,-0.0139752,0.165545,0.131806,0.0694065,0.110267,0.0375073,-0.0439249,-0.0535137,0.0701064,-0.0139458,0.000219916,-0.0301874,-0.106471,0.969306,0.157382,0.128718,0.0124979,0.120264,0.206535,-0.0447222,-0.143728,0.0681091,-0.0127344,0.0193612,-0.0232465,-0.136349,-18743.7
-18777.5,0.992954,0.503906,2,7,0,18786.6,-0.0179002,0.157259,0.132915,0.0692799,0.107789,0.0314771,-0.0394065,-0.0527712,0.068871,-0.0189738,-0.010754,-0.0225617,-0.107258,0.974102,0.148152,0.131432,0.0170711,0.117542,0.183681,-0.0378083,-0.143976,0.0675298,-0.0178728,0.00736707,-0.0148076,-0.137358,-18742.9
-18779.3,0.842057,0.503906,3,7,0,18783.6,-0.0141907,0.154989,0.136073,0.0735866,0.0951997,0.0326631,-0.0366483,-0.0628319,0.070864,-0.0104011,-0.0075992,-0.0242435,-0.102865,0.967773,0.146006,0.135544,0.0222467,0.104374,0.195589,-0.0330993,-0.152334,0.0698372,-0.0091747,0.0101285,-0.0170599,-0.131732,-18747
-18780.5,0.685688,0.503906,3,7,0,18788.5,-0.0196954,0.153799,0.135414,0.0721032,0.102623,0.0397291,-0.0337871,-0.0636336,0.0728638,-0.00820311,-0.00846702,-0.0211969,-0.10298,0.968684,0.144533,0.132894,0.0159439,0.11046,0.210407,-0.0278366,-0.152823,0.0721032,-0.00702637,0.00896166,-0.013707,-0.13188,-18749
-18780.9,0.738931,0.503906,3,7,0,18790.6,-0.0121738,0.15746,0.134064,0.0678886,0.10403,0.0214593,-0.0425122,-0.0476545,0.0715198,-0.0224529,-0.009825,-0.0188569,-0.108563,0.970169,0.148305,0.134107,0.0183398,0.116216,0.156589,-0.0403873,-0.137911,0.0703386,-0.0215629,0.00818939,-0.0106222,-0.139029,-18742.7
-18780.9,0.902573,0.503906,3,7,0,18787.4,-0.0201034,0.15338,0.135237,0.0739996,0.101533,0.0402242,-0.032982,-0.0632085,0.0726926,-0.00819947,-0.0103089,-0.0209718,-0.10414,0.968718,0.143863,0.132757,0.0178925,0.109071,0.210088,-0.0268662,-0.153394,0.0719379,-0.00698471,0.00720382,-0.0133526,-0.133364,-18749.4
-18783.2,0.842855,0.503906,3,7,0,18789.3,-0.0204492,0.152154,0.132653,0.0695715,0.0995608,0.0398011,-0.0390685,-0.0622462,0.075425,-0.00210607,-0.0128299,-0.0168842,-0.105647,0.969896,0.142259,0.131141,0.0115731,0.109833,0.21159,-0.0316114,-0.152652,0.0749723,-0.000866223,0.00443542,-0.00872844,-0.135294,-18750.3
-18782.1,0.958212,0.503906,3,7,0,18790.9,-0.0108727,0.157593,0.13705,0.0730996,0.106378,0.0239089,-0.0376544,-0.0496921,0.0694026,-0.0276959,-0.00793112,-0.0238471,-0.105615,0.970193,0.148419,0.13577,0.024297,0.115901,0.16196,-0.0373588,-0.138964,0.0681567,-0.0267744,0.0101687,-0.0163701,-0.135254,-18743
-18778.3,0.932908,0.503906,3,7,0,18786.7,-0.0204299,0.152918,0.13397,0.0665001,0.10074,0.0324269,-0.0400927,-0.0567893,0.0773846,-0.0083026,-0.0109565,-0.0224164,-0.106607,0.972031,0.14323,0.133009,0.0101851,0.111672,0.190735,-0.0357119,-0.147156,0.0769725,-0.00701438,0.00704307,-0.0147086,-0.136523,-18745.5
-18780.7,0.890152,0.503906,3,7,0,18784.1,-0.0049788,0.157555,0.139373,0.0746308,0.10475,0.0339215,-0.0394288,-0.056561,0.0650811,-0.0178228,-0.00886137,-0.0157386,-0.109258,0.966833,0.146972,0.13843,0.0236699,0.11443,0.192925,-0.035041,-0.149438,0.0630014,-0.0169811,0.00900861,-0.00713686,-0.139919,-18747
-18781,0.971141,0.503906,3,7,0,18785.7,-0.0260457,0.153926,0.130541,0.066618,0.101039,0.0294599,-0.037263,-0.0549609,0.0786266,-0.0123213,-0.0121058,-0.0244697,-0.0998648,0.973216,0.145893,0.128649,0.0115027,0.111134,0.178918,-0.0341002,-0.140118,0.079101,-0.0110296,0.00500446,-0.0175863,-0.12789,-18744.5
-18783.9,0.685024,0.503906,3,7,0,18794,-0.00370271,0.166909,0.140713,0.0671922,0.099273,0.028674,-0.0394979,-0.0583205,0.0688123,-0.0192746,-0.00598781,-0.0158313,-0.105736,0.967601,0.158879,0.141188,0.0172287,0.109628,0.182955,-0.0347149,-0.148196,0.0672909,-0.0185334,0.0114642,-0.0075651,-0.135409,-18745.5
-18787.9,0.946675,0.503906,3,7,0,18790.1,-0.0284005,0.143604,0.12932,0.0741359,0.103889,0.0343606,-0.0375088,-0.0523622,0.0754321,-0.00932679,-0.0206017,-0.0257897,-0.0999544,0.972663,0.132916,0.126056,0.0184929,0.113505,0.185766,-0.0357798,-0.138432,0.0761131,-0.00774128,-0.00369129,-0.019026,-0.128004,-18749
-18785.1,1,0.503906,3,7,0,18795.2,-0.0123682,0.163954,0.136252,0.0641878,0.0956465,0.0233659,-0.0373443,-0.0590759,0.0707336,-0.0197491,-0.0017759,-0.0129855,-0.111789,0.965796,0.1567,0.13843,0.015689,0.106382,0.170678,-0.0299664,-0.152702,0.0685762,-0.0191919,0.0165073,-0.003882,-0.14316,-18747.7
-18785.2,0.996718,0.503906,3,7,0,18793.4,-0.0116284,0.14261,0.135349,0.0770613,0.110408,0.0396888,-0.0377047,-0.0529683,0.0731934,-0.0172162,-0.0183939,-0.0199272,-0.104653,0.974915,0.129816,0.131413,0.019299,0.118915,0.199728,-0.0345248,-0.142228,0.0731259,-0.0160142,-0.00121889,-0.012159,-0.134022,-18748.3
-18785.8,0.830732,0.503906,3,7,0,18797.7,-0.0201186,0.166619,0.134469,0.0633321,0.0945168,0.0208999,-0.0377527,-0.057908,0.0713583,-0.0118214,-0.00303638,-0.0199031,-0.107729,0.964336,0.160556,0.136272,0.0158935,0.106071,0.163871,-0.0325389,-0.148915,0.0696349,-0.0108615,0.0152155,-0.0118474,-0.13796,-18747.1
-18785.7,0.961889,0.503906,3,7,0,18791.1,-0.0125647,0.143342,0.135586,0.0774133,0.112214,0.0406142,-0.0389706,-0.0531686,0.0723262,-0.018834,-0.0181107,-0.0198856,-0.105489,0.974614,0.130377,0.131625,0.0194509,0.120803,0.203383,-0.0362899,-0.143218,0.072079,-0.0176657,-0.000800128,-0.0120358,-0.135092,-18748.6
-18786.3,0.955213,0.503906,3,7,0,18794.1,-0.020298,0.167725,0.134492,0.0631397,0.093716,0.0205114,-0.0378193,-0.0582554,0.0711155,-0.0102104,-0.00266991,-0.0201579,-0.105784,0.966781,0.162041,0.136202,0.0161351,0.105437,0.163193,-0.032644,-0.147822,0.0695025,-0.00922811,0.0153217,-0.0123073,-0.13547,-18746.8
-18785.1,0.948092,0.503906,3,7,0,18796.2,-0.0252538,0.159482,0.145248,0.072165,0.109197,0.0315799,-0.03395,-0.0569037,0.0725104,-0.00839437,-0.00795049,-0.0215108,-0.0972616,0.964595,0.150063,0.141472,0.0190025,0.118462,0.183129,-0.0291063,-0.140211,0.0722075,-0.00724223,0.00865039,-0.0145815,-0.124556,-18749.5
-18786.2,0.953713,0.503906,3,7,0,18791.3,-0.00562101,0.151143,0.125076,0.0678766,0.0965988,0.0306953,-0.0421022,-0.0547013,0.0713938,-0.0231006,-0.0131043,-0.0183289,-0.115435,0.976183,0.141706,0.126725,0.0153313,0.107053,0.186023,-0.038993,-0.152165,0.0698014,-0.0221417,0.00578567,-0.00940593,-0.147829,-18745.6
-18785.9,0.990129,0.503906,3,7,0,18796.3,-0.0086403,0.150004,0.133831,0.0719038,0.100404,0.0285234,-0.0401742,-0.056528,0.0663284,-0.0229454,-0.0132848,-0.0370494,-0.103487,0.971773,0.140217,0.133938,0.0243755,0.10936,0.182836,-0.0454814,-0.148272,0.0652224,-0.0213532,0.00550089,-0.0310511,-0.132528,-18744.2
-18784.6,0.996526,0.503906,3,7,0,18790.6,-0.0223517,0.162723,0.137014,0.0675088,0.103015,0.0342137,-0.0344216,-0.0549081,0.0733215,-0.00721317,-0.0118914,-0.00495941,-0.106475,0.967147,0.154133,0.135056,0.0119521,0.113096,0.184747,-0.0226635,-0.143001,0.0725817,-0.00650922,0.00443239,0.00443045,-0.136355,-18750
-18782.4,0.940706,0.503906,3,7,0,18790.3,-0.0113356,0.149726,0.127785,0.0739037,0.104799,0.0296188,-0.0427161,-0.0551732,0.0707515,-0.0202901,-0.00742506,-0.0312765,-0.104858,0.965741,0.140385,0.126467,0.0222318,0.115091,0.186822,-0.044904,-0.145659,0.0695893,-0.0189851,0.0112675,-0.0245908,-0.134285,-18744.6
-18781.2,0.841543,0.503906,3,7,0,18792.3,-0.0207262,0.159656,0.140584,0.069316,0.100719,0.0336185,-0.030191,-0.0553041,0.0654471,-0.015756,-0.0104066,-0.0125006,-0.106162,0.974006,0.150422,0.139288,0.0189525,0.108069,0.18196,-0.0226421,-0.14518,0.0637996,-0.0149694,0.00662718,-0.00387159,-0.135954,-18747.2
-18786.2,0.766503,0.503906,3,7,0,18793,-0.0176792,0.151032,0.12828,0.0743408,0.103214,0.0288884,-0.0390054,-0.056676,0.0772236,-0.0133174,-0.0237202,-0.0184508,-0.099782,0.979628,0.142354,0.12665,0.0212359,0.114364,0.176734,-0.0348727,-0.142902,0.0784155,-0.0119954,-0.00764007,-0.0109908,-0.127784,-18747.1
-18781.9,1,0.503906,3,7,0,18789.7,-0.0247866,0.153436,0.139321,0.0703273,0.100233,0.0300925,-0.0374459,-0.052424,0.0691388,-0.0148797,-0.00447349,-0.0249551,-0.104394,0.962007,0.143066,0.137814,0.0188758,0.109581,0.179907,-0.0356081,-0.140794,0.0675925,-0.013773,0.0136784,-0.0176988,-0.13369,-18747.1
-18784.8,0.892556,0.503906,3,7,0,18790,-0.0202234,0.163445,0.128578,0.0707308,0.100056,0.0277772,-0.044992,-0.0588088,0.0776968,-0.0146919,-0.0173686,-0.0196726,-0.0968107,0.976702,0.156926,0.127858,0.0175908,0.112736,0.182846,-0.0423656,-0.142646,0.0787721,-0.0135056,-0.00137983,-0.0126067,-0.123979,-18744.6
-18784.7,0.989075,0.503906,3,7,0,18788.7,-0.0146468,0.149743,0.138826,0.0673028,0.106328,0.0378239,-0.0322483,-0.0558331,0.066193,-0.0162913,-0.00194303,-0.0198536,-0.113527,0.961735,0.138465,0.137146,0.0132879,0.113202,0.198682,-0.0268269,-0.151388,0.0633116,-0.0154168,0.017237,-0.0112555,-0.145386,-18750.2
-18782.2,1,0.503906,3,7,0,18788.7,-0.0157793,0.157607,0.130952,0.0708622,0.105865,0.0297491,-0.0450687,-0.0546464,0.0767949,-0.0147966,-0.0170713,-0.0159615,-0.0972724,0.976958,0.14915,0.128846,0.0160461,0.118546,0.182525,-0.0414029,-0.137482,0.0777182,-0.01375,-0.00134396,-0.00849264,-0.12457,-18744.2
-18782.3,0.986145,0.503906,3,7,0,18785.3,-0.0167367,0.154937,0.138857,0.066281,0.0994608,0.0343414,-0.0297525,-0.0552016,0.068725,-0.0171655,-0.00506241,-0.0259308,-0.11294,0.963614,0.145084,0.1382,0.0136219,0.105691,0.188011,-0.0262002,-0.15106,0.0663963,-0.0160205,0.0144677,-0.017977,-0.144634,-18747.1
-18783,0.79047,0.503906,3,7,0,18792.3,-0.0175215,0.155885,0.136662,0.0735442,0.105812,0.0302039,-0.0248691,-0.054303,0.0721732,-0.0126757,-0.0039191,-0.0217898,-0.113778,0.964565,0.146982,0.134245,0.0209394,0.112278,0.172773,-0.0174728,-0.149416,0.0700426,-0.0116216,0.0154008,-0.0133563,-0.145707,-18749
-18779.5,0.945825,0.503906,3,7,0,18788,-0.0140787,0.155925,0.135877,0.0681555,0.102173,0.0306006,-0.0434339,-0.0593802,0.0690303,-0.0133957,-0.0134104,-0.0212651,-0.099,0.976535,0.146836,0.135414,0.0177164,0.113686,0.189933,-0.0417715,-0.145711,0.068617,-0.0122113,0.00321848,-0.0141508,-0.126782,-18744.3
-18783.1,0.743472,0.503906,3,7,0,18788.9,-0.0100833,0.150362,0.133614,0.0679669,0.111399,0.0372286,-0.0362029,-0.0613623,0.0745949,-0.00620129,-0.0126995,-0.0139685,-0.108323,0.96563,0.140406,0.131339,0.0108734,0.121374,0.202103,-0.0274893,-0.153432,0.0738416,-0.00513202,0.00471119,-0.00528167,-0.138722,-18750.7
-18783.4,0.999018,0.503906,3,7,0,18786.2,-0.0226216,0.161338,0.135779,0.0731422,0.0950177,0.0238662,-0.0400918,-0.0495493,0.0694405,-0.0232688,-0.00764982,-0.0262432,-0.10435,0.973672,0.15277,0.135713,0.0248512,0.105205,0.163796,-0.0407777,-0.137972,0.0682427,-0.0221937,0.0104891,-0.0191161,-0.133633,-18743
-18780.4,0.960247,0.503906,3,7,0,18789.5,-0.0127996,0.150848,0.131933,0.0649893,0.106425,0.0316286,-0.0381685,-0.0612103,0.0734914,-0.0124535,-0.0164347,-0.0174335,-0.106034,0.963534,0.141815,0.131584,0.011891,0.116967,0.189712,-0.0326305,-0.152673,0.0731477,-0.0112953,0.000798308,-0.00929526,-0.13579,-18748.1
-18778.7,0.920282,0.503906,3,7,0,18785.9,-0.0148155,0.160371,0.138181,0.0724668,0.0992725,0.026685,-0.0371354,-0.0502124,0.0715437,-0.0152924,-0.00307435,-0.0217692,-0.104107,0.967772,0.151417,0.136448,0.0211057,0.109277,0.168984,-0.0337569,-0.137025,0.0702112,-0.0143399,0.0147934,-0.0142304,-0.133322,-18743.4
-18779.3,0.820473,0.503906,3,7,0,18784.9,-0.021584,0.153083,0.133611,0.0702522,0.107304,0.0332972,-0.0355535,-0.0602489,0.0739385,-0.0146887,-0.0198491,-0.019465,-0.104309,0.969069,0.144008,0.132155,0.0166546,0.116541,0.189995,-0.0308899,-0.150845,0.0740679,-0.0134263,-0.00282737,-0.0116838,-0.133581,-18747.5
-18780,0.911232,0.503906,3,7,0,18784.7,-0.00936302,0.158532,0.138113,0.0717724,0.0994611,0.0270768,-0.0472584,-0.0537326,0.0681018,-0.0145476,-0.00515283,-0.0190971,-0.107884,0.97159,0.148233,0.138512,0.0217237,0.112528,0.181112,-0.0450589,-0.144496,0.066179,-0.0136165,0.0129645,-0.0109487,-0.13816,-18744.5
-18779.2,0.953252,0.503906,3,7,0,18784.8,-0.0190611,0.156014,0.137669,0.0706938,0.105652,0.0286375,-0.0409013,-0.0610409,0.0735296,-0.0220126,-0.00676862,-0.0193645,-0.102771,0.974815,0.146957,0.136937,0.0186727,0.11627,0.187504,-0.0375113,-0.149356,0.0728902,-0.0211869,0.0105251,-0.0117161,-0.131611,-18745.6
-18780.5,0.87145,0.503906,3,7,0,18785.1,-0.0165659,0.161033,0.137165,0.0715857,0.104458,0.030046,-0.036528,-0.0484933,0.0703975,-0.0182224,-0.0107122,-0.0312691,-0.102405,0.972455,0.152165,0.134529,0.0195277,0.113048,0.174302,-0.0380535,-0.135949,0.0696399,-0.0168151,0.00747323,-0.0248101,-0.131143,-18741.3
-18780.4,0.747015,0.503906,3,7,0,18789.6,-0.0127855,0.152159,0.132061,0.0701167,0.10085,0.0339056,-0.0392179,-0.0631642,0.0737133,-0.0116764,-0.00961526,-0.00962795,-0.107845,0.96621,0.142779,0.131809,0.0156639,0.111653,0.19872,-0.0299792,-0.154601,0.0727549,-0.0109317,0.00744153,-0.000564204,-0.138109,-18749.9
-18781,0.95858,0.503906,3,7,0,18785.5,-0.013086,0.151314,0.137053,0.0785662,0.101516,0.0314276,-0.0383672,-0.061812,0.070003,-0.0100608,-0.0091602,-0.0176487,-0.113584,0.974942,0.14037,0.137031,0.0273426,0.112094,0.192453,-0.0320906,-0.158711,0.0680107,-0.00898996,0.0095387,-0.00883139,-0.145458,-18750
