# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 23:21:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/cugew0cc.json
# init = 2 (Default)
# random
#   seed = 45848
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/sems.nonsems/multireg-20250511182132_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,log_p
-18783.5,0.95052,0.570161,3,7,0,18792.1,-0.0131422,0.149704,0.14086,0.0697422,0.106317,0.0327197,-0.0363128,-0.0546562,0.0791062,-0.0256696,-0.00736378,-0.0300513,-0.101943,0.972717,0.13885,0.138029,0.0124825,0.1141,0.188819,-0.0363003,-0.141836,0.0792162,-0.0245163,0.0107704,-0.0235168,-0.130552,-18744.4
-18785.3,0.901961,0.570161,3,7,0,18792.6,-0.019043,0.16459,0.135351,0.0721677,0.100477,0.0294506,-0.0429988,-0.0555177,0.0858904,-0.0220446,-0.0166698,-0.0217598,-0.107873,0.964744,0.156098,0.134738,0.0133349,0.111862,0.184345,-0.0398339,-0.146574,0.0868767,-0.0208906,0.0012372,-0.0138708,-0.138145,-18746.1
-18779.1,0.876797,0.570161,2,3,0,18791.6,-0.0156284,0.155575,0.131249,0.0749727,0.100885,0.0302639,-0.0382293,-0.0565689,0.0788825,-0.0177925,-0.0143537,-0.0163286,-0.105653,0.964319,0.146746,0.129888,0.0196044,0.111211,0.182323,-0.0323558,-0.145849,0.079093,-0.0168175,0.00280083,-0.0081183,-0.135303,-18746.4
-18781.1,0.819171,0.570161,3,7,0,18785.9,-0.0140256,0.156831,0.137543,0.0663212,0.10569,0.027431,-0.0370375,-0.0545087,0.0641246,-0.0126716,-0.00537756,-0.0243076,-0.105953,0.977706,0.147854,0.136841,0.0186638,0.115632,0.174853,-0.0351332,-0.145067,0.0619105,-0.0115226,0.0129178,-0.0168439,-0.135687,-18744.2
-18784.9,0.797544,0.570161,3,7,0,18791.9,-0.0200999,0.167501,0.134352,0.0754013,0.101625,0.0270386,-0.0311679,-0.0552394,0.0655469,-0.0117278,-0.0124177,-0.018354,-0.110372,0.962062,0.160581,0.133805,0.0284797,0.110489,0.167639,-0.0254303,-0.149204,0.0635997,-0.0105991,0.00572501,-0.0099029,-0.141345,-18748.8
-18783.3,0.989438,0.570161,3,7,0,18790.9,-0.0133157,0.147623,0.135304,0.0670948,0.105969,0.0351448,-0.0444349,-0.052168,0.0769229,-0.0207088,-0.00856891,-0.0207393,-0.099423,0.978117,0.136344,0.132459,0.00853112,0.116606,0.195864,-0.0426786,-0.135881,0.0770909,-0.0197819,0.00826755,-0.0135347,-0.127324,-18743.9
-18781.6,0.956394,0.570161,3,7,0,18790.9,-0.0148065,0.157587,0.138229,0.078696,0.104446,0.0349083,-0.0338563,-0.0461935,0.0646981,-0.0140157,-0.0112689,-0.0250267,-0.109216,0.967641,0.146662,0.134997,0.0267599,0.112097,0.180262,-0.0323949,-0.138124,0.0626796,-0.0127195,0.00736063,-0.0173303,-0.139865,-18745.2
-18781.7,0.868171,0.570161,3,7,0,18789.8,-0.0153179,0.152445,0.130072,0.06362,0.103574,0.0273544,-0.0421772,-0.0640717,0.078058,-0.0169175,-0.00971638,-0.0107929,-0.10635,0.970659,0.144322,0.130944,0.00994879,0.115977,0.186908,-0.0340923,-0.15439,0.0777874,-0.0162277,0.0072151,-0.00198076,-0.136194,-18748.3
-18788.3,0.664411,0.570161,3,7,0,18795.2,-0.0194159,0.16021,0.133677,0.0687866,0.102352,0.0204733,-0.0385258,-0.0525468,0.0693964,-0.00586911,-0.0255996,-0.0162323,-0.0954291,0.967164,0.153021,0.133054,0.0233397,0.115279,0.149361,-0.0344057,-0.135098,0.0701767,-0.00446674,-0.0104672,-0.00896059,-0.122209,-18747.7
-18783.3,0.92451,0.570161,2,7,0,18794.3,-0.0257745,0.162478,0.135741,0.0692906,0.102454,0.0288619,-0.040219,-0.0584896,0.0685224,-0.0148712,-0.0112925,-0.0127743,-0.0987162,0.96316,0.154813,0.134921,0.0197235,0.11366,0.18124,-0.0347411,-0.143144,0.0679716,-0.0140659,0.00458928,-0.00486222,-0.126419,-18748.4
-18783.4,0.94236,0.570161,3,7,0,18791.9,-0.00360029,0.150702,0.135515,0.0713818,0.104915,0.0303251,-0.0324614,-0.0514911,0.074446,-0.0139822,-0.00911093,-0.0247284,-0.113709,0.975774,0.140223,0.133786,0.0170432,0.113354,0.175514,-0.0282416,-0.146683,0.0729555,-0.0127287,0.0102655,-0.0165865,-0.145619,-18745.3
-18783.5,0.877892,0.570161,3,7,0,18792.9,-0.027929,0.152285,0.127125,0.0642455,0.102141,0.0311008,-0.0341835,-0.0571538,0.0801929,-0.0115036,-0.00902295,-0.0229858,-0.108584,0.966659,0.144459,0.125908,0.00732039,0.111388,0.184331,-0.0284265,-0.148745,0.0798052,-0.0102889,0.00940927,-0.0151499,-0.139056,-18747.9
-18779.9,0.970588,0.570161,3,7,0,18788.1,-0.0137518,0.147493,0.134003,0.0653135,0.108987,0.0355614,-0.0362204,-0.0536101,0.0653494,-0.0183905,-0.0104197,-0.0180686,-0.108165,0.969081,0.136669,0.132374,0.0128316,0.117385,0.190987,-0.0324828,-0.145453,0.0635116,-0.0174442,0.00743701,-0.00979437,-0.138519,-18746.2
-18783.1,0.738571,0.570161,3,7,0,18789.1,-0.0149378,0.164884,0.138785,0.0767447,0.0956387,0.0209483,-0.038604,-0.0564442,0.0788013,-0.0123027,-0.010142,-0.0239078,-0.103959,0.970847,0.157184,0.138577,0.0263084,0.107476,0.162028,-0.0349418,-0.144755,0.0787737,-0.0110605,0.00762188,-0.0165902,-0.133133,-18745.5
-18782.3,0.97143,0.570161,3,7,0,18789,-0.0148605,0.150549,0.131655,0.0649163,0.111159,0.0423462,-0.0395633,-0.0537832,0.0647889,-0.0163425,-0.00948015,-0.0153933,-0.105898,0.970018,0.139893,0.128816,0.00884554,0.119734,0.209566,-0.0354147,-0.143473,0.0630205,-0.0154849,0.00781788,-0.00706959,-0.135616,-18746.6
-18782.1,0.99914,0.570161,3,7,0,18788.3,-0.0172457,0.160666,0.138403,0.0788855,0.0960081,0.0205172,-0.0373536,-0.0560817,0.0787694,-0.0152231,-0.0110646,-0.0218643,-0.107659,0.970602,0.152078,0.138495,0.0286926,0.107467,0.159551,-0.0328149,-0.147074,0.0784965,-0.0140717,0.00704094,-0.0140054,-0.137871,-18746.6
-18779.1,0.998815,0.570161,3,7,0,18785.3,-0.0164335,0.149469,0.135943,0.067649,0.103099,0.0414907,-0.0382968,-0.0546899,0.0769202,-0.0149307,-0.00877222,-0.0223809,-0.105151,0.971011,0.138167,0.132944,0.00669215,0.111352,0.209495,-0.0345355,-0.143444,0.0765023,-0.0138167,0.00908719,-0.0148045,-0.13466,-18745.2
-18779.5,0.925756,0.570161,3,7,0,18783.4,-0.0159734,0.158987,0.13185,0.0741821,0.101946,0.0201221,-0.0373775,-0.0569543,0.0669215,-0.0154186,-0.00823816,-0.0170046,-0.105184,0.968187,0.151745,0.132132,0.0296742,0.113444,0.158433,-0.0326849,-0.146615,0.0653561,-0.0145177,0.00914885,-0.00890353,-0.134701,-18746.1
-18778.4,0.805823,0.570161,3,7,0,18785.8,-0.013285,0.152424,0.140178,0.0659613,0.102802,0.0384354,-0.0366325,-0.0554684,0.0753917,-0.0133501,-0.0126713,-0.0224745,-0.105718,0.967524,0.14134,0.138111,0.00779572,0.111242,0.200553,-0.0327462,-0.145425,0.0750123,-0.012114,0.00512952,-0.0148547,-0.135386,-18745.3
-18779.4,0.73003,0.570161,3,7,0,18785.8,-0.0182356,0.156427,0.130468,0.0764995,0.10724,0.0225626,-0.039029,-0.0590874,0.0695965,-0.0140332,-0.00863305,-0.0170615,-0.105513,0.973014,0.148715,0.129824,0.0293491,0.119184,0.168007,-0.0339829,-0.149198,0.0683168,-0.0130953,0.00879413,-0.00893539,-0.135123,-18746.9
-18785.6,0.637552,0.570161,2,3,0,18788.5,-0.0235088,0.156104,0.13135,0.0713217,0.105104,0.0199857,-0.0487619,-0.0606836,0.0740928,-0.0132947,-0.00386077,-0.0174849,-0.104322,0.977186,0.148007,0.132025,0.0223283,0.120354,0.172829,-0.0448581,-0.149219,0.0730801,-0.0124412,0.0136117,-0.00951028,-0.133598,-18748.3
-18785.3,1,0.570161,3,7,0,18791.6,-0.00737941,0.152307,0.138485,0.0680897,0.102605,0.0426645,-0.0272522,-0.0530202,0.0720126,-0.0134611,-0.0143634,-0.0237309,-0.104288,0.962938,0.141803,0.134726,0.0101328,0.107418,0.19989,-0.0227529,-0.142069,0.0715031,-0.0121489,0.00326762,-0.0163657,-0.133554,-18747.2
-18778.5,0.9918,0.570161,3,7,0,18788,-0.0195659,0.15744,0.132196,0.0731395,0.106025,0.0275066,-0.0440553,-0.0602401,0.0710121,-0.0156111,-0.0141221,-0.021999,-0.107323,0.966401,0.148751,0.132419,0.0230773,0.118259,0.18505,-0.0421735,-0.153167,0.070117,-0.0143936,0.0038234,-0.0141843,-0.137441,-18746.6
-18779.4,0.668628,0.570161,3,7,0,18787,-0.014652,0.151823,0.136276,0.0672549,0.098549,0.0333658,-0.0343312,-0.0490833,0.0681992,-0.0126315,-0.00608106,-0.0169281,-0.102859,0.974267,0.141582,0.13396,0.0142474,0.107057,0.179435,-0.0289965,-0.1347,0.0668117,-0.011741,0.0110275,-0.00903515,-0.131724,-18744
-18783,0.88568,0.570161,3,7,0,18785.2,-0.0125527,0.156108,0.133722,0.0721348,0.105821,0.0355378,-0.0394688,-0.0652292,0.0754252,-0.0231191,-0.0183651,-0.0266248,-0.11252,0.96701,0.146777,0.134135,0.0172359,0.114692,0.207082,-0.0382391,-0.164081,0.0749097,-0.0217549,0.000638861,-0.0187773,-0.144096,-18748.1
-18783.5,0.797202,0.570161,3,7,0,18793.9,-0.0193095,0.161219,0.129694,0.0725541,0.102588,0.0363709,-0.0409092,-0.0535528,0.08097,-0.0118128,-0.00166514,-0.0100835,-0.108074,0.969774,0.152619,0.126604,0.0108481,0.113541,0.198125,-0.0312721,-0.14132,0.080238,-0.0112339,0.0157835,-0.0010427,-0.138403,-18747.3
-18781,0.972909,0.570161,3,7,0,18787.2,-0.0139779,0.150978,0.140272,0.0680679,0.103675,0.0277037,-0.0382398,-0.0588883,0.0647294,-0.01923,-0.018024,-0.0277956,-0.104451,0.970499,0.140647,0.141018,0.0219665,0.113249,0.178843,-0.0393555,-0.151321,0.0636893,-0.0177915,-0.000135934,-0.0208097,-0.133763,-18745.9
-18783.9,0.72277,0.570161,3,7,0,18791.1,-0.0148944,0.157258,0.130973,0.0744907,0.0985272,0.0344877,-0.0289056,-0.0588378,0.077642,-0.0114891,-0.00931933,-0.032292,-0.113182,0.971704,0.149158,0.129463,0.0185119,0.105006,0.19197,-0.025599,-0.155872,0.076524,-0.0099178,0.0106694,-0.0249332,-0.144944,-18746.7
-18780.9,0.861374,0.570161,3,7,0,18791.2,-0.01598,0.149479,0.141918,0.0649867,0.0978063,0.0328011,-0.040534,-0.0518469,0.080161,-0.0183284,-0.00780962,-0.0228935,-0.103971,0.967461,0.137675,0.140471,0.00639027,0.10774,0.187888,-0.0376246,-0.13874,0.0801835,-0.0172828,0.00995436,-0.0154763,-0.133149,-18744.8
-18782.8,0.858968,0.570161,3,7,0,18786.8,-0.0121255,0.161333,0.125142,0.0730298,0.108245,0.0289479,-0.0311583,-0.0520985,0.0689107,-0.0139415,-0.00883751,-0.0130188,-0.109148,0.97476,0.154855,0.122724,0.0220845,0.117104,0.168959,-0.023174,-0.142987,0.0672425,-0.0131289,0.0087644,-0.00416329,-0.139778,-18745.4
-18781.3,0.986632,0.570161,3,7,0,18788.4,-0.0163368,0.148772,0.142141,0.0685012,0.0976371,0.0308839,-0.0455723,-0.0568912,0.0735673,-0.0178485,-0.012122,-0.0286342,-0.102124,0.970834,0.136818,0.142216,0.0153917,0.108886,0.192119,-0.0470013,-0.145484,0.0733017,-0.0164978,0.00572019,-0.0219455,-0.130782,-18745.3
-18783.6,0.875885,0.570161,3,7,0,18789.3,-0.014257,0.156672,0.130512,0.0663613,0.0992564,0.0327751,-0.0312724,-0.0424345,0.0675193,-0.0209928,-0.00984916,-0.0127495,-0.107868,0.968077,0.147659,0.128257,0.0132345,0.106509,0.167527,-0.0251764,-0.13059,0.0659595,-0.0202971,0.00749137,-0.00398652,-0.138139,-18743.7
-18781,0.603718,0.570161,2,3,0,18796,-0.0117385,0.15193,0.134382,0.0652146,0.0979009,0.0256909,-0.0275105,-0.0510303,0.0737346,-0.0120255,-0.00812063,-0.0196594,-0.106799,0.971293,0.143401,0.133199,0.0140665,0.105885,0.158309,-0.0205652,-0.140066,0.0727358,-0.0109659,0.00976502,-0.0116662,-0.13677,-18744.8
-18779.3,0.947732,0.570161,3,7,0,18785.5,-0.01851,0.158972,0.134046,0.0725356,0.108267,0.0367619,-0.0461609,-0.0600637,0.069754,-0.0170187,-0.0128665,-0.0229126,-0.104795,0.970792,0.149409,0.132747,0.0181697,0.119332,0.20901,-0.0455736,-0.151165,0.0688735,-0.0158313,0.00482553,-0.0154209,-0.134203,-18745.6
-18781.6,0.73156,0.570161,3,7,0,18787.3,-0.0106763,0.149982,0.135362,0.0660061,0.0987756,0.0244424,-0.0336371,-0.0504859,0.0742595,-0.012846,-0.00823879,-0.0154391,-0.107374,0.964075,0.140315,0.134692,0.0145406,0.108957,0.159027,-0.0263937,-0.139266,0.0732987,-0.0119472,0.009339,-0.00698302,-0.137506,-18746.5
-18783.1,0.774644,0.570161,3,7,0,18791.5,-0.0156327,0.149144,0.137506,0.0625863,0.0914171,0.0250045,-0.03328,-0.0568998,0.0714981,-0.0208385,-0.00865168,-0.0167194,-0.106457,0.96692,0.139655,0.13917,0.0138581,0.10032,0.167359,-0.0275237,-0.147174,0.0704177,-0.0200303,0.00888791,-0.00847259,-0.136332,-18747.3
-18781.9,0.980508,0.570161,3,7,0,18787.5,-0.01569,0.160446,0.131781,0.0771509,0.11394,0.0373206,-0.0440637,-0.0548393,0.0732564,-0.010297,-0.0118481,-0.0242147,-0.106533,0.96816,0.150983,0.128113,0.0196244,0.125102,0.203506,-0.0423317,-0.145565,0.0724625,-0.00895998,0.00627162,-0.0166882,-0.136429,-18746.2
-18781.5,0.989942,0.570161,3,7,0,18787.6,-0.0226426,0.160931,0.127842,0.070669,0.100991,0.0266191,-0.0358703,-0.0559505,0.0771993,-0.00715728,-0.015813,-0.0232477,-0.105348,0.967017,0.154332,0.126807,0.01809,0.111793,0.171128,-0.0312681,-0.145823,0.0772187,-0.00571322,0.00187843,-0.0157373,-0.134911,-18746
-18783.1,0.945793,0.570161,3,7,0,18786.7,-0.0104464,0.146735,0.141311,0.072304,0.104627,0.0347276,-0.0396677,-0.0526437,0.0667433,-0.0242737,-0.00221004,-0.0176251,-0.105519,0.97313,0.134122,0.139243,0.0191544,0.113408,0.192842,-0.0367424,-0.141236,0.0647811,-0.023644,0.0155244,-0.00955315,-0.135131,-18746.6
-18780.7,0.675554,0.570161,2,7,0,18794.7,-0.0141981,0.15806,0.135175,0.0760331,0.102521,0.0353474,-0.0450715,-0.0481345,0.0689624,-0.0216834,-0.00574201,-0.018411,-0.105313,0.966298,0.147217,0.132669,0.0208349,0.11299,0.192984,-0.0435399,-0.135741,0.0674953,-0.0209,0.011894,-0.0104344,-0.134867,-18744
-18781.3,0.955774,0.570161,3,7,0,18786.1,-0.0162399,0.151595,0.134666,0.0647351,0.104659,0.0285038,-0.0282215,-0.0614347,0.0746722,-0.00893419,-0.0148607,-0.0175964,-0.104168,0.973744,0.143638,0.133651,0.0133409,0.113137,0.174522,-0.0199839,-0.151126,0.0744862,-0.00774984,0.00216342,-0.00964691,-0.1334,-18748
-18783.8,0.890436,0.570161,3,7,0,18788.3,-0.0126017,0.160997,0.12722,0.0768274,0.109965,0.0378541,-0.0432129,-0.0547659,0.0677796,-0.0208287,-0.0111592,-0.0257484,-0.101046,0.964924,0.152842,0.123873,0.0224948,0.119344,0.204062,-0.0444237,-0.142294,0.0669319,-0.0196601,0.00628827,-0.0188796,-0.129402,-18744.5
-18785,0.977457,0.570161,3,7,0,18791.9,-0.0148739,0.1445,0.138714,0.0720113,0.103675,0.029947,-0.0355431,-0.0578149,0.0788376,-0.0162766,0.00215971,-0.0175066,-0.105216,0.977179,0.133379,0.136309,0.0157103,0.113191,0.185072,-0.0281825,-0.145244,0.0778748,-0.0156089,0.0200095,-0.00945114,-0.134743,-18749
-18782.5,0.998431,0.570161,3,7,0,18790.2,-0.0200058,0.162985,0.134333,0.0663495,0.0988281,0.0367727,-0.0369247,-0.0522048,0.077143,-0.0127116,-0.0203255,-0.016976,-0.103814,0.965189,0.154445,0.132496,0.00831476,0.108048,0.190153,-0.0314982,-0.139918,0.0777039,-0.011494,-0.00362924,-0.00899902,-0.132948,-18745.4
-18778.4,0.631781,0.570161,2,3,0,18791.7,-0.0222293,0.157643,0.130264,0.0699528,0.104244,0.0308303,-0.0441113,-0.0551365,0.0736578,-0.0123421,-0.0148984,-0.0186107,-0.104388,0.972573,0.148909,0.129211,0.0160556,0.116439,0.186382,-0.0407362,-0.143918,0.0733706,-0.0111805,0.00225205,-0.0107393,-0.133682,-18744.7
-18779.5,0.782771,0.570161,3,7,0,18786.2,-0.0157644,0.151502,0.138565,0.0695153,0.102314,0.0267218,-0.0305564,-0.0538193,0.0717724,-0.0208754,-0.00363791,-0.0220606,-0.106057,0.967651,0.141991,0.137105,0.0188499,0.110016,0.168127,-0.0261779,-0.143177,0.0703804,-0.0199922,0.0145338,-0.0143693,-0.13582,-18745.5
-18781,0.870562,0.570161,3,7,0,18785.2,-0.0191074,0.155289,0.13845,0.0708172,0.100846,0.0289622,-0.0288421,-0.0594247,0.0703261,-0.0162662,-0.0168397,-0.0195719,-0.0972628,0.966603,0.147161,0.136904,0.0220745,0.108306,0.173109,-0.0238867,-0.144544,0.0705041,-0.0151219,-0.000769921,-0.0124543,-0.124558,-18747.2
-18782.1,0.972193,0.570161,3,7,0,18786.7,-0.00728899,0.148676,0.129927,0.0739191,0.0984107,0.0371059,-0.0435684,-0.0539759,0.0747327,-0.0127408,-0.00226087,-0.0226102,-0.104614,0.972837,0.137893,0.127471,0.0157899,0.108809,0.203832,-0.040738,-0.141617,0.0736255,-0.0117294,0.0157949,-0.0151059,-0.133972,-18745
-18781.7,0.868554,0.570161,3,7,0,18789.7,-0.0223581,0.16111,0.137617,0.0655851,0.103296,0.0265335,-0.0322194,-0.0592631,0.0682273,-0.0190933,-0.0168901,-0.0164795,-0.111872,0.966976,0.153162,0.138942,0.0180184,0.112209,0.17091,-0.026407,-0.155467,0.0668477,-0.0180561,0.00113212,-0.00770734,-0.143267,-18748.1
-18780.6,0.985854,0.570161,3,7,0,18786.7,-0.0139088,0.159586,0.138281,0.0733502,0.0966059,0.0276751,-0.0432254,-0.0525072,0.0780023,-0.0132073,-0.0169674,-0.0234092,-0.111476,0.968315,0.149243,0.138661,0.0190834,0.10874,0.176631,-0.0408034,-0.146535,0.0776849,-0.0118169,0.00163356,-0.0153463,-0.14276,-18745.1
-18780.5,0.902844,0.570161,3,7,0,18785.7,-0.0191772,0.154189,0.133297,0.069807,0.104262,0.0313219,-0.0408889,-0.0506191,0.0748495,-0.0258214,-0.00445577,-0.0217666,-0.0993553,0.970494,0.144843,0.130488,0.0142439,0.11379,0.183482,-0.0395687,-0.133962,0.0745421,-0.0250426,0.0126282,-0.014668,-0.127237,-18742.7
-18782.9,0.867682,0.570161,3,7,0,18786.8,-0.0229937,0.159173,0.12632,0.0685589,0.0993921,0.0251549,-0.0472946,-0.0574267,0.0749771,-0.019815,-0.00564758,-0.0231689,-0.100789,0.970628,0.15226,0.126438,0.0168825,0.112236,0.181061,-0.0466096,-0.143549,0.0745693,-0.0188467,0.0117392,-0.0160735,-0.129073,-18744.1
-18781.8,0.99371,0.570161,3,7,0,18786.4,-0.00695716,0.15276,0.142939,0.0719487,0.105597,0.0379501,-0.0291431,-0.0536615,0.073137,-0.0132287,-0.0138306,-0.0176727,-0.109372,0.969726,0.141278,0.13993,0.0152963,0.112306,0.190476,-0.0220255,-0.145769,0.0722612,-0.0121228,0.00403969,-0.00924812,-0.140065,-18747.6
-18782.3,0.551004,0.570161,3,7,0,18795.5,-0.0229217,0.158566,0.129259,0.066672,0.0975183,0.0275538,-0.0467329,-0.0535688,0.0697618,-0.0239738,-0.0057405,-0.0213192,-0.103339,0.969616,0.150413,0.12977,0.0159041,0.109294,0.181986,-0.0466194,-0.141244,0.0685823,-0.0231344,0.0118623,-0.0138079,-0.132339,-18743.5
-18781.8,0.84908,0.570161,3,7,0,18789.8,-0.0140178,0.153627,0.134384,0.0650309,0.104139,0.0329929,-0.03264,-0.04795,0.0725494,-0.00592645,-0.00190083,-0.0236275,-0.110118,0.970053,0.143898,0.131485,0.00901314,0.112756,0.178923,-0.0273208,-0.138595,0.0705819,-0.00474542,0.0171078,-0.0157118,-0.14102,-18744.9
-18780.5,0.973786,0.570161,3,7,0,18784.9,-0.0153829,0.15653,0.13679,0.0750731,0.102617,0.0281996,-0.0409223,-0.0635398,0.0707809,-0.0230462,-0.0185171,-0.0194356,-0.101755,0.97003,0.147604,0.137179,0.0263649,0.113214,0.18596,-0.0388047,-0.15335,0.0707818,-0.0219734,-0.0018372,-0.0118883,-0.13031,-18747
-18780.3,0.833787,0.570161,3,7,0,18787.5,-0.0162638,0.150841,0.130984,0.064103,0.101264,0.0349335,-0.0344413,-0.0501696,0.0716148,-0.0110937,-0.00352883,-0.0205918,-0.112578,0.97026,0.140876,0.129326,0.0079856,0.109728,0.187001,-0.0288901,-0.143245,0.0694931,-0.0100675,0.0155114,-0.0121534,-0.144171,-18745.2
