# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 06:15:46 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/ro4b1a6w.json
# init = 2 (Default)
# random
#   seed = 36787
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-dens.h-nondens/hreg-20250421011546_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,beta.1.8,beta.2.8,beta.3.8,beta.4.8,beta.5.8,beta.6.8,beta.7.8,beta.8.8,beta.9.8,beta.1.9,beta.2.9,beta.3.9,beta.4.9,beta.5.9,beta.6.9,beta.7.9,beta.8.9,beta.9.9,beta.1.10,beta.2.10,beta.3.10,beta.4.10,beta.5.10,beta.6.10,beta.7.10,beta.8.10,beta.9.10,beta.1.11,beta.2.11,beta.3.11,beta.4.11,beta.5.11,beta.6.11,beta.7.11,beta.8.11,beta.9.11,beta.1.12,beta.2.12,beta.3.12,beta.4.12,beta.5.12,beta.6.12,beta.7.12,beta.8.12,beta.9.12,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,mu_beta.8,mu_beta.9,mu_beta.10,mu_beta.11,mu_beta.12,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,sigma_beta.8,sigma_beta.9,sigma_beta.10,sigma_beta.11,sigma_beta.12,log_p
# Adaptation terminated
# Step size = 0.216283
# Diagonal elements of inverse mass matrix:
# 3.32904e-05, 2.34068e-05, 0.000128589, 0.000165066, 0.000227026, 0.000187994, 0.000216846, 0.000229998, 0.000397629, 0.000169532, 0.0001628, 0.000155765, 0.000166112, 0.000311132, 0.000196912, 0.000206542, 0.000330773, 0.000217759, 0.000348501, 0.000344406, 0.000522027, 0.00019208, 0.000197398, 0.000157904, 0.000161323, 0.000309621, 0.000325645, 0.000339953, 0.000420215, 0.000307536, 0.000538632, 0.000785294, 0.000675018, 0.00037372, 0.000198857, 0.000229467, 0.000396914, 0.000435608, 0.000241572, 0.000227191, 0.000257382, 0.000254526, 0.00263879, 0.000391068, 0.000498178, 0.00022149, 0.000157638, 0.000148872, 0.000292874, 0.00042016, 0.000219968, 0.000262072, 0.000204975, 0.000211697, 0.000277435, 0.000322789, 0.000435791, 0.000153574, 0.000137108, 0.000208077, 0.000251482, 0.000297353, 0.000240584, 0.000204324, 0.000291131, 0.000212277, 0.000306671, 0.000596957, 0.000423075, 0.000245979, 0.000148859, 0.000212941, 0.00022675, 0.000374286, 0.00065473, 0.000266404, 0.000261056, 0.000198492, 0.000277228, 0.000303556, 0.000385984, 0.000173096, 0.000129135, 0.000177004, 0.000200525, 0.000286988, 0.000376956, 0.000369713, 0.000435858, 0.000381552, 0.00466931, 0.000566024, 0.000686841, 0.000297044, 0.00018882, 0.000213647, 0.000330516, 0.000624289, 0.000370856, 0.000338551, 0.000315443, 0.00031672, 0.000596979, 0.000458073, 0.000746577, 0.000230047, 0.00019409, 0.000289815, 0.000236391, 0.000497318, 0.00225403, 0.00130284, 0.000469325, 0.000304416, 0.000599226, 0.00115417, 0.000907107, 0.000154823, 0.000101502, 0.000105179, 0.000185076, 0.000468431, 0.0988849, 0.0875191, 0.0875006, 0.0983473, 0.15971, 0.0798998, 0.102399, 0.201851, 0.1933, 0.236602, 0.17903, 0.106958
-18352.9,0.992577,0.216283,4,15,0,18419.5,-0.00524871,0.969938,0.115243,-0.0124054,0.239874,0.10416,0.327235,0.143073,0.103541,0.070098,0.205275,0.141822,-0.0667492,0.105837,0.0497821,0.0173365,0.16797,0.0904282,0.168843,0.20776,-0.0346947,-0.0459497,-0.066012,-0.130053,-0.00717156,-0.0405853,-0.0585352,-0.0212928,-0.0386085,0.064903,0.0801993,0.0162076,0.0211629,0.0058048,-0.0155112,0.0832327,-0.0118123,-0.0483846,-0.0503204,0.0765336,0.0385798,-0.152775,0.000705901,-0.0299839,-0.0475586,0.0560124,-0.0198043,0.00770948,0.0541544,-0.0611771,0.0599794,0.0747165,-0.035579,0.192256,-0.000719625,0.112289,-0.00816678,-0.019183,0.00354757,0.0698596,-0.0952893,-0.0670831,-0.115011,-0.0960531,-0.12824,-0.00175194,-0.0225426,0.030933,-0.000114692,0.0208101,0.00198619,0.0359755,-0.0032542,-0.00825244,-0.0253548,-0.0469716,-0.0123903,-0.0120994,-0.00265376,-0.0368196,-0.0205203,0.00388294,-0.0180289,-0.0517991,-0.0464351,-0.0474562,-0.0410886,-0.0594942,-0.0445707,-0.0472858,-0.0487378,-0.0446571,0.00351139,0.0125792,-0.0512966,0.0674968,0.0523356,0.014263,0.0375633,0.030933,0.0256295,-0.037131,-0.00353095,-0.0432146,-0.00676198,-0.0385828,-0.0620957,-0.0431487,0.0442134,-0.109246,0.134782,0.134723,-0.0448874,0.024526,-0.0240749,0.000178576,-0.0401589,0.0262648,-0.0246076,-0.0467066,0.0016555,-0.0557883,0.0849542,0.0894024,0.0254538,0.0387307,0.06624,0.0890459,0.0698891,0.0383971,0.0169683,0.00574435,0.0450803,0.0719307,-19298.1
-18351.6,0.809994,0.216283,4,15,0,18422.8,-0.00382433,0.962351,0.119029,-0.027465,0.249252,0.136089,0.325158,0.161878,0.0708862,0.102468,0.198717,0.195346,-0.0409075,0.0952728,0.00602881,0.0053177,0.113485,0.104277,0.18017,0.157261,-0.062275,-0.0348485,-0.105054,-0.163284,0.00629718,-0.0182542,-0.108872,-0.0211639,-0.0135049,0.0541844,0.0849687,0.114073,0.0387295,0.00149674,0.00911247,0.0426204,0.00337172,-0.0136147,-0.0179764,0.0659577,0.0199704,-0.0141004,0.0112124,-0.0366904,-0.0571331,0.0344859,-0.00712298,0.0208492,0.0342538,-0.0828449,0.0382197,0.0915737,0.0232884,0.19928,-0.0585906,0.0667611,-0.0694606,-0.0226823,0.0102958,0.082135,-0.10564,-0.0630378,-0.0840122,-0.0899508,-0.084127,-0.00492583,-0.0118485,0.0434174,-0.0196957,0.0244029,0.0418773,-0.014944,-0.0100395,0.0228322,-0.0552089,-0.0537171,-0.0062326,-0.00263176,0.00592555,-0.00429854,-0.00557062,-0.0356679,0.0117525,-0.0295644,-0.0368887,-0.0412061,-0.0373725,-0.0320975,-0.0364347,-0.030225,-0.0315478,-0.0281432,0.0131083,-0.00324296,-0.0125989,0.0617746,0.0411884,-0.0135525,-0.0049314,0.00883933,-0.00296479,-0.0781323,-0.00699851,-0.0744148,-0.00747499,-0.0464647,-0.0334468,-0.0569366,0.0323236,-0.125738,0.158664,0.0491938,-0.0583561,0.0430888,-0.00283373,0.116196,-0.0327377,-0.00905367,-0.0151585,-0.0339048,0.0114342,-0.0342977,0.131513,0.0953708,0.0890189,0.0573553,0.0327094,0.121333,0.0545705,0.0349017,0.0342917,0.00332549,0.0293199,0.0424019,-19331.2
-18362.9,0.0689502,0.216283,4,15,0,18428.2,-0.00923726,0.965195,0.115248,0.00431749,0.252864,0.116323,0.333889,0.152233,0.119445,0.0799477,0.204388,0.186214,-0.0459061,0.0854602,0.00874747,-0.00316341,0.111085,0.117016,0.172941,0.181886,-0.0496726,-0.0356336,-0.0935185,-0.170746,0.0141021,-0.0163074,-0.0957324,-0.0313895,0.0105132,0.0588249,0.0742229,0.093305,0.0457364,0.00565367,0.0122144,0.0580464,0.00308273,-0.0255418,-0.0300295,0.0575259,0.0293152,0.0549656,0.0111834,-0.0231877,-0.0322134,-0.00539481,0.016948,0.0195882,0.0375498,-0.0728107,0.0288082,0.0880201,0.00776962,0.196497,-0.0357737,0.0695309,-0.0523012,-0.0273996,0.0130674,0.0662467,-0.0964459,-0.0769898,-0.0923555,-0.0391519,-0.081747,-0.00937415,-0.0148677,0.0405969,-0.0349164,0.0220661,0.0309435,0.00102878,-0.00430506,0.0379054,-0.0598287,-0.0414435,0.00607569,0.0100938,-0.0116893,-0.00537648,-0.00732915,-0.0123577,0.00729453,-0.0510902,-0.0398726,-0.0342072,-0.0316854,-0.0495899,-0.0332895,-0.0391955,-0.0470075,-0.0447235,0.00398925,0.00137457,-0.0240853,0.0410101,0.048618,0.0267243,-0.0243555,0.021199,0.0199908,-0.0840896,-0.00437402,-0.0842438,0.00124688,-0.0498698,-0.0629321,-0.0483637,0.0262853,-0.0974109,0.140522,0.090808,-0.0634342,0.016456,0.0155001,0.0994193,-0.05704,0.00616385,-0.00987614,-0.0419943,0.0113782,-0.0584027,0.0746158,0.109153,0.100031,0.0704743,0.0238394,0.1343,0.0378356,0.0382393,0.0264034,0.0083305,0.022798,0.0410375,-19317.4
-18366.9,0.781107,0.216283,4,15,0,18435.2,-0.00611901,0.966287,0.116919,-0.0180956,0.245595,0.108173,0.3295,0.177103,0.080245,0.0786219,0.21477,0.185897,-0.0480723,0.0773815,0.0459322,0.0200437,0.158094,0.0569399,0.159698,0.170701,-0.0435793,-0.0681479,-0.0823098,-0.174327,-0.0189922,-0.0197064,-0.0655615,0.00294829,-0.0325724,0.0587603,0.0885063,0.0840931,0.00547393,0.0194074,-0.0372031,0.0482177,0.0474535,-0.0321566,-0.014767,0.0612971,-0.0299684,-0.0992139,0.0261866,-0.0448272,-0.0277054,0.007035,-0.0392227,0.00479533,0.0378364,-0.0521354,0.0487574,0.0660477,0.0103329,0.210394,-0.0388247,0.0998896,-0.0680125,0.00753059,0.0255197,0.0853929,-0.0996777,-0.0631134,-0.10513,-0.130796,-0.0806234,-0.00842554,-0.0129252,0.035518,-0.000944845,0.0267976,0.0170698,0.0222794,-0.0141308,-0.000807875,-0.0308156,-0.0379455,0.0106405,-0.00990502,0.0298548,0.0121059,-0.0159309,0.00302769,0.00539597,-0.0178985,-0.0593208,-0.0536475,-0.0427419,-0.0544299,-0.0201809,-0.0190232,-0.025458,-0.0229281,0.0135316,0.0239602,-0.03933,0.0382488,0.0389308,-0.00274676,0.0225542,0.00247853,-0.00304775,-0.0551722,-0.000115539,-0.0486748,-0.0197761,-0.0499553,-0.0783007,-0.0765785,0.0247546,-0.119404,0.152796,0.0807726,-0.0598378,0.0470325,-0.0201963,0.0474301,-0.0314478,0.00780853,-0.0115338,-0.0305161,-0.00766872,-0.0452287,0.138546,0.0632864,0.0528704,0.0324525,0.0537044,0.238584,0.118834,0.0200265,0.0227732,0.0248014,0.0447858,0.0421602,-19323.5
-18363.5,0.754078,0.216283,4,15,0,18433.6,-0.0159139,0.962597,0.130185,-0.017318,0.231132,0.105757,0.3383,0.161513,0.092985,0.0784324,0.205916,0.155959,-0.0688219,0.106495,0.0154437,-0.00449608,0.112785,0.130854,0.186586,0.200874,-0.0365979,-0.0286153,-0.117736,-0.139272,-0.00408215,-0.0179803,-0.0857184,0.00221869,0.000374979,0.0712907,0.0808974,0.045802,0.0548504,-0.004609,0.0266677,0.0679514,-0.0187175,-0.0149737,-0.0494503,0.0558559,0.0260175,0.0835643,-0.0144682,-0.0250452,-0.0568373,0.13861,-0.00201436,0.0435068,0.0698263,-0.108457,0.0404917,0.081119,-0.0164366,0.196206,-0.0305774,0.0862543,-0.0545675,-0.0103554,0.0623398,0.0878543,-0.088187,-0.0758289,-0.0859194,-0.0757025,-0.104901,0.00823029,0.00204868,-0.0018567,-0.00100792,-0.00343152,8.68017e-05,-0.00587767,0.00272889,-4.27472e-05,-0.0446133,-0.039077,-0.0190746,-0.00725005,-0.00995925,-0.0202776,-0.0081773,-0.0305168,0.00427289,-0.0380928,-0.0294517,-0.0277605,-0.0156503,-0.042903,-0.0187215,-0.0275773,-0.0279844,-0.0330979,0.0124371,0.00643936,-0.0264037,0.0490364,0.0472914,0.0100462,0.00973126,-0.00433192,0.0406408,-0.0596304,0.00268678,-0.0632703,-0.0175858,-0.0531637,-0.0986218,-0.0530549,0.0291596,-0.111527,0.149794,0.0711031,-0.0598172,-0.00706106,-0.0050873,0.00832507,-0.0275569,-0.00118134,-0.00968158,-0.0305165,0.0204767,-0.0213053,0.0909468,0.146136,0.0656781,0.081545,0.0628918,0.114914,0.0896873,0.00673625,0.020572,0.0164228,0.0542046,0.0851085,-19327.9
-18370.6,0.876317,0.216283,4,31,0,18436.8,-0.00495252,0.965423,0.100516,-0.00775249,0.228658,0.129112,0.337021,0.14489,0.071979,0.120753,0.223294,0.181961,-0.0834305,0.0930284,0.0299828,-0.000665307,0.145153,0.0770776,0.133341,0.16246,-0.0411048,-0.0215815,-0.0848431,-0.162774,-0.00258172,0.011549,-0.0559856,-0.0178615,-0.0150314,0.0451252,0.10027,0.0556164,0.0471776,0.00732867,-0.0226355,0.0745277,0.0140978,-0.0439344,-0.0287429,0.0998192,-0.00100745,-0.0261999,0.0329075,-0.0516418,-0.0236881,0.0769614,-0.00885897,0.0125881,0.050164,-0.0436258,0.0144747,0.0723513,-0.00927779,0.200249,-0.0201892,0.104059,-0.0494708,-0.0461598,0.0437889,0.079699,-0.0938144,-0.0737649,-0.109458,-0.079155,-0.0881469,-0.00944589,-0.00395433,0.0477781,-0.0119881,0.0370051,0.0382023,0.0339634,0.000905683,0.015757,-0.0469677,-0.0249178,0.0149257,0.0173925,0.0130828,0.0245324,0.000363774,-0.00133846,0.012666,-0.0392852,-0.0612424,-0.06312,-0.038391,-0.0613008,-0.0148498,-0.0225804,-0.0436747,-0.0220661,0.0298224,0.016827,-0.0198387,0.0361709,0.051116,-0.0208328,0.032541,0.0224834,0.00932021,-0.0297003,-0.00657161,-0.0418828,-0.00596451,-0.0259824,-0.0468675,-0.0818143,0.0999464,-0.112444,0.167281,0.0854658,-0.0410175,0.0110737,0.0551361,0.0442004,-0.0243043,0.0151163,-0.0195975,-0.0310189,0.0236705,-0.0212287,0.128633,0.0659756,0.0890733,0.0637316,0.0656638,0.0774271,0.0761597,0.0205251,0.0476417,0.0152926,0.0215258,0.063473,-19329.4
