# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2024-09-28 22:07:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/bm6uhr3c.json
# init = 2 (Default)
# random
#   seed = 13641
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/h-dens.h-nondens/hreg-20240928170733_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,log_p
# Adaptation terminated
# Step size = 0.304612
# Diagonal elements of inverse mass matrix:
# 3.53577e-05, 2.5237e-05, 0.000180692, 0.000150869, 0.000236551, 0.000210291, 0.0002319, 0.000240035, 0.000267167, 0.000262605, 0.000215728, 0.00032089, 0.000227627, 0.000322511, 0.000301562, 0.000364463, 0.000568414, 0.0003256, 0.000452945, 0.000372347, 0.000521875, 0.000612189, 0.000598474, 0.000130187, 0.000217119, 0.00029336, 0.000224227, 0.00295471, 0.000311322, 0.000279527, 0.000246224, 0.000229297, 0.000179042, 0.000152343, 0.000258525, 0.00018963, 0.000329515, 0.000232655, 0.0002276, 0.000312416, 0.000248337, 0.000232556, 0.000472652, 0.00029904, 0.000364316, 0.000222379, 0.000206926, 0.000220282, 0.000267454, 0.000251207, 0.000275008, 0.000333942, 0.000436921, 0.000462767, 0.000385393, 0.00358973, 0.000499109, 0.000585795, 0.000300082, 0.000281928, 0.000299461, 0.000276038, 0.000526451, 0.000362805, 0.000538649, 0.00240643, 0.000908613, 0.000631392, 0.000399349, 0.000609794, 0.00104488, 0.000575266, 0.0887135, 0.08318, 0.0948882, 0.09963, 0.146345, 0.0912765, 0.0968195
-18457.6,0.903452,0.304612,4,15,0,18493.8,-0.0023207,0.964582,0.232338,-0.0249159,0.290528,0.0581266,0.297938,0.171075,0.0353138,0.129577,0.237408,0.140609,-0.0622908,0.0454657,0.070114,0.00831058,0.168641,0.0747542,0.149359,0.194384,-0.0325709,-0.0379733,-0.127637,-0.173658,-0.0295219,-0.0340593,-0.0717595,-0.0183631,-0.00542996,0.0812596,0.0859116,0.0730957,-0.00853316,-0.00583874,-0.0133117,0.0581687,-0.0278556,-0.0350747,-0.0108648,0.0957662,-0.0126107,-0.0544598,0.0123723,-0.0113242,-0.072179,0.0525306,-0.0400019,0.00802373,0.0309654,-0.0272631,0.0183848,0.0212508,-0.013347,0.21544,-0.00842995,0.0765797,-0.0320454,-0.00374481,0.0438423,0.0893886,-0.0273739,0.0187522,-0.0298675,-0.138681,-0.028243,0.171899,0.0843489,-0.00249179,0.00883975,0.0181554,0.0244955,-0.0311151,0.159266,0.241034,0.118574,0.034359,0.0501342,0.141725,0.0718261,-55450.8
-18446.6,0.932562,0.304612,4,15,0,18494.4,-0.0157571,0.965621,0.220881,-0.0405248,0.281908,0.0850845,0.313584,0.19057,0.0472452,0.105321,0.240537,0.155751,-0.0722701,0.0828715,0.0594022,-0.000838908,0.166258,0.0566631,0.133047,0.16328,-0.01814,-0.0577518,-0.108988,-0.165086,-0.00238302,-0.0172966,-0.051137,0.0286974,-0.0159303,0.0864905,0.102159,0.0342069,0.0386081,-0.0231682,-0.02287,0.0409138,-0.0268197,-0.0223618,-0.0220642,0.0864133,0.0443136,-0.106536,0.0124088,-0.00785167,-0.0700602,0.0889758,-0.0194055,0.0250686,0.0312903,-0.0228338,-0.00241771,0.0468677,-0.0154535,0.240839,-0.0338403,0.0957455,-0.0285746,-0.0335136,0.055096,0.0839111,-0.0522531,0.0188356,-0.0269654,-0.126371,-0.00713712,0.163347,0.0736212,-0.00186859,0.0550304,-0.0454178,0.014509,-0.0338707,0.110923,0.124519,0.0808404,0.0580546,0.0795991,0.0714613,0.0745436,-55444.4
-18441,0.967443,0.304612,4,15,0,18477.6,-0.00436658,0.960534,0.195887,-0.0202875,0.306444,0.0834835,0.315554,0.168033,0.0566315,0.0789719,0.261456,0.162704,-0.0489732,0.105397,0.0530276,0.0202983,0.144367,0.0814061,0.190609,0.142275,-0.0374389,-0.0441755,-0.103861,-0.173247,-0.00127726,0.0134032,-0.0834133,-0.0254165,-0.0202913,0.071335,0.0576118,0.0752413,0.0231402,0.00258352,0.0118881,0.0556775,-0.00343319,-0.0524677,-0.0218076,0.0728099,0.0623603,-0.132249,0.0113932,-0.0321382,-0.0705929,0.108015,-0.019901,0.0315442,0.0263313,-0.068746,0.0364005,0.0519936,0.014132,0.227165,-0.00336423,0.0873902,-0.0478352,-0.0204995,0.0522155,0.0679325,-0.0754517,-0.0320994,-0.0313906,-0.132863,-0.0131161,0.106758,0.123974,-0.0580174,0.000125807,-0.0303726,0.065003,-0.0141552,0.15751,0.129438,0.0718344,0.0449574,0.107931,0.116609,0.0511105,-55440.6
-18436.4,0.887331,0.304612,4,15,0,18469.9,-0.00742579,0.962084,0.212897,-0.0441214,0.273025,0.111075,0.306092,0.190448,0.0647204,0.116433,0.253935,0.141347,-0.0616423,0.0661454,0.0559171,-0.000829824,0.163148,0.0732936,0.121816,0.166531,-0.0626249,-0.0333827,-0.138692,-0.166977,-0.00836321,-0.070948,-0.0665445,-0.0101456,-0.0153891,0.0830396,0.0788948,0.037474,0.0107851,-0.0283005,-0.0145439,0.0423025,0.0319941,-0.0438623,-0.0315701,0.101644,0.00640063,0.00292413,0.018243,0.0034956,-0.0437018,0.0582922,-0.010186,0.0270851,0.0195315,-0.00567854,0.043364,0.0375938,-0.0151645,0.217134,-0.00551536,0.0930358,-0.0142977,-0.00677335,0.0208918,0.0468474,-0.0400422,0.023091,-0.0569725,-0.122979,-0.0250196,0.155052,0.050586,-0.0804646,0.027256,0.0350435,0.00779568,-0.0138835,0.117128,0.0813424,0.0541747,0.0532759,0.0736143,0.0743651,0.0581095,-55445.4
-18440.9,0.977054,0.304612,4,15,0,18466.1,-0.0145309,0.963633,0.198456,-0.0190821,0.321261,0.0917334,0.306191,0.166436,0.0541498,0.085048,0.253827,0.166331,-0.0486436,0.108678,0.057078,0.0256851,0.135948,0.0760905,0.197711,0.151157,-0.0361928,-0.0422315,-0.13352,-0.166291,0.00489004,0.015001,-0.0816147,-0.0220759,-0.0305075,0.0519006,0.0580798,0.0507805,-0.00105669,0.0115406,0.00658366,0.0488702,-0.0391222,-0.0392185,-0.028448,0.0556196,0.0137507,-0.024125,0.00387044,-0.0252821,-0.067568,-0.0729012,-0.0260586,0.0287301,0.0540562,-0.0689165,0.02219,0.0440748,0.0277979,0.226874,0.00655261,0.0833291,-0.0380841,0.0126955,0.0412672,0.0857807,-0.071374,-0.0289436,-0.0344611,-0.112948,0.000937946,0.188352,0.129274,-0.0392974,0.00247057,-0.00581889,0.0198975,-0.0165087,0.110054,0.0756351,0.0597202,0.051784,0.0451522,0.160118,0.0581204,-55448.1
-18446.9,0.817552,0.304612,4,15,0,18478.2,-0.0135388,0.966346,0.200243,-0.0267828,0.292107,0.0993167,0.311396,0.214875,0.082943,0.0889739,0.254779,0.16319,-0.0413068,0.118102,0.0511013,0.012171,0.117624,0.0586834,0.175991,0.130904,-0.0552021,-0.0608602,-0.14045,-0.180606,0.0248317,0.0239404,-0.068948,-0.0203112,-0.0280078,0.0632245,0.0675672,0.0548156,0.0220209,0.009381,-0.00824819,0.0281683,-0.0294826,-0.0555093,-0.0163208,0.0558218,0.0260672,-0.0589324,0.0162007,-0.000396902,-0.0278591,0.00562028,-0.00698189,0.0187365,0.0194318,-0.0536507,0.0243614,0.0452007,0.00496739,0.224175,-0.0402265,0.0676308,-0.0220225,-0.0155044,0.0856422,0.0806382,-0.0539204,-0.00563561,-0.00775838,-0.100774,-0.0023817,0.210513,0.121599,-0.0606637,0.0207365,-0.0195419,0.052985,-0.0171582,0.110611,0.11291,0.0582496,0.029276,0.031436,0.101512,0.055934,-55453.9
