# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-03-23 19:57:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/rw6awnhc.json
# init = 2 (Default)
# random
#   seed = 19953
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-dens.h-nondens/hreg-20250323145717_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,log_p
# Adaptation terminated
# Step size = 0.295184
# Diagonal elements of inverse mass matrix:
# 3.56154e-05, 2.33921e-05, 0.000228092, 0.000171774, 0.00022587, 0.00018562, 0.000200731, 0.000203097, 0.000256769, 0.000232145, 0.000204196, 0.00025089, 0.00021949, 0.000311996, 0.000327176, 0.000286292, 0.000365324, 0.000400777, 0.000433371, 0.000361042, 0.000592882, 0.000605198, 0.00067322, 0.000186938, 0.000264794, 0.000249308, 0.00020903, 0.00180641, 0.000301523, 0.000269159, 0.000203657, 0.000187123, 0.000194724, 0.000176961, 0.000249705, 0.000217709, 0.000296951, 0.000287809, 0.000216344, 0.000309819, 0.000233361, 0.000264003, 0.000598831, 0.000252911, 0.000432395, 0.000216427, 0.000198641, 0.000203988, 0.000253785, 0.000280641, 0.000282479, 0.000329964, 0.000362168, 0.00041527, 0.000350046, 0.0024835, 0.000412132, 0.00051039, 0.000427435, 0.000270481, 0.000285209, 0.000294011, 0.000393944, 0.000404197, 0.000530712, 0.00229398, 0.00114339, 0.000640698, 0.000379982, 0.000551107, 0.00110201, 0.000725158, 0.0940655, 0.0804516, 0.0945007, 0.106814, 0.128793, 0.10225, 0.110819
-18596.8,0.947892,0.295184,4,15,0,18635.2,-0.0116753,0.9651,0.205561,-0.0250082,0.255636,0.0954128,0.340634,0.196544,0.112318,0.0664118,0.226659,0.16979,-0.0302845,0.0440942,0.0240849,0.000565096,0.145806,0.0720679,0.167925,0.173667,-0.0359934,-0.0644561,-0.100198,-0.141996,0.0314549,-0.0348316,-0.0719331,0.00194742,0.0148664,0.0786999,0.0681139,0.0691105,0.0231819,0.0140893,-0.0196893,0.0447688,0.0128761,-0.0144689,-0.0307029,0.0625082,0.0513529,0.0236894,-0.00142349,-0.0133433,-0.0695272,-0.00673156,-0.0314778,0.0543007,0.0417912,-0.0730651,-0.0204782,0.056272,-0.0104345,0.199325,-0.00562014,0.116842,-0.0281899,-0.0037694,0.0820745,0.0699075,-0.054994,0.00738023,-0.0398653,-0.143985,-0.0340282,0.28838,0.107246,-0.0598062,0.0267981,-0.00948443,0.0299884,-0.0166354,0.235758,0.150198,0.0449854,0.041345,0.0306505,0.0635673,0.0947222,-19246.8
-18599.5,0.739884,0.295184,4,15,0,18637.6,0.00173979,0.967794,0.26536,-0.0263996,0.264455,0.104472,0.307225,0.200059,0.0994128,0.059848,0.229045,0.140065,-0.0306274,0.0801867,0.0377822,-0.012547,0.175005,0.0749444,0.170688,0.179191,-0.0445456,-0.050841,-0.0815842,-0.170424,0.0147103,-0.0485711,-0.0624313,-0.00917217,-0.00117451,0.0598361,0.0772517,0.0389445,0.0508737,-0.00764848,0.00312142,0.0431052,-0.013429,-0.0490381,-0.0151604,0.066619,-0.0117562,-0.0279352,0.0258047,0.0123797,-0.0528876,0.0379637,0.00510635,0.0224637,0.0217962,-0.0526162,0.00923957,0.0369918,-0.054713,0.223131,-0.0227685,0.0832067,0.00395647,-0.0248333,0.0982489,0.0718354,-0.0508738,-0.00678543,-0.052623,-0.107338,-0.041359,0.137367,0.102083,-0.02007,0.0156673,0.000775824,0.0331029,-0.0347467,0.199476,0.0805992,0.0754666,0.0366012,0.0465886,0.101911,0.0562858,-19263
-18590.5,0.893034,0.295184,4,15,0,18639,-0.0102864,0.971016,0.212464,-0.00441455,0.280984,0.10674,0.308204,0.191701,0.110619,0.0872571,0.200832,0.171023,-0.0549035,0.0730812,0.0551238,-0.0126259,0.137014,0.0884746,0.173505,0.162482,-0.0348883,-0.0427856,-0.142104,-0.170255,0.0265837,-0.0444298,-0.102037,-0.00613383,-0.0176654,0.0771292,0.0703425,0.0336968,0.0115161,-0.00912574,-0.0231569,0.0598184,-0.00750974,-0.0197379,-0.0353969,0.0849135,0.0651811,-0.0345545,-0.000983516,-0.0231304,-0.0546779,-0.00349064,-0.0519891,0.0152476,0.0314428,-0.0493874,0.0115767,0.0476037,0.0158383,0.190952,-0.00480705,0.106599,0.00704538,-0.0258625,0.0541693,0.0673213,-0.0217887,0.00643193,-0.0334992,-0.117074,0.0027324,0.132165,0.0884988,-0.100273,0.0182276,-0.010911,0.0848355,-0.00416779,0.157085,0.0740699,0.123127,0.0341249,0.0696735,0.0845628,0.0365993,-19229.3
-18603.8,0.629863,0.295184,4,15,0,18639.3,-0.00440484,0.968377,0.246769,-0.0177806,0.248264,0.106565,0.308914,0.187756,0.121609,0.0768171,0.268071,0.153223,-0.0107239,0.0649338,0.0168476,0.00133372,0.151857,0.0791007,0.174585,0.158226,-0.0415536,-0.0473227,-0.0920271,-0.129577,0.00809856,-0.0472998,-0.0739124,-0.0189293,0.00754716,0.063101,0.0798192,0.0579344,0.0409268,-0.00183646,0.00985299,0.0493151,-0.00629332,-0.0693458,-0.00903534,0.0653834,0.0139196,-0.0360492,0.0452829,0.000477326,-0.0676077,-0.0107393,0.00876977,0.0293742,0.0627683,-0.0461076,0.00361138,0.0587225,-0.053311,0.242064,-0.0254803,0.0792242,-0.00824611,-0.0223764,0.0606542,0.0656173,-0.0378257,-0.0175937,-0.0660607,-0.0951147,-0.0505439,0.137695,0.0841778,-0.0732208,-0.000166903,0.00497171,0.0420955,-0.0368824,0.119029,0.101697,0.0419206,0.0705931,0.035169,0.10022,0.044923,-19264.2
-18608.2,0.886012,0.295184,4,15,0,18647,-0.0113087,0.962,0.238839,-0.0336179,0.262877,0.101396,0.313987,0.191118,0.088064,0.079531,0.222734,0.136038,-0.0624036,0.0678118,0.0478932,-0.0104074,0.168204,0.0783202,0.179634,0.17387,-0.0220521,-0.0407707,-0.168807,-0.132457,-0.0016942,-0.0584197,-0.0753303,-0.039038,0.016397,0.0959859,0.0655245,0.0246898,0.0331766,-0.00311567,-0.0121632,0.0659911,0.0197948,-0.0882606,-0.0339124,0.0616653,0.0588639,-0.00567962,0.0085123,-0.00143032,-0.0557685,0.0298737,-0.0126087,0.0412852,0.0384853,-0.0577081,-0.0277838,0.0413724,-0.051932,0.225753,-0.0300124,0.11545,-0.0195841,-0.0520349,0.0847773,0.0674755,-0.061158,0.019068,-0.064915,-0.0951828,-0.0365772,0.141408,0.0594245,-0.00878989,-0.0412296,-0.00355995,0.0037494,0.00142886,0.111968,0.083346,0.0915977,0.0779965,0.0434455,0.0875895,0.0651985,-19272.7
-18615.6,0.854266,0.295184,4,15,0,18664.2,-0.00635019,0.962431,0.18817,-0.0187898,0.264451,0.116995,0.290301,0.165436,0.106836,0.0860619,0.22686,0.160699,-0.0127573,0.0683231,0.0382951,0.0145048,0.147703,0.0722933,0.181342,0.165832,-0.0263874,-0.0616358,-0.12287,-0.174895,0.0216667,-0.0513861,-0.0948335,0.00694038,0.0258747,0.114056,0.0658342,0.0439712,0.0216014,-0.00558912,-0.0117812,0.0500735,-0.0228384,-0.0604138,-0.0256926,0.0855055,0.0344737,0.00894907,0.0233182,-0.00833613,-0.0417128,-0.0398486,-0.0664807,0.022102,0.0676316,-0.0579855,-0.00627787,0.0628624,-0.0375573,0.23006,-0.0104763,0.11404,-0.0121947,-0.0577551,0.0744846,0.0866363,-0.051741,-0.006151,-0.0702667,-0.127318,-0.00897106,0.123322,0.105394,-0.00175338,-0.000211962,-0.00416153,0.00484157,-0.0127441,0.132289,0.0499959,0.185383,0.178792,0.0402858,0.139181,0.113008,-19261.3
