# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 06:15:46 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/ro4b1a6w.json
# init = 2 (Default)
# random
#   seed = 36787
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-dens.h-nondens/hreg-20250421011546_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,beta.1.8,beta.2.8,beta.3.8,beta.4.8,beta.5.8,beta.6.8,beta.7.8,beta.8.8,beta.9.8,beta.1.9,beta.2.9,beta.3.9,beta.4.9,beta.5.9,beta.6.9,beta.7.9,beta.8.9,beta.9.9,beta.1.10,beta.2.10,beta.3.10,beta.4.10,beta.5.10,beta.6.10,beta.7.10,beta.8.10,beta.9.10,beta.1.11,beta.2.11,beta.3.11,beta.4.11,beta.5.11,beta.6.11,beta.7.11,beta.8.11,beta.9.11,beta.1.12,beta.2.12,beta.3.12,beta.4.12,beta.5.12,beta.6.12,beta.7.12,beta.8.12,beta.9.12,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,mu_beta.8,mu_beta.9,mu_beta.10,mu_beta.11,mu_beta.12,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,sigma_beta.8,sigma_beta.9,sigma_beta.10,sigma_beta.11,sigma_beta.12,log_p
# Adaptation terminated
# Step size = 0.213079
# Diagonal elements of inverse mass matrix:
# 3.43172e-05, 2.16972e-05, 0.000135602, 0.000167367, 0.000208093, 0.000198191, 0.000231714, 0.000231648, 0.00031772, 0.00015338, 0.000167363, 0.000125228, 0.000185889, 0.000244924, 0.000197694, 0.000210168, 0.000243644, 0.000288993, 0.000285705, 0.000363678, 0.000455734, 0.000199793, 0.000174203, 0.00016556, 0.000214883, 0.000337843, 0.000450761, 0.000386311, 0.000412255, 0.000318966, 0.000490228, 0.000664655, 0.000759035, 0.000345596, 0.000210615, 0.000227936, 0.000385083, 0.000465623, 0.000252168, 0.000243279, 0.000283697, 0.000224948, 0.00266193, 0.00045479, 0.000545591, 0.000169881, 0.000180448, 0.000179588, 0.000257882, 0.00054943, 0.000229588, 0.000259621, 0.000225109, 0.000183853, 0.000228909, 0.000348191, 0.000440663, 0.000172109, 0.000144541, 0.000203063, 0.00021959, 0.000293447, 0.000239459, 0.000200577, 0.000333401, 0.000224484, 0.000241088, 0.000559136, 0.000472005, 0.000220307, 0.000148601, 0.000231256, 0.000208264, 0.000408317, 0.000573599, 0.00024019, 0.000244591, 0.000229964, 0.000256451, 0.000275584, 0.000365809, 0.00017227, 0.000142308, 0.000194339, 0.000215882, 0.000255371, 0.000389039, 0.000419329, 0.00046465, 0.000375708, 0.0055493, 0.000613688, 0.000600209, 0.000286081, 0.000216753, 0.000236521, 0.000313736, 0.000573794, 0.000348573, 0.000364718, 0.000315309, 0.000286038, 0.0005591, 0.000495467, 0.000763426, 0.000220186, 0.000213479, 0.000219267, 0.000244589, 0.000428205, 0.00216261, 0.00134467, 0.000352567, 0.000299529, 0.000687024, 0.00173339, 0.00095215, 0.000122802, 0.000102062, 0.000104203, 0.000167356, 0.000547986, 0.0900309, 0.0829622, 0.0829244, 0.107911, 0.176965, 0.120783, 0.0878971, 0.195292, 0.165476, 0.284914, 0.139093, 0.0963612
-18378.9,0.954171,0.213079,5,31,0,18450,-6.56164e-05,0.961159,0.122904,-0.0209217,0.25285,0.111105,0.347635,0.158124,0.0452456,0.080391,0.209514,0.15168,-0.0714213,0.103867,0.0126459,0.00122238,0.135629,0.111192,0.13743,0.239157,-0.0451624,-0.0902594,-0.0707348,-0.161077,0.00456336,-0.0417907,-0.0670814,-0.0272602,-0.0301331,0.0680053,0.0527361,0.0481831,0.0111277,0.018147,0.00750773,0.059853,0.00996061,-0.0165436,-0.0313636,0.054652,0.0500581,-0.094002,0.0237153,-0.0235862,-0.0651751,0.100558,-0.00305889,0.0160155,0.073283,-0.0909528,0.032316,0.0887906,-0.0323902,0.211881,-0.0266993,0.0822844,-0.0584423,0.00520781,-0.0182833,0.100199,-0.136763,-0.0568757,-0.124702,-0.0382048,-0.141829,0.0036507,-0.041877,0.0123715,0.00415044,0.0227509,0.0305638,0.000908027,-0.00510891,-0.0140242,-0.0152376,-0.058529,-0.0211985,0.00718561,-0.0216028,-0.0170389,-0.00317184,-0.0342768,-0.0141713,-0.0478354,-0.0755936,-0.0322936,-0.0286191,-0.0677872,-0.0276761,-0.0484955,-0.0302607,-0.0096123,-0.00221275,-0.0038887,-0.0297431,0.0657889,0.0856602,-0.0188739,0.031262,-0.011394,0.00384404,-0.055028,0.00486126,-0.0791763,0.00736494,-0.0371892,-0.0605691,-0.0659515,0.0789118,-0.133757,0.148791,0.0591561,-0.00953379,0.0405923,0.0040152,0.0545301,-0.0492659,-0.000713517,-0.0235685,-0.0453494,-0.00363154,-0.0210537,0.142111,0.195365,0.0777943,0.0346968,0.0647218,0.0995471,0.0767357,0.0327976,0.0180221,0.0205552,0.0553244,0.0661115,-19357.1
-18385.6,0.973269,0.213079,4,15,0,18458.9,-0.0114467,0.965314,0.124495,-0.0204632,0.228276,0.107585,0.314074,0.159134,0.0762566,0.0855148,0.202999,0.158267,-0.0255781,0.094203,0.0136883,0.00712022,0.153266,0.0660202,0.139983,0.192365,-0.0472329,-0.0167567,-0.0663741,-0.173327,0.0519654,-0.00479116,-0.05574,-0.0431045,-0.0313421,0.0459441,0.0663349,0.0595863,0.022087,-0.00497955,0.0155642,0.0559637,0.01521,-0.0266625,-0.0448283,0.048341,-0.0138254,0.0320717,0.0442178,-0.0295452,-0.0604579,-0.00470369,-0.00749232,0.046452,0.0120877,-0.0439717,0.0767003,0.0969899,-0.0788723,0.203178,-0.0237612,0.124901,-0.0472348,-0.0223435,0.0156024,0.111068,-0.125643,-0.0542542,-0.0767385,-0.0463527,-0.150971,-0.00655786,-0.0348772,0.0614902,-0.00804166,0.0170003,0.0159357,-0.00888013,-0.0295298,-0.0199257,-0.0612874,-0.0376298,-0.0363086,-0.0278703,-0.0258273,-0.00945302,-0.0344235,0.00296933,-0.0191703,-0.0368546,-0.0556632,-0.0610198,-0.0168929,-0.0415843,-0.0379698,-0.0170064,-0.0473315,-0.0226064,0.0253101,-0.00254286,-0.0489946,0.0370764,0.0661349,-0.0149236,0.00321145,-0.0126969,0.0384695,-0.0663905,0.0107579,-0.0583531,0.0156898,-0.0399271,-0.046017,-0.0810881,0.0629141,-0.155046,0.102684,0.0408597,-0.0527011,0.019329,0.00218541,0.0419673,-0.0617321,-0.011793,-0.0282053,-0.0356374,0.00744753,-0.075394,0.121896,0.107814,0.0611614,0.0229722,0.034764,0.0718932,0.0810039,0.0295692,0.0143398,0.016615,0.0284932,0.0850769,-19314.5
-18386.7,0.843439,0.213079,4,15,0,18460.1,-0.00886265,0.964334,0.120396,-0.0272038,0.239781,0.089204,0.322471,0.15045,0.106474,0.0806731,0.218429,0.161609,-0.0373665,0.0785803,0.00653125,0.0113088,0.154846,0.0687073,0.161124,0.19778,-0.0582552,-0.0251068,-0.0740333,-0.189797,0.0431406,0.00281943,-0.0572384,-0.0464629,-0.0331139,0.0317641,0.068597,0.0619316,0.0185862,0.00156339,0.0236651,0.0712528,-0.00153291,-0.0293581,-0.0339092,0.0588301,0.00658337,0.0441547,0.0308913,-0.049375,-0.0604843,0.0105559,-0.0182243,0.0406112,0.0272502,-0.0548179,0.0725952,0.0967314,-0.0771471,0.205677,-0.00600369,0.140104,-0.0548099,-0.0118611,0.0201628,0.104934,-0.143885,-0.0483358,-0.0678024,-0.0407105,-0.152832,-0.0190269,-0.0170566,0.047323,-0.0145595,0.0271261,0.0269808,0.00749381,-0.0229303,-0.0170225,-0.0542975,-0.0348854,-0.0196012,-0.0249614,-0.0217004,-0.00845232,-0.0381479,0.00697083,-0.00288873,-0.0216452,-0.0452346,-0.0459377,-0.0222302,-0.0662251,-0.037269,-0.0237762,-0.0457887,-0.0223853,0.019376,-0.013544,-0.0500447,0.0448642,0.0600052,-0.0148014,-0.00142387,0.0136023,0.0382816,-0.0611678,0.0117832,-0.0598095,0.0265269,-0.0670297,-0.0445548,-0.0824923,0.0566152,-0.146309,0.120682,0.0623957,-0.0361624,0.0166198,0.00525013,0.0763805,-0.0885289,-0.00612597,-0.023373,-0.0328371,0.00591334,-0.0687041,0.122134,0.118153,0.0683219,0.0270422,0.0452703,0.0889401,0.0851598,0.0267526,0.0169831,0.0208684,0.0174989,0.0643381,-19337.8
-18380.7,1,0.213079,4,15,0,18459.1,-0.00519154,0.967944,0.112939,-0.0279176,0.237108,0.0949366,0.309877,0.142959,0.099162,0.102933,0.223843,0.137553,-0.0588441,0.0898808,0.0422852,0.0528806,0.152525,0.121076,0.182541,0.209422,-0.0367871,-0.0430607,-0.0712811,-0.173798,0.00210331,-0.0427963,-0.0933172,0.00978076,-0.040589,0.0565483,0.0862866,0.0564184,0.0148931,0.00758969,-0.00149424,0.041609,-0.00921285,-0.00993174,-0.018101,0.0948097,0.000992541,-0.0419373,0.0128796,-0.0143602,-0.0701492,0.168023,-0.010156,0.0331658,0.0280279,-0.101016,0.0481226,0.0603021,-0.0420968,0.181563,-0.0262696,0.0930411,-0.0241369,-0.0428709,0.0325914,0.0776033,-0.151421,-0.0464555,-0.0896944,-0.111418,-0.159233,-0.0111385,-0.0251868,0.0193851,-0.0204453,0.0181956,0.00580371,0.00949128,-0.00676301,0.0261345,-0.0244879,-0.0530184,-0.0113783,-0.0097222,-0.0204806,-0.0297617,-0.00880895,-0.0477548,-0.00712494,-0.0230902,-0.0791424,-0.0492096,-0.0324302,-0.0653341,0.00974065,-0.0324759,-0.0492096,-0.0697025,0.0130963,0.0125873,-0.0350067,0.0505132,0.0359752,-0.00726001,0.0320273,-0.000369962,0.0209908,-0.036913,0.00353296,-0.0880601,-0.0327996,-0.0596688,-0.0663315,-0.0503133,0.0776535,-0.151221,0.126821,0.13093,-0.0552896,0.033302,0.00573881,0.023887,-0.048091,0.00520425,-0.0260146,-0.0334006,0.00490592,-0.0620337,0.120129,0.113039,0.0762817,0.0589435,0.0821403,0.0834553,0.139718,0.0226698,0.0123722,0.0289987,0.0814545,0.103213,-19323
-18371.4,0.977991,0.213079,4,31,0,18446.6,-0.0130278,0.960149,0.134175,-0.0158429,0.239256,0.116846,0.327251,0.186624,0.0879292,0.103227,0.191809,0.157971,-0.0413569,0.12913,0.0310518,0.0165609,0.122028,0.0839431,0.156194,0.167672,-0.0386358,-0.0390286,-0.11865,-0.128094,-0.0143178,-0.00492471,-0.0923346,0.0107296,-0.0260441,0.0645799,0.0610531,0.0452211,0.0228859,0.00885858,-0.0122962,0.0584572,0.0302569,-0.0376424,-0.0680358,0.0509771,0.0446791,-0.0658028,-0.0364222,-0.0548241,-0.0446783,-0.0548506,-0.0132622,0.0100992,0.0736166,-0.129523,0.0415624,0.0596068,-0.000815027,0.231096,-0.0634212,0.110019,-0.030915,-0.000150602,0.0544377,0.0995225,-0.0727621,-0.0586346,-0.12381,-0.0729346,-0.117857,0.00256411,-0.00501049,0.0224645,-0.00829484,0.014156,0.0204332,-0.00228022,-0.0142793,-0.0194017,-0.0449717,-0.0306555,-0.0228479,-0.0239428,0.000210909,-0.00987488,-0.0206675,-0.0086175,-0.0094245,-0.0530777,-0.0435515,-0.0604799,-0.0359626,-0.0903511,-0.0329895,-0.0100021,-0.0559684,0.000536592,-0.018971,0.00650353,-0.0541664,0.0545531,0.0459096,-0.018514,0.00934785,0.0109182,0.0302551,-0.0386282,0.00588969,-0.0470036,0.0347423,-0.0464334,-0.0439296,-0.0866013,0.0333442,-0.132659,0.181047,0.10748,-0.0355016,0.0248651,-0.0186048,0.0210734,-0.0356772,0.0140867,-0.0226145,-0.049307,0.00377587,-0.0438567,0.0964179,0.0982978,0.0545896,0.0227537,0.0839011,0.144294,0.075845,0.0166547,0.00986117,0.0230091,0.0204709,0.0484463,-19337.2
-18368.9,0.944225,0.213079,4,15,0,18441.4,-0.00294188,0.97142,0.122164,-0.0526921,0.211774,0.110186,0.346703,0.157943,0.0707388,0.0775996,0.215019,0.171762,-0.0363566,0.0836162,0.0413202,0.0429684,0.121959,0.0997461,0.172042,0.202683,-0.0537543,-0.0294665,-0.0477312,-0.150264,-0.00388748,0.00803715,-0.0779365,-0.0249422,-0.0560456,0.058133,0.044662,0.0590234,0.0215875,0.00392831,0.00597824,0.0596082,0.0430898,-0.053106,-0.0532191,0.0287273,0.0581184,-0.101641,-0.0142414,-0.0559476,-0.0618071,-0.0203164,-0.00927957,0.0263652,0.0638156,-0.100123,0.0737935,0.0538549,-0.0189521,0.226845,-0.0489819,0.124946,-0.0311835,-0.00667521,0.00942698,0.0693298,-0.0844941,-0.0168462,-0.106245,-0.0735577,-0.125511,-0.00177539,-0.0139336,0.00334463,-0.00976526,0.00348269,0.00199573,0.0038323,-0.00413175,0.00709177,-0.0481608,-0.0527113,-0.0239704,0.00513036,-0.0146487,-0.0221373,-0.0103737,-0.00732555,-0.0102264,-0.0547628,-0.0551332,-0.0276786,-0.0137397,-0.0759847,-0.0228985,-0.026771,-0.0532657,-0.0282399,-0.0109154,0.0113865,-0.052473,0.037633,0.0272257,-0.0102637,0.0252679,0.015126,-0.0191186,-0.0372936,0.0396621,-0.0684165,-0.0152423,-0.0112449,-0.0344083,-0.0656023,0.0361188,-0.139172,0.125561,0.109437,-0.0344808,0.0341549,-0.010369,0.00812456,-0.0352743,-3.60905e-05,-0.0148979,-0.0338794,-0.00151057,-0.0436642,0.145732,0.0800074,0.0405308,0.0539598,0.0452822,0.176557,0.0669248,0.0105271,0.0288521,0.02616,0.050993,0.0605687,-19337.2
