# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2024-09-28 22:07:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/bm6uhr3c.json
# init = 2 (Default)
# random
#   seed = 13641
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/h-dens.h-nondens/hreg-20240928170733_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,log_p
# Adaptation terminated
# Step size = 0.339535
# Diagonal elements of inverse mass matrix:
# 3.45997e-05, 2.31911e-05, 0.000219019, 0.000168399, 0.000191832, 0.000213064, 0.000219983, 0.000218124, 0.000258254, 0.000223852, 0.000222683, 0.000275157, 0.000246822, 0.000308525, 0.000312759, 0.000298098, 0.000514074, 0.000313218, 0.000398981, 0.000302607, 0.000472063, 0.000581488, 0.000637188, 0.000158044, 0.000231771, 0.00023346, 0.000233777, 0.00296441, 0.00034385, 0.000296279, 0.000211719, 0.000246009, 0.000213506, 0.000180267, 0.000221572, 0.000217102, 0.000329685, 0.000268932, 0.000282537, 0.000307959, 0.000243297, 0.000244821, 0.000459237, 0.000290031, 0.00043313, 0.000206719, 0.000201733, 0.000176466, 0.000296837, 0.000250798, 0.000285356, 0.000260409, 0.000394398, 0.000438321, 0.000341776, 0.00370568, 0.000421802, 0.000619796, 0.000298623, 0.000233798, 0.000277524, 0.000298877, 0.000477707, 0.000350327, 0.000500589, 0.00225547, 0.00102316, 0.000696492, 0.000290975, 0.000616102, 0.00112585, 0.000633904, 0.0679416, 0.0875156, 0.106481, 0.0971067, 0.1342, 0.0853962, 0.111772
-18445.2,0.964959,0.339535,4,15,0,18482.5,-0.0111877,0.95895,0.228641,-0.0400444,0.293569,0.0926412,0.30628,0.175571,0.0711057,0.0957741,0.266558,0.156307,-0.0731248,0.0975167,0.0489606,-0.000944741,0.139494,0.0724171,0.11106,0.143621,-0.0202771,-0.0380846,-0.119131,-0.166943,0.0232203,-0.0194319,-0.0892971,-0.0210369,-0.0145939,0.0744972,0.0770139,0.0686473,0.0184165,-0.0290396,0.0144088,0.0402152,0.0301099,-0.052244,-0.0343891,0.0909435,0.044159,-0.00150976,0.0160435,-0.027107,-0.0566257,0.13175,-0.0428043,0.0403799,0.0318754,-0.0108028,0.00456683,0.0665171,0.00113377,0.211833,0.00147652,0.0862061,-0.0505632,-0.00865667,0.0101329,0.0662139,-0.0676418,0.0197409,-0.00432876,-0.0772737,0.00585288,0.217507,0.0917621,-0.00152676,0.00696039,-0.00128889,0.0577058,0.00553266,0.115097,0.0744637,0.11049,0.0708481,0.104638,0.083392,0.0397776,-55447.8
-18439.1,0.87318,0.339535,4,15,0,18475.7,-0.00492936,0.967476,0.18903,-0.0304278,0.294275,0.107922,0.311251,0.187782,0.0507902,0.108955,0.244598,0.147029,-0.0447061,0.084661,0.0696455,0.031161,0.166172,0.0780674,0.183829,0.166599,-0.0557409,-0.0460757,-0.143847,-0.164402,-0.0214002,-0.00539211,-0.0717279,0.000352926,-0.0349335,0.0476335,0.0631542,0.0236393,0.0133902,0.0177003,-0.015424,0.0453079,-0.0116115,-0.0199383,-0.0168957,0.0841367,0.0117865,-0.0621643,0.00912869,0.0201865,-0.0634834,-0.00851814,0.013674,0.0187444,0.0446487,-0.0721668,0.0498889,0.0262345,-0.0180741,0.233582,-0.0351192,0.0902377,-0.00958248,-0.037104,0.0948007,0.060923,-0.0689433,-0.00336431,-0.0337847,-0.12687,-0.0432571,0.113139,0.0670653,-0.0946743,0.0226762,0.00229635,0.0514039,-0.0475694,0.12764,0.0799964,0.0453692,0.0368813,0.0408198,0.0970181,0.0803597,-55446
-18449.9,0.695968,0.339535,4,15,0,18489,-0.011852,0.961326,0.220704,-0.0337905,0.317249,0.0893435,0.296983,0.168885,0.0757369,0.101853,0.260544,0.167339,-0.0671254,0.0814642,0.045772,-0.00589677,0.133992,0.0718158,0.116306,0.146692,-0.0435714,-0.0392239,-0.0983899,-0.189548,0.000794935,-0.0437897,-0.0642919,-0.00212419,-0.00325676,0.0983535,0.0929824,0.0794305,0.0113347,-0.0254614,-0.00516524,0.0438859,0.00414623,-0.0513107,-0.0236941,0.0828753,0.0455953,0.0355049,0.0149065,-0.0431759,-0.0412198,0.042926,-0.0378869,0.0363698,0.0300502,-0.0113182,-0.0033614,0.0564816,0.0137284,0.227986,-0.000993975,0.099548,-0.0263345,-0.0162285,-0.0182199,0.0871979,-0.0494646,0.0194294,-0.0571286,-0.10575,0.0050591,0.255752,0.080375,0.00570181,0.0123359,0.0166753,0.0934925,0.0197709,0.176524,0.0787995,0.0944721,0.101795,0.0853692,0.114601,0.0594235,-55447
-18448.9,0.946637,0.339535,4,15,0,18487.2,-0.0124023,0.964401,0.207817,-0.0235972,0.306276,0.0949208,0.281622,0.183167,0.0993803,0.0731216,0.272345,0.164654,-0.0779327,0.0750508,0.0704365,0.0214247,0.161308,0.0674245,0.182509,0.133408,-0.053374,-0.0431953,-0.0967764,-0.165261,0.0189909,-0.0200202,-0.0570188,-0.0141326,-0.0356337,0.0894303,0.0849618,0.0879174,0.0131613,-0.0173613,-0.0189754,0.0312543,0.0192487,-0.0398013,-0.0238289,0.0810544,0.0462883,-0.0169242,0.0158613,-0.00980722,-0.0504618,0.083636,-0.0340304,-0.00191357,0.0189039,-0.0568029,0.0361872,0.0606642,-0.0062326,0.220596,-0.0167312,0.076458,-0.0134975,-0.00755172,0.0247159,0.062653,-0.0510969,0.0126493,-0.0243037,-0.12478,-0.00283474,0.180187,0.128012,-0.0286966,0.015574,-0.0133519,-0.0300501,-0.0622811,0.16289,0.0951943,0.0880908,0.0840126,0.0440711,0.0635711,0.0477517,-55442.8
-18446,1,0.339535,4,15,0,18483.3,-0.0037961,0.964861,0.192627,-0.0389243,0.296589,0.103656,0.343962,0.175351,0.0202445,0.121643,0.254653,0.146434,-0.0420228,0.0891115,0.0426887,0.0153938,0.142436,0.0853088,0.141991,0.14483,-0.0658127,-0.0452887,-0.135911,-0.182153,-0.00537061,-0.0230494,-0.0956921,0.0364876,-0.0181947,0.0652422,0.0745606,0.0231375,0.0190232,0.00683353,-0.000313761,0.0613896,-0.0176773,-0.0364801,-0.0135838,0.0892551,0.034448,-0.0403315,0.0451516,-0.00349258,-0.0584474,0.0562087,-0.00737353,0.0308847,0.0410977,-0.0225179,0.0220667,0.0340871,-0.00128914,0.232825,-0.0177939,0.0707033,-0.0187832,-0.0332597,0.0218085,0.0899288,-0.0816643,0.0221586,-0.0504157,-0.150685,-0.0275414,0.161891,0.079938,-0.0812345,0.0318342,0.00795568,0.136368,-0.0102736,0.0997024,0.0946544,0.0507375,0.0331729,0.0762938,0.166555,0.227877,-55440.7
-18452.5,0.662488,0.339535,4,15,0,18491.4,-0.0104172,0.970532,0.217,-0.0315643,0.304816,0.0992667,0.274547,0.18303,0.0961771,0.0746262,0.249823,0.16843,-0.0739047,0.0907648,0.0779435,0.00886179,0.166769,0.0637698,0.170949,0.175885,-0.0378402,-0.0645203,-0.146638,-0.163011,0.000593264,-0.011383,-0.0527061,-0.0234465,-0.0323063,0.0831319,0.0915017,0.0599891,-0.00354605,-0.0312535,-0.0304139,0.0296518,-0.00567882,-0.0589072,-0.0334402,0.0626954,-0.0148615,-0.0323294,-0.0149539,-0.0230743,-0.0511591,-0.017487,-0.0258939,0.0348985,0.0373006,-0.0563852,0.0285188,0.0617279,-0.016721,0.205066,-0.0397088,0.105125,-0.0320039,-0.0043873,0.0593674,0.0659363,-0.0269789,0.0135862,-0.0382814,-0.0657851,-0.0187632,0.162196,0.0412841,-0.0376239,-0.00335644,-0.0204546,0.0106219,-0.0449698,0.139347,0.170803,0.0929331,0.0528891,0.0402692,0.0501126,0.0590949,-55454.4
-18454,0.922538,0.339535,4,15,0,18490.7,-0.0071429,0.95584,0.215009,-0.0262364,0.299766,0.107001,0.33189,0.201794,0.0167355,0.123561,0.243405,0.159976,-0.0594479,0.0683718,0.048741,0.013667,0.124475,0.11334,0.165011,0.153792,-0.0210859,-0.0383527,-0.138821,-0.18512,-0.00966575,-0.0633682,-0.0820748,-0.0106639,-0.0183332,0.0675978,0.065867,0.0817733,-0.00432916,0.0202847,-0.00438414,0.0540778,-0.0356589,-0.0336844,-0.0265235,0.0685958,0.00757875,-0.0684441,0.0301855,-0.0192884,-0.0537123,0.0230121,-0.0242255,0.0324532,0.0263482,-0.00816948,0.0561632,0.0189624,0.048486,0.242123,0.0139288,0.0576812,-0.0409784,-0.0229946,0.052335,0.0687373,-0.0577738,0.0428127,-0.0529806,-0.153948,0.0129198,0.188937,0.0565141,-0.0810506,0.0382749,-0.00492833,0.128656,0.0330075,0.0988162,0.0968865,0.060981,0.0552278,0.045407,0.157256,0.0745476,-55455.3
