# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-03-23 19:57:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/rw6awnhc.json
# init = 2 (Default)
# random
#   seed = 19953
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-dens.h-nondens/hreg-20250323145717_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,log_p
# Adaptation terminated
# Step size = 0.345385
# Diagonal elements of inverse mass matrix:
# 3.60972e-05, 2.29657e-05, 0.000236176, 0.000153754, 0.00022024, 0.00021408, 0.000217605, 0.000227831, 0.000209983, 0.00024113, 0.000220882, 0.000250857, 0.000210453, 0.000325192, 0.000271235, 0.000290672, 0.000381537, 0.000377239, 0.000421393, 0.000325061, 0.000509175, 0.000640161, 0.000589372, 0.000170372, 0.000225764, 0.000248061, 0.000171041, 0.00195742, 0.00029984, 0.000247104, 0.000249828, 0.000217805, 0.000193366, 0.000196669, 0.000269964, 0.000259609, 0.000270847, 0.000247157, 0.000213018, 0.00039337, 0.000227084, 0.000248091, 0.000496118, 0.000305572, 0.000460801, 0.000223683, 0.000261363, 0.000181244, 0.00022145, 0.000288673, 0.000316936, 0.000382217, 0.000437182, 0.00040516, 0.000395179, 0.00363023, 0.000514269, 0.000535671, 0.000328199, 0.000364761, 0.000303824, 0.000310577, 0.000456512, 0.000369088, 0.000512316, 0.00217157, 0.00128239, 0.000576092, 0.000408146, 0.000579877, 0.000983835, 0.000524101, 0.0906076, 0.0895216, 0.0877372, 0.106912, 0.130964, 0.0922778, 0.109151
-18613.5,0.766023,0.345385,4,15,0,18649.2,-0.0110778,0.969837,0.2467,-0.0527438,0.229204,0.111334,0.303852,0.206711,0.120325,0.0880599,0.232924,0.173566,-0.0244755,0.08509,0.0648292,0.0264054,0.138487,0.102813,0.176592,0.182818,-0.0580043,-0.0723471,-0.12212,-0.140676,0.0150286,-0.0480555,-0.0926531,-0.0397315,-0.024404,0.0732273,0.0760565,0.0395163,0.0277015,0.0112575,-0.0379602,0.0471564,0.02089,-0.0684676,0.00914714,0.0782703,0.0576796,-0.0591969,-0.0102886,-0.00786914,-0.0530985,-0.00258513,-0.0324386,0.0200928,0.030315,-0.0807455,0.0190737,0.0253436,-0.0420187,0.233258,-0.0325836,0.0738084,-0.016355,-0.0260999,0.0807499,0.106551,-0.0264871,0.0117003,-0.0314968,-0.0887884,0.00451996,0.106585,0.135856,-0.0307377,0.00639663,0.00620948,0.0249078,-0.00372379,0.165215,0.115697,0.0579781,0.0697706,0.0625495,0.128374,0.0966222,-19286.6
-18606.7,0.98034,0.345385,4,15,0,18644.8,-0.0089655,0.963934,0.19926,0.0112185,0.259858,0.105046,0.300705,0.177923,0.0824076,0.0549833,0.208494,0.140931,-0.0601711,0.0513872,0.0114685,-0.0196612,0.160928,0.0588658,0.201001,0.15613,-0.0445403,-0.0274377,-0.127875,-0.16028,0.0138592,-0.0169796,-0.0598942,-0.0348531,-0.0084489,0.0779196,0.0649094,0.059341,0.0180057,-0.00662383,0.0166463,0.0517524,-0.023975,0.0011933,-0.0491513,0.0638352,0.0431981,-0.0360988,0.0178672,0.0128611,-0.0720411,0.0207111,-0.0470599,0.0292999,0.0598901,-0.0452647,0.00661925,0.0608609,-0.0231769,0.208159,0.00932751,0.0959825,-0.00186788,-0.0240359,0.0781205,0.0373173,-0.0541852,-0.00556394,-0.04097,-0.0997143,0.00452202,0.17651,0.103599,-0.0906489,0.0462261,-0.0218204,0.0338938,0.0514178,0.0805363,0.0974441,0.0781905,0.031485,0.0443459,0.0602548,0.0709388,-19210.4
-18601.7,0.745404,0.345385,4,15,0,18656.1,-0.00764456,0.967501,0.208771,0.0090161,0.262586,0.112561,0.318544,0.179267,0.0881395,0.073551,0.231702,0.15585,-0.0522045,0.0733033,0.0183885,0.00730693,0.13057,0.0730348,0.182405,0.131248,-0.053343,-0.0350749,-0.147859,-0.139494,0.00270041,-0.025643,-0.0623967,-0.0143091,-0.0156175,0.0807512,0.0655809,0.049913,0.0204054,0.00569748,0.00210069,0.0535224,-0.0139467,-0.023492,-0.0310628,0.0695316,0.0280369,-0.0350741,0.00422799,0.00807794,-0.0559751,-0.0389904,-0.0582449,0.0224529,0.0645089,-0.0566984,0.0034734,0.073477,-0.0292852,0.194504,0.00670536,0.0998021,0.00277126,-0.0390888,0.104665,0.0545501,-0.0545294,-0.0278594,-0.0202516,-0.102253,-0.00423516,0.168048,0.11043,-0.100372,0.036084,-0.048342,0.0234854,0.0374816,0.149069,0.125345,0.100965,0.0277654,0.0509818,0.0555392,0.083732,-19211.7
-18606.7,0.935833,0.345385,4,15,0,18639.4,-0.00965329,0.965253,0.230803,-0.0366067,0.268325,0.106918,0.31328,0.217997,0.107221,0.0758782,0.254046,0.152009,-0.0338503,0.0541242,0.0396001,-0.028838,0.165917,0.0858607,0.195121,0.173184,-0.0396797,-0.0371707,-0.096862,-0.170664,0.0239084,-0.0525437,-0.0945978,0.00994074,-0.0184757,0.0691897,0.0778726,0.0458099,0.0130285,-0.0197193,-0.0539853,0.040998,0.00683357,-0.0521848,0.00907527,0.0793949,0.0391486,0.000876705,0.0229241,-0.0195179,-0.0680933,0.0974941,-0.038109,0.0387274,0.0309441,-0.0155921,0.0408364,0.0434534,-0.00552711,0.23054,-0.0376338,0.0740789,-0.013355,-0.0394391,0.0457789,0.0842926,-0.0247451,0.0428292,-0.0340946,-0.162506,-0.00834805,0.200073,0.0608616,-0.0242045,-0.000619607,0.0676686,0.0715885,-0.0288905,0.131214,0.0676719,0.0460441,0.0884179,0.070895,0.102067,0.108484,-19282.3
-18593.2,0.888496,0.345385,4,15,0,18648.5,-0.00805762,0.968858,0.210997,-0.000201681,0.251138,0.106142,0.312563,0.176282,0.100736,0.0774441,0.213584,0.165457,-0.0519762,0.0778134,0.0490524,0.015205,0.125223,0.0684232,0.157059,0.19277,-0.0389707,-0.0560713,-0.131506,-0.122472,0.00990994,-0.0105948,-0.0684608,-0.0723978,-0.0160199,0.0931456,0.0645711,0.0494664,0.0265283,0.00783895,0.00497757,0.0388254,-0.010304,-0.0408674,-0.0513532,0.0728073,0.0600452,-0.041524,-0.00549753,-0.00305196,-0.0542355,-0.0147611,-0.0339918,0.0294482,0.0518338,-0.0334059,0.00187649,0.0496054,-0.0209928,0.207385,-0.00795005,0.118713,-0.00793785,-0.0161308,0.0392233,0.0372669,-0.0456713,-0.0261749,-0.0337568,-0.0580866,-0.0273482,0.151077,0.0646904,-0.080168,0.0217631,-0.0392935,0.0112759,-0.031433,0.126644,0.0992994,0.0790193,0.0301477,0.0542665,0.122356,0.0311614,-19225.3
-18597.7,0.698748,0.345385,4,15,0,18632.1,-0.0117217,0.966381,0.222405,-0.0233099,0.259874,0.102546,0.299333,0.18518,0.117336,0.0971796,0.241098,0.133826,-0.0533038,0.0671387,0.0334586,2.60853e-05,0.141061,0.0713981,0.194345,0.159155,-0.06055,-0.0574136,-0.125028,-0.166163,-0.00165932,-0.0665479,-0.0773775,0.00892732,-0.00723643,0.0690377,0.0895388,0.066409,0.00275455,-0.00260695,-0.0240043,0.0541866,-0.00718228,-0.0251518,-0.00312511,0.097888,0.0106082,-0.0157567,0.00526102,0.0021872,-0.060133,0.05203,-0.0135312,0.0425483,0.0361122,-0.0325085,-0.00206028,0.0677883,-0.00184644,0.200056,-0.0443234,0.0688148,-0.00782137,-0.0496215,0.0618984,0.103772,-0.0486401,0.0312157,-0.0353288,-0.15656,-0.0288411,0.174528,0.0192982,-0.0538071,0.0444743,0.0182743,0.0769586,-0.0375956,0.138184,0.131644,0.0533101,0.0606414,0.0599326,0.149317,0.0983869,-19230.8
