# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-03-23 19:57:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/rw6awnhc.json
# init = 2 (Default)
# random
#   seed = 19953
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-dens.h-nondens/hreg-20250323145717_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,log_p
-18602.2,1,0.319404,4,15,0,18640.3,-0.0182122,0.966921,0.233658,-0.0319153,0.240797,0.114464,0.324058,0.200878,0.0977525,0.0419685,0.206611,0.160276,-0.0404157,0.0650836,0.0537572,-0.00501967,0.163655,0.0721637,0.200097,0.164038,-0.0621585,-0.0749969,-0.101341,-0.157113,-0.011182,0.0117894,-0.0745369,0.0115882,0.00806862,0.085363,0.0654769,0.0614449,0.0145271,-0.00255297,0.000614931,0.0576919,-0.0304588,-0.0282082,-0.0170397,0.0759721,0.0657902,0.0030211,-0.00750384,-0.00568754,-0.0655328,0.0310131,-0.067344,0.0282761,0.0434543,-0.0312167,-0.00299227,0.0575484,-0.0306389,0.227413,-0.0202739,0.11291,-0.0122741,-0.0242254,0.0442521,0.096625,-0.032243,-0.00271807,-0.0643551,-0.127121,0.0105233,0.164761,0.10488,-0.0277375,0.0377204,-0.00916087,0.0366536,-0.0331793,0.104374,0.0559075,0.070582,0.0556226,0.0732011,0.14151,0.106214,-19279.4
-18593.3,0.917326,0.319404,4,15,0,18641.3,-0.00652489,0.966676,0.207045,0.0083601,0.274808,0.103216,0.305314,0.187664,0.105598,0.121412,0.252341,0.15492,-0.0495043,0.0633411,0.0326258,-0.0124836,0.140414,0.0840827,0.153885,0.168142,-0.0546708,-0.0323361,-0.123009,-0.13398,0.0314237,-0.0495671,-0.088932,-0.0395363,-0.0293231,0.0750884,0.0643234,0.0490049,0.0224152,0.00201704,-0.0182966,0.027426,0.000911344,-0.0253412,-0.0354039,0.0611788,0.049743,0.0386348,0.0236502,0.016178,-0.0494661,0.0314844,0.00118425,0.0463294,0.0375021,-0.0312298,0.0193157,0.0404136,-0.00753836,0.204487,-0.00590728,0.0957463,-0.0122401,-0.045361,0.0725603,0.0528327,-0.0608829,0.0038106,-0.0336714,-0.0876464,-0.0353508,0.149443,0.076382,-0.0801691,0.00560683,-0.00290012,0.0449101,0.0161322,0.1341,0.18658,0.0501276,0.0365906,0.0371984,0.059849,0.0617899,-19232.5
-18596.8,0.924106,0.319404,4,15,0,18629.4,-0.0111406,0.966762,0.21833,-0.0229669,0.245517,0.110481,0.316255,0.187279,0.0865716,0.0529377,0.212769,0.156419,-0.0517241,0.0847,0.0414936,-0.00468323,0.150371,0.0806896,0.170783,0.153997,-0.0397677,-0.0672258,-0.116525,-0.175255,0.000101793,-0.0265188,-0.0943962,-0.0472546,0.0123094,0.0742483,0.0820342,0.0418841,0.0231092,0.00232479,-0.0173142,0.0690117,-0.00277448,-0.024874,0.00347809,0.0810344,0.0294754,-0.046497,0.000681447,-0.0457819,-0.0748201,0.0255787,-0.0302533,0.0146318,0.0473564,-0.00832279,-0.00445677,0.0584475,-0.00162275,0.170614,-0.00458979,0.0800561,0.0136565,-0.0179114,0.0560611,0.0859963,-0.0388472,0.0313317,-0.0294979,-0.117726,0.0222343,0.158641,0.0804953,-0.0395542,0.0346963,-0.00227665,0.0434619,-0.0188322,0.119859,0.0557688,0.0753772,0.052945,0.0635052,0.0607005,0.052278,-19234.9
-18589.3,0.991279,0.319404,4,15,0,18629.9,-0.00646681,0.969104,0.230826,-0.00125195,0.29401,0.107813,0.304398,0.210983,0.110953,0.0893103,0.251031,0.163084,-0.035853,0.0411699,0.0220344,-0.00587195,0.133221,0.0683097,0.186531,0.171561,-0.0232958,-0.045127,-0.108515,-0.12799,0.0214573,-0.0315348,-0.0747272,-0.0281939,-0.0242791,0.0856315,0.0785087,0.0676691,0.0232482,0.00398208,-0.0173683,0.022156,0.011349,-0.0285119,-0.0349664,0.0575728,0.0382085,0.0390612,0.00461828,0.0270229,-0.0396515,0.0279272,-0.011773,0.0310065,0.0356432,-0.059125,0.00983385,0.0420011,-0.0410401,0.230464,-0.0371975,0.111839,-0.00670502,-0.0299554,0.0806193,0.0529851,-0.0394046,-0.0167556,-0.0587512,-0.124917,-0.0225526,0.175378,0.0884538,-0.0671188,0.0359325,0.0140066,0.0740828,0.0046937,0.110219,0.134098,0.0489697,0.0394194,0.0458601,0.157473,0.0581291,-19258.8
-18593.1,0.938542,0.319404,4,15,0,18621.7,-0.0132945,0.961676,0.211685,-0.0277141,0.23803,0.108294,0.310286,0.180976,0.0952035,0.0727966,0.217377,0.157675,-0.0532381,0.103102,0.057372,-0.00432066,0.157115,0.0881438,0.171496,0.171387,-0.066877,-0.0579807,-0.10712,-0.158255,0.00371292,-0.0452536,-0.077443,-0.0287709,0.0160636,0.0714873,0.0768245,0.0320198,0.0129571,-0.00406179,-0.0220889,0.0638892,-0.0234193,-0.0479865,-0.00516216,0.0894378,0.0620027,-0.00390488,0.014729,-0.0437488,-0.070983,-0.016095,-0.0206529,0.0336206,0.0392762,-0.0340519,-0.00993104,0.0626988,-0.023375,0.204798,0.00155566,0.0905989,-0.000668021,-0.0335997,0.0423368,0.0797176,-0.0558387,0.0362653,-0.0405379,-0.13286,-0.00992234,0.159228,0.0701622,-0.0531858,0.0262342,0.002244,0.0263669,-0.0517373,0.13818,0.0543186,0.0761709,0.0402601,0.0652713,0.0627114,0.0711526,-19254.9
-18593.9,0.891185,0.319404,4,15,0,18636.2,-0.00595101,0.965112,0.240618,-0.00543956,0.289127,0.108863,0.29021,0.208712,0.121681,0.0772219,0.248417,0.154369,-0.0506753,0.0377829,0.0349243,-0.0167165,0.145331,0.0742854,0.180557,0.170933,-0.0332425,-0.0483315,-0.112103,-0.13435,0.0142279,-0.00168127,-0.0835874,-0.0499413,-0.0311554,0.0820949,0.0762454,0.0670449,0.0165248,0.0220552,0.00322826,0.0378808,-0.00957385,-0.0563875,-0.024557,0.0505107,0.0116728,0.00925082,-0.00138246,0.00836065,-0.0746204,0.0244841,-0.0144634,0.0305089,0.0467414,-0.0473743,0.00845385,0.0639506,-0.0485953,0.246981,-0.0357855,0.0702035,-0.00881439,-0.0188576,0.0781583,0.0623745,-0.0287845,0.00229022,-0.0412936,-0.0947073,-0.0120606,0.192173,0.0918569,-0.04465,0.027316,0.0166611,0.0457323,-0.00138388,0.112816,0.116958,0.0998081,0.0338177,0.0571855,0.0803927,0.0452361,-19271.4
-18600.2,0.824084,0.319404,4,15,0,18631.2,-0.0144308,0.969465,0.213117,-0.0289951,0.236526,0.107004,0.33239,0.185656,0.0926296,0.0836925,0.209157,0.164997,-0.0418815,0.0967705,0.0380071,0.00522151,0.150745,0.0777942,0.174136,0.145551,-0.0443081,-0.0518125,-0.131392,-0.193504,0.00900406,-0.0500909,-0.0785933,-0.011491,0.0174661,0.0727596,0.0822003,0.0381221,0.0263953,-0.0138551,-0.0359671,0.0469936,-0.00604376,-0.0238618,-0.0159966,0.0991056,0.0857062,-0.0229208,0.02352,0.000596242,-0.030663,0.00639743,-0.0439429,0.0368679,0.030722,-0.0324882,0.00284485,0.0675147,0.0265122,0.19829,0.00147149,0.128022,-0.00867706,-0.0548118,0.0310757,0.0783086,-0.0663842,0.0242555,-0.0348808,-0.152111,-0.0347261,0.114124,0.0832312,-0.0672086,0.00469023,0.00562961,0.0532773,-0.039526,0.174727,0.056157,0.0461188,0.0500427,0.0594329,0.0821785,0.0716596,-19245.4
-18601.1,0.962029,0.319404,4,15,0,18634.2,-0.0126118,0.965222,0.219715,-0.0181486,0.218102,0.108459,0.329604,0.190041,0.0924264,0.0932871,0.218084,0.161769,-0.0474429,0.0616977,0.0410068,0.00104931,0.154027,0.0761365,0.189578,0.177427,-0.0575954,-0.0550161,-0.13223,-0.18044,0.01043,-0.0357776,-0.0899589,0.0194366,-0.0462148,0.0753831,0.0684316,0.0461022,0.0241752,-0.0139445,-0.0302277,0.0394043,0.00972825,-0.0339747,-0.0105005,0.100413,0.101612,0.023299,0.00348635,-0.00243884,-0.0448048,0.00472461,-0.0446232,0.0224244,0.0502446,-0.0498831,-0.0304881,0.071231,0.00841205,0.173917,0.00110435,0.120162,-0.00428764,-0.0449982,0.054919,0.0787149,-0.06706,0.0152203,-0.0425531,-0.143644,-0.0143509,0.0784955,0.0797842,-0.0627774,0.0249866,-0.013772,0.0450831,-0.014299,0.188226,0.0680959,0.0476456,0.0431099,0.0841113,0.0687782,0.0723242,-19254
-18598.8,0.833527,0.319404,4,15,0,18640.2,-0.00909325,0.968707,0.225876,-0.0529726,0.281216,0.0916409,0.297706,0.190377,0.0893163,0.0646334,0.234066,0.177085,-0.0404728,0.040683,0.0363391,7.24837e-06,0.152089,0.0876049,0.1978,0.148767,-0.046025,-0.0551719,-0.11368,-0.170617,0.00308146,-0.0332025,-0.0627014,-0.00697382,0.0153702,0.0863007,0.0601552,0.0226146,0.0523088,-0.0272345,-0.01574,0.0565735,0.0319909,-0.0316428,-0.0355941,0.102801,0.0189043,0.0245092,-0.00200348,-0.0201188,-0.0439839,0.0465445,-0.0621601,0.0183906,0.02473,-0.0310722,-0.00160012,0.0672722,-0.0286576,0.223075,-0.0514387,0.0968695,-0.000157677,-0.0379415,0.057113,0.0839039,-0.0167092,-0.00879517,-0.0617118,-0.150911,0.00663586,0.172259,0.0899769,-0.0545151,0.0238887,0.0120033,0.0538008,-0.0192443,0.0964307,0.119858,0.0726097,0.0335623,0.0691991,0.0842969,0.0594051,-19258.1
-18603.7,0.76135,0.319404,4,15,0,18652.2,-0.00709482,0.958488,0.223454,0.0211357,0.24567,0.11797,0.325683,0.207857,0.119914,0.086912,0.231769,0.140546,-0.0591549,0.095197,0.0470345,-0.00805753,0.124508,0.0670644,0.150523,0.17394,-0.0564901,-0.0207698,-0.109493,-0.147651,0.0244502,-0.0300978,-0.0907499,-0.0525809,-0.0267824,0.0784402,0.0937086,0.058143,0.0117463,0.0322379,-0.0194845,0.0358425,-0.0293499,-0.0342188,-0.00674743,0.0408322,0.0505875,-0.0463647,0.023144,0.0027661,-0.0434706,-0.020978,0.0205647,0.0387032,0.0553867,-0.0791222,0.0236608,0.0343062,-0.0543934,0.217682,-0.00101626,0.092968,-0.014562,-0.0371817,0.0595564,0.0646674,-0.0573479,-0.0123396,-0.0172284,-0.117615,-0.045243,0.152343,0.109334,-0.029173,0.0314178,0.00109048,0.0310866,-0.0143566,0.0855691,0.0662642,0.0650392,0.0681606,0.0295954,0.080113,0.0628334,-19264.2
-18602,0.992813,0.319404,4,15,0,18639.6,-0.00800352,0.975037,0.222109,-0.0401933,0.248937,0.0982859,0.300088,0.188385,0.0710952,0.0871154,0.248447,0.176322,-0.01537,0.0660639,0.0263401,-0.0121865,0.159219,0.0741236,0.176597,0.134661,-0.0363864,-0.0371104,-0.1172,-0.147975,0.013337,-0.0327948,-0.0618931,-0.0263608,-0.00635651,0.0892565,0.0621118,0.0396144,0.0686916,-0.0169566,-0.00514889,0.0528237,-0.00257258,-0.0453725,-0.0242085,0.106325,0.0627036,0.098354,0.00487244,-0.00218145,-0.0519826,0.0959848,-0.0340764,0.0038882,0.0295,-0.0421134,-0.0265563,0.0551579,0.00308233,0.217478,0.0315759,0.101265,0.00605119,-0.0702077,0.0383696,0.0625806,-0.0376987,0.0121874,-0.056431,-0.1009,-0.00851866,0.193038,0.0598993,-0.0505076,0.0324981,0.0538516,0.0459414,-0.0265032,0.138515,0.088111,0.0701674,0.0365267,0.0890408,0.0765798,0.0479901,-19226.4
-18593.8,1,0.319404,4,15,0,18628.6,-0.00734715,0.959952,0.244552,-0.0193397,0.253739,0.106468,0.334055,0.204883,0.106183,0.0558719,0.207938,0.1491,-0.0472208,0.0664571,0.0715977,-0.010756,0.147114,0.0648824,0.204537,0.192729,-0.0265268,-0.057754,-0.0938388,-0.152972,-0.00222284,-0.0381914,-0.0914983,-0.0359069,-0.0382282,0.100986,0.0896869,0.0482827,0.0101504,-0.000941259,-0.021908,0.0426991,-0.0242922,-0.0456564,-0.0137911,0.0945896,0.0317754,0.00166871,0.0165863,0.0136839,-0.0385421,0.063954,-0.0287829,0.0241413,0.0243504,-0.0389368,-0.00521368,0.0504879,-0.0742794,0.221313,-0.0419791,0.0823163,-0.0366636,-0.0307047,0.0618458,0.0600066,-0.0239455,-0.00845087,-0.0562593,-0.122652,-0.00754875,0.167874,0.115423,-0.0599628,0.0246801,0.0158088,0.00463359,-0.0128342,0.104821,0.0781023,0.0377444,0.0758289,0.0430922,0.0926285,0.0681651,-19293.1
-18594.8,0.839859,0.319404,4,15,0,18629,-0.0112029,0.973913,0.225808,-0.00194333,0.265353,0.104891,0.287321,0.174378,0.11551,0.101118,0.227727,0.153887,-0.0418907,0.0776486,0.0182108,0.0179555,0.148549,0.085267,0.179751,0.148571,-0.04053,-0.0466861,-0.127958,-0.135803,0.034026,-0.0245354,-0.0845377,-0.030183,0.0170563,0.0684122,0.0512683,0.0561065,0.039731,-0.0030045,-0.00982925,0.0400011,-0.00353429,-0.036207,-0.0372591,0.0330063,0.0331302,-0.0625783,0.00422448,-0.0181923,-0.083731,-0.100257,-0.059254,0.0434256,0.0622397,-0.0489013,0.0239688,0.0558263,0.000166672,0.211826,0.00869922,0.099093,-0.000437641,-0.0286734,0.0685795,0.0581182,-0.0434713,0.0187085,-0.0182268,-0.139572,-0.00638228,0.168299,0.0713284,-0.028855,-0.00178807,-0.0300505,0.081118,-0.001099,0.0944032,0.0958051,0.0771553,0.0463879,0.0515455,0.0852978,0.05017,-19218.6
-18592.4,0.910146,0.319404,4,15,0,18628.4,-0.00742266,0.960414,0.215786,-0.0213623,0.26515,0.113191,0.343871,0.197264,0.0871754,0.0600171,0.232286,0.164239,-0.0414188,0.059189,0.0649445,-0.0271201,0.133086,0.074863,0.171937,0.181603,-0.0570409,-0.0757085,-0.0889919,-0.160353,-0.00587751,-0.0626993,-0.0909286,-0.0398953,-0.0305152,0.0797272,0.0790697,0.0356501,-0.00293691,-0.000533925,-0.0204973,0.0405196,0.000355482,-0.0260086,-0.0140785,0.0962194,0.0334756,-0.00710261,0.00051602,-0.0138083,-0.0315539,0.0888334,-0.010872,0.020634,0.00498537,-0.0129219,0.00993943,0.0576036,-0.00887151,0.208913,-0.0216041,0.0840142,0.00913668,-0.0174315,0.041585,0.0707089,-0.0195376,0.0383622,-0.0479136,-0.0732968,-0.0272105,0.152859,0.105472,-0.0762216,0.0423506,0.0307818,0.0548613,0.0028509,0.122319,0.0691734,0.0467571,0.0614304,0.051908,0.0832795,0.0747376,-19265.1
-18595.8,0.60358,0.319404,4,15,0,18636.3,-0.0129033,0.973431,0.227799,-0.00730684,0.265082,0.0881047,0.278828,0.182062,0.115864,0.0883943,0.237233,0.156293,-0.0478777,0.0763048,0.0202861,0.0199088,0.163621,0.0928538,0.183454,0.140647,-0.048308,-0.0382491,-0.138576,-0.152927,0.0299505,-0.0400287,-0.0748531,-0.0351382,0.0105491,0.0624026,0.0642196,0.0458804,0.0428689,-0.0103888,-0.0284796,0.0394909,0.00502138,-0.0614163,-0.0517911,0.064729,0.0601713,-0.0197954,0.0070219,-0.00117756,-0.077353,0.062654,-0.0451609,0.0423396,0.0571452,-0.0636164,0.00520969,0.0520715,-0.030018,0.226119,0.00360764,0.117903,-0.0035778,-0.0421952,0.0771284,0.065283,-0.0428968,0.00845488,-0.00399553,-0.115904,-0.00943242,0.1785,0.0693116,-0.0421246,0.000543273,-0.0286374,0.0398362,-0.00732828,0.105232,0.096978,0.0699986,0.059028,0.0584375,0.0833043,0.0424245,-19231.2
