# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-03-23 19:57:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/rw6awnhc.json
# init = 2 (Default)
# random
#   seed = 19953
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-dens.h-nondens/hreg-20250323145717_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,log_p
# Adaptation terminated
# Step size = 0.327259
# Diagonal elements of inverse mass matrix:
# 3.23233e-05, 2.2863e-05, 0.000257696, 0.000180954, 0.00021351, 0.000198397, 0.00019293, 0.000205961, 0.000230982, 0.000200458, 0.0002223, 0.000296295, 0.000229242, 0.000352999, 0.000259873, 0.000300757, 0.000407362, 0.000335928, 0.000428892, 0.000310714, 0.000448682, 0.000609472, 0.000590439, 0.000160226, 0.000203724, 0.000276447, 0.000261625, 0.00196035, 0.00030475, 0.000270748, 0.000180743, 0.00023442, 0.000213087, 0.000162282, 0.000228229, 0.000238817, 0.000287321, 0.00028142, 0.000243416, 0.000382559, 0.000233012, 0.000223028, 0.000512717, 0.000337758, 0.000397002, 0.000241694, 0.000230959, 0.000199535, 0.000301159, 0.00025606, 0.000284645, 0.000378398, 0.000311175, 0.000404499, 0.000406583, 0.00327332, 0.000452861, 0.000520667, 0.000369825, 0.000280406, 0.000259816, 0.00025327, 0.000430417, 0.000357965, 0.00052081, 0.00205918, 0.00116005, 0.000461055, 0.000330196, 0.000649471, 0.00107984, 0.000569036, 0.0779876, 0.0853394, 0.0838622, 0.0882734, 0.134379, 0.0961916, 0.104952
-18591.5,0.861114,0.327259,4,15,0,18634.6,-0.00893194,0.965441,0.212077,-0.019488,0.273012,0.101631,0.314694,0.201789,0.101656,0.0645028,0.246501,0.165844,-0.0533482,0.0427663,0.0494424,-0.0226142,0.144674,0.0858757,0.187985,0.144602,-0.0544016,-0.0762491,-0.101296,-0.134806,-0.0100012,-0.0412174,-0.114563,0.0146795,0.00100885,0.0614601,0.0795012,0.0340326,0.0207636,-0.0213373,-0.024963,0.0323862,0.0157646,-0.0355248,-0.0282203,0.0906995,0.0178535,0.0212718,0.0141002,0.0032008,-0.0514697,-0.013314,-0.0268924,0.0527179,0.0420026,-0.0481815,0.00710856,0.075238,-0.015915,0.214479,-0.0272392,0.0992927,0.00638476,-0.0341846,0.0887378,0.0545808,-0.0447849,-0.0147152,-0.0451504,-0.148301,-0.037503,0.168604,0.0600462,-0.0647658,0.0350681,-0.00488,0.076258,-0.00279304,0.0984697,0.0997603,0.0461072,0.0456355,0.0423149,0.102016,0.120729,-19246.2
-18595.6,0.668237,0.327259,4,15,0,18634.3,-0.0110138,0.96531,0.229126,0.0198159,0.291761,0.102319,0.315581,0.19345,0.109283,0.0954006,0.225019,0.149042,-0.042504,0.100901,0.0433272,-0.00880865,0.132787,0.102819,0.174526,0.173535,-0.0540431,-0.0684756,-0.111201,-0.164281,0.00586311,-0.0387128,-0.0616611,-0.0593093,0.00883144,0.0954028,0.0812953,0.0246249,0.0192646,0.0218395,-0.0256364,0.0525667,-0.0488441,-0.0426345,-0.0221467,0.0876145,0.0385755,0.0269236,0.0272246,0.00277105,-0.0722685,-0.0286746,-0.0500012,0.0142476,0.0534243,-0.0569986,-0.00367406,0.041371,-0.0142912,0.212809,0.0203664,0.10912,0.00828015,-0.0245893,0.0316733,0.0844529,-0.0395274,-0.0153156,-0.0618874,-0.086324,0.000169595,0.188272,0.0811072,-0.0578636,0.0351554,-0.0108589,0.0757671,-0.044167,0.0855648,0.0693578,0.0614792,0.0482291,0.0568843,0.101225,0.0521009,-19272.5
-18601.9,0.813773,0.327259,4,15,0,18633.3,-0.00687315,0.96896,0.20377,-0.0383291,0.243538,0.107236,0.312167,0.175706,0.0887999,0.0731103,0.223764,0.165786,-0.0330135,0.0359723,0.0284048,-0.00497499,0.14743,0.0492566,0.182111,0.149739,-0.0466529,-0.0472987,-0.115792,-0.142389,0.0321143,-0.0532971,-0.09995,0.00525971,-0.0330045,0.0572322,0.0823783,0.0583296,0.0121276,-0.0305953,-0.0133253,0.0235064,0.0292769,-0.0296911,-0.0210065,0.0947717,0.0420074,-0.0392846,-0.00804093,-0.00691915,-0.0496527,0.134234,-0.00936092,0.0577606,0.049895,-0.0431376,0.0221599,0.0653177,-0.0420138,0.222922,-0.0591609,0.0769684,-0.019657,-0.0424686,0.0969397,0.0525813,-0.0391263,0.00488574,-0.022491,-0.13777,-0.026707,0.109564,0.0911098,-0.0379375,0.0410208,-0.00189478,0.00062319,0.0185329,0.147582,0.0901233,0.0503868,0.0488488,0.0899767,0.0695652,0.0810829,-19218.4
-18595.2,0.894902,0.327259,4,15,0,18643.2,-0.00831084,0.970278,0.207994,-0.0323674,0.249298,0.107073,0.319123,0.187822,0.0800131,0.0643297,0.222675,0.156336,-0.0299695,0.0444786,0.029097,0.00158131,0.148169,0.0501963,0.18751,0.150117,-0.0492109,-0.0509941,-0.107667,-0.147331,0.029411,-0.0510122,-0.096766,0.00231559,-0.0238061,0.048854,0.0794542,0.0621266,0.0124559,-0.0241438,-0.0127339,0.0114468,0.0183341,-0.0304923,-0.0160894,0.0760224,0.0326615,-0.044708,-0.0154642,-0.00322134,-0.0569802,0.126005,-0.0174731,0.0566776,0.0451799,-0.0653164,0.021832,0.0614054,-0.044267,0.224223,-0.0511272,0.0824333,-0.0126005,-0.0399337,0.0919283,0.0597344,-0.0364475,0.0106917,-0.0198419,-0.130203,-0.0238904,0.107235,0.1039,-0.0419417,0.0456707,-0.0109121,0.00346417,0.00934601,0.152568,0.0858496,0.0552894,0.0497476,0.0751053,0.0725903,0.0814327,-19214.2
-18598.2,0.569518,0.327259,4,15,0,18639.2,-0.00952438,0.963294,0.237311,0.00619002,0.267122,0.11204,0.295099,0.192438,0.107436,0.0880701,0.245993,0.158916,-0.0546949,0.0920518,0.0528318,-0.00302248,0.136642,0.11205,0.159054,0.168451,-0.0337953,-0.053214,-0.144606,-0.14904,0.0122717,-0.0457365,-0.0602709,-0.026669,0.011945,0.0960358,0.0634612,0.0254946,0.0259712,0.0132025,-0.0105844,0.0781661,-0.0170717,-0.0404062,-0.0455413,0.0800906,0.0464287,-0.0133865,0.000691767,-0.00923305,-0.0620345,-0.0405676,-0.0445655,0.0111415,0.021681,-0.0460307,0.0129198,0.0480448,0.0107056,0.191423,0.0149157,0.110696,0.00689541,-0.0112128,0.0837032,0.0665619,-0.0408655,-0.0133521,-0.0458639,-0.106143,-0.0101136,0.200347,0.0520308,-0.0733764,0.0127906,-0.0103595,0.0727056,-0.0163746,0.0879012,0.0759162,0.106109,0.050245,0.0382267,0.0926137,0.0689075,-19262.1
-18605.1,0.826997,0.327259,4,15,0,18642.5,-0.00789182,0.970656,0.193641,-0.0342135,0.254817,0.0908464,0.33399,0.19388,0.0969228,0.0596064,0.235944,0.169109,-0.0343585,0.057506,0.0374079,-0.0153058,0.152895,0.0608327,0.213372,0.143133,-0.0705493,-0.0334645,-0.0988087,-0.142199,0.0268389,-0.0374359,-0.0926707,-0.0441127,-0.0361315,0.066059,0.0683687,0.0443006,0.00865266,-0.0427793,-0.0281465,0.0278449,-0.0058659,-0.0326756,-0.0103082,0.0604379,0.0371501,-0.0405739,0.0158113,-0.0114742,-0.0423852,0.0727909,-0.0188219,0.0432855,0.0811083,0.000853444,0.0100684,0.0808627,-0.0379858,0.216169,-0.0136696,0.0977163,0.0153183,-0.0610928,0.0294427,0.0669168,-0.0571503,0.0448891,-0.0375239,-0.108874,-0.00164516,0.114786,0.152417,-0.0592839,0.0170332,0.00588395,0.0379259,-0.0123001,0.167675,0.121721,0.0362857,0.0507878,0.0695721,0.0572538,0.0452471,-19230
