# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2025-05-11 20:25:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/sdkhxz1i.json
# init = 2 (Default)
# random
#   seed = 38944
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/base/base-20250511152536_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.533137
# Diagonal elements of inverse mass matrix:
# 2.11848e-05, 1.50971e-05
-51598,0.856854,0.533137,1,3,0,51600.5,-0.00119156,1.00089,-48413.3
-51598,0.795703,0.533137,1,3,0,51599.4,-0.00119156,1.00089,-48413.3
-51599.4,0.859791,0.533137,2,3,0,51599.5,-0.0032242,1.00536,-48416.3
-51600,0.95376,0.533137,2,3,0,51600.4,-0.00220522,1.00646,-48417
-51597.8,0.959192,0.533137,1,3,0,51600.4,-0.000422089,1.00201,-48413.9
-51597.8,0.611438,0.533137,1,3,0,51600.2,-0.000422089,1.00201,-48413.9
-51598.2,0.90854,0.533137,1,3,0,51598.3,-0.000380796,1.00399,-48415.1
-51597.8,0.9972,0.533137,1,3,0,51598.2,-0.000642055,1.00256,-48414.2
-51598.7,0.882179,0.533137,2,3,0,51598.9,-0.000690896,1.00488,-48415.7
-51598,1,0.533137,2,3,0,51598.6,-0.00168418,1.00098,-48413.4
-51598.9,0.886575,0.533137,2,3,0,51599.3,-0.00381335,1.00009,-48413.2
-51601.4,0.648741,0.533137,2,3,0,51602.8,-0.00790333,1.00422,-48416.4
-51600.6,1,0.533137,1,1,0,51601.5,-0.00719434,1.00346,-48415.7
-51601.6,0.92121,0.533137,2,3,0,51602.3,-0.00644272,1.00623,-48417.5
-51600,1,0.533137,3,7,0,51601.7,-0.000689302,1.00663,-48417.1
-51598.4,0.969405,0.533137,2,3,0,51600.7,0.0029503,1.00294,-48414.5
-51598,0.909581,0.533137,1,3,0,51599.5,-0.00174599,1.00247,-48414.2
-51597.9,0.80997,0.533137,2,3,0,51599.6,-0.0011287,1.00236,-48414.1
-51598.9,0.797517,0.533137,2,3,0,51599.3,0.000918493,1.00512,-48415.9
-51598.5,0.991739,0.533137,3,7,0,51599.3,0.00312913,1.00311,-48414.6
-51598.9,0.845952,0.533137,2,7,0,51600,0.00195676,0.999132,-48412.6
-51598.9,0.989401,0.533137,2,3,0,51599.4,-0.00326735,1.00437,-48415.5
-51598.7,0.909111,0.533137,2,3,0,51600.4,-0.000772387,0.999097,-48412.6
-51598.2,1,0.533137,1,1,0,51598.6,-0.000737163,1.00006,-48412.9
-51597.9,1,0.533137,2,3,0,51598.2,-0.00111146,1.00097,-48413.4
-51597.9,1,0.533137,1,1,0,51598,-0.000742052,1.00112,-48413.4
-51598.2,0.892196,0.533137,2,3,0,51598.8,0.0017738,1.00345,-48414.7
-51598.4,0.992359,0.533137,2,7,0,51598.6,-0.00310235,1.00083,-48413.5
-51598.3,0.999895,0.533137,2,3,0,51598.6,-0.00147449,1.00004,-48413
-51599.1,0.926408,0.533137,2,3,0,51599.2,-0.000292558,1.00555,-48416.2
-51600.9,0.679562,0.533137,1,1,0,51600.9,9.8358e-05,1.00748,-48417.8
-51598.3,0.977896,0.533137,2,3,0,51600.7,-0.0017509,1.00395,-48415.1
-51598.8,0.748752,0.533137,1,3,0,51601.1,0.00224066,0.999333,-48412.7
-51599,0.90376,0.533137,2,3,0,51600.1,-0.00106429,1.0054,-48416.1
-51599.6,0.875804,0.533137,1,1,0,51599.8,-0.00124115,1.00617,-48416.7
-51598.3,0.936059,0.533137,2,3,0,51601.1,0.00304783,1.00223,-48414.1
-51597.9,0.871523,0.533137,2,3,0,51599.6,0.000406641,1.00128,-48413.5
-51598.8,0.869896,0.533137,2,3,0,51599.1,-0.0018715,0.999099,-48412.6
-51598.1,0.92499,0.533137,2,3,0,51600.1,0.00222365,1.00232,-48414.1
-51597.9,0.963997,0.533137,1,3,0,51598.5,-0.000298808,1.00105,-48413.4
-51598.2,0.885841,0.533137,1,3,0,51598.7,-0.000729874,1.00394,-48415
-51597.8,0.993483,0.533137,1,3,0,51598.2,-0.000482489,1.00203,-48413.9
-51597.9,0.965241,0.533137,2,3,0,51598.1,-0.00163645,1.00196,-48413.9
-51599.1,0.861497,0.533137,2,3,0,51599.3,-0.00284729,1.00504,-48416
-51598,1,0.533137,2,3,0,51599.2,-4.1367e-05,1.00347,-48414.7
-51598.2,0.971388,0.533137,2,7,0,51598.5,-0.00291608,1.00256,-48414.3
-51597.9,0.994462,0.533137,3,7,0,51598.3,0.00074494,1.00108,-48413.4
-51597.9,0.668742,0.533137,1,3,0,51600.1,0.00074494,1.00108,-48413.4
-51598,0.94494,0.533137,1,3,0,51598.4,-0.00113397,1.00305,-48414.5
-51597.9,0.958207,0.533137,1,3,0,51598.4,0.00147217,1.0021,-48413.9
