# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2025-05-11 20:25:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/sdkhxz1i.json
# init = 2 (Default)
# random
#   seed = 38944
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/base/base-20250511152536_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.588976
# Diagonal elements of inverse mass matrix:
# 2.10161e-05, 1.4154e-05
-51598.1,0.922266,0.588976,1,3,0,51598.6,-0.00198399,1.00106,-48413.5
-51598.1,0.991425,0.588976,2,3,0,51598.3,0.00204345,1.00162,-48413.7
-51598.3,0.961259,0.588976,2,3,0,51598.5,0.00154492,1.00003,-48412.9
-51598.1,1,0.588976,2,3,0,51598.4,0.00233948,1.00137,-48413.6
-51598,0.998626,0.588976,2,3,0,51598.2,-0.00167714,1.0026,-48414.2
-51598.1,0.990001,0.588976,2,3,0,51598.1,0.00200586,1.00137,-48413.6
-51598.2,0.745309,0.588976,2,3,0,51600.2,-0.00264323,1.00273,-48414.4
-51600.4,0.731855,0.588976,2,3,0,51601.1,-0.00461799,0.998048,-48412.7
-51599.1,1,0.588976,2,3,0,51600.4,-0.00223203,0.998745,-48412.5
-51599.1,0.808577,0.588976,1,1,0,51599.9,-0.00223203,0.998745,-48412.5
-51599.1,0.992343,0.588976,2,3,0,51599.5,0.00222852,1.00522,-48416
-51601.6,0.845577,0.588976,2,3,0,51601.7,0.00115101,1.00803,-48418.3
-51598.4,1,0.588976,2,3,0,51600.9,-0.00107198,0.999746,-48412.8
-51599.6,0.909188,0.588976,2,3,0,51599.6,-0.000393782,0.997809,-48412.2
-51599.2,1,0.588976,1,1,0,51599.8,0.00030793,0.99826,-48412.3
-51598.8,1,0.588976,1,1,0,51599.3,1.96719e-05,0.998876,-48412.5
-51598.8,0.522816,0.588976,1,3,0,51601.9,1.96719e-05,0.998876,-48412.5
-51598.4,1,0.588976,2,3,0,51598.9,-0.00264379,1.00363,-48415
-51598.3,0.862205,0.588976,2,7,0,51599.6,0.000158919,0.999705,-48412.8
-51598.4,0.997907,0.588976,2,3,0,51598.6,0.000707121,1.00429,-48415.3
-51601.8,0.526421,0.588976,1,3,0,51602,-0.000534921,1.00831,-48418.6
-51598.9,0.99606,0.588976,2,3,0,51601.6,-0.00299904,1.00468,-48415.7
-51598.7,0.974096,0.588976,2,3,0,51599.3,0.00373791,1.00102,-48413.5
-51598.1,0.833432,0.588976,2,7,0,51600.1,-0.00237169,1.00248,-48414.2
-51597.9,0.90713,0.588976,2,3,0,51598.8,0.00119988,1.00147,-48413.6
-51598,0.980993,0.588976,2,7,0,51598.1,-0.00148746,1.00106,-48413.4
-51598,0.563865,0.588976,1,3,0,51601.2,-0.00148746,1.00106,-48413.4
-51598.1,0.969517,0.588976,2,3,0,51598.4,-0.00271358,1.00215,-48414.1
-51598.6,0.637485,0.588976,2,3,0,51601.4,0.00384648,1.0018,-48413.9
-51598.1,0.987062,0.588976,2,3,0,51598.9,0.000841913,1.00349,-48414.7
-51598.8,0.941153,0.588976,2,3,0,51598.8,-0.000262164,0.998866,-48412.5
-51598.8,0.836189,0.588976,1,1,0,51599.5,-0.000262164,0.998866,-48412.5
-51598.3,0.891827,0.588976,2,3,0,51599.9,-0.00230093,1.00047,-48413.2
-51598.5,0.831009,0.588976,1,3,0,51599.7,0.000559427,1.00453,-48415.4
