# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 17:32:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/rg59hbp6.json
# init = 2 (Default)
# random
#   seed = 76415
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/h-nonsems/hreg-20250511123259_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.464475
# Diagonal elements of inverse mass matrix:
# 2.88162e-05, 2.14217e-05, 0.000151003, 0.000167505, 0.000192457, 0.000190807, 0.000464745, 0.000322924, 0.000181329, 0.00023724, 0.000240637, 0.000191819, 0.000258575, 0.000203893, 0.000418641, 0.000229562, 0.000307552, 0.000378812, 0.000324604, 0.000295296, 0.00296022, 0.000845898, 0.0877096, 0.0825004
-18899.5,0.826992,0.464475,3,7,0,18917.2,-0.00726808,0.97039,0.116736,-0.0311657,0.251619,0.0975704,0.300344,0.195804,0.024576,0.093306,0.227561,0.147186,-0.0223823,0.0730954,0.0426062,0.0187347,0.147947,0.148421,0.14673,0.190925,0.23541,0.117837,0.127641,0.0776786,-19345.8
-18903.7,0.876845,0.464475,3,7,0,18912.1,-0.00765604,0.967736,0.0943011,-0.0349123,0.263735,0.0904515,0.299387,0.202599,0.0368534,0.0624083,0.225836,0.148115,-0.0491691,0.0892507,0.0621711,0.0345224,0.141871,0.135665,0.153427,0.184422,0.1927,0.0559014,0.223809,0.0617482,-19348.9
-18905.1,0.921169,0.464475,3,7,0,18919.4,-0.0114476,0.965611,0.0909884,-0.0393131,0.259245,0.0902726,0.290238,0.205288,0.0520921,0.0364277,0.240823,0.16052,-0.0446663,0.0687619,0.0676502,0.00838004,0.129882,0.118267,0.133294,0.154936,0.155512,0.103168,0.10531,0.0512988,-19325.2
-18906.2,0.858249,0.464475,3,7,0,18920.9,-0.0100347,0.98008,0.127169,-0.0431895,0.24894,0.120186,0.319303,0.218281,-0.00151647,0.0940641,0.217184,0.134081,-0.0117046,0.0890536,0.0542053,0.0242884,0.131723,0.142154,0.122741,0.176205,0.0583748,0.0686579,0.279799,0.0921998,-19344.5
-18904.8,0.977764,0.464475,3,7,0,18916.1,-0.00265994,0.96519,0.112458,-0.0500562,0.272943,0.0854512,0.304568,0.190457,0.0551787,0.0563311,0.239603,0.149689,-0.0374501,0.0798629,0.0610582,-0.0027055,0.149172,0.117806,0.147092,0.169162,0.187447,0.125903,0.0745926,0.0825099,-19342
-18905.3,0.965914,0.464475,3,7,0,18913.9,-0.00410289,0.96531,0.105419,-0.0556085,0.271073,0.0866981,0.317852,0.202426,0.0575127,0.0486495,0.238053,0.155614,-0.0360605,0.0897002,0.0668148,-5.41667e-05,0.15324,0.123459,0.14282,0.167441,0.184292,0.128844,0.0739781,0.0992428,-19358.5
-18905.5,1,0.464475,3,7,0,18918.6,-0.0112894,0.980048,0.123549,-0.00854262,0.241573,0.119921,0.301367,0.211958,0.0124351,0.101302,0.221819,0.135945,-0.0146406,0.082793,0.059517,0.0279166,0.129882,0.144014,0.137816,0.169774,0.112331,0.0772873,0.231578,0.058855,-19328.9
-18902.4,1,0.464475,3,7,0,18915.1,-0.00134193,0.976109,0.104579,-0.0531021,0.241491,0.086412,0.319241,0.188109,0.0468751,0.0541252,0.231115,0.158306,-0.0358023,0.0987942,0.0817493,-0.0137436,0.154462,0.115423,0.132627,0.161978,0.0978048,0.0657135,0.107541,0.133078,-19324
-18900.4,0.977273,0.464475,3,7,0,18911.7,-0.0131044,0.971871,0.0977781,-0.038032,0.277636,0.0862141,0.320395,0.207299,0.018051,0.0963696,0.240026,0.156204,-0.00885722,0.109618,0.0436643,0.0139436,0.139073,0.141227,0.130415,0.140586,0.181635,0.074663,0.127356,0.0752397,-19346.4
-18903.5,0.816467,0.464475,3,7,0,18913.4,-0.0054988,0.974432,0.08462,-0.0423236,0.23796,0.112049,0.308283,0.205649,0.0251098,0.0653701,0.21496,0.142856,-0.00452502,0.0932015,0.0606894,0.0197078,0.137422,0.148926,0.0807828,0.173967,0.123605,0.114002,0.0885681,0.0814228,-19325.9
-18900.5,0.9892,0.464475,3,7,0,18911.3,-0.0129597,0.974972,0.092717,-0.0348981,0.239509,0.114225,0.309414,0.199922,0.0289822,0.066191,0.212721,0.147503,-0.00545603,0.0968985,0.0619143,0.0211809,0.138495,0.142333,0.0895474,0.169863,0.110863,0.0913273,0.0905086,0.0744666,-19323.8
-18898.8,0.95932,0.464475,3,7,0,18911.4,-0.00212275,0.969152,0.127768,-0.0303226,0.266855,0.0841689,0.318429,0.205379,0.0234517,0.0865843,0.222116,0.144513,-0.0465122,0.0936762,0.0650794,-0.00469868,0.133841,0.118347,0.167329,0.175673,0.161225,0.0918454,0.151174,0.0781724,-19348
-18898.5,0.708083,0.464475,3,7,0,18913.2,-0.00896294,0.975512,0.104538,-0.0295364,0.234355,0.12383,0.320432,0.198956,0.015207,0.0488474,0.230422,0.144065,-0.0186412,0.093483,0.0478635,0.0103487,0.141004,0.142363,0.102795,0.164183,0.1538,0.0705978,0.105079,0.088808,-19328.6
-18904.8,0.750894,0.464475,3,7,0,18918.4,-0.0133398,0.971831,0.108659,-0.0315583,0.214918,0.0902208,0.313568,0.194378,0.0776239,0.0776373,0.213434,0.130965,-0.00092725,0.117155,0.0616399,-0.00149868,0.140811,0.154065,0.114769,0.170571,0.12611,0.118479,0.0814752,0.0738833,-19323.8
-18900.1,0.993482,0.464475,3,7,0,18913.7,0.00382686,0.974969,0.106234,-0.0328916,0.246894,0.113922,0.314699,0.205005,0.0283203,0.07896,0.22728,0.125539,-0.0488064,0.121844,0.0514882,0.0176404,0.144773,0.132928,0.120474,0.1515,0.133626,0.110273,0.139774,0.0801912,-19330.7
-18905.1,0.888766,0.464475,3,7,0,18911.5,0.00161051,0.978075,0.10999,-0.0344979,0.220396,0.110208,0.326952,0.223193,0.0290462,0.107135,0.258687,0.133438,-0.0456955,0.106899,0.0489875,0.0233165,0.155689,0.14724,0.111893,0.156394,0.13703,0.115269,0.13532,0.067057,-19358.3
-18901.1,1,0.464475,3,7,0,18914.4,-0.0105595,0.973669,0.11921,-0.00391057,0.231256,0.102218,0.288196,0.236691,0.010422,0.0724774,0.235429,0.153847,-0.0245537,0.0930375,0.0703599,0.0140906,0.128968,0.142577,0.146612,0.146933,0.161637,0.0980397,0.0957538,0.0669032,-19335.1
-18900.8,0.82205,0.464475,3,7,0,18915.4,-0.0115705,0.974933,0.130203,-0.00273231,0.253664,0.0993339,0.301154,0.224992,0.0208226,0.0774002,0.252601,0.154195,-0.015991,0.0803495,0.0691285,0.0046774,0.128296,0.131733,0.151469,0.153308,0.156698,0.0921347,0.0886173,0.0721366,-19341.3
-18902.9,0.78401,0.464475,3,7,0,18912.4,0.00135755,0.974924,0.125529,-0.0295557,0.273554,0.104704,0.309976,0.230235,0.0176472,0.0828805,0.213902,0.126816,-0.0379736,0.102746,0.0719819,0.0314884,0.131934,0.126732,0.123056,0.147751,0.199312,0.0606172,0.151424,0.0792195,-19342.2
-18902.6,0.789244,0.464475,3,7,0,18921.4,-0.0139186,0.967388,0.115982,-0.0362843,0.278223,0.093868,0.332173,0.179493,0.0344018,0.0676021,0.236914,0.119359,-0.0206033,0.073073,0.056004,0.00324303,0.138751,0.100827,0.121529,0.173075,0.105661,0.106673,0.108122,0.0552289,-19334
-18899.7,0.984232,0.464475,3,7,0,18911.3,-0.00907381,0.969189,0.108117,-0.0247111,0.247756,0.0986081,0.32012,0.196226,0.0166423,0.0832544,0.235594,0.140759,-0.0161382,0.088982,0.080382,0.0335916,0.123446,0.133872,0.153851,0.14633,0.119349,0.0685039,0.154339,0.0695264,-19339.7
-18901.7,0.894552,0.464475,3,7,0,18910.6,-0.00644867,0.980402,0.12243,-0.0409021,0.227297,0.0902153,0.308579,0.195214,0.00286808,0.0910979,0.240632,0.159353,-0.0335916,0.110723,0.0672962,0.00537902,0.144287,0.115789,0.11001,0.155363,0.138577,0.0748828,0.0728844,0.0640883,-19318.8
-18902.3,0.323958,0.464475,3,7,0,18919.1,-0.00423434,0.975036,0.116986,-0.0146431,0.233313,0.113738,0.303462,0.189775,0.0214561,0.102953,0.234904,0.142009,-0.0359761,0.118999,0.0818459,0.00624618,0.165369,0.141694,0.130908,0.155342,0.24789,0.112444,0.167143,0.0596439,-19334.5
-18900.5,0.989365,0.464475,3,7,0,18911.1,-0.0117397,0.97303,0.129077,-0.0475898,0.232097,0.0938532,0.334119,0.196902,0.0321505,0.080491,0.248727,0.1159,-0.0314667,0.111202,0.0854507,0.00286837,0.136322,0.13949,0.127691,0.163758,0.182395,0.0977733,0.130988,0.0881143,-19347.6
-18902.1,0.862914,0.464475,3,7,0,18912.3,-0.00969282,0.972191,0.126615,-0.0281498,0.256414,0.109441,0.349411,0.211473,0.0575036,0.0714285,0.250553,0.139357,-0.0274076,0.103015,0.0724775,0.0124149,0.12172,0.124761,0.15273,0.142243,0.146694,0.121021,0.119742,0.0982181,-19361.5
-18904.6,0.969879,0.464475,3,7,0,18913.3,-0.00673798,0.975615,0.142259,-0.0190972,0.255036,0.120283,0.348119,0.214244,0.0332755,0.0779732,0.240615,0.147063,-0.0254203,0.112069,0.0632144,-0.0136445,0.129673,0.131032,0.16487,0.171813,0.183802,0.124792,0.119092,0.05903,-19370.5
-18899.4,0.98704,0.464475,3,7,0,18911.3,-0.00868189,0.970595,0.106016,-0.0415642,0.265301,0.0791741,0.317986,0.188958,-0.000693208,0.0747232,0.223612,0.137193,-0.0392335,0.0679611,0.0698988,-0.000812564,0.154477,0.13302,0.124023,0.143662,0.136242,0.0412777,0.133054,0.0934048,-19321.7
-18901.2,0.851036,0.464475,3,7,0,18910.5,-0.00520881,0.974589,0.116993,-0.0351099,0.238264,0.0820587,0.325568,0.182729,0.0435885,0.0990794,0.21594,0.155216,-0.0354491,0.105074,0.0704155,0.0227571,0.151515,0.149316,0.140973,0.198025,0.123663,0.129325,0.107435,0.123656,-19354.3
-18902,0.841164,0.464475,3,7,0,18913.9,-0.0069643,0.973416,0.116665,-0.0199655,0.252501,0.0820895,0.301206,0.210299,0.0426317,0.0791194,0.19438,0.155802,-0.0370708,0.0836167,0.0832352,0.0101441,0.153903,0.106691,0.100163,0.16847,0.189568,0.0876793,0.135678,0.0489955,-19320.9
-18900.5,0.981918,0.464475,3,7,0,18911,-0.006995,0.973405,0.101876,-0.0481266,0.24367,0.116807,0.320385,0.194342,0.018816,0.0640928,0.260158,0.131678,-0.0255827,0.10111,0.0422433,-0.00370804,0.133745,0.144088,0.156061,0.168047,0.203008,0.117467,0.153594,0.108283,-19340.6
-18901.7,0.98321,0.464475,3,7,0,18909.4,-0.00530781,0.971292,0.125569,-0.0372815,0.259784,0.0934478,0.320902,0.17954,0.0237679,0.0667835,0.186938,0.164648,-0.0187317,0.0775735,0.0713884,0.0137247,0.130965,0.132979,0.137056,0.175424,0.160112,0.150122,0.176328,0.0946179,-19330
-18904.9,0.843596,0.464475,3,7,0,18916.4,-0.00759809,0.973887,0.132427,-0.0412924,0.22885,0.0964725,0.326959,0.207025,0.0311573,0.101428,0.235656,0.148176,-0.0346676,0.0847849,0.0413287,-0.0113442,0.148941,0.149891,0.116076,0.19453,0.0710689,0.137877,0.206921,0.114343,-19358
-18903.2,0.952871,0.464475,3,7,0,18915.7,-0.00843952,0.973789,0.109286,-0.0480098,0.271607,0.0905162,0.312396,0.18755,0.0481101,0.0552333,0.223998,0.137293,-0.0420549,0.113243,0.0920536,-0.00570113,0.158773,0.123752,0.112018,0.158071,0.176468,0.124852,0.0853982,0.0997072,-19328
-18903.7,0.971815,0.464475,3,7,0,18915.4,-0.00339277,0.971619,0.11077,-0.0257206,0.223819,0.109148,0.325019,0.211728,0.00737387,0.0833317,0.226775,0.138346,-0.00908076,0.0843945,0.0391497,0.0230789,0.135138,0.141861,0.174163,0.171007,0.082397,0.0883952,0.196592,0.0526979,-19349.5
-18903,1,0.464475,3,7,0,18910.3,-0.0112698,0.973507,0.113502,-0.0364989,0.284837,0.0943677,0.287321,0.178229,0.0329771,0.0734541,0.213286,0.142813,-0.0491524,0.118273,0.0798284,0.00738273,0.153976,0.111509,0.0947836,0.175115,0.141763,0.109673,0.105424,0.0955956,-19316.8
-18907.8,0.842023,0.464475,3,7,0,18918.5,-0.00515807,0.979247,0.116632,-0.032487,0.250856,0.0779699,0.303783,0.203103,0.0138724,0.0611919,0.227869,0.135151,-0.0562683,0.101288,0.0165753,0.0112108,0.174384,0.140693,0.143378,0.189598,0.141333,0.106032,0.124949,0.0815534,-19336.8
-18908.6,0.98597,0.464475,3,7,0,18916.5,-0.0133939,0.966221,0.104289,-0.0268065,0.255262,0.107642,0.314281,0.18548,0.0422438,0.0891818,0.219709,0.159964,-0.0127629,0.0732939,0.12145,0.0149638,0.13604,0.118503,0.120288,0.149074,0.133972,0.0905501,0.108458,0.0649012,-19338.5
-18909.3,0.950314,0.464475,3,7,0,18920.3,-0.00126871,0.980607,0.117893,-0.0410854,0.245016,0.0889594,0.314886,0.214062,0.0108102,0.0672044,0.232491,0.129208,-0.0387634,0.120507,0.00393513,0.0116289,0.146481,0.137214,0.133266,0.1776,0.161358,0.135762,0.11365,0.0922185,-19335
-18903.2,1,0.464475,3,7,0,18918.3,-0.00556617,0.975504,0.118982,-0.0297594,0.28111,0.0888415,0.325395,0.197254,0.0319204,0.0802419,0.221241,0.120995,-0.0306559,0.110393,0.019919,0.0234177,0.147008,0.122381,0.154951,0.174073,0.131461,0.0813327,0.134851,0.0758587,-19340.8
-18907.8,0.899525,0.464475,3,7,0,18920.3,-0.0045854,0.969834,0.105302,-0.0232878,0.232585,0.0731562,0.308872,0.206258,0.0454514,0.0574762,0.260348,0.144438,-0.0757536,0.0831215,0.0678182,0.0207611,0.112119,0.110336,0.127251,0.156877,0.152653,0.095031,0.153368,0.0631152,-19325.9
-18906.8,0.846096,0.464475,3,7,0,18928.6,-0.0133985,0.978584,0.113015,-0.0500193,0.264151,0.123731,0.325965,0.186687,-0.00242494,0.0993804,0.223096,0.144697,0.00660629,0.0984839,0.0420313,0.000594371,0.168938,0.136757,0.143279,0.196376,0.134196,0.0992751,0.0945172,0.0666191,-19355.6
-18905.5,0.954946,0.464475,3,7,0,18918.3,-0.00150829,0.968054,0.116782,-0.0211661,0.249203,0.0780659,0.309218,0.217803,0.0540321,0.0610194,0.239262,0.137066,-0.0546672,0.089714,0.0790026,0.0159899,0.112856,0.124581,0.115451,0.142186,0.127783,0.046617,0.190022,0.0723981,-19329.4
-18906.9,0.916365,0.464475,3,7,0,18918.1,-0.0196784,0.977558,0.120533,-0.0673148,0.291283,0.106339,0.311692,0.186764,0.00226766,0.0819824,0.21731,0.14825,-0.011867,0.0904755,0.0646784,0.014646,0.145404,0.11553,0.135971,0.18365,0.183717,0.147571,0.167683,0.0697268,-19341.6
-18901.5,0.932582,0.464475,3,7,0,18918.8,-0.0140068,0.974162,0.118421,-0.064109,0.268068,0.100967,0.301307,0.180051,0.00384486,0.0746829,0.213347,0.148365,-0.0226694,0.0851843,0.0468295,0.0135868,0.153962,0.114286,0.138878,0.182041,0.198837,0.130968,0.148392,0.0750085,-19327.7
-18904,0.948086,0.464475,3,7,0,18912.7,0.000143361,0.97266,0.108146,-0.0105181,0.28229,0.0890212,0.294161,0.182776,0.0284042,0.0614516,0.251616,0.126965,-0.0255456,0.0747979,0.0764165,0.0244737,0.152519,0.13932,0.117387,0.16971,0.0810135,0.0862252,0.106595,0.114435,-19327.3
-18907.7,0.915644,0.464475,3,7,0,18920.5,-0.00305942,0.972088,0.110106,-0.020315,0.283083,0.0871363,0.305037,0.175883,0.0400142,0.0380529,0.252911,0.123047,-0.0344523,0.0827066,0.0392336,0.0184395,0.179038,0.127759,0.162445,0.143954,0.151435,0.0435921,0.108382,0.0825638,-19326.7
-18905,1,0.464475,3,7,0,18914.3,-0.011741,0.973515,0.115274,-0.0408432,0.213236,0.112122,0.323492,0.220534,0.0174796,0.111747,0.214077,0.165902,-0.0277536,0.110415,0.0841101,0.00399462,0.109014,0.129663,0.105204,0.183437,0.148906,0.132482,0.118491,0.0722014,-19350.2
-18900,0.84273,0.464475,3,7,0,18918,-0.00149975,0.974629,0.110446,-0.0330329,0.265377,0.100683,0.295164,0.204162,0.0570553,0.0828666,0.245772,0.124634,-0.0132704,0.108799,0.087476,0.0151987,0.132585,0.114971,0.131856,0.166837,0.165219,0.0843597,0.123746,0.0750564,-19328
-18904.7,0.88899,0.464475,3,7,0,18911.1,-0.0152016,0.971659,0.107043,-0.0183244,0.209115,0.105093,0.311476,0.208184,-0.00612094,0.0806637,0.19345,0.145058,-0.0343649,0.115671,0.0364413,0.0112536,0.170897,0.132828,0.11042,0.178075,0.119742,0.106247,0.0947348,0.0542263,-19333.9
-18904,0.951265,0.464475,3,7,0,18916.5,-0.0138586,0.980045,0.10553,-0.0327382,0.239517,0.0944777,0.309321,0.186031,0.0607728,0.0703759,0.209414,0.136806,-0.0197156,0.128788,0.0574947,0.0317093,0.147052,0.115572,0.155794,0.19856,0.137765,0.0854611,0.0930453,0.0762981,-19326.4
-18899.3,0.938029,0.464475,3,7,0,18911.7,-0.010835,0.977831,0.112033,-0.0308681,0.224383,0.0942752,0.297448,0.162491,0.0317685,0.0671555,0.215276,0.127046,-0.0278178,0.097899,0.0687433,0.0139914,0.139764,0.130892,0.146958,0.177389,0.129405,0.102002,0.0797162,0.0631258,-19294.7
-18906.1,0.675085,0.464475,3,7,0,18913.9,-0.00342345,0.966954,0.125324,-0.0278947,0.241256,0.11597,0.310879,0.222675,-0.00653881,0.0556985,0.245924,0.138499,-0.0264853,0.0958022,0.0635795,0.0327601,0.149078,0.125472,0.104345,0.130302,0.116204,0.0836234,0.244399,0.0509002,-19351.8
-18903.5,0.972024,0.464475,3,7,0,18920.1,-0.0116669,0.976987,0.0984904,-0.0388108,0.268738,0.0867233,0.319041,0.178255,0.0530861,0.0851654,0.22047,0.15142,-0.0278711,0.091617,0.05406,-0.00961955,0.127517,0.134323,0.162981,0.194638,0.172517,0.102621,0.191507,0.114622,-19326.3
-18896.4,0.89631,0.464475,3,7,0,18917.1,-0.00527434,0.969758,0.124428,-0.025992,0.233056,0.101495,0.312227,0.209812,0.0134836,0.0755424,0.242015,0.138036,-0.0377341,0.0932373,0.0530437,0.0189189,0.152625,0.127939,0.114801,0.151576,0.185387,0.0595165,0.125862,0.0702319,-19341.1
-18901.6,0.726059,0.464475,3,7,0,18908.7,-0.0174672,0.974177,0.112246,-0.00926286,0.263332,0.106012,0.305864,0.198562,0.0215205,0.0596162,0.247924,0.127967,-0.0172552,0.0951896,0.0526831,0.0211786,0.158558,0.130044,0.0987862,0.157375,0.190136,0.0908844,0.100672,0.0665987,-19330.6
-18901.6,0.918595,0.464475,3,7,0,18912.3,-0.00708212,0.978373,0.125539,-0.0155288,0.269633,0.0875926,0.299186,0.189191,0.0323881,0.0409138,0.220907,0.128371,-0.036547,0.102142,0.06968,0.0183279,0.143512,0.119269,0.129554,0.159021,0.156987,0.13315,0.152264,0.100822,-19307.4
-18898.2,0.837784,0.464475,3,7,0,18914,-0.0052316,0.974626,0.11974,-0.0197396,0.275942,0.095568,0.305905,0.194998,0.0223969,0.0406334,0.212629,0.131335,-0.0310177,0.110772,0.0636281,0.00827048,0.132292,0.127379,0.140839,0.181662,0.150387,0.120864,0.150537,0.0952087,-19324.2
-18901.5,0.918785,0.464475,3,7,0,18907.8,-0.0133825,0.972132,0.104529,-0.0474278,0.246846,0.110681,0.322792,0.189725,0.0174226,0.105678,0.21715,0.158285,-0.0251228,0.0836051,0.0314589,0.00391458,0.145619,0.124695,0.131812,0.193256,0.079341,0.100019,0.137138,0.120558,-19344.3
-18906,0.719624,0.464475,3,7,0,18917.5,-0.00269881,0.977078,0.104,-0.067011,0.2383,0.10486,0.309308,0.191751,0.0476563,0.0673082,0.197881,0.150222,-0.0290419,0.113237,0.0347202,-0.0125636,0.148942,0.102798,0.148908,0.181623,0.12178,0.120146,0.150186,0.102646,-19315.1
-18901,0.843995,0.464475,3,7,0,18919.9,-0.00751981,0.968667,0.116525,-0.00855657,0.258767,0.0905058,0.317098,0.193318,0.00250768,0.0878669,0.208745,0.144347,-0.0346158,0.105181,0.0813143,0.0267956,0.143136,0.151969,0.1288,0.197795,0.119455,0.0773951,0.12027,0.0976295,-19359.6
-18903.2,0.90449,0.464475,3,7,0,18910.4,-0.0101687,0.973208,0.121707,-0.00225813,0.270663,0.101427,0.303569,0.192557,0.0142393,0.0875696,0.220624,0.129642,-0.0334174,0.111785,0.0795305,0.0162231,0.136085,0.14644,0.136324,0.201334,0.240519,0.107727,0.141132,0.0905463,-19346.1
-18897.8,0.960359,0.464475,3,7,0,18910.8,-0.00620706,0.972911,0.104231,-0.0432633,0.260976,0.103168,0.319904,0.174104,0.0321154,0.0509329,0.237849,0.142345,-0.0172203,0.0831288,0.0582159,0.00890087,0.164025,0.122889,0.135121,0.15461,0.156832,0.127907,0.177698,0.0781953,-19326.5
-18901.9,0.884114,0.464475,3,7,0,18908.3,-0.00633714,0.972559,0.132685,-0.0393772,0.239512,0.0892741,0.320333,0.200747,0.0266601,0.053553,0.244444,0.120657,-0.00255816,0.118536,0.0605945,0.00902968,0.132734,0.106528,0.151797,0.172557,0.150158,0.103758,0.184154,0.0620839,-19336.8
-18906.1,0.808603,0.464475,3,7,0,18916.4,-0.00838279,0.971735,0.089571,-0.0223124,0.272454,0.111914,0.308548,0.212297,0.0285101,0.0990081,0.198833,0.174733,-0.0564293,0.0663346,0.0658203,-0.00310613,0.141001,0.155105,0.115481,0.173662,0.102401,0.104131,0.0949404,0.114322,-19344.6
-18895.5,1,0.464475,3,7,0,18910.8,-0.00460616,0.970008,0.110438,-0.0332974,0.247999,0.109171,0.323436,0.193951,0.0245292,0.0683497,0.239252,0.154508,-0.00591701,0.0815818,0.0719074,0.0106367,0.152939,0.126013,0.127748,0.172311,0.166382,0.0930912,0.151658,0.0759529,-19350.4
-18903.5,0.52602,0.464475,3,7,0,18915.3,-0.010653,0.975964,0.11634,-0.0246494,0.263935,0.0977835,0.327843,0.199174,0.0302271,0.0848113,0.216352,0.135123,-0.0470686,0.104892,0.0621782,0.0200656,0.123071,0.132319,0.133609,0.155662,-0.0730884,0.104175,0.307734,0.0852121,-19330.5
-18902.7,0.946926,0.464475,3,7,0,18911.2,-0.00954138,0.968076,0.0944037,-0.0289818,0.243005,0.106892,0.311945,0.210124,0.000471345,0.0551555,0.235104,0.142678,-0.01872,0.0719755,0.0699819,0.00246453,0.135355,0.130007,0.153801,0.174413,-0.0370209,0.0953006,0.255449,0.0579768,-19340.2
-18906.8,0.816189,0.464475,3,7,0,18917.4,-0.00564615,0.978844,0.126962,-0.0447864,0.255495,0.0848193,0.321385,0.19782,0.0437464,0.0873536,0.197954,0.152677,-0.0379735,0.126032,0.0586359,0.0115228,0.141983,0.132216,0.116435,0.184447,-0.025,0.125027,0.319146,0.10927,-19337.6
-18899.3,0.864556,0.464475,3,7,0,18917.2,-0.00958822,0.968467,0.097461,-0.0348219,0.2437,0.114972,0.313279,0.200658,0.00361954,0.0659753,0.255707,0.135251,-0.00946243,0.0682922,0.063156,0.00921245,0.144235,0.125321,0.139713,0.150501,0.17948,0.105318,0.0997424,0.0558159,-19335.4
-18899.3,0.559054,0.464475,3,7,0,18915.9,-0.00958822,0.968467,0.097461,-0.0348219,0.2437,0.114972,0.313279,0.200658,0.00361954,0.0659753,0.255707,0.135251,-0.00946243,0.0682922,0.063156,0.00921245,0.144235,0.125321,0.139713,0.150501,0.17948,0.105318,0.0997424,0.0558159,-19335.4
-18901.7,0.801398,0.464475,3,7,0,18909.7,-0.00566472,0.97682,0.130508,-0.034678,0.277466,0.0841389,0.308038,0.210215,0.0522536,0.0839006,0.22056,0.159307,-0.0439905,0.103113,0.0575552,0.0161387,0.155291,0.14582,0.138656,0.174732,0.125253,0.0850395,0.1836,0.106808,-19354.8
-18903.2,0.883879,0.464475,3,7,0,18915.2,0.00131284,0.971715,0.12463,-0.0116136,0.257774,0.105392,0.31369,0.191679,0.0543357,0.0972041,0.223551,0.127445,-0.0430728,0.0853819,0.0363119,0.0221794,0.142179,0.135764,0.140805,0.174472,0.154345,0.110751,0.198758,0.0863039,-19337.2
