# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 17:32:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/rg59hbp6.json
# init = 2 (Default)
# random
#   seed = 76415
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/h-nonsems/hreg-20250511123259_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.445513
# Diagonal elements of inverse mass matrix:
# 3.40245e-05, 2.25694e-05, 0.000130852, 0.000164117, 0.000178468, 0.000202363, 0.000496208, 0.000351737, 0.000169712, 0.000217169, 0.000232145, 0.000166136, 0.000255629, 0.000220355, 0.000368187, 0.000186978, 0.000289656, 0.000350968, 0.000323029, 0.000267773, 0.00285273, 0.000914161, 0.093096, 0.0837199
-18902.6,1,0.445513,3,7,0,18913.1,-0.0073423,0.972242,0.136173,-0.0292508,0.233864,0.104689,0.311989,0.240689,0.0109593,0.0718971,0.240325,0.143485,-0.0220263,0.102221,0.0849197,0.0207007,0.130776,0.136757,0.123116,0.188258,0.201423,0.103165,0.107786,0.0812663,-19373.6
-18902.7,1,0.445513,3,7,0,18912.5,-0.0109534,0.973459,0.0840614,-0.0419443,0.252997,0.102754,0.307007,0.166848,0.0358569,0.0840295,0.209647,0.14332,-0.0247712,0.0943506,0.0350304,0.00397815,0.142091,0.113376,0.110207,0.15037,0.0839081,0.0898143,0.150285,0.0638701,-19291.3
-18904,0.907321,0.445513,3,7,0,18918.7,-0.00384896,0.971986,0.128452,-0.0267377,0.247598,0.0964891,0.323227,0.231313,0.0106953,0.0525298,0.233098,0.156931,-0.0267159,0.103797,0.0909551,0.0119512,0.137835,0.161322,0.164819,0.192711,0.133332,0.112847,0.142322,0.0859707,-19387.8
-18905.4,0.929963,0.445513,3,7,0,18917,-0.00881605,0.976574,0.0995311,-0.0282493,0.248712,0.0788024,0.314549,0.187408,0.051318,0.0892309,0.213748,0.126521,-0.0379585,0.110076,0.0282074,0.0246567,0.12492,0.137572,0.0948476,0.151013,0.133529,0.0858766,0.101148,0.053905,-19301.8
-18903.8,0.736107,0.445513,3,7,0,18921.7,-0.00735805,0.976913,0.113142,-0.0471074,0.254987,0.0842185,0.28209,0.206488,0.0378445,0.0753601,0.201495,0.147629,-0.0331313,0.100009,0.0527121,0.047394,0.150257,0.139065,0.134251,0.148259,0.202671,0.115333,0.12278,0.0622971,-19317.6
-18905,0.793878,0.445513,3,7,0,18918.4,-0.0111034,0.976888,0.120494,-0.0299198,0.230218,0.0930217,0.29277,0.197109,0.0516395,0.118699,0.249779,0.138732,-0.029222,0.0763675,0.0556674,0.0233157,0.151527,0.150632,0.135972,0.188864,0.200202,0.085995,0.130565,0.054414,-19339.4
-18908.3,0.908716,0.445513,3,7,0,18921.8,-0.0114162,0.972989,0.125277,-0.0178292,0.205232,0.10412,0.323547,0.193888,0.00407759,0.0808104,0.212751,0.153612,-0.0362811,0.162625,0.0583941,0.00312555,0.158094,0.121447,0.148535,0.143843,0.108482,0.140793,0.0955688,0.131498,-19335.4
-18909.8,0.787195,0.445513,3,7,0,18923.8,-0.0161358,0.963454,0.120976,-0.014155,0.18679,0.11266,0.328995,0.194242,0.000729753,0.0867807,0.221846,0.143594,-0.0317354,0.112847,0.0710855,0.00439376,0.145374,0.118137,0.118571,0.159486,0.0669094,0.137392,0.112497,0.0980157,-19343.3
-18905.9,0.985633,0.445513,3,7,0,18922.7,0.00298475,0.981848,0.123065,-0.0346514,0.301142,0.0926531,0.291473,0.189641,0.0167356,0.0833322,0.220341,0.137361,-0.024802,0.0903928,0.0738936,0.0202672,0.142258,0.139574,0.154145,0.181613,0.207845,0.0717659,0.140519,0.0692951,-19327.8
-18907.4,0.785108,0.445513,3,7,0,18927.2,-0.0163907,0.964607,0.101671,-0.0315105,0.239382,0.114514,0.332045,0.183113,0.0107726,0.0768962,0.211585,0.140133,-0.0371228,0.048602,0.0671433,0.0133261,0.139209,0.131362,0.105318,0.192,0.0793635,0.128944,0.166412,0.0859724,-19345.5
-18906.9,1,0.445513,3,7,0,18918.3,0.000600868,0.974028,0.124446,-0.0286978,0.263665,0.0874896,0.291597,0.222945,0.0476701,0.0749433,0.241745,0.146146,-0.013274,0.137547,0.0579052,0.0100638,0.146524,0.123257,0.155017,0.129528,0.0681133,0.0839575,0.1619,0.0929915,-19336
-18904.4,0.998173,0.445513,3,7,0,18916.3,-0.014691,0.972195,0.103241,-0.0324574,0.244408,0.1083,0.33653,0.172149,0.00462742,0.0645023,0.218614,0.143596,-0.0402785,0.0469344,0.0684099,0.00617611,0.142989,0.141609,0.117518,0.198814,0.120507,0.130601,0.145286,0.0748443,-19338.3
-18902.8,1,0.445513,3,7,0,18914.3,-0.00183837,0.976365,0.114491,-0.0367477,0.286268,0.120616,0.30953,0.191643,0.00629439,0.0833103,0.235364,0.123242,-0.0111882,0.106183,0.0322301,0.00394334,0.14232,0.118802,0.130618,0.152799,0.0964183,0.0548939,0.136853,0.0686922,-19322.1
-18903.7,0.98134,0.445513,3,7,0,18912.5,-0.0175416,0.969427,0.125312,-0.0277911,0.226159,0.109086,0.321161,0.214922,0.028115,0.0609829,0.213977,0.139391,-0.0499817,0.0784409,0.0535622,-0.00319448,0.122886,0.150644,0.163328,0.175709,0.219702,0.102178,0.12776,0.0864153,-19345.8
-18905.4,0.97498,0.445513,3,7,0,18916.6,0.00491797,0.975978,0.108178,-0.019505,0.253985,0.110801,0.31255,0.186535,0.0347972,0.102923,0.220133,0.137892,-0.0261703,0.135751,0.0499618,0.00866774,0.147878,0.107195,0.110892,0.18657,0.095222,0.0460789,0.124799,0.0984566,-19329
-18903.6,0.99172,0.445513,3,7,0,18916.5,-0.0172281,0.969785,0.101768,-0.0242242,0.248814,0.0784177,0.30832,0.185713,0.00446531,0.0825297,0.242756,0.153995,-0.0353388,0.0718135,0.0860928,0.0065265,0.149415,0.147763,0.119943,0.148378,0.179022,0.14134,0.10572,0.0647878,-19329.2
-18902.4,0.969747,0.445513,3,7,0,18914.3,0.00222343,0.97741,0.114906,-0.0410418,0.251306,0.113934,0.332108,0.207593,0.0474788,0.0707002,0.214337,0.143318,-0.0264421,0.119768,0.0437022,0.000372486,0.144906,0.116485,0.138002,0.188041,0.0912352,0.0440545,0.15776,0.108524,-19346.6
