# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 17:32:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/rg59hbp6.json
# init = 2 (Default)
# random
#   seed = 76415
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/h-nonsems/hreg-20250511123259_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.517253
# Diagonal elements of inverse mass matrix:
# 3.13268e-05, 2.01083e-05, 0.000149509, 0.000189023, 0.000168329, 0.000205919, 0.000394643, 0.000400804, 0.000184578, 0.000214023, 0.000217842, 0.00017486, 0.000247723, 0.000228366, 0.000361943, 0.000200573, 0.000368257, 0.000389278, 0.000359923, 0.000305091, 0.00264826, 0.00075604, 0.0871376, 0.0897936
-18902.3,0.992489,0.517253,3,7,0,18913.6,-0.00219215,0.969123,0.11612,-0.0296274,0.253134,0.113506,0.286043,0.210697,0.0130526,0.0601383,0.227865,0.143453,-0.0354964,0.0733517,0.0608263,0.0115129,0.136105,0.098077,0.142062,0.164518,0.122253,0.0393695,0.110441,0.0579825,-19321.6
-18900.6,0.984407,0.517253,3,7,0,18911.6,-0.00731506,0.977007,0.119151,-0.0143507,0.219483,0.0956946,0.311372,0.216454,0.0194575,0.0929036,0.223608,0.1395,-0.0296923,0.0771908,0.0702966,-0.00439369,0.149993,0.127556,0.108287,0.146479,0.151411,0.0707055,0.087151,0.108043,-19315.8
-18905.9,0.783555,0.517253,3,7,0,18914.5,-0.0039659,0.973301,0.0996764,-0.0149235,0.221341,0.0906793,0.297092,0.224685,0.0146676,0.0988044,0.246187,0.152673,-0.0176626,0.0912277,0.0521625,-0.00202353,0.158814,0.157897,0.149019,0.14177,0.178129,0.0996281,0.114083,0.128143,-19337.1
-18905.8,1,0.517253,3,7,0,18916.4,-0.0104949,0.972846,0.130648,-0.0495164,0.287745,0.119048,0.344576,0.174736,0.0350502,0.0633501,0.22581,0.132542,-0.0427807,0.096162,0.0659668,0.0093324,0.135556,0.107353,0.10121,0.185086,0.147121,0.0973977,0.152661,0.0523483,-19351.2
-18905.8,0.928384,0.517253,3,7,0,18918.8,-0.0110144,0.977233,0.102292,-0.0518782,0.24528,0.113381,0.293291,0.214642,0.0304713,0.0681445,0.212161,0.127794,-0.0160595,0.0683911,0.0433932,0.000864098,0.164659,0.142714,0.17281,0.178613,0.190242,0.0733792,0.0999999,0.0920035,-19328.6
-18902.7,0.998426,0.517253,3,7,0,18914.9,-0.00320577,0.968687,0.12361,-0.0218518,0.262911,0.0868877,0.328611,0.172903,0.0300276,0.0720023,0.238104,0.16539,-0.039659,0.115007,0.077848,0.0185815,0.128448,0.116481,0.100823,0.160235,0.104568,0.100547,0.159537,0.0799759,-19342.9
-18901.8,0.84869,0.517253,3,7,0,18918.6,-0.00982722,0.976259,0.100827,-0.0454179,0.237177,0.111987,0.31473,0.225486,0.0136578,0.053225,0.224168,0.131081,-0.0173034,0.0771506,0.0463427,0.0103075,0.154219,0.142978,0.149308,0.177823,0.173087,0.0871051,0.0822365,0.09132,-19343.5
-18903.5,0.710856,0.517253,3,7,0,18919.2,0.000464071,0.970894,0.137038,-0.0458554,0.282944,0.09403,0.320357,0.201774,0.0328,0.0706034,0.247585,0.160194,-0.0293746,0.0984104,0.0523591,-0.00408297,0.144191,0.152504,0.134355,0.149835,0.113754,0.125562,0.223128,0.0695544,-19361.8
-18909.3,0.539993,0.517253,3,7,0,18924.9,-0.014997,0.973764,0.0724743,-0.0431758,0.238912,0.107515,0.311918,0.198541,0.0298865,0.0794665,0.204379,0.144766,-0.0124913,0.0814287,0.0729584,0.0195553,0.138269,0.0972291,0.125921,0.191944,0.174482,0.0284637,0.0928347,0.107657,-19320.3
-18904.7,0.956032,0.517253,3,7,0,18922.4,-0.00860571,0.978119,0.099169,-0.0179208,0.264505,0.085514,0.325765,0.207404,0.0178902,0.0914138,0.221898,0.155284,-0.0116321,0.101564,0.0624097,0.0127887,0.177742,0.128398,0.129415,0.173053,0.116234,0.0240328,0.0994609,0.0831256,-19350
-18911.1,0.854433,0.517253,3,7,0,18918.9,-0.00170369,0.966201,0.117599,-0.0531185,0.232132,0.113567,0.314527,0.187985,0.0185357,0.0570806,0.259876,0.145878,-0.0454391,0.086426,0.0574704,0.00681013,0.105502,0.144302,0.132983,0.150313,0.172174,-0.00364327,0.145186,0.248942,-19337.6
-18907.8,0.974287,0.517253,3,7,0,18920.1,-0.0132997,0.978452,0.102993,-0.0191387,0.276957,0.0760574,0.325263,0.219338,0.0321778,0.0929589,0.211877,0.148785,-0.0227001,0.0951207,0.071954,-0.00201198,0.173898,0.119827,0.136229,0.178755,0.129636,-0.014491,0.116678,0.113752,-19349.4
-18903.9,0.888446,0.517253,3,7,0,18917.3,-0.00721118,0.968445,0.12085,-0.0269732,0.266499,0.110697,0.317408,0.207818,-0.0141268,0.061573,0.235306,0.146716,-0.0398172,0.0765578,0.0611628,0.0107642,0.117753,0.123437,0.164426,0.166714,0.0987682,0.0259577,0.202733,0.128905,-19348.2
-18903.4,0.829272,0.517253,3,7,0,18917.2,-0.0016801,0.976686,0.100739,-0.043925,0.275164,0.101746,0.325295,0.20134,0.0852308,0.0581393,0.230392,0.138413,-0.0197538,0.0687028,0.0535025,-0.00094335,0.135163,0.131319,0.120236,0.171063,0.0828035,0.111371,0.135617,0.0580477,-19329.8
-18901.1,1,0.517253,3,7,0,18911.5,-0.0036911,0.966789,0.100317,-0.0390487,0.252708,0.102591,0.330057,0.202848,0.0201309,0.0734934,0.257004,0.147575,-0.00661359,0.0909103,0.0727465,0.0131685,0.132589,0.119723,0.151365,0.14495,0.21984,0.0751977,0.110019,0.0519921,-19353.1
-18907.1,0.804865,0.517253,3,7,0,18915.2,-0.00974425,0.977046,0.104336,-0.0457368,0.280271,0.0841747,0.288872,0.21129,0.00882257,0.0962504,0.274803,0.17546,-0.0352653,0.105196,0.0584321,0.010654,0.128772,0.112586,0.135244,0.147389,0.0468292,0.101235,0.160774,0.0764318,-19336.8
-18906.5,0.808421,0.517253,3,7,0,18923.6,-0.00431246,0.970031,0.120811,-0.0138586,0.20101,0.118227,0.337832,0.190716,0.0434465,0.0491764,0.196875,0.120997,-0.0309585,0.0998082,0.061126,0.00569495,0.152734,0.142607,0.124826,0.175821,0.203218,0.056782,0.145252,0.0895934,-19334.2
-18899.9,0.922983,0.517253,3,7,0,18916,-0.00853452,0.973897,0.123971,-0.032365,0.276359,0.0937917,0.306469,0.182133,0.0140046,0.0744669,0.236699,0.160114,-0.0301757,0.0938098,0.0591967,-0.00787762,0.150749,0.136065,0.156649,0.175356,0.160376,0.124444,0.235557,0.0681116,-19339.3
-18902.5,0.795582,0.517253,3,7,0,18914.3,-0.00560951,0.970694,0.0985541,-0.035219,0.220449,0.0963448,0.316563,0.230146,0.00689166,0.0711846,0.224878,0.13165,-0.0258507,0.100597,0.0799646,0.0298796,0.126779,0.137128,0.111882,0.156863,0.118727,0.085548,0.0786629,0.0866048,-19341.3
-18906.7,0.525397,0.517253,3,7,0,18917.3,-0.00433768,0.975627,0.112123,-0.0447645,0.254652,0.1107,0.306525,0.190405,0.0546287,0.0734163,0.246086,0.145777,-0.0298693,0.118646,0.0311758,0.00272175,0.137602,0.11061,0.169501,0.157361,0.205841,0.11655,0.327437,0.0606708,-19325.8
-18903,1,0.517253,3,7,0,18914,-0.00622452,0.970531,0.11073,-0.019673,0.228876,0.0955514,0.323745,0.222263,0.0164813,0.0724034,0.212126,0.135807,-0.0399008,0.0982678,0.08153,0.0202389,0.144488,0.132548,0.094355,0.18623,0.160931,0.0676346,0.245715,0.100105,-19351.9
