# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 20:40:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/y1j6zgal.json
# init = 2 (Default)
# random
#   seed = 9786
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/den_Word2Vec.nonsems/multireg-20250511154011_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.534609
# Diagonal elements of inverse mass matrix:
# 2.46462e-05, 2.24044e-05, 2.57762e-05, 2.49681e-05, 1.73546e-05
-34460.6,0.880137,0.534609,2,3,0,34461.5,-0.0061909,0.0470703,0.161652,0.124101,0.980812,0.00228181,0.165325,0.12832,-33087.5
-34459.8,0.956341,0.534609,2,3,0,34461.8,-0.00936549,0.0489008,0.160369,0.123176,0.979332,0.0044614,0.164005,0.127363,-33086.3
-34460.2,0.924902,0.534609,2,7,0,34461.8,-0.0158046,0.0511365,0.160187,0.12511,0.977462,0.00633156,0.163543,0.129363,-33084.5
-34459.7,0.911753,0.534609,3,7,0,34463.1,-0.00994664,0.0477468,0.156332,0.132632,0.983622,0.00187164,0.158211,0.137141,-33089.3
-34459,1,0.534609,3,7,0,34460.1,-0.0146858,0.0489968,0.161679,0.126678,0.97961,0.00368566,0.165013,0.130985,-33085.4
-34464,0.645456,0.534609,2,3,0,34464.7,-0.0148701,0.0507658,0.170247,0.126965,0.979593,0.00435882,0.17461,0.131281,-33083.7
-34461.4,0.998613,0.534609,3,7,0,34464.2,-0.0125202,0.0511291,0.166923,0.128901,0.978669,0.00473344,0.170616,0.133283,-33082.9
-34467.1,0.630416,0.534609,2,3,0,34469.5,-0.0161797,0.0577935,0.169944,0.126178,0.980923,0.0116018,0.174375,0.130468,-33083.1
-34460.6,0.996384,0.534609,2,7,0,34468.3,-0.00984921,0.0478267,0.166206,0.129915,0.980764,0.00130334,0.169675,0.134332,-33085.1
-34462.1,0.819209,0.534609,3,7,0,34465.5,-0.00298485,0.0520766,0.160662,0.131084,0.980532,0.00600082,0.163286,0.135541,-33085.3
-34458.8,1,0.534609,2,3,0,34462.2,-0.0101546,0.0479416,0.158673,0.130642,0.982975,0.00218694,0.161107,0.135083,-33088.1
-34460.1,0.814069,0.534609,2,3,0,34461.4,-0.00678123,0.0462192,0.158833,0.132668,0.979767,2.83537e-05,0.161019,0.137178,-33086.9
-34463.6,0.757109,0.534609,2,3,0,34464.8,-0.00721783,0.0408833,0.162495,0.132751,0.98459,-0.00578389,0.165126,0.137264,-33091.6
-34460.1,1,0.534609,2,3,0,34464.5,-0.01209,0.0419114,0.156525,0.12616,0.980784,-0.00268604,0.159287,0.130449,-33090.8
-34460.9,0.943819,0.534609,3,7,0,34462.3,-0.00868253,0.0525398,0.163838,0.132831,0.981269,0.00572364,0.166625,0.137346,-33084.1
-34458.9,1,0.534609,2,3,0,34461.2,-0.0127961,0.0516109,0.157961,0.132026,0.980074,0.00567082,0.160123,0.136515,-33085.2
-34461.4,0.758412,0.534609,2,3,0,34462.7,-0.0104699,0.0552985,0.154056,0.131501,0.978227,0.00994991,0.155802,0.135972,-33084.8
-34460.7,0.953644,0.534609,3,7,0,34463.5,-0.0122945,0.0475056,0.160476,0.132897,0.975997,0.00107163,0.162836,0.137415,-33084
-34460.6,0.703313,0.534609,3,7,0,34467.5,-0.0114532,0.0407354,0.1585,0.126815,0.981001,-0.00423854,0.161421,0.131126,-33090.7
-34463,0.871377,0.534609,3,7,0,34464.4,-0.0141631,0.0382405,0.162216,0.130652,0.980954,-0.0079725,0.165091,0.135093,-33090.8
-34459.8,1,0.534609,2,3,0,34463.8,-0.00710235,0.0448703,0.158146,0.126256,0.981085,6.40623e-05,0.161096,0.130548,-33089.1
-34460,0.878341,0.534609,3,7,0,34462.8,-0.0161369,0.0535996,0.15886,0.131688,0.980673,0.00762428,0.161179,0.136164,-33085
-34460.8,0.87831,0.534609,2,3,0,34462.2,-0.0162848,0.0521562,0.161735,0.130637,0.98437,0.00604116,0.164552,0.135078,-33087.2
-34461.2,0.969502,0.534609,3,7,0,34463.3,-0.011045,0.0463421,0.162171,0.135112,0.977452,-0.000751797,0.164448,0.139706,-33084.6
-34460.7,0.997706,0.534609,3,7,0,34462.4,-0.0136153,0.0494952,0.163797,0.131846,0.97704,0.00287635,0.16671,0.136328,-33083
