# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2024-09-28 20:50:02 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/duhfmhvt.json
# init = 2 (Default)
# random
#   seed = 96436
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/SBERT/reg-20240928155002_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.572822
# Diagonal elements of inverse mass matrix:
# 2.3381e-05, 2.46779e-05, 1.5924e-05
-36019.9,0.94149,0.572822,2,3,0,36020.4,0.00150319,0.080087,1.00397,-101743
-36019.8,0.960017,0.572822,2,3,0,36020.9,0.00386313,0.0774704,1.004,-101743
-36021.8,0.803448,0.572822,2,3,0,36022.8,0.00336914,0.0804228,0.999463,-101745
-36023,0.752174,0.572822,3,7,0,36026.9,-0.00491049,0.0739039,1.01127,-101746
-36023.3,0.969651,0.572822,2,7,0,36025.3,-0.00216889,0.0783593,1.01135,-101747
-36020.4,0.904895,0.572822,2,3,0,36025.8,-0.007298,0.0735083,1.00657,-101744
-36020.3,0.974203,0.572822,3,7,0,36022.1,-0.000565343,0.0812464,1.0053,-101744
-36019.6,1,0.572822,3,7,0,36021.1,0.0026533,0.0750423,1.00091,-101743
-36020.3,0.799442,0.572822,2,3,0,36022.5,0.00318426,0.0787005,1.0061,-101744
-36020.3,0.83187,0.572822,3,7,0,36024,-0.00688022,0.0761563,1.00061,-101744
-36019.2,0.946793,0.572822,3,7,0,36022.1,-0.000492114,0.0698231,1.00365,-101743
-36018.6,0.994397,0.572822,2,3,0,36019.3,-0.000631707,0.0757985,1.00413,-101742
-36018.6,0.99612,0.572822,3,7,0,36018.7,-0.000157334,0.0725986,1.00343,-101742
-36018.6,1,0.572822,1,1,0,36018.6,-0.00019831,0.0730497,1.00345,-101742
-36020.8,0.84376,0.572822,3,7,0,36021,0.00589834,0.0777851,1.00401,-101744
-36021.1,0.962838,0.572822,2,7,0,36022.2,0.00530745,0.0766965,1.0003,-101744
-36018.8,0.739434,0.572822,1,3,0,36024.9,-0.0023313,0.0737924,1.00565,-101742
-36018.6,0.983385,0.572822,2,3,0,36019.1,-0.00196602,0.0731427,1.00256,-101742
-36019.4,0.862986,0.572822,2,3,0,36020,0.0019316,0.0735495,1.00621,-101743
-36019,1,0.572822,3,7,0,36019.9,-0.004423,0.0744624,1.00204,-101742
-36019.4,0.758996,0.572822,2,3,0,36021.9,-0.00133134,0.0692305,1.00279,-101743
-36018.6,0.944573,0.572822,2,3,0,36020.1,-0.00246164,0.0750574,1.00306,-101742
-36018.8,0.96074,0.572822,2,3,0,36019,-0.00251564,0.0764129,1.00466,-101742
-36018.9,0.952276,0.572822,3,7,0,36019.5,-0.000724864,0.0767649,1.00216,-101742
-36019.8,0.886656,0.572822,2,3,0,36020.1,-0.00146258,0.0758187,0.99942,-101743
-36019,0.994623,0.572822,2,7,0,36020.2,-0.00330847,0.0708674,1.00312,-101742
-36018.6,0.984805,0.572822,2,3,0,36019.3,-0.00258758,0.0734473,1.00448,-101742
-36018.8,0.907934,0.572822,1,3,0,36019.7,-0.00111903,0.0774709,1.0034,-101742
-36019,0.8667,0.572822,2,3,0,36020.5,-0.00303332,0.0777378,1.00334,-101742
-36019.4,0.864105,0.572822,2,3,0,36020.7,0.0027832,0.0759319,1.00522,-101743
-36019,0.930399,0.572822,3,7,0,36020.8,0.00120591,0.0726568,1.00191,-101742
-36020.3,0.893618,0.572822,2,7,0,36020.9,-0.00165029,0.0674177,1.0015,-101744
-36025,0.693064,0.572822,2,3,0,36026.1,-0.00286654,0.0608154,1.00644,-101748
-36020,0.98936,0.572822,2,3,0,36025.7,0.00100615,0.0805715,1.00319,-101743
-36020.2,0.986831,0.572822,2,3,0,36020.6,0.00240393,0.07997,1.00208,-101744
-36020.1,0.94888,0.572822,3,7,0,36021.8,0.000536923,0.0794814,1.00658,-101744
-36020.3,0.94377,0.572822,2,3,0,36021.8,0.00513599,0.0755393,1.00546,-101744
-36019.7,0.994272,0.572822,2,7,0,36021,0.000465114,0.0766279,1.00014,-101743
-36022,0.822851,0.572822,2,3,0,36023,-0.0106977,0.070848,1.0043,-101745
-36022,0.860236,0.572822,3,7,0,36026.3,0.0029763,0.0741769,1.01004,-101745
-36019,1,0.572822,2,3,0,36022.2,0.00138192,0.0727355,1.00492,-101742
