# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2024-09-28 21:03:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/w7kykt7b.json
# init = 2 (Default)
# random
#   seed = 76024
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/dens.nondens/multireg-20240928160339_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,log_p
# Adaptation terminated
# Step size = 0.61284
# Diagonal elements of inverse mass matrix:
# 3.38029e-05, 3.01345e-05, 3.74525e-05, 3.55319e-05, 3.42459e-05, 3.23576e-05, 3.52381e-05, 3.22113e-05, 2.08897e-05
-19259.7,0.970963,0.61284,3,7,0,19262.8,-0.0189885,0.165923,0.143876,0.0781863,0.0969959,0.0262305,-0.0322441,-0.0481166,0.980769,0.16328,0.133101,0.0677375,0.105185,0.138813,-0.0350448,-0.0590567,-56145.8
-19263.3,0.773672,0.61284,3,7,0,19269.9,-0.0196586,0.171762,0.148317,0.0696745,0.0882313,0.0259895,-0.0351839,-0.0509657,0.984308,0.169756,0.140048,0.0598564,0.0970998,0.143543,-0.0383723,-0.0625536,-56149.4
-19257.8,0.90277,0.61284,2,3,0,19268.2,-0.0181475,0.169128,0.124286,0.0664081,0.106351,0.0435678,-0.0340246,-0.0534048,0.984413,0.169714,0.111713,0.0469477,0.112474,0.187212,-0.0367533,-0.0655472,-56144
-19256.6,0.961263,0.61284,3,7,0,19262.7,-0.0136498,0.164741,0.1413,0.0567296,0.10073,0.0324547,-0.0411232,-0.0526826,0.976336,0.162406,0.132448,0.0423364,0.110641,0.165377,-0.0454428,-0.0646608,-56142.8
-19253.6,1,0.61284,2,3,0,19256.7,-0.0149666,0.165186,0.13803,0.061306,0.101571,0.03105,-0.0395796,-0.0510459,0.978677,0.163396,0.128481,0.0475661,0.111273,0.159088,-0.0437076,-0.062652,-56139.7
-19253.8,0.963125,0.61284,2,7,0,19255.3,-0.0135437,0.160148,0.134382,0.0640085,0.103211,0.0293802,-0.0370642,-0.0562738,0.981366,0.158826,0.125069,0.052096,0.112525,0.158752,-0.0402005,-0.0690686,-56140
-19257.4,0.708167,0.61284,2,3,0,19259.1,-0.0179947,0.168285,0.126094,0.0730296,0.0943843,0.0377784,-0.0365084,-0.057186,0.985153,0.168664,0.115933,0.0579298,0.101891,0.179344,-0.0394464,-0.0701881,-56143.5
-19258.8,0.955155,0.61284,3,7,0,19261.6,-0.0184241,0.163633,0.135149,0.0532598,0.109502,0.0308533,-0.0276573,-0.0508787,0.97582,0.163684,0.124215,0.0395045,0.115934,0.149268,-0.0292324,-0.0624468,-56144.9
-19259.6,0.958746,0.61284,3,7,0,19265.1,-0.0153852,0.171126,0.136319,0.0760397,0.0888359,0.034731,-0.0391696,-0.0484779,0.98459,0.169357,0.12616,0.0613759,0.0974285,0.164816,-0.0434305,-0.0595002,-56145.7
-19259.5,0.98023,0.61284,3,7,0,19266.2,-0.0146624,0.159688,0.13484,0.0610795,0.0983502,0.0410093,-0.030477,-0.0370611,0.97982,0.156377,0.121612,0.0407871,0.103526,0.160918,-0.033849,-0.0454875,-56145.7
-19258.2,0.909548,0.61284,2,3,0,19264.1,-0.0126433,0.167448,0.127511,0.0693564,0.0988906,0.0405896,-0.0373536,-0.0403382,0.975204,0.165908,0.11456,0.0496734,0.106205,0.168707,-0.0419242,-0.0495097,-56144.3
-19256.6,0.916888,0.61284,2,7,0,19262.9,-0.0206736,0.169727,0.126058,0.0685033,0.0968269,0.0264515,-0.0355871,-0.0606954,0.978951,0.172005,0.117895,0.059421,0.106038,0.155349,-0.0380246,-0.0744955,-56142.8
-19253.7,0.96769,0.61284,3,7,0,19258.5,-0.0185125,0.160684,0.133524,0.0626743,0.106783,0.0329157,-0.0356088,-0.0486512,0.979282,0.158865,0.122248,0.0475709,0.115133,0.157928,-0.039088,-0.0597128,-56139.8
-19254.3,0.776467,0.61284,3,7,0,19258.5,-0.0117026,0.169982,0.131835,0.069333,0.093968,0.0355557,-0.0332707,-0.0559045,0.980133,0.170267,0.121932,0.0552271,0.100868,0.170179,-0.0356219,-0.0686152,-56140.5
-19254.4,0.98324,0.61284,3,7,0,19256.5,-0.0166507,0.161933,0.127878,0.0629771,0.0975174,0.0410911,-0.0364847,-0.0515152,0.98027,0.160693,0.116998,0.0447345,0.104519,0.181175,-0.0399059,-0.063228,-56140.6
-19256.7,0.674178,0.61284,3,7,0,19261.3,-0.0143141,0.167277,0.133996,0.0676911,0.0919515,0.0238658,-0.0394524,-0.0534134,0.984211,0.167067,0.126291,0.0587885,0.102556,0.144372,-0.0433492,-0.0655577,-56142.9
-19255.8,0.999557,0.61284,3,7,0,19259,-0.0208275,0.161787,0.133552,0.0673736,0.108275,0.0401152,-0.0297135,-0.0509727,0.978566,0.160018,0.120512,0.0494342,0.113737,0.173057,-0.0317232,-0.0625622,-56141.9
-19256,0.781606,0.61284,3,7,0,19262.1,-0.00938352,0.169159,0.131787,0.0638193,0.0912884,0.0289032,-0.0393575,-0.051867,0.982114,0.169278,0.123572,0.0520295,0.100997,0.15467,-0.043367,-0.0636598,-56142.2
-19254.4,0.999162,0.61284,3,7,0,19257.9,-0.00937037,0.169518,0.129397,0.0634527,0.1055,0.0347032,-0.0360014,-0.0530718,0.981677,0.170027,0.118556,0.048241,0.113658,0.167219,-0.0391845,-0.0651385,-56140.5
-19255.2,0.841607,0.61284,3,7,0,19258.9,-0.0200968,0.168926,0.134329,0.0693306,0.0972202,0.0290265,-0.0414875,-0.0582658,0.979673,0.168576,0.126004,0.0582216,0.107744,0.163439,-0.0454049,-0.0715134,-56141.4
-19254.9,0.927547,0.61284,3,7,0,19258.9,-0.00910003,0.167795,0.127232,0.0658553,0.107459,0.0327913,-0.0330955,-0.0521001,0.979714,0.168642,0.11579,0.0515904,0.115126,0.159382,-0.0357365,-0.0639459,-56141.1
-19261.7,0.53839,0.61284,2,3,0,19264.3,-0.0140741,0.161927,0.131678,0.0851052,0.0949608,0.0334224,-0.0302417,-0.0494733,0.982554,0.160009,0.119464,0.0717404,0.10131,0.155887,-0.0324943,-0.0607219,-56147.9
-19262.9,0.979703,0.61284,3,7,0,19266.1,-0.0207495,0.169989,0.133606,0.0452934,0.107443,0.0308612,-0.0385276,-0.0530165,0.977108,0.170903,0.124851,0.031077,0.117043,0.159933,-0.0422594,-0.0650706,-56149
-19258,1,0.61284,2,3,0,19265.1,-0.0214816,0.173761,0.132005,0.0531379,0.101469,0.0321639,-0.0415647,-0.0514625,0.979689,0.174632,0.123179,0.0384924,0.111572,0.163719,-0.0460845,-0.0631633,-56144.2
-19255.7,0.950986,0.61284,2,3,0,19260.9,-0.0134067,0.164695,0.139873,0.0557629,0.0976706,0.0328264,-0.0383889,-0.0533909,0.97902,0.162946,0.131252,0.0416066,0.106628,0.164917,-0.0420587,-0.0655301,-56141.8
-19257.8,0.667973,0.61284,3,7,0,19264.2,-0.0245787,0.167672,0.131717,0.0673588,0.101371,0.0281306,-0.0264763,-0.0425771,0.975197,0.167941,0.11967,0.054731,0.107628,0.132993,-0.0285119,-0.0522577,-56144
-19258.4,0.84805,0.61284,3,7,0,19263.9,-0.0089114,0.161116,0.133667,0.0636868,0.0986458,0.0363165,-0.0429051,-0.0626931,0.98464,0.159418,0.125387,0.0492314,0.108441,0.186659,-0.0467464,-0.0769474,-56144.5
-19261.1,0.724965,0.61284,2,7,0,19267.4,-0.0210324,0.162644,0.138669,0.0675433,0.0981491,0.021302,-0.0245582,-0.0529486,0.971629,0.162516,0.129212,0.0603423,0.104948,0.126298,-0.0252876,-0.0649873,-56147.3
-19255.5,0.974865,0.61284,3,7,0,19264.4,-0.00921923,0.15758,0.138961,0.0650519,0.0976144,0.0330839,-0.0329604,-0.0501212,0.978345,0.154541,0.128583,0.0509024,0.104903,0.157863,-0.0357426,-0.0615171,-56141.7
-19256,0.951413,0.61284,3,7,0,19259.5,-0.0238881,0.171804,0.128908,0.063901,0.106901,0.0290021,-0.0379134,-0.0550046,0.98188,0.173249,0.119055,0.0516964,0.116626,0.157147,-0.0413418,-0.0675108,-56142.1
-19260.6,0.589637,0.61284,3,7,0,19266.3,-0.00884257,0.172402,0.132746,0.0685692,0.099336,0.0268244,-0.0266921,-0.0527777,0.970263,0.174166,0.122424,0.0583945,0.105878,0.140938,-0.0278958,-0.0647776,-56146.8
-19258.5,0.963077,0.61284,2,7,0,19265.4,-0.00991606,0.175571,0.143522,0.0689323,0.0968849,0.0357631,-0.0310097,-0.05458,0.982144,0.174894,0.133019,0.0544475,0.103156,0.16752,-0.0329881,-0.0669897,-56144.6
-19262.2,0.617379,0.61284,3,7,0,19268.9,-0.0161937,0.154597,0.127051,0.0560036,0.0985881,0.0268126,-0.0376646,-0.0483947,0.970156,0.153556,0.118225,0.0440755,0.10833,0.144669,-0.0416085,-0.059398,-56148.4
-19264.1,0.818232,0.61284,3,7,0,19271.2,-0.00751027,0.168571,0.142485,0.067844,0.103115,0.0286559,-0.034492,-0.0598137,0.967755,0.167679,0.133289,0.0571622,0.111808,0.158826,-0.0367695,-0.0734133,-56150.3
-19259.4,0.922088,0.61284,3,7,0,19269.8,-0.00845073,0.167693,0.132836,0.0535054,0.106114,0.0319425,-0.0368422,-0.0476217,0.973675,0.167544,0.122512,0.0383594,0.114965,0.155455,-0.0406757,-0.0584492,-56145.6
