# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-03-23 18:55:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/68kek5_t.json
# init = 2 (Default)
# random
#   seed = 58673
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/dens.nondens/multireg-20250323135520_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,log_p
-19286.5,0.819878,0.571931,3,7,0,19290.1,-0.00479469,0.169239,0.126364,0.0635999,0.0992494,0.0295525,-0.0376622,-0.0480806,0.977054,0.172065,0.116711,0.0505358,0.108601,0.144474,-0.0417441,-0.0584421,-18579.6
-19284,0.940089,0.571931,3,7,0,19290.3,-0.0177188,0.177371,0.12874,0.0689954,0.0903512,0.0247301,-0.0308571,-0.052732,0.976443,0.182551,0.120361,0.0602579,0.0982575,0.132703,-0.0330798,-0.064096,-18590
-19284.6,0.833736,0.571931,3,7,0,19288.9,-0.0195454,0.171442,0.12601,0.0644171,0.10659,0.031593,-0.03806,-0.04342,0.984933,0.174079,0.114554,0.049131,0.115871,0.144921,-0.0426195,-0.0527772,-18583.3
-19284.2,0.930144,0.571931,3,7,0,19288.1,-0.0157604,0.178264,0.132613,0.067699,0.0993376,0.0368742,-0.0326564,-0.0539055,0.984976,0.181816,0.122087,0.0524185,0.106088,0.163396,-0.0351687,-0.0655223,-18586.8
-19282.5,0.790349,0.571931,3,7,0,19289.9,-0.0222876,0.17585,0.123273,0.0662193,0.097448,0.0283409,-0.0357739,-0.0435099,0.978928,0.180268,0.112929,0.0533352,0.106344,0.13573,-0.0398328,-0.0528864,-18589.2
-19283.1,0.701683,0.571931,2,3,0,19288.2,-0.0225425,0.168902,0.129567,0.0647398,0.0950966,0.0279828,-0.037579,-0.0481745,0.983157,0.171137,0.120546,0.0527717,0.104574,0.140862,-0.041635,-0.0585562,-18582.2
-19282.3,0.976738,0.571931,3,7,0,19284.9,-0.0207349,0.176841,0.12638,0.0664982,0.106293,0.0287749,-0.03472,-0.0467296,0.979534,0.181228,0.115315,0.0534548,0.11504,0.139108,-0.0382808,-0.0568,-18587
-19282.3,0.600071,0.571931,2,3,0,19289.2,-0.0207349,0.176841,0.12638,0.0664982,0.106293,0.0287749,-0.03472,-0.0467296,0.979534,0.181228,0.115315,0.0534548,0.11504,0.139108,-0.0382808,-0.0568,-18587
-19282.8,0.740282,0.571931,3,7,0,19287.1,-0.0155804,0.173048,0.131787,0.0682551,0.0908559,0.0276595,-0.0354209,-0.0501919,0.982375,0.175891,0.123113,0.0573022,0.0996563,0.140461,-0.0388418,-0.0610084,-18584.7
-19283.4,0.927504,0.571931,3,7,0,19285.7,-0.0152903,0.1824,0.123378,0.0628969,0.0991553,0.0314992,-0.033125,-0.049932,0.983854,0.188828,0.113376,0.0494408,0.106855,0.14737,-0.0360725,-0.0606925,-18593.4
-19283.7,0.954572,0.571931,3,7,0,19286.2,-0.023779,0.177233,0.131182,0.0755125,0.100022,0.0252618,-0.0365018,-0.0452392,0.980216,0.180254,0.120515,0.064563,0.109697,0.130843,-0.0405723,-0.0549884,-18588.5
-19285.7,0.783434,0.571931,3,7,0,19289.7,-0.0183063,0.176355,0.128287,0.0777497,0.107757,0.0215001,-0.0355536,-0.0484771,0.981168,0.180381,0.117337,0.0688548,0.117951,0.124585,-0.0391473,-0.0589241,-18586.8
-19285.2,0.727671,0.571931,3,7,0,19294.9,-0.0173441,0.174824,0.133709,0.0566329,0.0945655,0.0351371,-0.0318385,-0.0480106,0.980365,0.177811,0.124075,0.0412026,0.101182,0.152941,-0.0346699,-0.0583571,-18586.6
-19286.1,0.954336,0.571931,3,7,0,19289.5,-0.0135513,0.177575,0.122798,0.0635851,0.103296,0.0204861,-0.0436937,-0.0535982,0.979714,0.183351,0.11508,0.0552779,0.116025,0.133452,-0.0486128,-0.0651487,-18587.5
-19283.5,1,0.571931,3,7,0,19287.6,-0.013006,0.175079,0.128199,0.0695686,0.09354,0.02352,-0.0376151,-0.0521294,0.976904,0.179237,0.120043,0.0607239,0.10373,0.134431,-0.0413464,-0.0633634,-18585.5
-19284.3,0.85293,0.571931,3,7,0,19287.8,-0.0227263,0.176693,0.128685,0.0715446,0.104458,0.0316018,-0.0338553,-0.0439471,0.985958,0.179918,0.116593,0.0569956,0.112434,0.142269,-0.0374635,-0.0534179,-18588.5
-19283.1,0.999897,0.571931,3,7,0,19284.9,-0.0130006,0.174477,0.128882,0.0637847,0.0991469,0.0260948,-0.0378558,-0.0541388,0.976628,0.178653,0.120553,0.0534232,0.109151,0.142565,-0.0414701,-0.0658059,-18583.2
-19283.4,0.684614,0.571931,3,7,0,19289.8,-0.0134549,0.173984,0.128367,0.0691729,0.0940636,0.0286503,-0.0297209,-0.0556623,0.982842,0.178629,0.119333,0.0588205,0.101124,0.14382,-0.0314522,-0.0676577,-18585.6
-19284.4,0.942122,0.571931,3,7,0,19286.2,-0.0203035,0.176195,0.1319,0.0604465,0.10333,0.026677,-0.037319,-0.0470841,0.987082,0.179679,0.122325,0.0483013,0.11312,0.136562,-0.0414106,-0.0572309,-18587.6
-19285.3,0.748377,0.571931,3,7,0,19291.5,-0.0144922,0.175627,0.13048,0.073633,0.0920366,0.0306182,-0.029135,-0.0511238,0.974617,0.179406,0.120385,0.0618868,0.0985244,0.143472,-0.0311215,-0.0621411,-18587
-19282.5,1,0.571931,2,3,0,19286.6,-0.0222515,0.180057,0.130443,0.0682855,0.0962927,0.0233805,-0.0332816,-0.0486801,0.983193,0.184971,0.121282,0.0590076,0.105242,0.127423,-0.0363681,-0.0591709,-18592.2
-19281.9,0.706832,0.571931,2,3,0,19288.3,-0.0174135,0.173986,0.127701,0.0723253,0.0980997,0.0308441,-0.0353688,-0.0525948,0.979532,0.177522,0.117685,0.0598876,0.106573,0.150175,-0.0385764,-0.0639292,-18583.5
-19286.6,0.67172,0.571931,2,3,0,19287.8,-0.0180911,0.17986,0.134886,0.0648775,0.106413,0.0258924,-0.0436211,-0.056222,0.97774,0.183477,0.126491,0.0541779,0.118363,0.148521,-0.048304,-0.068338,-18585.6
-19282.4,0.997346,0.571931,3,7,0,19287.4,-0.0131813,0.176168,0.122511,0.0663047,0.0963234,0.0278234,-0.0345297,-0.0457678,0.979805,0.181169,0.112553,0.0541975,0.104922,0.135809,-0.0381303,-0.0556309,-18588.4
-19281.8,0.638831,0.571931,3,7,0,19290.4,-0.0208086,0.176929,0.13247,0.066263,0.0972916,0.0307765,-0.0328807,-0.0509064,0.981792,0.180566,0.122707,0.0535752,0.104997,0.146468,-0.0356936,-0.0618769,-18587.1
-19285.4,0.744978,0.571931,2,3,0,19286.1,-0.0150715,0.176654,0.139588,0.072548,0.098621,0.0334932,-0.0382607,-0.0445813,0.981282,0.177154,0.12844,0.0572806,0.107485,0.150624,-0.0427659,-0.0541888,-18584.5
-19284.7,0.808209,0.571931,3,7,0,19291.7,-0.0203744,0.1793,0.119414,0.0631832,0.0989134,0.0226752,-0.0295093,-0.0535361,0.980432,0.187362,0.110699,0.0549438,0.106948,0.127705,-0.0313737,-0.0650733,-18593.8
-19286.7,0.877513,0.571931,3,7,0,19290.3,-0.0131482,0.171694,0.140386,0.0703566,0.0963013,0.0353375,-0.0401197,-0.0461777,0.981294,0.170996,0.12985,0.0543822,0.10539,0.157885,-0.0448917,-0.0561291,-18579.9
-19285.5,0.975173,0.571931,3,7,0,19290.6,-0.0235431,0.179638,0.118825,0.0625008,0.0977648,0.0216783,-0.028666,-0.0499932,0.980293,0.187764,0.109867,0.0542777,0.105647,0.121264,-0.0306464,-0.0607669,-18596.2
-19286.2,0.904593,0.571931,3,7,0,19290.6,-0.00594001,0.171985,0.135702,0.0714269,0.100713,0.031576,-0.0387396,-0.0465473,0.982392,0.172695,0.124921,0.0572304,0.110089,0.148476,-0.0431828,-0.0565784,-18579.9
-19287.1,0.947911,0.571931,3,7,0,19290.5,-0.025592,0.179192,0.116604,0.0663879,0.091087,0.0284085,-0.0382136,-0.0527972,0.981194,0.186083,0.108379,0.0552296,0.100633,0.146883,-0.0420178,-0.0641752,-18595
-19288.9,0.912449,0.571931,3,7,0,19292.1,-0.011497,0.171232,0.142958,0.0672901,0.108276,0.0261907,-0.0313385,-0.0466289,0.980345,0.171925,0.131829,0.0556325,0.116464,0.130448,-0.0341783,-0.0566776,-18580.2
-19287.2,0.987857,0.571931,3,7,0,19292.5,-0.025113,0.180893,0.118678,0.0666222,0.0884983,0.0288491,-0.0390206,-0.050524,0.981174,0.187364,0.110459,0.0549914,0.0981361,0.146279,-0.04319,-0.061412,-18596.6
-19287.1,0.987757,0.571931,3,7,0,19290.9,-0.0105973,0.172217,0.138259,0.0668769,0.108337,0.0281042,-0.0293756,-0.0449353,0.980253,0.1739,0.126454,0.0541016,0.115622,0.13173,-0.0319343,-0.054619,-18581.7
-19285.6,1,0.571931,3,7,0,19290.5,-0.023745,0.174393,0.131626,0.0722044,0.0903975,0.0295849,-0.0415482,-0.0541898,0.980234,0.176853,0.123476,0.0607281,0.100752,0.153513,-0.0459548,-0.0658678,-18585.5
-19285.5,0.998906,0.571931,3,7,0,19289.5,-0.0131333,0.175683,0.12387,0.0619142,0.108159,0.0251663,-0.0283468,-0.0450686,0.981018,0.181423,0.112658,0.0505156,0.115597,0.124265,-0.0306724,-0.0547811,-18588.6
-19284.6,0.905029,0.571931,3,7,0,19290.3,-0.0139864,0.183861,0.130567,0.0714378,0.0902765,0.0288626,-0.0345031,-0.0465158,0.979006,0.188481,0.120925,0.059497,0.0985673,0.138936,-0.038035,-0.0565402,-18594.7
-19285,0.968894,0.571931,3,7,0,19288.2,-0.0173012,0.181209,0.13382,0.0713376,0.0976852,0.0295565,-0.0298916,-0.0589693,0.981705,0.18629,0.12459,0.0609184,0.104767,0.149308,-0.0313817,-0.0716774,-18590
-19283.3,0.981218,0.571931,3,7,0,19287.5,-0.0186533,0.16785,0.128211,0.0637393,0.0959918,0.0247718,-0.0331604,-0.0470157,0.977306,0.170843,0.119039,0.0533642,0.104664,0.128919,-0.0363607,-0.0571477,-18581.6
-19283.4,0.819696,0.571931,3,7,0,19288.1,-0.0179728,0.183841,0.12546,0.0701365,0.0983726,0.0306345,-0.038417,-0.0495968,0.984175,0.189233,0.115453,0.0570234,0.107772,0.14905,-0.0425342,-0.060285,-18593.5
-19283.9,0.80017,0.571931,3,7,0,19288.4,-0.018899,0.167835,0.13072,0.0615376,0.102534,0.0255082,-0.0312612,-0.0490165,0.977401,0.170801,0.121028,0.0507623,0.110692,0.131157,-0.0338836,-0.0595797,-18580.1
-19282.7,0.655146,0.571931,2,3,0,19290.3,-0.0193898,0.170881,0.125163,0.0632111,0.103471,0.0266695,-0.0372623,-0.0478305,0.978129,0.174553,0.115343,0.0512854,0.113254,0.137237,-0.041279,-0.0581382,-18582.2
-19284,0.839222,0.571931,3,7,0,19287.1,-0.0166832,0.178223,0.131439,0.0718083,0.0929136,0.0314493,-0.0307498,-0.0546825,0.984052,0.1825,0.121933,0.0600087,0.0998047,0.150129,-0.0327854,-0.0664668,-18589
-19288.1,0.769749,0.571931,3,7,0,19290.3,-0.0107683,0.177695,0.12221,0.0686072,0.105916,0.0214617,-0.0432655,-0.0437007,0.975791,0.182387,0.112214,0.0582461,0.11834,0.125645,-0.0489244,-0.0531184,-18588.3
-19286.7,0.989808,0.571931,3,7,0,19291.4,-0.0246231,0.174584,0.134035,0.0694438,0.0946916,0.0338458,-0.024437,-0.0515427,0.984862,0.177973,0.123282,0.0561529,0.0993297,0.147807,-0.0253748,-0.0626503,-18588.9
-19286,0.666652,0.571931,3,7,0,19297.1,-0.0166969,0.177179,0.1229,0.0695887,0.0996512,0.0315383,-0.0434773,-0.0504955,0.972996,0.181285,0.113198,0.0557526,0.11046,0.155871,-0.0486106,-0.0613774,-18586
-19287.8,0.947063,0.571931,3,7,0,19289.8,-0.0151089,0.17775,0.123977,0.0727225,0.100324,0.0267196,-0.0468904,-0.0462493,0.973307,0.181264,0.114268,0.0604334,0.112895,0.143102,-0.053117,-0.0562162,-18587.1
-19284.2,1,0.571931,3,7,0,19290.2,-0.0121586,0.175186,0.128343,0.067391,0.0958217,0.0278253,-0.0322347,-0.0500254,0.988308,0.179459,0.118808,0.0561943,0.103757,0.138264,-0.0349823,-0.0608061,-18587.7
-19286.2,0.915016,0.571931,3,7,0,19288,-0.0253153,0.178179,0.128916,0.0686216,0.100776,0.0308042,-0.0355475,-0.0500079,0.971337,0.182244,0.118595,0.055472,0.109349,0.147671,-0.0390112,-0.0607848,-18588.5
-19284.6,0.969179,0.571931,2,3,0,19289,-0.0235931,0.181865,0.13291,0.0657287,0.103678,0.0236977,-0.040585,-0.0505998,0.978254,0.186189,0.123989,0.0555924,0.114953,0.135591,-0.0450856,-0.0615042,-18590.4
-19283.7,0.936614,0.571931,3,7,0,19287.9,-0.0119788,0.17216,0.122592,0.0689102,0.0967246,0.0325283,-0.030211,-0.0462942,0.982979,0.176325,0.111451,0.0549019,0.103302,0.143964,-0.0328357,-0.0562708,-18585.5
-19282.2,0.69481,0.571931,2,3,0,19289.8,-0.0159628,0.179639,0.128063,0.0631062,0.0940725,0.0309169,-0.0355547,-0.0507055,0.980594,0.18449,0.119081,0.0502315,0.102479,0.148624,-0.0389613,-0.0616326,-18589.8
-19282,0.897888,0.571931,3,7,0,19284.5,-0.0187894,0.174165,0.129573,0.0712553,0.104009,0.026073,-0.0355369,-0.0464636,0.981036,0.177292,0.118778,0.0597665,0.11337,0.133198,-0.0392963,-0.0564766,-18584.3
-19283.2,0.899069,0.571931,3,7,0,19284.4,-0.0184414,0.173351,0.125947,0.0639613,0.0959302,0.0316226,-0.0336406,-0.0442353,0.975545,0.176906,0.115504,0.0497188,0.103641,0.142438,-0.0371783,-0.0537682,-18585.9
-19288.1,0.68684,0.571931,2,3,0,19290.5,-0.0183633,0.177029,0.136638,0.0756002,0.109419,0.0269087,-0.0268104,-0.05397,0.983074,0.180664,0.125094,0.0653007,0.116228,0.135905,-0.0280561,-0.0656006,-18586.5
-19287.8,0.88326,0.571931,3,7,0,19295.6,-0.0186968,0.183892,0.129302,0.0558927,0.0970411,0.0335066,-0.0352254,-0.0483857,0.973312,0.18932,0.119943,0.0409356,0.10499,0.152098,-0.038756,-0.058813,-18594.5
-19284,0.981469,0.571931,2,3,0,19290.4,-0.018559,0.179021,0.128631,0.0565617,0.100184,0.0287032,-0.0305411,-0.046778,0.97847,0.184385,0.118843,0.0438512,0.107549,0.135818,-0.0331963,-0.0568588,-18591.1
-19287.2,0.783294,0.571931,3,7,0,19290.7,-0.0158379,0.176092,0.128671,0.0749279,0.0924129,0.0230186,-0.0309412,-0.0616066,0.981882,0.181671,0.120976,0.0685662,0.100739,0.137535,-0.0324359,-0.0748831,-18588.4
-19284.7,1,0.571931,3,7,0,19290.2,-0.0223708,0.174693,0.119801,0.0688025,0.0979379,0.0258632,-0.0259503,-0.0525276,0.981332,0.18149,0.109852,0.0593075,0.104373,0.131407,-0.0271317,-0.0638475,-18590.6
-19283.8,0.925406,0.571931,3,7,0,19288.8,-0.0129553,0.179414,0.133395,0.0652766,0.0965536,0.0304896,-0.042432,-0.0458557,0.979948,0.181959,0.123974,0.0513069,0.107103,0.148077,-0.04773,-0.0557377,-18587.3
-19286,0.635886,0.571931,2,3,0,19291.2,-0.015813,0.178054,0.138948,0.067727,0.104778,0.0305252,-0.0341403,-0.0577071,0.983488,0.181119,0.129336,0.0557829,0.113133,0.153536,-0.036653,-0.0701432,-18584.6
-19285.4,1,0.571931,3,7,0,19289.1,-0.0118708,0.17804,0.134926,0.0687954,0.102325,0.0274541,-0.0278754,-0.0572996,0.982886,0.1827,0.125265,0.0588965,0.109229,0.141257,-0.0290709,-0.0696479,-18586.8
-19290.5,0.679671,0.571931,3,7,0,19294.6,-0.0121042,0.170134,0.131146,0.071769,0.0958849,0.0233486,-0.023219,-0.0414957,0.972276,0.17323,0.119893,0.0621268,0.101756,0.112639,-0.0247389,-0.0504381,-18586.4
-19291.5,0.985964,0.571931,3,7,0,19295.6,-0.0229538,0.182898,0.124139,0.0644612,0.103562,0.0332131,-0.0476952,-0.0552716,0.989422,0.187998,0.115248,0.0498802,0.115502,0.167659,-0.0533368,-0.0671829,-18593.3
-19288.9,0.920369,0.571931,3,7,0,19298.3,-0.0119745,0.179265,0.13274,0.0718099,0.0959223,0.0161018,-0.043079,-0.047226,0.975076,0.182868,0.124919,0.0654244,0.108931,0.116541,-0.0484013,-0.0574034,-18589.7
-19284.9,0.755651,0.571931,2,3,0,19296.7,-0.0146638,0.175936,0.125166,0.0743211,0.0910419,0.0304437,-0.0274377,-0.047142,0.98282,0.180576,0.114392,0.062206,0.0969917,0.137859,-0.0293929,-0.0573012,-18590.5
-19285.6,0.919643,0.571931,3,7,0,19289,-0.0251076,0.176753,0.131802,0.0620742,0.106025,0.0295259,-0.0402475,-0.056063,0.981231,0.180539,0.122881,0.0496876,0.116381,0.154234,-0.044216,-0.0681448,-18585.3
-19284.8,0.994362,0.571931,3,7,0,19288.4,-0.0120657,0.173816,0.123248,0.0718889,0.0950454,0.0256238,-0.0281853,-0.0427312,0.98006,0.178501,0.112283,0.06106,0.102035,0.122902,-0.0306726,-0.0519399,-18588.9
-19285.1,0.944682,0.571931,3,7,0,19288.9,-0.0202331,0.171091,0.132453,0.0691755,0.102447,0.0176596,-0.0329169,-0.0433659,0.982779,0.173927,0.122502,0.0615396,0.112289,0.108642,-0.0363716,-0.0527114,-18585.2
-19285.4,0.595871,0.571931,3,7,0,19295.7,-0.0154396,0.181101,0.122133,0.0655534,0.0979995,0.0390512,-0.0382996,-0.0517597,0.978426,0.186324,0.111727,0.0484895,0.106046,0.170615,-0.0422096,-0.0629141,-18590.2
-19285.3,0.997223,0.571931,3,7,0,19288.9,-0.0161361,0.17595,0.127021,0.068213,0.104936,0.0194472,-0.0250697,-0.050592,0.982012,0.182141,0.11689,0.0611837,0.112267,0.11395,-0.0262239,-0.0614948,-18589.5
-19282.7,1,0.571931,3,7,0,19286.3,-0.0203508,0.176703,0.133083,0.0639019,0.103954,0.0247313,-0.0305093,-0.0482677,0.979938,0.180867,0.12298,0.053434,0.112036,0.128047,-0.0330325,-0.0586695,-18587.4
-19286.6,0.787942,0.571931,2,7,0,19288,-0.0185988,0.166843,0.121047,0.0642749,0.0891409,0.0319076,-0.0384492,-0.0468003,0.983173,0.169756,0.112032,0.0504337,0.0981084,0.149274,-0.0428086,-0.0568859,-18583.5
-19289.2,0.773958,0.571931,3,7,0,19294.9,-0.0154446,0.183452,0.134088,0.054929,0.0911717,0.0226799,-0.0374537,-0.0567503,0.980547,0.189408,0.128303,0.0468881,0.10143,0.136909,-0.0407617,-0.0689802,-18594.9
-19290.2,0.96849,0.571931,3,7,0,19294.5,-0.0201934,0.167283,0.12649,0.0795733,0.107913,0.0346428,-0.0327415,-0.0398026,0.981518,0.16816,0.112201,0.0629855,0.115121,0.144398,-0.0364579,-0.0483802,-18581.3
-19284.1,0.997014,0.571931,3,7,0,19292.5,-0.0150735,0.173599,0.122297,0.0582581,0.102801,0.0311842,-0.0331656,-0.0513183,0.981244,0.178963,0.112501,0.0447905,0.11066,0.148035,-0.0360052,-0.0623775,-18585.4
-19283.4,0.999542,0.571931,3,7,0,19286.3,-0.0245238,0.174648,0.127684,0.0607251,0.102321,0.0267909,-0.0390792,-0.0500512,0.982662,0.178697,0.118693,0.0489677,0.112621,0.141083,-0.0433011,-0.0608374,-18586.2
-19283.6,0.840937,0.571931,3,7,0,19287.9,-0.00971185,0.175402,0.130574,0.0724691,0.0944767,0.0308734,-0.0323967,-0.0476824,0.978626,0.178507,0.120071,0.0596341,0.101928,0.143151,-0.0353762,-0.0579581,-18585.4
-19283.1,0.960597,0.571931,3,7,0,19286.5,-0.0240318,0.174351,0.126485,0.0622035,0.102401,0.0269906,-0.0395234,-0.0503173,0.982813,0.178449,0.117387,0.0504101,0.112807,0.142146,-0.0438188,-0.0611609,-18585.8
-19285.3,0.741766,0.571931,3,7,0,19288.8,-0.0140178,0.174952,0.128628,0.0765782,0.100236,0.0366636,-0.0308926,-0.0542302,0.982384,0.178375,0.117086,0.0618297,0.106515,0.161888,-0.0329971,-0.065917,-18584.2
-19289.4,0.748053,0.571931,2,3,0,19292.5,-0.00488599,0.177225,0.123456,0.0753023,0.107324,0.033528,-0.0279219,-0.0449342,0.982292,0.181894,0.110014,0.0602961,0.113295,0.143207,-0.0301672,-0.0546176,-18588.5
