# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2024-09-28 21:03:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/w7kykt7b.json
# init = 2 (Default)
# random
#   seed = 76024
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/dens.nondens/multireg-20240928160339_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,log_p
-19256.1,0.90734,0.580948,2,7,0,19263.3,-0.0219767,0.174292,0.126307,0.0639415,0.0971907,0.0308427,-0.038417,-0.0558118,0.978688,0.176458,0.117498,0.051504,0.106488,0.16279,-0.0418844,-0.0685015,-56142.3
-19255.5,0.95906,0.580948,3,7,0,19259.9,-0.0176029,0.159624,0.140052,0.0704228,0.10326,0.0270201,-0.0379053,-0.0539207,0.979588,0.156831,0.130329,0.0595082,0.113203,0.151252,-0.0414253,-0.0661804,-56141.6
-19255,0.826156,0.580948,3,7,0,19261.3,-0.0170529,0.17196,0.128361,0.0609988,0.0997639,0.039779,-0.0356333,-0.0496311,0.977454,0.172483,0.117228,0.0429552,0.106785,0.175375,-0.0390333,-0.0609155,-56141.1
-19258.6,0.763965,0.580948,3,7,0,19261.4,-0.00241417,0.16776,0.14019,0.0625407,0.104989,0.0321217,-0.0355659,-0.0532686,0.983575,0.166446,0.129941,0.0486865,0.113436,0.160933,-0.0386383,-0.0653801,-56144.8
-19256.4,0.998743,0.580948,2,7,0,19260.3,-0.00771167,0.164229,0.142107,0.0639782,0.10701,0.032882,-0.0352967,-0.0528868,0.980297,0.161837,0.131338,0.049624,0.115305,0.162133,-0.038344,-0.0649114,-56142.6
-19257.9,0.841908,0.580948,3,7,0,19262.3,-0.022131,0.173108,0.132625,0.0665669,0.100807,0.0251983,-0.0344784,-0.0591891,0.973599,0.175022,0.124084,0.0576249,0.110003,0.149896,-0.0368068,-0.0726467,-56144
-19257.9,0.983786,0.580948,3,7,0,19262.1,-0.00942945,0.16287,0.133784,0.0615953,0.0961721,0.0344607,-0.0264479,-0.05133,0.987983,0.162421,0.123201,0.0472851,0.101272,0.157431,-0.0277237,-0.0630007,-56144.1
-19255.2,1,0.580948,3,7,0,19259.7,-0.0180242,0.168498,0.126908,0.0639615,0.097882,0.0307168,-0.0395617,-0.0557013,0.974356,0.169469,0.118126,0.0514616,0.107558,0.163252,-0.043285,-0.0683659,-56141.4
-19256,0.979434,0.580948,3,7,0,19258.2,-0.0129818,0.161628,0.138821,0.0678052,0.101006,0.0364954,-0.0295044,-0.046703,0.985488,0.1589,0.126568,0.0514804,0.10678,0.159695,-0.0318368,-0.0573216,-56142.2
-19257.7,0.935355,0.580948,3,7,0,19260.5,-0.0187577,0.177665,0.132974,0.0624897,0.097361,0.0367436,-0.0364289,-0.0557714,0.974098,0.17898,0.123363,0.0471193,0.105092,0.175302,-0.0394716,-0.068452,-56143.9
-19256.2,0.97464,0.580948,3,7,0,19261.9,-0.010625,0.156601,0.133431,0.0676915,0.100583,0.0315423,-0.0341893,-0.0480906,0.985883,0.154064,0.122456,0.0538382,0.108563,0.15296,-0.0374111,-0.0590248,-56142.4
-19253.9,0.98627,0.580948,3,7,0,19258.6,-0.0162111,0.165961,0.133929,0.0628414,0.0950716,0.0354236,-0.0339943,-0.0488764,0.97527,0.164909,0.123599,0.0473254,0.102197,0.162913,-0.0371064,-0.0599892,-56140
-19255.6,0.885086,0.580948,3,7,0,19257.5,-0.0166898,0.173662,0.130964,0.0713122,0.101759,0.0316459,-0.0277515,-0.0489887,0.977275,0.174946,0.119037,0.057987,0.107857,0.149214,-0.0295096,-0.060127,-56141.8
-19254.2,1,0.580948,3,7,0,19257.2,-0.0186061,0.159343,0.129424,0.0664571,0.095288,0.0316185,-0.038905,-0.0512067,0.982618,0.157813,0.119984,0.0530696,0.104519,0.160098,-0.042874,-0.0628493,-56140.4
-19255.7,0.899265,0.580948,3,7,0,19257.9,-0.0188891,0.16467,0.128015,0.0733844,0.0954007,0.0309437,-0.0423649,-0.0524587,0.978921,0.163741,0.118534,0.0605854,0.105778,0.162486,-0.0469711,-0.0643861,-56141.9
-19256.8,0.848038,0.580948,3,7,0,19261.3,-0.0130916,0.169258,0.129043,0.0610936,0.100583,0.023775,-0.0265837,-0.0481025,0.978298,0.171429,0.11893,0.0513622,0.107609,0.128582,-0.0281666,-0.0590394,-56143
-19254.4,0.979255,0.580948,3,7,0,19259.3,-0.0146653,0.161958,0.132041,0.0634716,0.103592,0.0296609,-0.041259,-0.057777,0.97903,0.161058,0.123247,0.0513715,0.114119,0.164255,-0.0451692,-0.0709135,-56140.6
-19254.6,0.832402,0.580948,3,7,0,19258.9,-0.0156474,0.170364,0.133701,0.062621,0.0961957,0.0338515,-0.0290258,-0.0465183,0.977118,0.170547,0.122694,0.0477322,0.102131,0.152819,-0.031271,-0.057095,-56140.7
-19257.5,0.830917,0.580948,3,7,0,19259.5,-0.0109645,0.155606,0.1345,0.0653636,0.103462,0.0370705,-0.0340791,-0.0433284,0.975626,0.151954,0.121993,0.0477003,0.110541,0.160982,-0.0376872,-0.0531798,-56143.7
-19255.7,1,0.580948,3,7,0,19260.4,-0.0241227,0.161198,0.129628,0.0644528,0.0961399,0.0293495,-0.0342129,-0.0545774,0.985466,0.161,0.12059,0.0528987,0.104406,0.154673,-0.0368812,-0.0669864,-56141.9
-19256.4,0.806704,0.580948,3,7,0,19262.2,-0.0158341,0.170486,0.131762,0.0690152,0.0963829,0.0328791,-0.0332257,-0.0624786,0.97517,0.171674,0.122836,0.0571585,0.103823,0.170779,-0.0350012,-0.0766841,-56142.6
-19256.9,0.962235,0.580948,3,7,0,19261.1,-0.0154533,0.169103,0.139188,0.0678499,0.101936,0.0250019,-0.0316444,-0.0443453,0.984818,0.168214,0.128242,0.0567677,0.110269,0.13139,-0.0346406,-0.054428,-56143.1
-19253.8,0.967494,0.580948,2,3,0,19259,-0.0143278,0.169799,0.133394,0.068463,0.102343,0.0387178,-0.0378045,-0.0542845,0.977994,0.168956,0.122343,0.0516927,0.110283,0.179484,-0.0412715,-0.0666269,-56139.9
-19255.8,0.766806,0.580948,3,7,0,19259.4,-0.016079,0.161152,0.129401,0.0605059,0.0977221,0.0247078,-0.0344382,-0.0457643,0.983222,0.16087,0.119958,0.0496246,0.10682,0.134353,-0.0379138,-0.0561696,-56141.9
-19254.7,0.981421,0.580948,3,7,0,19257.9,-0.0168699,0.169434,0.134706,0.072193,0.100679,0.0393599,-0.0359853,-0.0558318,0.978146,0.168355,0.123512,0.055692,0.107936,0.18127,-0.0389273,-0.0685261,-56140.9
-19253.8,0.953409,0.580948,3,7,0,19257.1,-0.0188719,0.161407,0.128649,0.0609381,0.099012,0.0274288,-0.0334784,-0.0507372,0.978205,0.16153,0.119225,0.0494745,0.107439,0.145422,-0.0363192,-0.0622731,-56140
-19255.6,0.889072,0.580948,3,7,0,19257.1,-0.0133221,0.163101,0.138197,0.0710357,0.101784,0.0371072,-0.0430229,-0.0557956,0.979237,0.159915,0.127943,0.0551459,0.111529,0.181269,-0.0474836,-0.0684816,-56141.8
-19260.4,0.671134,0.580948,3,7,0,19264.3,-0.0202397,0.179606,0.121188,0.0628419,0.102958,0.0269168,-0.0376279,-0.0499016,0.979259,0.183562,0.111379,0.0510897,0.112804,0.146499,-0.0414343,-0.0612475,-56146.6
-19259,0.991926,0.580948,3,7,0,19265,-0.00462086,0.162761,0.140068,0.0660061,0.0935544,0.0402506,-0.0274445,-0.0547153,0.980412,0.160627,0.129266,0.0495816,0.0979301,0.175633,-0.0286435,-0.0671557,-56145.2
-19255.7,0.84786,0.580948,3,7,0,19265.8,-0.0146443,0.163514,0.140612,0.068243,0.100264,0.0287058,-0.0340932,-0.0426551,0.979848,0.160696,0.129347,0.0549944,0.108648,0.140309,-0.0377623,-0.0523534,-56141.9
-19253.9,0.966866,0.580948,3,7,0,19258,-0.0122169,0.169484,0.137571,0.0655606,0.0999111,0.032013,-0.0353944,-0.0462411,0.978531,0.168207,0.1267,0.0510654,0.108139,0.153034,-0.0390349,-0.0567548,-56140.1
-19254.3,0.991858,0.580948,3,7,0,19255.8,-0.0167038,0.168496,0.128319,0.0662265,0.0970997,0.0391088,-0.0361477,-0.0573523,0.981041,0.168812,0.118242,0.0500861,0.104355,0.18242,-0.0389938,-0.0703922,-56140.5
-19254.7,0.872722,0.580948,3,7,0,19258,-0.0173084,0.160859,0.135975,0.0637412,0.101413,0.024137,-0.0339063,-0.0469999,0.978789,0.159423,0.126083,0.0532705,0.110561,0.133902,-0.0371611,-0.0576861,-56140.9
-19255,0.819261,0.580948,3,7,0,19260,-0.0158975,0.168151,0.130394,0.0634831,0.10079,0.0426457,-0.0353394,-0.0577717,0.98112,0.167985,0.119637,0.0453451,0.107323,0.190688,-0.0379753,-0.070907,-56141.2
-19255,0.9963,0.580948,3,7,0,19257.5,-0.0174624,0.162365,0.134503,0.0644182,0.101286,0.0244408,-0.0356927,-0.0438125,0.979859,0.160937,0.124244,0.0532113,0.110889,0.132596,-0.0396065,-0.053774,-56141.2
-19254.1,0.929868,0.580948,3,7,0,19257.4,-0.0166697,0.168891,0.130521,0.0653814,0.101127,0.0396071,-0.0340334,-0.0581539,0.979951,0.169165,0.119905,0.0489637,0.107793,0.182839,-0.0363551,-0.0713762,-56140.2
-19253.7,0.85628,0.580948,3,7,0,19258,-0.0194218,0.164161,0.135825,0.0657708,0.101353,0.0262542,-0.03424,-0.0481817,0.982544,0.163074,0.125672,0.0544803,0.110252,0.140474,-0.0374649,-0.0591366,-56139.9
-19256.1,0.83574,0.580948,2,3,0,19257.1,-0.0229042,0.16089,0.134951,0.061889,0.105071,0.0247665,-0.0326215,-0.0474362,0.983637,0.159839,0.124623,0.0509534,0.11384,0.134882,-0.035562,-0.0582216,-56142.3
-19255.7,0.934305,0.580948,3,7,0,19259.9,-0.00823436,0.171359,0.133885,0.0651177,0.0959694,0.039922,-0.0372821,-0.0568738,0.979377,0.171029,0.124028,0.0484524,0.10339,0.184722,-0.0404136,-0.069805,-56141.9
-19256.3,0.824785,0.580948,3,7,0,19261.3,-0.0248499,0.157393,0.133092,0.0663685,0.101986,0.0237173,-0.0349338,-0.0486785,0.980572,0.155806,0.123253,0.056381,0.111534,0.135484,-0.0382652,-0.0597464,-56142.5
-19257.3,0.898603,0.580948,3,7,0,19261.4,-0.0240147,0.161307,0.129059,0.0628946,0.102748,0.0244651,-0.0413442,-0.0440274,0.978283,0.160179,0.119232,0.0512354,0.11406,0.137231,-0.0464566,-0.0540378,-56143.5
-19254.8,0.999158,0.580948,3,7,0,19259.6,-0.0182389,0.171165,0.131416,0.0638718,0.098449,0.0280132,-0.0379905,-0.0533552,0.985365,0.17202,0.122528,0.0524133,0.108113,0.153084,-0.0415776,-0.0654864,-56141
-19254.2,1,0.580948,3,7,0,19256.4,-0.0154787,0.161707,0.134994,0.0669796,0.102662,0.0364056,-0.0329037,-0.0487802,0.974445,0.15954,0.12317,0.0507039,0.109515,0.164315,-0.0357893,-0.0598711,-56140.4
-19256.3,0.619874,0.580948,2,3,0,19261.7,-0.0150655,0.163216,0.134323,0.067459,0.0943641,0.0385353,-0.0255764,-0.0451839,0.978925,0.161633,0.122012,0.0504832,0.0984392,0.15992,-0.0271937,-0.0554571,-56142.4
-19253.9,1,0.580948,2,7,0,19257,-0.017037,0.167066,0.127232,0.067484,0.104604,0.0293987,-0.0398676,-0.0532318,0.980643,0.167437,0.117219,0.0549535,0.114765,0.157703,-0.0438695,-0.0653349,-56140.1
