# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2024-09-28 21:03:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/w7kykt7b.json
# init = 2 (Default)
# random
#   seed = 76024
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/dens.nondens/multireg-20240928160339_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,log_p
# Adaptation terminated
# Step size = 0.567195
# Diagonal elements of inverse mass matrix:
# 3.54233e-05, 3.43524e-05, 3.92392e-05, 3.67653e-05, 3.27154e-05, 3.24352e-05, 3.40601e-05, 3.2683e-05, 2.42479e-05
-19254.4,0.9863,0.567195,3,7,0,19258.8,-0.0224538,0.169635,0.129655,0.0645399,0.0998853,0.0315275,-0.0406421,-0.0517899,0.976724,0.16979,0.120075,0.0508389,0.109779,0.16184,-0.0449349,-0.0635652,-56140.6
-19257.3,0.859748,0.567195,3,7,0,19258.8,-0.00349612,0.160784,0.1369,0.0703993,0.102412,0.0364144,-0.0345687,-0.047743,0.981023,0.157701,0.124848,0.0539971,0.109742,0.164509,-0.037902,-0.0585982,-56143.5
-19256.4,0.920971,0.567195,3,7,0,19261.6,-0.017637,0.171111,0.139335,0.0644699,0.0975853,0.0347425,-0.0434623,-0.0566115,0.976675,0.169669,0.130621,0.0498941,0.107741,0.176834,-0.0479472,-0.069483,-56142.5
-19256.5,0.790976,0.567195,3,7,0,19263.1,-0.0129924,0.165078,0.124492,0.0666934,0.104183,0.03048,-0.0257977,-0.0473498,0.982898,0.166438,0.11235,0.0534887,0.109956,0.143177,-0.0272762,-0.0581155,-56142.7
-19254.7,0.833717,0.567195,3,7,0,19261.7,-0.0145513,0.169363,0.135373,0.066576,0.101741,0.0341516,-0.0296257,-0.0444007,0.983243,0.168616,0.123112,0.0509673,0.107948,0.151735,-0.0321824,-0.0544959,-56140.9
-19257.5,0.851248,0.567195,3,7,0,19259.9,-0.0163137,0.167008,0.141819,0.0608605,0.107568,0.0419517,-0.0359033,-0.0489373,0.983103,0.164088,0.129547,0.0411105,0.114523,0.180028,-0.0394213,-0.0600639,-56143.7
