# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-03-23 18:43:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/jswgmgt9.json
# init = 2 (Default)
# random
#   seed = 92839
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/SciBERT/reg-20250323134316_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.582271
# Diagonal elements of inverse mass matrix:
# 2.33175e-05, 2.3652e-05, 1.69369e-05
-35606.8,0.960673,0.582271,3,7,0,35608.1,-0.0142171,0.0391194,1.00002,-33189.5
-35606.3,0.96204,0.582271,2,3,0,35607.2,-0.0156969,0.0389486,1.00334,-33191
-35607.2,0.823688,0.582271,2,3,0,35608.3,-0.00935389,0.0415619,1.00354,-33190.5
-35607.2,0.999764,0.582271,3,7,0,35608,-0.00832622,0.0381357,1.00432,-33190.2
-35606.5,0.998854,0.582271,2,3,0,35607.3,-0.0103901,0.0386154,1.0024,-33189.6
-35609.6,0.637234,0.582271,2,3,0,35611.2,-0.0230492,0.0394216,1.00545,-33194.5
-35606.9,0.978906,0.582271,2,3,0,35610,-0.0184961,0.0382761,1.00408,-33192
-35606.4,0.9962,0.582271,2,3,0,35607.1,-0.0133879,0.0365592,1.00109,-33189.4
-35606.8,0.908835,0.582271,2,7,0,35607.7,-0.0119969,0.041779,1.00416,-33191.1
-35606.8,0.871052,0.582271,3,7,0,35609,-0.0172815,0.0401128,1.00235,-33191.2
-35606.9,0.636344,0.582271,2,3,0,35611,-0.0110997,0.0345178,1.00119,-33188.9
-35607.6,0.970087,0.582271,3,7,0,35607.8,-0.0113298,0.0326107,1.0007,-33188.7
-35607.5,0.919971,0.582271,3,7,0,35609.2,-0.0178824,0.0422655,1.00397,-33192.5
