# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-03-23 18:43:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/jswgmgt9.json
# init = 2 (Default)
# random
#   seed = 92839
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/SciBERT/reg-20250323134316_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.656678
# Diagonal elements of inverse mass matrix:
# 2.15458e-05, 2.65331e-05, 1.73831e-05
-35609,0.734601,0.656678,2,3,0,35609.5,-0.0080623,0.0366285,0.998119,-33187.9
-35608.1,0.869039,0.656678,3,7,0,35612.2,-0.0207131,0.0350735,1.0038,-33192.4
-35609.5,0.921661,0.656678,2,3,0,35609.6,-0.0218386,0.0327643,1.00477,-33193.2
-35606.7,0.994735,0.656678,2,3,0,35610,-0.0122416,0.0337926,1.00315,-33189.8
-35606.4,0.905304,0.656678,2,3,0,35607.7,-0.0153331,0.0403594,1.00348,-33191.2
-35607.7,0.647726,0.656678,2,3,0,35610.2,-0.00695506,0.0363145,1.00332,-33189.5
-35607.1,0.995704,0.656678,2,7,0,35607.9,-0.0186145,0.0400606,1.003,-33191.9
-35606.5,0.994025,0.656678,3,7,0,35607.2,-0.0103519,0.0362385,1.00332,-33189.7
-35609.5,0.640777,0.656678,2,3,0,35609.9,-0.00839665,0.0459177,1.00398,-33191.7
-35608.4,1,0.656678,2,3,0,35609.8,-0.0155397,0.0300062,1.00249,-33190.2
-35610,0.648482,0.656678,2,3,0,35612,-0.0130178,0.032125,1.00945,-33193.4
-35607.5,1,0.656678,2,3,0,35610.1,-0.0107058,0.0324042,1.0042,-33190
-35606.2,1,0.656678,2,3,0,35607.3,-0.0141601,0.0393922,1.00315,-33190.7
