density,edginess,references,citations_per_year,is_center,identifier,year
13.158364707770438,0.7178170084953308,20,2.8,False,5cd27bc522626bd93f8463cbde4cad9c5e7176d5,2010
16.53516699144369,0.6846520900726318,38,14.333333333333334,False,bdd0c8567dfe547bba6ea5db24abc4c15b72a779,2017
17.898749400064357,0.6615959405899048,24,8.666666666666666,False,7c3d65596472c8bc398e4ede745c992ec6085b8f,2017
16.98179569271008,0.6925128698348999,35,0.0,False,841534287bf4d8310eeff8a810e19a635f77f640,2018
16.149041499901006,0.6353965401649475,14,2.526315789473684,False,177da2f000189bc4117bb9915b56cdba983e9dca,2001
14.170143418383786,0.6943639516830444,7,0.0,False,6eba9f7134f18ae5ce944d661a7b309b227f350c,2002
16.855732107121487,0.6319831609725952,36,0.5714285714285714,False,781fe887dbae5e8b1217d7660a3ac36cd68d8436,2006
17.867265482679596,0.7068373560905457,58,0.0,False,9aee843a31fd1e7dfa0f74041f8f9f11dd27a38b,2019
16.859692562283907,0.6698136925697327,25,15.8,False,a9d605017753c4cee73fa28044768edadd717bcd,2015
14.107512161917713,0.670750081539154,21,2.1538461538461537,False,05efa123901a96c74add23510eb5196eacc6d33c,2007
16.13717625534586,0.6419591903686523,23,23.333333333333332,False,4510e566cc67c8496a1180b04c91b232623fe59a,2008
16.156388592399868,0.6445165276527405,29,19.846153846153847,False,c05a19211d55c5d052a4b2d196a0091b8a619153,2007
16.516434912337555,0.6407132148742676,31,1.2,False,0f233fc33b025c4a8759f60a1462d9106b59c28f,2010
18.28696746071853,0.7103539109230042,18,0.42857142857142855,False,1abf21aef8b3fd08b402a328f6c7186da9d4219e,2013
18.94329673704588,0.6906633973121643,68,0.4,False,281111499df45731135f6e39bb065de84b264e01,2015
17.821588959244476,0.6737467646598816,34,4.0,False,24f032462b9ffaf9be007642f75d768cadd25538,2018
16.99350078119263,0.6773632764816284,87,1.7777777777777777,False,2e132132c8169ca755b06cdd7f8985d05ba04385,2011
18.280270076426497,0.642880916595459,12,5.4,False,53330e5930e784a81a22439e89e2c747f3fefe87,2010
18.29764260153748,0.7174325585365295,18,0.0,False,d7f6d9e6480a094226f41667aa5bc9f19ae3f9ea,2014
16.79072833863051,0.6579008102416992,30,3.5,False,69aaa4d18a2da730b6dfcab6112c1bb077404fbe,2002
15.531831072103309,0.6869701147079468,50,13.7,False,f5ad8d2f5367e6d281cfd40d6a4640635199a41c,2010
15.733331113921585,0.6759988069534302,30,0.5,False,019fded8c00cae25a45bcdb31b83fe52203f3157,2004
18.501891816689216,0.6114560961723328,9,10.882352941176471,False,18f51a291576862c53100fdcae0f153f9383b083,2003
16.520191759076337,0.6629444360733032,14,2.3125,False,2632237a2890b716ca4167b75d07c8000d124c9d,2004
17.510791197958266,0.7007989287376404,15,0.09090909090909091,False,fc4fcd7134b8d1e247e822f363f77c4728ed396d,2009
14.224015827055423,0.6577250361442566,43,0.631578947368421,False,82ad296a845e88d41d312231f8d0657b024a4c5e,2001
