# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-03-23 19:33:19 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/d_vbd1fl.json
# init = 2 (Default)
# random
#   seed = 52297
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-SBERT_j.h-nondens/hreg-20250323143319_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.463878
# Diagonal elements of inverse mass matrix:
# 2.21807e-05, 1.72392e-05, 0.000145993, 0.000127663, 0.000110316, 0.000113495, 0.000132029, 0.000146159, 0.000163267, 0.000158438, 0.000147005, 0.000110568, 0.000134597, 0.000134367, 9.12738e-05, 0.000119465, 0.000115274, 0.000159078, 0.000119799, 0.000149932, 9.29456e-05, 0.000116222, 0.000142931, 0.00014839, 0.000172197, 0.000172833, 0.000127641, 0.000145391, 0.000127834, 0.00233189, 0.00102637, 0.00036593, 0.0855498, 0.0728869, 0.101083
-34185.1,0.996543,0.463878,3,7,0,34209.7,0.00375717,0.979488,0.16719,-0.0428819,0.245663,0.0989027,0.277453,0.178846,0.00115401,0.0432803,0.215591,0.14281,-0.0700534,0.0892142,0.0771532,-0.0121865,0.152206,0.0883072,0.126497,0.139444,-0.00310692,0.0495173,0.0652595,-0.0183504,0.0220126,0.0161623,-0.0812025,-0.00782759,-0.00996246,0.174773,0.101058,-0.0323596,0.177322,0.0757228,0.0553254,-34498.9
-34184.2,0.85849,0.463878,3,7,0,34205.1,0.00386189,0.98136,0.194568,-0.0798873,0.240746,0.127055,0.291387,0.187551,0.0299278,0.00844789,0.203958,0.136445,-0.0371795,0.0722683,0.0630544,-0.00391381,0.173947,0.0666866,0.159125,0.147369,-0.0249914,0.0538151,0.0586754,0.00965512,0.0352501,0.0112185,-0.0848561,-0.00146182,-0.0180636,0.221587,0.106298,-0.0193551,0.199217,0.0946768,0.0814334,-34541.2
-34184.2,0.964655,0.463878,3,7,0,34197.9,0.00280447,0.977948,0.170375,-0.0463944,0.232921,0.105657,0.283277,0.175282,0.00266627,0.0451066,0.209602,0.141421,-0.079026,0.10221,0.0702241,-0.0111799,0.164654,0.0924439,0.130853,0.151142,-0.00175317,0.0500748,0.0636207,-0.0224493,0.027924,0.0114155,-0.0725294,-0.0075222,-0.00724968,0.0628965,0.0217451,0.0141715,0.121859,0.115519,0.0321389,-34517.8
-34178.1,0.893404,0.463878,3,7,0,34198.6,0.00191407,0.979219,0.186065,-0.0627855,0.206895,0.107157,0.292486,0.182889,0.00856798,0.0359007,0.20654,0.146414,-0.0628188,0.0947425,0.0751699,-0.00234115,0.179474,0.0688423,0.130963,0.135497,-0.0212469,0.048179,0.0547443,-0.00475229,0.0299379,-0.00366914,-0.0795673,-0.00724951,-0.00891727,0.103251,0.0416122,0.00446092,0.108609,0.0949339,0.0326544,-34508.9
-34192.3,0.400188,0.463878,3,7,0,34207,0.000466737,0.977361,0.174644,-0.0420932,0.225291,0.116256,0.281982,0.17189,0.00293212,0.0129558,0.238677,0.16863,-0.0438957,0.0742774,0.0813443,0.0164884,0.160499,0.0722751,0.1508,0.137863,-0.00290865,0.0453037,0.0433513,-0.01403,0.020557,0.0218779,-0.0816831,0.0112554,-0.00358176,0.152825,0.0749983,0.00673421,0.234563,0.0651074,0.0405598,-34540.7
-34198.7,0.914779,0.463878,3,7,0,34217.9,-0.00057248,0.979071,0.171138,-0.0549821,0.248859,0.100995,0.284405,0.174293,-0.00145795,-0.00502291,0.218083,0.15481,-0.0281282,0.0718102,0.0719829,0.00988412,0.162198,0.0634927,0.162329,0.116108,-0.0182846,0.0518287,0.0369602,-0.0160109,0.0304721,0.0169014,-0.0934695,-0.00954783,0.00169442,0.113678,0.0747134,0.00804601,0.336059,0.0507116,0.0684338,-34506.1
