# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2024-09-28 20:53:45 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/mcy1gukp.json
# init = 2 (Default)
# random
#   seed = 73349
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/nondens/multireg-20240928155345_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.491038
# Diagonal elements of inverse mass matrix:
# 1.97081e-05, 1.94004e-05, 1.95324e-05, 1.46149e-05
-49505,0.995072,0.491038,3,7,0,49505.5,0.000189396,0.147284,0.122473,0.983699,0.132471,0.123478,-143961
-49505.8,0.952197,0.491038,3,7,0,49506.5,0.00335002,0.150926,0.127179,0.979561,0.135526,0.128223,-143962
-49505.7,0.739698,0.491038,2,7,0,49509.1,0.00152664,0.151717,0.125652,0.984817,0.136524,0.126683,-143962
-49504.5,0.955388,0.491038,2,3,0,49506.5,-0.000275337,0.149857,0.123976,0.980196,0.134869,0.124993,-143960
-49506.2,0.860429,0.491038,2,3,0,49506.7,-0.00221751,0.149343,0.13119,0.981622,0.133405,0.132266,-143962
-49504.9,1,0.491038,2,3,0,49506.2,-0.000835023,0.1497,0.12896,0.981361,0.134057,0.130019,-143961
-49505.1,0.898164,0.491038,3,7,0,49506.8,0.00112118,0.148731,0.123902,0.984474,0.133742,0.124919,-143961
-49506.4,0.885579,0.491038,2,3,0,49506.8,-0.00199277,0.151827,0.126492,0.977959,0.136525,0.12753,-143962
-49504.9,1,0.491038,2,3,0,49506.7,0.000482015,0.152183,0.123755,0.982604,0.137243,0.124771,-143961
-49505.4,0.84831,0.491038,3,7,0,49508,-0.000644935,0.145267,0.128403,0.980806,0.12966,0.129456,-143961
-49505,0.980284,0.491038,2,3,0,49506,-0.00146801,0.145053,0.125895,0.981403,0.129772,0.126928,-143961
-49506.2,0.743538,0.491038,2,3,0,49508.5,-0.00483361,0.150752,0.128226,0.98367,0.135214,0.129278,-143962
-49505.1,0.967757,0.491038,2,3,0,49507.6,-0.00200399,0.14586,0.12459,0.980034,0.130757,0.125613,-143961
-49505.3,0.973606,0.491038,3,7,0,49506.2,0.0034741,0.149784,0.127591,0.9826,0.134321,0.128638,-143961
-49504.6,0.906354,0.491038,3,7,0,49507.4,-0.00323807,0.14977,0.125533,0.982512,0.134576,0.126564,-143960
-49504.2,1,0.491038,2,3,0,49504.7,0.000250725,0.15006,0.125438,0.982343,0.134881,0.126467,-143960
-49504.7,0.837354,0.491038,2,3,0,49505.9,0.00194317,0.148474,0.123437,0.982931,0.133545,0.12445,-143961
-49504.5,0.98211,0.491038,3,7,0,49505.3,0.00123552,0.14668,0.125685,0.981798,0.131441,0.126716,-143960
-49505.5,0.740209,0.491038,3,7,0,49508.9,0.00107044,0.150635,0.121677,0.979815,0.135953,0.122676,-143961
-49506.8,0.707124,0.491038,2,3,0,49510.4,0.00139536,0.146623,0.126592,0.977334,0.131264,0.127631,-143963
-49504.7,1,0.491038,2,3,0,49507.2,0.000914875,0.150856,0.126984,0.980614,0.135482,0.128026,-143961
-49505.5,0.926043,0.491038,2,3,0,49505.9,-0.00322029,0.146104,0.125279,0.984024,0.130914,0.126308,-143961
-49504.5,0.999629,0.491038,2,3,0,49505.7,-0.00041212,0.14692,0.123594,0.982556,0.131956,0.124609,-143960
-49506.4,0.710089,0.491038,2,3,0,49507.8,0.00300115,0.147889,0.124246,0.985737,0.132848,0.125265,-143962
-49504.9,0.990911,0.491038,2,7,0,49506.9,0.00101114,0.149532,0.12172,0.982454,0.134836,0.122719,-143961
-49504.9,0.820007,0.491038,3,7,0,49507.3,-0.000785929,0.147957,0.128872,0.982654,0.132311,0.129929,-143961
-49504.7,0.972139,0.491038,3,7,0,49505.8,0.00252871,0.148065,0.1239,0.981852,0.133071,0.124917,-143960
-49504.5,0.941748,0.491038,3,7,0,49505.6,-0.000438615,0.146231,0.124564,0.982195,0.131135,0.125587,-143960
-49504.4,0.709652,0.491038,3,7,0,49509.1,-0.000152642,0.149076,0.125666,0.98026,0.13386,0.126698,-143960
-49505.5,0.896827,0.491038,3,7,0,49506.3,0.00129432,0.149224,0.129695,0.98321,0.133481,0.130759,-143961
-49504.7,0.998457,0.491038,2,3,0,49506.2,-0.000547806,0.150202,0.124379,0.979698,0.135163,0.1254,-143961
-49505.2,0.979455,0.491038,3,7,0,49505.6,0.00238932,0.151925,0.125054,0.982996,0.136812,0.12608,-143961
-49507,0.900973,0.491038,3,7,0,49507.8,-0.0036435,0.155358,0.124249,0.981857,0.140379,0.125269,-143963
-49504.3,0.983818,0.491038,2,3,0,49507.3,-0.000740802,0.146979,0.124733,0.981519,0.131867,0.125757,-143960
-49505.4,0.714955,0.491038,1,3,0,49507.5,0.0023443,0.149908,0.124158,0.984613,0.134896,0.125177,-143961
-49509.9,0.613329,0.491038,2,3,0,49512.2,-0.00431347,0.155728,0.127519,0.977345,0.140324,0.128566,-143966
-49506.5,0.978404,0.491038,2,3,0,49511.2,-0.0019406,0.15263,0.130408,0.981228,0.136822,0.131478,-143962
-49505.1,1,0.491038,2,7,0,49506.8,0.00176164,0.148473,0.12144,0.98179,0.133805,0.122437,-143961
-49506,0.916101,0.491038,2,3,0,49506.8,0.00451589,0.146186,0.124376,0.983321,0.131115,0.125397,-143962
-49508.3,0.791387,0.491038,2,3,0,49510.3,-0.0021856,0.156549,0.122759,0.979562,0.141776,0.123767,-143964
-49507.9,0.919756,0.491038,3,7,0,49512.4,0.00384371,0.14593,0.122138,0.986109,0.13115,0.12314,-143964
-49505.7,1,0.491038,2,3,0,49507.7,0.00201194,0.147397,0.12244,0.984514,0.132589,0.123445,-143962
