# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2024-09-28 20:53:45 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/mcy1gukp.json
# init = 2 (Default)
# random
#   seed = 73349
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/nondens/multireg-20240928155345_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.46262
# Diagonal elements of inverse mass matrix:
# 1.93677e-05, 1.84465e-05, 1.95546e-05, 1.49806e-05
-49505.9,0.960236,0.46262,3,7,0,49508.8,0.000233403,0.148269,0.123421,0.985646,0.133339,0.124434,-143962
-49505.9,0.987331,0.46262,3,7,0,49506.5,-0.00150952,0.147863,0.123258,0.985573,0.132951,0.12427,-143962
-49505.1,0.990264,0.46262,3,7,0,49507.1,-0.00170204,0.146421,0.127772,0.983306,0.130906,0.128821,-143961
-49505.7,0.965657,0.46262,3,7,0,49506.5,0.00271865,0.14824,0.129367,0.980456,0.132531,0.130429,-143962
-49506.5,0.950904,0.46262,3,7,0,49507.3,-0.00231952,0.147731,0.120306,0.984614,0.133205,0.121293,-143962
-49506,0.89558,0.46262,3,7,0,49510.2,-9.95312e-05,0.146066,0.128684,0.97903,0.130429,0.12974,-143962
-49510.8,0.723535,0.46262,3,7,0,49512,-0.00583268,0.153486,0.123004,0.975926,0.138655,0.124014,-143967
-49507.9,1,0.46262,2,3,0,49510.9,-0.0032088,0.152988,0.124527,0.977042,0.137953,0.125549,-143964
-49506,0.924822,0.46262,2,3,0,49510.4,0.00104852,0.153224,0.126876,0.984163,0.137884,0.127917,-143962
-49507.4,0.863227,0.46262,3,7,0,49509.7,-0.00207202,0.1456,0.130638,0.984857,0.129703,0.13171,-143963
-49508.4,0.964208,0.46262,3,7,0,49509.7,0.00117215,0.144273,0.13035,0.985782,0.128403,0.13142,-143964
-49507.1,0.979718,0.46262,3,7,0,49511.2,0.00487281,0.151334,0.126711,0.978589,0.136,0.12775,-143963
-49505.5,1,0.46262,2,3,0,49508.1,0.00100819,0.149269,0.123517,0.985144,0.134335,0.124531,-143961
-49506.9,0.921163,0.46262,2,3,0,49508,-0.00172466,0.146831,0.120163,0.978483,0.132317,0.121149,-143963
-49508.5,0.936816,0.46262,3,7,0,49510,0.00569688,0.150882,0.129127,0.978189,0.135227,0.130186,-143964
-49504.8,1,0.46262,2,3,0,49508.4,0.000971881,0.151627,0.126648,0.981199,0.136303,0.127688,-143961
-49505.5,0.959728,0.46262,3,7,0,49506,-0.00233215,0.149105,0.129868,0.981334,0.133338,0.130933,-143961
-49504.8,0.988931,0.46262,2,3,0,49506,-0.00236276,0.148078,0.127883,0.982879,0.132563,0.128933,-143961
-49504.5,0.988987,0.46262,3,7,0,49505.4,-3.62799e-05,0.149505,0.122716,0.98086,0.134679,0.123723,-143960
-49505.3,0.938755,0.46262,2,3,0,49505.6,-0.00223579,0.151684,0.122697,0.983451,0.136878,0.123704,-143961
-49504.9,0.97015,0.46262,2,3,0,49506,-0.00128728,0.149289,0.123682,0.984236,0.134334,0.124697,-143961
-49505.3,0.978753,0.46262,2,7,0,49506,-0.000972562,0.146659,0.123294,0.98438,0.131733,0.124306,-143961
-49504.3,0.846194,0.46262,1,3,0,49507.6,-0.00101155,0.149907,0.125895,0.981119,0.134667,0.126928,-143960
-49505,0.947305,0.46262,2,7,0,49505.2,0.00100605,0.151074,0.122608,0.980416,0.136275,0.123614,-143961
-49505.4,0.954029,0.46262,3,7,0,49506.3,0.000859946,0.14549,0.125306,0.979308,0.13029,0.126335,-143961
-49504.5,0.90442,0.46262,3,7,0,49507.9,-0.000660726,0.151314,0.124272,0.981987,0.136298,0.125292,-143960
