# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-04-21 01:42:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/hsxu8ewu.json
# init = 2 (Default)
# random
#   seed = 53637
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/nondens/multireg-20250420204220_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.496594
# Diagonal elements of inverse mass matrix:
# 1.83367e-05, 1.94173e-05, 1.9518e-05, 1.59742e-05
-49524.1,1,0.496594,3,7,0,49525.4,-0.00304452,0.143076,0.126833,0.982162,0.12601,0.127788,-47835.5
-49523.4,0.847551,0.496594,3,7,0,49527.9,0.00143727,0.15284,0.128258,0.981403,0.135538,0.129223,-47833.3
-49521.4,1,0.496594,2,7,0,49523.5,0.000628868,0.148009,0.123918,0.98374,0.131291,0.124851,-47835.1
-49522.9,0.798181,0.496594,2,3,0,49524.3,-0.00125807,0.144714,0.118932,0.980784,0.128654,0.119827,-47836.4
-49525.4,0.856047,0.496594,3,7,0,49527.2,-0.00804628,0.150786,0.118,0.980966,0.134813,0.118888,-47837.2
-49522.7,0.948472,0.496594,2,7,0,49527.1,0.000750625,0.152034,0.12075,0.978687,0.135701,0.121659,-47834.2
-49528.8,0.675118,0.496594,3,7,0,49530.5,0.00416549,0.155614,0.113777,0.980049,0.140158,0.114634,-47838
-49523.1,1,0.496594,2,3,0,49528.8,-0.000852923,0.14728,0.128667,0.98326,0.129955,0.129636,-47834.4
-49523.3,0.96631,0.496594,3,7,0,49525.7,-0.00621008,0.150758,0.120556,0.980485,0.134457,0.121464,-47835.6
-49525.1,0.838572,0.496594,2,3,0,49526.6,-0.00592432,0.152161,0.117222,0.984235,0.136281,0.118104,-47838.1
-49523.2,0.866214,0.496594,2,3,0,49529,-0.00185118,0.15533,0.121469,0.980798,0.138887,0.122384,-47834.7
-49521.8,1,0.496594,2,3,0,49523.3,-0.000338987,0.152834,0.122152,0.980541,0.136317,0.123072,-47834.1
-49521.9,0.970299,0.496594,2,3,0,49522.6,-0.00149386,0.153195,0.124108,0.98169,0.136424,0.125042,-47834
-49524.5,0.773228,0.496594,2,3,0,49525.6,-0.0025293,0.150023,0.11522,0.979991,0.134412,0.116087,-47837.1
-49522.5,0.956841,0.496594,2,3,0,49525.7,-0.00468892,0.148743,0.120051,0.980345,0.132517,0.120955,-47835.6
-49523.1,0.923665,0.496594,1,1,0,49523.2,-0.00534031,0.149052,0.119414,0.980149,0.132907,0.120313,-47835.9
-49523,0.678882,0.496594,3,7,0,49529.8,0.00524575,0.147025,0.125033,0.98218,0.130169,0.125974,-47834.7
-49521.7,0.985362,0.496594,2,3,0,49523.4,0.00273304,0.148636,0.125027,0.982847,0.131772,0.125968,-47834.5
-49522.5,0.947693,0.496594,3,7,0,49523.3,0.00238205,0.15304,0.120161,0.980734,0.136778,0.121065,-47834.8
-49521.3,1,0.496594,3,7,0,49523,0.000806055,0.147971,0.124234,0.983427,0.131212,0.125169,-47834.9
-49523.5,0.835487,0.496594,2,3,0,49523.9,-0.00440566,0.149814,0.128328,0.980978,0.132519,0.129294,-47833.8
-49523.3,0.959797,0.496594,3,7,0,49525.5,-0.00164074,0.150019,0.116125,0.982303,0.134291,0.116999,-47837.2
-49521.2,0.971158,0.496594,3,7,0,49524.3,-0.0015725,0.146845,0.123341,0.981614,0.130207,0.12427,-47834.8
-49525.7,0.618047,0.496594,2,3,0,49526.4,-0.00412713,0.149924,0.119498,0.97626,0.133763,0.120397,-47835.3
-49523.1,0.993339,0.496594,3,7,0,49527.2,0.00190749,0.147559,0.125743,0.985589,0.130609,0.126689,-47835.8
-49521.3,0.905142,0.496594,2,3,0,49525.3,0.00188165,0.151135,0.122329,0.981786,0.134605,0.12325,-47834.4
-49523.1,0.782467,0.496594,2,3,0,49524.3,0.000870306,0.143609,0.125844,0.981442,0.126667,0.126792,-47834.9
-49523,0.996874,0.496594,3,7,0,49524.6,-0.00248917,0.154817,0.120654,0.981932,0.138481,0.121562,-47835.3
-49522.8,0.960139,0.496594,3,7,0,49525.2,0.00481301,0.149438,0.125865,0.981722,0.132462,0.126812,-47834
-49521.9,0.971568,0.496594,3,7,0,49524.2,-0.000247741,0.145509,0.120313,0.982371,0.129267,0.121219,-47836.1
-49521.5,0.871574,0.496594,2,3,0,49523.8,0.00247837,0.147564,0.122586,0.981063,0.13102,0.123509,-47834.6
-49524.6,0.735237,0.496594,2,3,0,49525.6,-0.00565122,0.153441,0.127743,0.982157,0.136202,0.128705,-47834.4
-49521.7,1,0.496594,2,3,0,49524.9,-0.00295508,0.149456,0.123052,0.984124,0.132841,0.123978,-47835.6
-49521.3,0.955588,0.496594,3,7,0,49523,0.0016486,0.151453,0.123436,0.982095,0.134778,0.124365,-47834.2
-49523.7,0.711133,0.496594,2,7,0,49525.8,0.00569708,0.149318,0.120422,0.979629,0.133042,0.121328,-47835
-49521.5,0.962014,0.496594,2,3,0,49524.6,-0.00104608,0.150525,0.121186,0.983838,0.134145,0.122099,-47835.7
-49521.5,0.984908,0.496594,3,7,0,49522.1,-0.0016002,0.148315,0.121176,0.979931,0.131948,0.122088,-47834.7
-49521.3,0.909689,0.496594,2,3,0,49522.7,0.00141693,0.147609,0.123799,0.982812,0.130909,0.124731,-47834.8
-49521.7,0.769364,0.496594,2,3,0,49523.9,0.000344355,0.151675,0.122076,0.979862,0.135174,0.122995,-47834
-49521.3,0.993748,0.496594,3,7,0,49522.1,-0.00152041,0.147077,0.123801,0.982956,0.130379,0.124733,-47835.1
-49522.3,0.9152,0.496594,2,3,0,49522.7,5.82935e-05,0.14551,0.125193,0.98398,0.128641,0.126135,-47835.5
-49522,1,0.496594,3,7,0,49522.7,-0.000845285,0.153519,0.121432,0.982826,0.13709,0.122346,-47835.1
-49525.3,0.414458,0.496594,3,7,0,49531.3,-0.00306735,0.154411,0.119387,0.977663,0.138241,0.120286,-47835
-49525.7,0.829122,0.496594,3,7,0,49531.4,0.00568044,0.144882,0.123541,0.986214,0.128229,0.124471,-47837.5
-49521.3,1,0.496594,2,3,0,49525.8,0.00153735,0.149407,0.123093,0.983542,0.132787,0.12402,-47835
-49521,0.997648,0.496594,2,7,0,49521.4,-0.00118665,0.147741,0.122556,0.982145,0.131199,0.123479,-47834.9
-49523,0.611895,0.496594,1,3,0,49526.9,0.00182454,0.15418,0.119643,0.982769,0.137978,0.120544,-47835.7
-49521.9,0.994459,0.496594,2,7,0,49523.7,-0.00315152,0.151667,0.121718,0.980236,0.135212,0.122634,-47834.5
-49521.8,0.965493,0.496594,3,7,0,49523.5,0.0025446,0.146648,0.122536,0.983184,0.130115,0.123459,-47835.5
-49522.5,0.820657,0.496594,2,3,0,49524.1,0.00150568,0.146266,0.124142,0.979035,0.129529,0.125076,-47834
-49522.8,0.992129,0.496594,3,7,0,49523.6,0.00158747,0.153085,0.121197,0.979099,0.136689,0.122109,-47834.1
-49522.4,0.996945,0.496594,3,15,0,49523.9,-0.00257165,0.145999,0.125102,0.984034,0.12914,0.126043,-47835.6
-49523.4,0.931057,0.496594,3,7,0,49524.6,0.00319123,0.152729,0.120844,0.97878,0.13638,0.121753,-47834.3
-49522.5,1,0.496594,3,7,0,49524.1,-0.000734479,0.145891,0.121304,0.98502,0.129521,0.122217,-47836.9
-49522.5,0.966677,0.496594,2,7,0,49524.2,0.00178432,0.146735,0.123442,0.978734,0.130084,0.124372,-47834.1
-49521.8,0.963329,0.496594,3,7,0,49523.6,-0.00185078,0.146146,0.12088,0.980709,0.129828,0.12179,-47835.4
-49521.5,0.943584,0.496594,3,7,0,49522.9,0.000871415,0.151595,0.125147,0.981608,0.1347,0.126089,-47833.7
-49523,0.856517,0.496594,2,3,0,49523.5,0.00244058,0.153801,0.124873,0.983736,0.136929,0.125813,-47834.6
-49523.9,0.922854,0.496594,3,7,0,49525.5,-0.00529637,0.147458,0.117415,0.981073,0.131579,0.118299,-47837.1
-49523.5,1,0.496594,2,3,0,49524.3,-0.00449016,0.145963,0.118001,0.981763,0.130016,0.118889,-47837.2
-49523,0.948633,0.496594,2,3,0,49524.9,-0.00438945,0.145144,0.120859,0.983433,0.128834,0.121769,-47836.9
-49521.5,0.876356,0.496594,3,7,0,49524.9,0.00185638,0.151709,0.121475,0.982114,0.135284,0.12239,-47834.8
-49522.2,0.644584,0.496594,3,7,0,49525.9,-7.09749e-05,0.14884,0.118217,0.98356,0.13285,0.119107,-47836.7
-49522.1,0.839634,0.496594,3,7,0,49525,-0.00366918,0.151625,0.120577,0.980699,0.135317,0.121485,-47835
-49524.4,0.808852,0.496594,2,3,0,49525.6,0.00472805,0.147347,0.119086,0.9854,0.131253,0.119983,-47837.7
-49522.5,0.956044,0.496594,2,3,0,49525.7,-0.00425574,0.147144,0.124382,0.979806,0.130371,0.125318,-47834.4
-49523.6,0.879383,0.496594,3,7,0,49524.7,0.00217199,0.150489,0.126611,0.978229,0.133411,0.127564,-47833
-49523.9,0.932267,0.496594,1,1,0,49524.3,0.00211068,0.150871,0.126473,0.977816,0.133809,0.127425,-47832.9
-49523.9,0.595224,0.496594,1,1,0,49526.3,0.00211068,0.150871,0.126473,0.977816,0.133809,0.127425,-47832.9
-49524.2,0.95502,0.496594,2,7,0,49525.6,-0.00350018,0.149079,0.122245,0.98711,0.13257,0.123166,-47837.6
-49522.1,0.940299,0.496594,2,7,0,49526,-0.00341881,0.146192,0.120549,0.98223,0.129916,0.121457,-47836.1
-49522.5,0.957701,0.496594,2,7,0,49523.1,-0.00278357,0.147275,0.119161,0.984147,0.131172,0.120058,-47837.1
-49523.7,0.876726,0.496594,2,3,0,49524.9,-0.00202432,0.145658,0.116682,0.982805,0.129882,0.117561,-47837.8
-49523.7,0.975512,0.496594,3,7,0,49525.1,0.000490488,0.146263,0.116053,0.982358,0.130565,0.116927,-47837.7
-49521.7,1,0.496594,2,7,0,49524.2,-0.00333289,0.149829,0.121009,0.980412,0.133474,0.12192,-47834.9
-49521.7,0.9498,0.496594,3,7,0,49523.3,0.0010908,0.148105,0.124893,0.983893,0.131261,0.125833,-47834.9
-49524.5,0.782463,0.496594,2,3,0,49525.1,0.00137133,0.153055,0.129777,0.982625,0.135556,0.130754,-47833.6
-49521.1,0.914525,0.496594,2,3,0,49526,0.000385047,0.150324,0.124298,0.981105,0.133544,0.125234,-47833.8
-49521.2,0.972173,0.496594,3,7,0,49521.6,0.000840154,0.148494,0.123109,0.980434,0.131877,0.124036,-47834.1
-49524.3,0.664815,0.496594,2,3,0,49525.1,-0.000595807,0.148093,0.128398,0.977959,0.130798,0.129365,-47833.1
-49524.2,1,0.496594,3,7,0,49526,-0.000189058,0.149059,0.117344,0.9861,0.13318,0.118228,-47838.4
-49521.4,1,0.496594,2,3,0,49524,-0.00227386,0.150584,0.121177,0.980699,0.134204,0.122089,-47834.7
-49522.5,0.830964,0.496594,2,3,0,49523.9,-0.00309948,0.144416,0.123172,0.982553,0.127813,0.124099,-47835.9
-49522.9,0.925845,0.496594,3,7,0,49524.2,-0.00152562,0.147134,0.124644,0.978095,0.130328,0.125583,-47833.8
-49522.3,1,0.496594,2,3,0,49522.9,-0.000249472,0.150771,0.122409,0.985539,0.134232,0.12333,-47836.1
-49521.3,0.80201,0.496594,2,3,0,49524.7,-0.000252452,0.147343,0.124768,0.981179,0.130519,0.125708,-47834.1
-49521.5,0.980692,0.496594,2,3,0,49521.8,-0.00263173,0.146913,0.124013,0.981926,0.130189,0.124946,-47834.8
-49521.8,0.935685,0.496594,3,7,0,49522.8,-0.00305777,0.150971,0.119935,0.981743,0.134748,0.120838,-47835.5
-49523.1,0.903909,0.496594,2,3,0,49523.4,-0.0038555,0.15354,0.120195,0.980441,0.13727,0.1211,-47835.2
-49522.5,0.944706,0.496594,2,7,0,49525,-0.00111696,0.151591,0.123255,0.978483,0.134939,0.124183,-47833.6
-49522.9,1,0.496594,2,3,0,49523.9,-0.00201705,0.154448,0.123715,0.979907,0.137721,0.124647,-47833.8
-49522.1,0.993455,0.496594,3,7,0,49524.2,0.00229054,0.147859,0.125721,0.983703,0.13091,0.126668,-47834.8
-49522.9,0.881918,0.496594,2,3,0,49524,1.70525e-05,0.148321,0.128135,0.984013,0.131059,0.1291,-47834.6
-49521.6,0.514025,0.496594,2,3,0,49530.5,-0.00152414,0.146144,0.12398,0.982877,0.129427,0.124913,-47835.2
-49522.2,0.96246,0.496594,3,7,0,49522.8,-0.00114253,0.15183,0.118616,0.981531,0.135773,0.119509,-47835.7
-49522.5,0.916849,0.496594,2,7,0,49523.6,-0.00283562,0.148646,0.121006,0.985298,0.132298,0.121917,-47836.8
-49522.8,0.953978,0.496594,2,7,0,49524.5,0.000106434,0.151823,0.119095,0.979081,0.135704,0.119992,-47834.9
