# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-04-21 01:42:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/hsxu8ewu.json
# init = 2 (Default)
# random
#   seed = 53637
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/nondens/multireg-20250420204220_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.482244
# Diagonal elements of inverse mass matrix:
# 1.871e-05, 1.88267e-05, 1.99917e-05, 1.44737e-05
-49523,0.898396,0.482244,3,7,0,49524.7,0.00048586,0.147974,0.1227,0.986312,0.131412,0.123624,-47836.8
-49523.1,0.957873,0.482244,3,7,0,49526,0.000641006,0.149851,0.121251,0.977512,0.133465,0.122164,-47834.1
-49521.6,0.972332,0.482244,3,7,0,49524.5,0.000341196,0.148969,0.12514,0.98396,0.132089,0.126082,-47834.8
-49521.8,0.985961,0.482244,3,7,0,49522.5,-0.000520924,0.145554,0.121886,0.980422,0.12911,0.122804,-47835.1
-49525.2,0.550869,0.482244,2,3,0,49529.2,-8.22498e-05,0.143257,0.129453,0.981316,0.125854,0.130427,-47834.7
-49524.9,0.961571,0.482244,3,7,0,49528,0.000688066,0.153629,0.115659,0.983699,0.137942,0.11653,-47837.7
-49526.3,0.834702,0.482244,3,7,0,49531.2,-0.0051425,0.145268,0.130527,0.980514,0.127715,0.13151,-47834.6
-49521.8,0.943079,0.482244,3,7,0,49528.6,-0.00146946,0.14598,0.12084,0.983203,0.129668,0.12175,-47836.2
-49524.7,0.842885,0.482244,2,3,0,49525.2,0.0039635,0.156504,0.123516,0.981508,0.139791,0.124446,-47834.4
-49524.2,1,0.482244,2,3,0,49525.3,0.00520231,0.154807,0.123589,0.981265,0.138094,0.12452,-47834.3
-49524.4,0.991579,0.482244,3,7,0,49527.3,-0.00765777,0.145642,0.121833,0.982576,0.129204,0.122751,-47837
-49522.3,0.992399,0.482244,3,7,0,49525.1,-0.00533226,0.149845,0.122286,0.982925,0.133326,0.123207,-47835.7
-49522.4,0.945911,0.482244,3,7,0,49524,-0.00505192,0.14813,0.123595,0.98375,0.131452,0.124526,-47835.8
-49522.9,0.940093,0.482244,1,1,0,49523,-0.00539743,0.147366,0.124113,0.984041,0.130627,0.125047,-47836
-49523.1,0.948846,0.482244,2,3,0,49524.5,-0.00465787,0.147179,0.127285,0.982246,0.130033,0.128244,-47834.7
-49525.5,0.795978,0.482244,3,7,0,49527.3,0.00263798,0.150257,0.116879,0.977367,0.134432,0.117759,-47835.9
-49524,1,0.482244,2,3,0,49525.9,0.00147118,0.150195,0.119404,0.977261,0.134045,0.120303,-47834.8
