# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-03-23 18:45:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/mfhsh0wi.json
# init = 2 (Default)
# random
#   seed = 28389
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/nondens/multireg-20250323134551_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.47587
# Diagonal elements of inverse mass matrix:
# 2.01941e-05, 1.91066e-05, 1.84873e-05, 1.44676e-05
-49651.8,0.980644,0.47587,3,7,0,49652.1,-0.00492802,0.148713,0.121936,0.981777,0.128887,0.122876,-47695.5
-49651.4,0.97059,0.47587,3,7,0,49653,0.00184076,0.146239,0.122433,0.983222,0.126434,0.123376,-47696.1
-49650.7,0.959952,0.47587,2,3,0,49652.2,-0.00222546,0.147055,0.122993,0.982234,0.127154,0.123941,-47695.7
-49651.2,0.905234,0.47587,3,7,0,49652.1,-0.00181341,0.147965,0.12556,0.985647,0.12772,0.126528,-47697.8
-49652.3,0.924617,0.47587,2,3,0,49652.8,-0.00552768,0.146344,0.12848,0.981771,0.125796,0.12947,-47697.3
-49653.6,0.913247,0.47587,3,7,0,49655,0.00253985,0.148786,0.118666,0.984176,0.129358,0.11958,-47695.8
-49652.7,0.97318,0.47587,3,7,0,49655.3,-0.00463872,0.146299,0.129568,0.98537,0.125619,0.130567,-47699.8
-49653.1,0.984669,0.47587,3,7,0,49654.3,0.00183511,0.152198,0.122389,0.981359,0.132202,0.123333,-47692.3
-49651.2,1,0.47587,2,3,0,49653.5,-0.00111981,0.145225,0.127531,0.984313,0.12483,0.128514,-47698.2
-49651.5,0.989238,0.47587,2,3,0,49651.5,-0.00058785,0.144763,0.127469,0.984691,0.12439,0.128452,-47698.6
