# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2024-09-28 20:53:45 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/mcy1gukp.json
# init = 2 (Default)
# random
#   seed = 73349
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/nondens/multireg-20240928155345_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.533296
# Diagonal elements of inverse mass matrix:
# 1.7651e-05, 1.81696e-05, 1.83019e-05, 1.46926e-05
-49506,1,0.533296,3,7,0,49507.2,0.00127514,0.144507,0.128977,0.981904,0.128818,0.130035,-143962
-49507.9,0.892636,0.533296,3,7,0,49508.8,-0.00150356,0.156812,0.122638,0.981897,0.142057,0.123644,-143964
-49507.7,0.892451,0.533296,3,7,0,49510.8,0.00268124,0.154633,0.122481,0.984742,0.139879,0.123486,-143964
-49506.3,0.919343,0.533296,3,7,0,49509.8,-0.000978378,0.146116,0.128664,0.978489,0.130482,0.12972,-143962
-49505.1,0.995415,0.533296,2,3,0,49506.9,0.000903236,0.149412,0.125261,0.984752,0.134251,0.126289,-143961
-49505.9,0.937469,0.533296,3,7,0,49506.8,0.00209031,0.148583,0.12235,0.978685,0.133797,0.123354,-143962
-49506.9,0.871419,0.533296,2,3,0,49507.9,-0.00497984,0.148732,0.125416,0.985787,0.133545,0.126446,-143963
-49505,1,0.533296,2,3,0,49507.5,-0.00185174,0.150817,0.126497,0.983935,0.135505,0.127535,-143961
-49506.3,0.927567,0.533296,2,3,0,49506.6,-0.00461124,0.15087,0.127287,0.984461,0.135456,0.128332,-143962
-49504.5,0.822438,0.533296,2,3,0,49509,7.94978e-05,0.146453,0.126188,0.981832,0.131146,0.127224,-143960
-49505.8,0.826344,0.533296,2,7,0,49507.1,-0.00115749,0.148062,0.13069,0.981186,0.132179,0.131762,-143962
-49505.3,0.940781,0.533296,3,7,0,49507.7,-0.0011628,0.145799,0.121614,0.981504,0.131085,0.122612,-143961
-49505.8,0.829228,0.533296,3,7,0,49508.2,-0.000130432,0.152238,0.128504,0.98389,0.136676,0.129558,-143962
-49507,0.698345,0.533296,3,7,0,49511.1,-0.00166846,0.145976,0.122161,0.977653,0.131193,0.123164,-143963
-49504.9,1,0.533296,2,3,0,49506.9,0.00160669,0.147432,0.124987,0.98387,0.132291,0.126013,-143961
-49506.2,0.889011,0.533296,2,3,0,49506.9,0.00555088,0.150925,0.125336,0.982083,0.135767,0.126365,-143962
-49506.2,0.998118,0.533296,3,7,0,49506.9,-0.00603933,0.146445,0.124985,0.980742,0.131295,0.126011,-143962
-49505,1,0.533296,2,3,0,49506.5,0.00183972,0.151879,0.12631,0.982722,0.136601,0.127347,-143961
-49507.3,0.624592,0.533296,2,3,0,49510.6,0.00582386,0.144539,0.125949,0.980579,0.129247,0.126983,-143963
-49505.3,0.980738,0.533296,2,3,0,49507.9,0.00424835,0.148169,0.124807,0.981727,0.133057,0.125831,-143961
-49505.5,0.963602,0.533296,3,7,0,49506.5,-0.00546675,0.149155,0.125715,0.981876,0.133933,0.126747,-143961
-49508.5,0.510369,0.533296,2,3,0,49513.4,-0.000245596,0.157244,0.121864,0.98216,0.142593,0.122864,-143964
-49506.5,0.994828,0.533296,2,3,0,49509.6,0.00163321,0.15333,0.12264,0.984493,0.138545,0.123647,-143962
-49504.7,0.939266,0.533296,3,7,0,49507.8,-0.00158704,0.148337,0.127073,0.979939,0.13293,0.128116,-143961
-49504.4,0.911164,0.533296,2,3,0,49505.7,-0.00168191,0.148828,0.124984,0.98315,0.133699,0.12601,-143960
-49510,0.347677,0.533296,2,3,0,49512.2,0.00210943,0.146718,0.123633,0.988854,0.131748,0.124647,-143966
-49505.4,1,0.533296,2,3,0,49509.9,0.00193259,0.149674,0.128681,0.980036,0.134067,0.129737,-143961
-49504.4,0.940776,0.533296,2,3,0,49506.6,-0.000524184,0.146903,0.12674,0.982315,0.131528,0.12778,-143960
-49508,0.617135,0.533296,2,3,0,49509.9,-0.00669001,0.15456,0.125639,0.981163,0.139392,0.12667,-143964
-49504.9,0.931818,0.533296,2,3,0,49509.7,-0.000905997,0.151771,0.126571,0.980304,0.136459,0.12761,-143961
-49504.9,0.806984,0.533296,3,7,0,49506.9,0.000305244,0.146226,0.123927,0.980151,0.131213,0.124944,-143961
-49505.5,0.933522,0.533296,2,3,0,49506.1,-0.00428962,0.151184,0.123615,0.983078,0.136253,0.124629,-143961
-49508.6,0.757105,0.533296,2,3,0,49509.7,-0.00542662,0.156034,0.122694,0.981167,0.141265,0.123701,-143964
-49505.6,1,0.533296,2,3,0,49509.4,-0.0040066,0.145242,0.125141,0.982644,0.130062,0.126168,-143961
-49505,0.991164,0.533296,2,3,0,49506.1,-0.00192083,0.14668,0.122534,0.980786,0.131853,0.12354,-143961
-49504.9,0.980941,0.533296,3,7,0,49505.7,-0.000661569,0.152609,0.124458,0.981188,0.13758,0.125479,-143961
-49506.5,0.859992,0.533296,2,3,0,49507.3,0.000199664,0.143374,0.12147,0.981354,0.128659,0.122467,-143962
-49511.6,0.560519,0.533296,3,7,0,49513.7,0.00297648,0.141941,0.128396,0.987855,0.126307,0.12945,-143967
-49507.3,1,0.533296,2,3,0,49513.6,-0.000541149,0.144554,0.131473,0.983,0.128539,0.132552,-143963
-49507.9,0.842858,0.533296,2,7,0,49511.3,-0.0026193,0.149783,0.118533,0.985085,0.135506,0.119506,-143964
-49504.7,1,0.533296,2,3,0,49507.8,0.000892823,0.151256,0.123729,0.981099,0.136312,0.124745,-143960
-49505.3,0.954064,0.533296,2,3,0,49505.5,0.000175213,0.153404,0.124263,0.981075,0.138408,0.125282,-143961
-49504.8,0.995443,0.533296,2,7,0,49505.8,-0.00123947,0.150417,0.127574,0.983184,0.134962,0.128621,-143961
-49505.5,0.956499,0.533296,2,7,0,49506,-0.000127621,0.146082,0.129374,0.981317,0.130354,0.130436,-143961
-49505.7,0.937307,0.533296,3,7,0,49507.1,-0.00219047,0.152163,0.123747,0.984404,0.137224,0.124763,-143962
-49504.8,0.938455,0.533296,3,7,0,49506.8,-0.000599806,0.147645,0.125745,0.979449,0.132406,0.126777,-143961
-49504.9,0.977339,0.533296,2,7,0,49505.7,-0.00226746,0.15028,0.125071,0.979527,0.135152,0.126098,-143961
-49504.9,0.987894,0.533296,2,3,0,49505.8,-0.00250968,0.148441,0.1256,0.983972,0.133228,0.126631,-143961
