# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-04-21 01:42:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/hsxu8ewu.json
# init = 2 (Default)
# random
#   seed = 53637
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/nondens/multireg-20250420204220_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.523193
# Diagonal elements of inverse mass matrix:
# 1.8394e-05, 1.94637e-05, 1.88356e-05, 1.42558e-05
-49522.8,0.975306,0.523193,2,7,0,49525.7,-0.00177972,0.148015,0.120959,0.985813,0.131677,0.12187,-47837.1
-49520.9,0.922714,0.523193,2,3,0,49523.7,-0.00110109,0.148892,0.123798,0.981942,0.132184,0.12473,-47834.4
-49521.2,0.893656,0.523193,1,3,0,49522.1,0.00117271,0.149977,0.121089,0.981322,0.133611,0.122001,-47834.7
-49521.3,0.827178,0.523193,3,7,0,49523.5,-0.00261305,0.148168,0.124437,0.981343,0.131382,0.125374,-47834.3
-49521.5,0.92648,0.523193,3,7,0,49522.6,-0.000125226,0.145763,0.12249,0.98174,0.12924,0.123413,-47835.2
-49521.4,0.971961,0.523193,3,7,0,49522.1,-0.000457778,0.152477,0.122793,0.982246,0.13588,0.123717,-47834.5
-49521,0.901793,0.523193,1,3,0,49522.6,-0.000147272,0.148484,0.123637,0.980803,0.131799,0.124568,-47834.1
-49521.3,0.948902,0.523193,2,3,0,49521.7,-0.00143871,0.151745,0.12168,0.98249,0.135294,0.122596,-47834.9
-49521.5,0.93522,0.523193,3,7,0,49522.5,0.000428564,0.146607,0.12419,0.980542,0.129861,0.125125,-47834.2
-49523.2,0.722907,0.523193,2,3,0,49525.4,-0.00700816,0.149035,0.122419,0.98254,0.132504,0.123341,-47836
-49523.4,0.992288,0.523193,3,7,0,49524.2,0.00649855,0.149262,0.123401,0.981163,0.132603,0.12433,-47834.6
-49521.7,0.998646,0.523193,3,7,0,49524.1,-0.000451408,0.151528,0.125851,0.98115,0.134543,0.126799,-47833.5
-49521.9,0.958687,0.523193,3,7,0,49522.8,0.00212437,0.149778,0.125005,0.98,0.132911,0.125946,-47833.5
-49524.3,0.622772,0.523193,2,3,0,49526.2,0.00143661,0.145974,0.121877,0.97692,0.129529,0.122795,-47834.6
-49524.1,0.991128,0.523193,2,7,0,49526.2,0.00326806,0.149984,0.120716,0.977348,0.133666,0.121624,-47834.4
-49524.2,0.911966,0.523193,3,7,0,49527.1,0.00385699,0.144839,0.118906,0.97956,0.128782,0.119801,-47836.2
-49524,0.958195,0.523193,2,7,0,49526.3,0.0045923,0.148596,0.121527,0.986023,0.132182,0.122442,-47837
-49524.5,0.770026,0.523193,2,3,0,49528.3,0.00251154,0.147215,0.125732,0.986848,0.130268,0.126678,-47836.7
-49523.3,1,0.523193,1,1,0,49524.6,0.00145783,0.146816,0.124582,0.986036,0.130019,0.12552,-47836.4
-49521.4,0.996084,0.523193,2,3,0,49523.7,0.0019625,0.148225,0.120834,0.982807,0.131902,0.121743,-47835.5
-49521.4,0.900223,0.523193,2,3,0,49522.9,-0.000949143,0.146652,0.121662,0.980851,0.130231,0.122578,-47835
-49523.6,0.763043,0.523193,2,3,0,49525,-0.00571748,0.146632,0.119032,0.980796,0.130549,0.119929,-47836.6
-49523.3,0.972638,0.523193,3,7,0,49525.6,-0.00135165,0.142759,0.1244,0.981572,0.126007,0.125337,-47835.6
-49524.7,0.845585,0.523193,3,7,0,49526.8,-0.00559299,0.151301,0.124398,0.986371,0.134503,0.125334,-47836.9
-49523.1,0.970629,0.523193,3,7,0,49528,0.00434535,0.153475,0.122057,0.980878,0.136966,0.122976,-47834.4
-49523.1,1,0.523193,3,7,0,49523.6,-0.00488081,0.144826,0.123164,0.983066,0.128222,0.124091,-47836.3
-49520.9,1,0.523193,2,3,0,49522.8,-0.000463587,0.148865,0.122734,0.982393,0.132294,0.123658,-47834.8
-49522.6,0.780266,0.523193,3,7,0,49523.9,0.002474,0.153446,0.119935,0.982123,0.13721,0.120838,-47835.3
-49521.9,0.971331,0.523193,2,7,0,49523.6,-0.00480358,0.148157,0.122635,0.982183,0.131602,0.123558,-47835.4
-49522.4,0.768988,0.523193,2,3,0,49525.4,-0.00226174,0.154172,0.123954,0.981842,0.137416,0.124887,-47834.3
-49521.6,0.890385,0.523193,2,3,0,49524.4,-0.00260129,0.147544,0.125211,0.982426,0.130662,0.126154,-47834.6
-49521.8,0.91651,0.523193,3,7,0,49523,0.00216175,0.150732,0.120137,0.983107,0.134485,0.121042,-47835.6
-49522.8,0.928444,0.523193,2,7,0,49523.5,0.00509924,0.146815,0.123432,0.982132,0.130166,0.124362,-47835.1
-49521.8,0.992472,0.523193,3,7,0,49523.3,-0.00337405,0.151006,0.122749,0.980168,0.134422,0.123673,-47834.3
-49525.8,0.676636,0.523193,2,3,0,49526.8,-0.00350013,0.140496,0.124395,0.980428,0.123757,0.125331,-47836.5
-49523.3,1,0.523193,3,7,0,49526.4,-0.00180304,0.14382,0.126367,0.981002,0.12681,0.127319,-47834.8
-49521,1,0.523193,2,3,0,49523.2,3.92515e-05,0.148673,0.123636,0.980865,0.131988,0.124567,-47834.1
-49521,0.995316,0.523193,3,7,0,49521.3,0.00102784,0.14912,0.122371,0.982822,0.132595,0.123292,-47834.9
-49521,0.646412,0.523193,1,3,0,49524.5,0.00102784,0.14912,0.122371,0.982822,0.132595,0.123292,-47834.9
