# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-03-23 18:45:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/mfhsh0wi.json
# init = 2 (Default)
# random
#   seed = 28389
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/nondens/multireg-20250323134551_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.548936
# Diagonal elements of inverse mass matrix:
# 1.86007e-05, 1.88374e-05, 1.84679e-05, 1.46688e-05
-49652.7,0.968315,0.548936,3,7,0,49654.3,-0.00334426,0.152689,0.126282,0.984876,0.1322,0.127256,-47695.8
-49651.8,1,0.548936,2,3,0,49653.3,-0.00506956,0.149533,0.127154,0.984277,0.129042,0.128135,-47697.1
-49652.7,0.887302,0.548936,2,3,0,49653.9,-0.00677032,0.145341,0.128191,0.983541,0.124861,0.129179,-47699.4
-49653.3,0.908031,0.548936,3,7,0,49655.4,-0.00404259,0.15182,0.129848,0.983064,0.130923,0.130849,-47695.5
-49652,0.657119,0.548936,3,7,0,49657.6,0.00146475,0.144787,0.121107,0.982271,0.125192,0.122041,-47696.4
-49651.6,0.970842,0.548936,2,3,0,49652.9,-0.00171671,0.148484,0.128978,0.982634,0.127805,0.129972,-47695.7
-49650.9,0.995323,0.548936,3,7,0,49652,-0.00407519,0.145473,0.125038,0.983051,0.125375,0.126002,-47697.7
-49651.4,0.93735,0.548936,2,3,0,49651.9,0.00244568,0.146895,0.125965,0.983411,0.126636,0.126936,-47695.9
-49652,0.936621,0.548936,2,7,0,49652.9,0.000224326,0.142274,0.125197,0.982129,0.122262,0.126162,-47698
-49653.2,0.847286,0.548936,1,1,0,49653.2,0.00121522,0.140694,0.125367,0.982518,0.120714,0.126333,-47699.2
-49653.5,0.846286,0.548936,3,7,0,49656.5,-0.00458193,0.153476,0.124073,0.981201,0.133231,0.125029,-47693.3
-49651.3,0.998857,0.548936,2,3,0,49653.9,-0.00209474,0.15073,0.123586,0.984002,0.130635,0.124538,-47695.3
-49651.8,0.95567,0.548936,3,7,0,49652.5,-0.00347997,0.143893,0.127952,0.982567,0.123491,0.128938,-47698.4
-49653.9,0.726392,0.548936,2,3,0,49655.4,-0.00255835,0.140447,0.124537,0.980034,0.120576,0.125497,-47698.8
-49651.4,0.939941,0.548936,3,7,0,49654.7,-0.00333175,0.143445,0.123911,0.982539,0.123551,0.124866,-47698.3
-49651.7,0.956169,0.548936,2,3,0,49652.5,0.00112018,0.143269,0.125463,0.983679,0.123192,0.12643,-47698.3
-49651.5,0.968571,0.548936,2,3,0,49652.6,0.00175775,0.145662,0.12213,0.983325,0.125913,0.123072,-47696.5
-49652.7,0.806535,0.548936,2,3,0,49653.8,0.00234826,0.146397,0.127623,0.98617,0.125952,0.128607,-47698.6
-49652.3,1,0.548936,2,3,0,49653.8,-0.000458462,0.147246,0.129314,0.980817,0.126566,0.130311,-47695
-49651,1,0.548936,2,3,0,49652.5,-0.00142641,0.144081,0.123958,0.983911,0.124161,0.124914,-47698.3
-49651.1,0.984958,0.548936,3,7,0,49651.7,0.00157983,0.147125,0.124317,0.984268,0.12706,0.125275,-47696.4
-49651.9,0.921534,0.548936,3,7,0,49652.6,0.000917553,0.148164,0.121264,0.985061,0.128438,0.122199,-47696.7
-49651.4,0.961833,0.548936,2,3,0,49652.7,-0.00156434,0.149381,0.121027,0.983432,0.129644,0.12196,-47695.4
-49650.9,0.947383,0.548936,2,3,0,49652.4,-4.79085e-05,0.144893,0.124893,0.983211,0.124832,0.125856,-47697.1
-49651.5,0.896202,0.548936,2,3,0,49652.2,-0.00486479,0.148686,0.127361,0.983377,0.128197,0.128343,-47696.8
-49651.5,0.965747,0.548936,2,7,0,49652.4,-0.00147356,0.144982,0.127293,0.981143,0.124624,0.128274,-47696.3
-49653.6,0.713284,0.548936,2,3,0,49655.5,-0.00298239,0.150164,0.129009,0.979315,0.129425,0.130004,-47693.6
-49653.5,0.986325,0.548936,3,7,0,49654.5,-0.00495671,0.151105,0.128376,0.980369,0.130413,0.129365,-47694.2
-49652.2,0.971857,0.548936,2,7,0,49654.8,-0.00116115,0.143957,0.124092,0.986516,0.124025,0.125049,-47700.5
-49651.7,1,0.548936,2,3,0,49652.9,-0.00161934,0.142752,0.124052,0.98175,0.122865,0.125008,-47697.8
-49651.9,0.832395,0.548936,2,3,0,49654.3,0.00272185,0.145465,0.123218,0.984628,0.125589,0.124168,-47697.4
-49653.2,0.919689,0.548936,3,7,0,49654.3,-0.00459467,0.140976,0.124174,0.984759,0.121132,0.125131,-47701.9
-49653.2,0.994376,0.548936,3,7,0,49653.9,-0.00364018,0.140438,0.123039,0.983405,0.12075,0.123988,-47701
-49652.4,1,0.548936,3,7,0,49653.7,-0.00564376,0.142843,0.123346,0.983334,0.123039,0.124296,-47700
-49652.6,0.938066,0.548936,3,7,0,49654.1,0.0023447,0.151852,0.123337,0.983572,0.131751,0.124288,-47693.8
-49653.3,0.908824,0.548936,3,7,0,49654.5,-0.00572304,0.14232,0.126063,0.980718,0.1222,0.127035,-47698.9
-49652.7,0.991156,0.548936,3,7,0,49653.9,0.0023928,0.151803,0.123307,0.98406,0.131707,0.124258,-47694.2
-49651.2,0.91003,0.548936,3,7,0,49654.6,-0.00456553,0.146961,0.126271,0.981825,0.126663,0.127244,-47696.4
-49654.4,0.691278,0.548936,2,3,0,49655.4,-0.00136925,0.142275,0.131351,0.981323,0.12151,0.132363,-47699
