# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 23:13:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/uvywfpx7.json
# init = 2 (Default)
# random
#   seed = 71615
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/asym_BOW.nonsems/multireg-20250511181351_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.553564
# Diagonal elements of inverse mass matrix:
# 2.25236e-05, 2.0952e-05, 2.18228e-05, 2.31469e-05, 1.70681e-05
-34060.8,1,0.553564,3,7,0,34064.5,-0.0164519,0.0958678,0.164239,0.129555,0.970793,0.0866957,0.166491,0.131304,-33260
-34069.2,0.477216,0.553564,2,3,0,34070.5,-0.00764534,0.0997317,0.17174,0.14108,0.973057,0.0898266,0.173136,0.142985,-33263.7
-34061.6,0.898733,0.553564,2,3,0,34072.6,-0.0141087,0.0972655,0.157647,0.128094,0.974347,0.088254,0.159169,0.129823,-33260
-34061.5,0.960856,0.553564,3,7,0,34063.8,-0.017717,0.0890187,0.162265,0.136366,0.974881,0.0794865,0.163059,0.138206,-33260.8
-34060.7,1,0.553564,3,7,0,34061.5,-0.0170709,0.0893372,0.162273,0.134699,0.973848,0.0798983,0.163353,0.136518,-33260.3
-34061.4,0.931465,0.553564,3,7,0,34062.5,-0.0164638,0.0935829,0.161079,0.136817,0.976844,0.084041,0.161619,0.138664,-33261.1
-34066.7,0.646715,0.553564,2,3,0,34068.3,-0.00821069,0.103792,0.160246,0.136649,0.972496,0.0942731,0.160691,0.138494,-33264
-34065.6,1,0.553564,3,7,0,34067.8,-0.00841402,0.103548,0.159447,0.13259,0.972714,0.0942651,0.160468,0.13438,-33262.6
-34061.9,0.92266,0.553564,2,3,0,34067.5,-0.0131973,0.0993143,0.15991,0.131485,0.976852,0.0900867,0.161189,0.13326,-33260.3
