,alpha,beta[asym_BOW],"beta[asym_BOW_j,Economics]","beta[asym_BOW_j,Education]","beta[asym_BOW_j,Geology]","beta[asym_BOW_j,Linguistics]","beta[asym_BOW_j,Materials Science]","beta[asym_BOW_j,Mathematics]","beta[asym_BOW_j,Medicine]","beta[asym_BOW_j,Philosophy]","beta[asym_BOW_j,Physics]",beta[asym_GPT2],"beta[asym_GPT2_j,Economics]","beta[asym_GPT2_j,Education]","beta[asym_GPT2_j,Geology]","beta[asym_GPT2_j,Linguistics]","beta[asym_GPT2_j,Materials Science]","beta[asym_GPT2_j,Mathematics]","beta[asym_GPT2_j,Medicine]","beta[asym_GPT2_j,Philosophy]","beta[asym_GPT2_j,Physics]",beta[asym_SBERT],"beta[asym_SBERT_j,Economics]","beta[asym_SBERT_j,Education]","beta[asym_SBERT_j,Geology]","beta[asym_SBERT_j,Linguistics]","beta[asym_SBERT_j,Materials Science]","beta[asym_SBERT_j,Mathematics]","beta[asym_SBERT_j,Medicine]","beta[asym_SBERT_j,Philosophy]","beta[asym_SBERT_j,Physics]",beta[asym_SciBERT],"beta[asym_SciBERT_j,Economics]","beta[asym_SciBERT_j,Education]","beta[asym_SciBERT_j,Geology]","beta[asym_SciBERT_j,Linguistics]","beta[asym_SciBERT_j,Materials Science]","beta[asym_SciBERT_j,Mathematics]","beta[asym_SciBERT_j,Medicine]","beta[asym_SciBERT_j,Philosophy]","beta[asym_SciBERT_j,Physics]",beta[asym_Word2Vec],"beta[asym_Word2Vec_j,Economics]","beta[asym_Word2Vec_j,Education]","beta[asym_Word2Vec_j,Geology]","beta[asym_Word2Vec_j,Linguistics]","beta[asym_Word2Vec_j,Materials Science]","beta[asym_Word2Vec_j,Mathematics]","beta[asym_Word2Vec_j,Medicine]","beta[asym_Word2Vec_j,Philosophy]","beta[asym_Word2Vec_j,Physics]",beta[den_BOW],"beta[den_BOW_j,Economics]","beta[den_BOW_j,Education]","beta[den_BOW_j,Geology]","beta[den_BOW_j,Linguistics]","beta[den_BOW_j,Materials Science]","beta[den_BOW_j,Mathematics]","beta[den_BOW_j,Medicine]","beta[den_BOW_j,Philosophy]","beta[den_BOW_j,Physics]",beta[den_GPT2],"beta[den_GPT2_j,Economics]","beta[den_GPT2_j,Education]","beta[den_GPT2_j,Geology]","beta[den_GPT2_j,Linguistics]","beta[den_GPT2_j,Materials Science]","beta[den_GPT2_j,Mathematics]","beta[den_GPT2_j,Medicine]","beta[den_GPT2_j,Philosophy]","beta[den_GPT2_j,Physics]",beta[den_SBERT],"beta[den_SBERT_j,Economics]","beta[den_SBERT_j,Education]","beta[den_SBERT_j,Geology]","beta[den_SBERT_j,Linguistics]","beta[den_SBERT_j,Materials Science]","beta[den_SBERT_j,Mathematics]","beta[den_SBERT_j,Medicine]","beta[den_SBERT_j,Philosophy]","beta[den_SBERT_j,Physics]",beta[den_SciBERT],"beta[den_SciBERT_j,Economics]","beta[den_SciBERT_j,Education]","beta[den_SciBERT_j,Geology]","beta[den_SciBERT_j,Linguistics]","beta[den_SciBERT_j,Materials Science]","beta[den_SciBERT_j,Mathematics]","beta[den_SciBERT_j,Medicine]","beta[den_SciBERT_j,Philosophy]","beta[den_SciBERT_j,Physics]",beta[den_Word2Vec],"beta[den_Word2Vec_j,Economics]","beta[den_Word2Vec_j,Education]","beta[den_Word2Vec_j,Geology]","beta[den_Word2Vec_j,Linguistics]","beta[den_Word2Vec_j,Materials Science]","beta[den_Word2Vec_j,Mathematics]","beta[den_Word2Vec_j,Medicine]","beta[den_Word2Vec_j,Philosophy]","beta[den_Word2Vec_j,Physics]",beta[references],"beta[references_j,Economics]","beta[references_j,Education]","beta[references_j,Geology]","beta[references_j,Linguistics]","beta[references_j,Materials Science]","beta[references_j,Mathematics]","beta[references_j,Medicine]","beta[references_j,Philosophy]","beta[references_j,Physics]",beta[year],"beta[year_j,Economics]","beta[year_j,Education]","beta[year_j,Geology]","beta[year_j,Linguistics]","beta[year_j,Materials Science]","beta[year_j,Mathematics]","beta[year_j,Medicine]","beta[year_j,Philosophy]","beta[year_j,Physics]",log_ppd,mu_beta[asym_BOW_j],mu_beta[asym_GPT2_j],mu_beta[asym_SBERT_j],mu_beta[asym_SciBERT_j],mu_beta[asym_Word2Vec_j],mu_beta[den_BOW_j],mu_beta[den_GPT2_j],mu_beta[den_SBERT_j],mu_beta[den_SciBERT_j],mu_beta[den_Word2Vec_j],mu_beta[references_j],mu_beta[year_j],sigma,sigma_beta[asym_BOW_j],sigma_beta[asym_GPT2_j],sigma_beta[asym_SBERT_j],sigma_beta[asym_SciBERT_j],sigma_beta[asym_Word2Vec_j],sigma_beta[den_BOW_j],sigma_beta[den_GPT2_j],sigma_beta[den_SBERT_j],sigma_beta[den_SciBERT_j],sigma_beta[den_Word2Vec_j],sigma_beta[references_j],sigma_beta[year_j],y_col,rmse,$R^2$,1-MAE,1-RMSE,1-MAPE,1-MedAE,1-MPinL,$D^2_{pin}$,$D^2_{abs}$,$R^2$_descaled,1-MAE_descaled,1-RMSE_descaled,1-MAPE_descaled,1-MedAE_descaled,1-MPinL_descaled,$D^2_{pin}$_descaled,$D^2_{abs}$_descaled
asym_SciBERT.nonsems,-0.00993882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02502555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159871,,,,,,,,,,0.1376155,,,,,,,,,,-32824.14121830067,,,,,,,,,,,,,0.9778555,,,,,,,,,,,,,log_cpy,0.986149422962902,0.012681736680124955,0.22396954015007742,0.004246202863089521,-0.6742612117655633,0.3616274118310272,0.6119847700750387,0.01712453278695225,0.01712453278695225,0.030112889336200488,0.4767560827233688,0.33322920637037534,-80828420613062.98,0.5687715684613925,0.7383780413616844,0.022623343338644575,0.022623343338644575
asym_Word2Vec.nonsems,-0.01307825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0946643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154012,,,,,,,,,,0.1364705,,,,,,,,,,-33180.71257681596,,,,,,,,,,,,,0.9725045,,,,,,,,,,,,,log_cpy,0.9836988508749439,0.006905773661489811,0.22172022437719063,0.0013377942274880317,-0.6657081903079134,0.3592829296019484,0.6108601121885953,0.014275679029828736,0.014275679029828736,0.034927220898320566,0.47878807817917346,0.33488612555309416,-79185893150641.2,0.571686251417353,0.7393940390895868,0.026418943935938133,0.026418943935938133
sems.nonsems,-0.01554435,0.0710654,,,,,,,,,,-0.014014200000000001,,,,,,,,,,0.007368685,,,,,,,,,,-0.01226395,,,,,,,,,,-0.1357915,,,,,,,,,,0.0175175,,,,,,,,,,0.1129355,,,,,,,,,,0.184781,,,,,,,,,,-0.03429385,,,,,,,,,,-0.145654,,,,,,,,,,0.146262,,,,,,,,,,0.1337215,,,,,,,,,,-18744.629858041768,,,,,,,,,,,,,0.9700845,,,,,,,,,,,,,log_cpy,0.987404364305784,-0.036286144557477584,0.21145658048004556,-0.02014811553778073,-1.0857432475355737,0.35007164865964,0.6057282902400227,0.001276339039146257,0.001276339039146257,0.027642825757204004,0.4826527872719858,0.3323806957738391,-76204192345324.52,0.5768009225185419,0.7413263936359928,0.03363790306261383,0.03363790306261383
h-nonsems,-0.008166304999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115835,-0.0298654,0.23966549999999998,0.102902,0.3268565,0.1497595,0.0381769,0.0673002,0.25806850000000003,,0.165629,-0.0363524,0.1004605,0.07269485,0.006240555,0.149947,0.1202555,0.135384,0.1547055,-19357.54264074905,,,,,,,,,,,0.140942,0.0963028,0.972969,,,,,,,,,,,0.128667,0.08002345,log_cpy_j,0.9797683489314544,0.04412734122544382,0.2329572522548815,0.02023165106854563,-0.6171820336409541,0.36906214433799134,0.6164786261274408,0.028507851085945446,0.028507851085945446,0.15591841078326674,0.5148840161531727,0.37797450108132047,-65103461632509.305,0.6040292864467505,0.7574420080765863,0.09384319104368133,0.09384319104368133
h-den_BOW_j,-0.014354849999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0436809,-0.059495950000000006,-0.065319,-0.136868,0.03499275,0.00497674,-0.02168625,-0.06971695,0.0276496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33820.65954058172,,,,,,-0.03644195,,,,,,,0.9932295,,,,,,0.0625753,,,,,,,log_cpy_j,1.0010469614303112,0.0021571915340558023,0.21114545790491923,-0.001046961430311244,-0.106928256963575,0.3456743210280139,0.6055727289524596,0.0008822891117156173,0.0008822891117156173,0.12289973747073368,0.5020493435884557,0.3659250518010181,-59629469006014.875,0.5890172257906742,0.7510246717942278,0.06986907697096223,0.06986907697096223
h-den_GPT2_j,-0.0076421349999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083735,0.1179945,0.05840725,0.0712556,0.01484595,0.0335976,0.10189899999999999,0.02496495,0.0006439885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34175.55753664031,,,,,,,0.05670435,,,,,,0.9962675000000001,,,,,,,0.046714000000000006,,,,,,log_cpy_j,1.0009435450663076,0.0023633515819229123,0.21137625080806988,-0.0009435450663075606,-0.14695419612970162,0.34455255877806,0.6056881254040349,0.0011745981050474974,0.0011745981050474974,0.1231775205822978,0.5022075945070585,0.3660254674932696,-60569680667737.73,0.5909685592557483,0.7511037972535293,0.07016467668771131,0.07016467668771131
h-den_SBERT_j,0.00630413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0056926649999999995,0.03696615,0.1151575,0.019569999999999997,0.07188649999999999,0.022092149999999998,-0.053578,0.0072064450000000006,0.04299335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34247.5076882087,,,,,,,,0.03025175,,,,,1.00014,,,,,,,,0.0537645,,,,,log_cpy_j,1.00097134309517,0.002307938431855283,0.21169911250684537,-0.0009713430951701074,-0.09871880641410735,0.3461344474072554,0.6058495562534227,0.0015835161301087641,0.0015835161301087641,0.12256630451462958,0.5022911034576959,0.36580454026770104,-62027494797808.28,0.5897692315471825,0.7511455517288479,0.07032066454782826,0.07032066454782826
h-den_SciBERT_j,-0.01405635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047623250000000006,0.06432974999999999,0.05129385,0.05148125,0.045946100000000004,0.002908555,0.1946585,-0.0135868,0.1057855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33365.056208436275,,,,,,,,,0.06102985,,,,0.991681,,,,,,,,,0.06882685,,,,log_cpy_j,0.9993879658639445,0.005461821847098314,0.21234150023329357,0.0006120341360554837,-0.1427456623856398,0.346158436316508,0.6061707501166468,0.00239712741140663,0.00239712741140663,0.1254706030478957,0.5027713351360267,0.36685500119907455,-60167628140560.7,0.5903927276952582,0.7513856675680133,0.07121769787529197,0.07121769787529197
h-den_Word2Vec_j,-0.012942450000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0150791,-0.024710799999999998,0.09413615,0.047617599999999996,0.04921625,0.0337255,0.028034700000000003,-0.08381545,0.0909403,,,,,,,,,,,,,,,,,,,,,-33739.59744349865,,,,,,,,,,0.0247072,,,0.992815,,,,,,,,,,0.0648753,,,log_cpy_j,1.0012595419159889,0.0017333464200183224,0.21087330119406722,-0.001259541915988871,-0.11391679304566771,0.3470393783467012,0.6054366505970337,0.000537591102844126,0.000537591102844126,0.12217814835670815,0.5018358537641472,0.36566427915413224,-59898843226263.375,0.5888296988618971,0.7509179268820736,0.06947029551584283,0.06947029551584283
h-asym_BOW_j,-0.01421415,,-0.0135728,-0.0457408,0.0698092,-0.03335195,-0.0132572,0.060323,0.03471175,-0.02670275,-0.053305000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33800.198456865226,-0.0020997999999999998,,,,,,,,,,,,0.994293,0.05299305,,,,,,,,,,,,log_cpy_j,1.0018293341205775,0.0005968450837693373,0.2105065452267353,-0.0018293341205775082,-0.09164109966493261,0.3468696609845452,0.6052532726133677,7.307912632426028e-05,7.307912632426028e-05,0.1213513886627604,0.5016152900751647,0.36536563098345565,-59749264349245.21,0.5896145484541992,0.7508076450375823,0.06905830066258101,0.06905830066258101
h-asym_GPT2_j,-0.007495645,,,,,,,,,,,,-0.0309062,-0.04815055,-0.01521665,-0.013934350000000002,-0.0145673,-0.009642979999999999,-0.02669525,-0.01090815,-0.0040709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34138.86422900817,,-0.01923715,,,,,,,,,,,0.9984025000000001,,0.0182161,,,,,,,,,,,log_cpy_j,1.0019541934220086,0.00034771571299541115,0.21047075530390003,-0.001954193422008643,-0.06227836108610285,0.34525279386523766,0.60523537765195,2.7749672200760855e-05,2.7749672200760855e-05,0.12119417991700998,0.501577543114889,0.36530885879402,-60627143793788.74,0.5895017868652697,0.7507887715574445,0.0689877924414335,0.0689877924414335
h-asym_SBERT_j,0.00645131,,,,,,,,,,,,,,,,,,,,,,-0.05489695,-0.06838805,-0.11615800000000001,-0.04440345,-0.09693009999999999,-0.03940025,-0.05615215,-0.0318127,-0.04858125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34267.7638036834,,,-0.0620453,,,,,,,,,,0.9990825,,,0.033158599999999996,,,,,,,,,,log_cpy_j,1.0004375955832685,0.0033716525584053247,0.21189112857662662,-0.0004375955832685019,-0.1400890020464396,0.3459872674072554,0.6059455642883134,0.0018267126205340212,0.0018267126205340212,0.12360069583204547,0.5024561769129713,0.36617847150211247,-61700367704645.21,0.5908108709187316,0.7512280884564857,0.07062900820265816,0.07062900820265816
h-asym_SciBERT_j,-0.01392765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0150335,-0.04077735,-0.029581700000000002,0.024967999999999997,0.005025725,-0.008307914999999999,-0.04223375,0.013847,-0.02652885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33288.585261407665,,,,-0.013167950000000001,,,,,,,,,0.9952885,,,,0.0290338,,,,,,,,,log_cpy_j,1.0016703013768908,0.0009141151122676883,0.21081033638603586,-0.001670301376890837,-0.06696967761367545,0.3454047062785821,0.6054051681930179,0.00045784350489064263,0.00045784350489064263,0.1215904848530227,0.5017919898792245,0.3654519846076445,-59949019475985.086,0.5894449672666218,0.7508959949396122,0.06938836138191717,0.06938836138191717
h-asym_Word2Vec_j,-0.01318155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01018025,0.023762850000000002,-0.11367849999999999,-0.0009469945,-0.03386485,-0.060267699999999993,-0.0499329,0.03274705,-0.120143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33748.61536932739,,,,,-0.03508675,,,,,,,,0.9926705,,,,,0.06404265,,,,,,,,log_cpy_j,1.0012164068608287,0.0018193568055944187,0.21109864682147883,-0.0012164068608286893,-0.10989034430782518,0.3474916370912078,0.6055493234107394,0.0008230008905855124,0.0008230008905855124,0.12212638409116694,0.5019451095085317,0.36564557636234496,-59884359658428.125,0.5890829459579637,0.7509725547542658,0.06967437627176143,0.06967437627176143
h-den_BOW_j.h-nonsems,-0.0106324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06356990000000001,-0.0535189,-0.09501224999999999,-0.137647,-0.00870073,-0.016483249999999998,-0.045897850000000004,-0.07756755,0.0123732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14054899999999998,-0.0400533,0.249078,0.12612,0.3023655,0.1627,0.06648894999999999,0.07457595,0.25556,,0.173934,-0.0299955,0.1066,0.07618315,0.011947349999999999,0.167099,0.130726,0.146996,0.15590949999999998,-34382.381903920046,,,,,,-0.05442345,,,,,0.1488535,0.1035365,0.968263,,,,,,0.0533466,,,,,0.121099,0.08074275,log_cpy_j,0.9782118634294429,0.047161977231664265,0.23449207265711136,0.021788136570557115,-0.6350238453547141,0.3692728905716256,0.6172460363285557,0.030451766174306116,0.030451766174306116,0.15879953073303243,0.5159174889668634,0.3790369943228964,-65007858489159.65,0.604455274833688,0.7579587444834317,0.0957736333671253,0.0957736333671253
h-den_GPT2_j.h-nonsems,-0.004522119999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0877483,0.11823449999999999,0.061251349999999996,0.06481300000000001,0.006592545,0.018802850000000003,0.09829165000000001,-0.007984505,-0.026064499999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.144305,-0.042892650000000004,0.236064,0.1256375,0.30146649999999997,0.16337000000000002,0.0285537,0.06973055,0.26785499999999995,,0.162727,-0.054418850000000005,0.09816364999999999,0.06309880000000001,0.008977715,0.163509,0.054095950000000004,0.14483000000000001,0.1225975,-34806.1935845563,,,,,,,0.046447100000000005,,,,0.143974,0.0843936,0.9723355,,,,,,,0.057862899999999995,,,,0.12937349999999997,0.0838248,log_cpy_j,0.9783822800759091,0.046829955896010134,0.23402006816594434,0.021617719924090895,-0.6290877089227374,0.367289586942397,0.6170100340829722,0.02985395248169387,0.02985395248169387,0.15886022148798384,0.5156622707833673,0.3790593952812684,-64963877097211.555,0.6050015862541728,0.7578311353916837,0.09529690676473523,0.09529690676473523
h-den_SBERT_j.h-nonsems,0.004895695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018480450000000002,0.05131425,0.06593175000000001,0.010810150000000001,0.01932215,0.000963736,-0.06833285,0.000695053,-0.03291925,,,,,,,,,,,,,,,,,,,,,,0.11397299999999999,-0.0592491,0.249149,0.12121799999999999,0.289635,0.150694,0.02367975,0.035499050000000004,0.27285400000000004,,0.140586,-0.0540552,0.0972292,0.0743241,0.007212225,0.1660775,0.07748895,0.128909,0.1246785,-34823.09393741963,,,,,,,,0.003208975,,,0.1330195,0.0843951,0.9767015,,,,,,,,0.04723215,,,0.136265,0.0789253,log_cpy_j,0.9790885978617722,0.04545322619992653,0.2338182146870197,0.02091140213822784,-0.5846169171904207,0.3683336790079288,0.6169091073435098,0.02959829649565826,0.02959829649565826,0.15737092290276167,0.5154626074581228,0.3785099283504926,-65670286829115.71,0.60486038330276,0.7577313037290614,0.09492395207411741,0.09492395207411741
h-den_SciBERT_j.h-nonsems,-0.009735055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041900549999999995,0.0787671,0.019221349999999998,0.0426162,0.04152825,0.00300149,0.179421,-0.04356815,0.05930325,,,,,,,,,,,,0.1410815,-0.03786905,0.2286535,0.121928,0.30440999999999996,0.1624815,0.09151285,0.05997815,0.25473650000000003,,0.162198,-0.060103050000000005,0.10444149999999999,0.0737892,-0.00473616,0.166458,0.06432255,0.156715,0.14473950000000002,-33869.07912673701,,,,,,,,,0.0468827,,0.149072,0.0894378,0.9681755,,,,,,,,,0.0694583,,0.119294,0.0903847,log_cpy_j,0.977471537793858,0.048603676128406215,0.2350516918741823,0.02252846220614202,-0.6208011292520685,0.36950264006086997,0.6175258459370911,0.031160547630573188,0.031160547630573188,0.15996732747109144,0.5162800787230926,0.3794681700350012,-64932253944033.18,0.6060372943274284,0.7581400393615463,0.09645092124756027,0.09645092124756027
h-den_Word2Vec_j.h-nonsems,-0.009321635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0458378,-0.01671305,0.03610115,0.00913583,-0.02204005,0.002104875,-0.014234400000000001,-0.11523349999999999,0.011209400000000001,,0.142913,-0.03983925,0.23105799999999999,0.118255,0.30333,0.1622015,0.06807285,0.07985385,0.25430549999999996,,0.1758555,-0.0347336,0.101676,0.08195845,0.01980025,0.1648095,0.1267705,0.1611285,0.1539465,-34267.39216542091,,,,,,,,,,-0.01752035,0.1460635,0.1068475,0.969065,,,,,,,,,,0.050066150000000004,0.119838,0.0820709,log_cpy_j,0.9792666023470233,0.04510610939523163,0.23382007856205433,0.02073339765297666,-0.6303215321398667,0.3697708606195609,0.6169100392810272,0.02960065717238458,0.02960065717238458,0.15689661156875068,0.5154843194668701,0.378335036264428,-65305694832327.89,0.60539102246456,0.7577421597334351,0.09496450832296877,0.09496450832296877
h-asym_BOW_j.h-nonsems,-0.01055805,,-0.0201286,-0.03993015,0.0433719,-0.02707815,0.007941415,0.03478455,0.0377798,-0.025174349999999998,-0.0367093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1420285,-0.036922449999999996,0.2334025,0.11803949999999999,0.3013265,0.157779,0.0682069,0.07473535,0.2513565,,0.167321,-0.03923045,0.103589,0.0834412,0.012041300000000001,0.1647595,0.122641,0.1428485,0.15830349999999999,-34330.24473887365,-0.00264313,,,,,,,,,,0.1445145,0.101366,0.9700679999999999,0.0395586,,,,,,,,,,0.117975,0.0824555,log_cpy_j,0.9795118846427279,0.04462769443022219,0.23332267141482532,0.02048811535727213,-0.6658000709466416,0.3689328586695144,0.6166613357074127,0.02897066993925157,0.02897066993925157,0.15642727240036303,0.5151611043892204,0.37816202597500526,-65035500235571.1,0.6045741826894908,0.7575805521946102,0.09436076910776658,0.09436076910776658
h-asym_GPT2_j.h-nonsems,-0.004293085,,,,,,,,,,,,-0.0334967,-0.04812195,-0.017162049999999998,-0.01628165,-0.01337975,-0.016982749999999998,-0.02577915,-0.01295025,-0.0047096099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138249,-0.05812315,0.231515,0.122179,0.3007915,0.163227,0.0290154,0.07000210000000001,0.26915849999999997,,0.16702250000000002,-0.0410557,0.1052105,0.0746141,0.0108134,0.16648249999999998,0.0616115,0.143533,0.1174765,-34779.46078557039,,-0.021022850000000003,,,,,,,,,0.14124150000000002,0.0894916,0.9743314999999999,,0.0177163,,,,,,,,,0.1298335,0.08080455,log_cpy_j,0.9794406236828105,0.0447666989122556,0.23325915681434695,0.020559376317189515,-0.5876505401790397,0.367380543541288,0.6166295784071735,0.02889022600586244,0.02889022600586244,0.1567775053750785,0.5151297665885749,0.37829112614990645,-65441268330106.66,0.6051346009742727,0.7575648832942874,0.09430223267034099,0.09430223267034099
h-asym_SBERT_j.h-nonsems,0.00471811,,,,,,,,,,,,,,,,,,,,,,-0.04822,-0.0674683,-0.0839849,-0.034338900000000006,-0.06506814999999999,-0.02939815,-0.056211399999999995,-0.0275978,-0.03053425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113417,-0.060310749999999996,0.2479575,0.1207255,0.2824605,0.149076,0.02810035,0.0351931,0.2657465,,0.135866,-0.04149725,0.1047885,0.0722929,0.01697075,0.16581400000000002,0.06571325,0.1279345,0.1189945,-34856.88807593024,,,-0.049014249999999995,,,,,,,,0.1310215,0.08620525000000001,0.9760230000000001,,,0.025048149999999998,,,,,,,,0.1330295,0.07329375,log_cpy_j,0.9784411817567353,0.04671518479098058,0.23408351369013514,0.021558818243264666,-0.58012789097755,0.36875156044637325,0.6170417568450676,0.02993430892703708,0.02993430892703708,0.15832346275232423,0.5156358554530487,0.3788613056487663,-65507999498743.73,0.605740486111698,0.7578179277265243,0.09524756509753352,0.09524756509753352
h-asym_SciBERT_j.h-nonsems,-0.0103106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003506795,-0.04186085,-0.024372699999999997,0.0316054,0.006954745,-0.00665114,-0.037540950000000003,0.022249249999999998,-0.0223295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1377565,-0.036828150000000004,0.23074450000000002,0.1187925,0.300129,0.1620565,0.07091405,0.06444785,0.2561275,,0.165897,-0.04457525,0.103486,0.08453279999999999,0.01122685,0.1660945,0.120285,0.14780349999999998,0.155873,-33791.32226200829,,,,-0.00823409,,,,,,,0.14411649999999998,0.10115550000000001,0.970608,,,,0.0307074,,,,,,,0.11925949999999999,0.08382065,log_cpy_j,0.9792434769180907,0.045151208595010206,0.23365542249048155,0.02075652308190934,-0.6309494378355607,0.3685260632467753,0.6168277112452407,0.029392113279264942,0.029392113279264942,0.15686930897493256,0.5153618512256293,0.37832497051874403,-65099430686999.06,0.6044757266017664,0.7576809256128146,0.09473574770823634,0.09473574770823634
h-asym_Word2Vec_j.h-nonsems,-0.009388835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016117100000000002,0.02027335,-0.08528635,0.021242200000000003,-0.02229745,-0.0394232,-0.05266395,0.059120149999999996,-0.0919118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143043,-0.0373414,0.228385,0.121312,0.29922,0.159777,0.06739885,0.07660485,0.2384505,,0.168456,-0.038977700000000004,0.10330700000000001,0.08579405,0.01168005,0.163281,0.12370300000000001,0.150924,0.161947,-34300.86770226906,,,,,-0.01927765,,,,,,0.14343899999999998,0.10362750000000001,0.9685555,,,,,0.06009185,,,,,,0.114748,0.0825036,log_cpy_j,0.9790051740810191,0.04561588463228916,0.23364729044629784,0.02099482591898094,-0.6171727936991609,0.36908961926179584,0.6168236452231489,0.02938181370065296,0.02938181370065296,0.1570836837982017,0.5153540392739738,0.37840400924221207,-65286578652741.23,0.6051496821232891,0.7576770196369869,0.09472115562424088,0.09472115562424088
