# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 23:25:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/9luy5w7u.json
# init = 2 (Default)
# random
#   seed = 44561
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/h-den_BOW_j/hreg-20250511182526_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.568254
# Diagonal elements of inverse mass matrix:
# 2.25114e-05, 1.63964e-05, 0.00013232, 0.000118655, 0.000194417, 0.000125051, 0.000107684, 0.000140325, 0.000114864, 0.000138842, 0.000129259, 0.000502796, 0.0822293
-35444.4,0.972217,0.568254,3,7,0,35448.3,-0.00987252,0.991882,-0.054436,-0.0736808,-0.0597485,-0.137482,0.0460912,-0.00665244,-0.0269572,-0.0754222,0.0249298,-0.0152977,0.0624416,-33836.3
-35445.2,0.967016,0.568254,3,7,0,35449.1,-0.0175406,0.993065,-0.0260205,-0.0478468,-0.0665283,-0.135548,0.0233601,0.0151589,-0.00724168,-0.0644004,0.0296051,-0.0568567,0.0591239,-33826.5
-35446.5,0.792774,0.568254,3,7,0,35453.3,-0.01086,0.988313,-0.0602757,-0.0649806,-0.0458538,-0.142479,0.0238799,0.00112264,-0.0207018,-0.0862464,0.0323024,-0.03693,0.0567693,-33838.3
-35444.1,0.990758,0.568254,3,7,0,35449.8,-0.0117758,0.989224,-0.0416279,-0.0564867,-0.0839428,-0.13584,0.0441845,0.00822708,-0.0257016,-0.0524174,0.0239904,-0.0343828,0.0621411,-33831.7
-35442.4,0.567075,0.568254,3,7,0,35451.8,-0.0165944,0.992818,-0.0410881,-0.0677747,-0.055635,-0.134362,0.0188414,0.00524906,-0.0218753,-0.074294,0.0360353,-0.044441,0.054675,-33830.6
-35446.2,0.60313,0.568254,3,7,0,35453.5,-0.0208047,0.992557,-0.051348,-0.0627075,-0.0657079,-0.138904,0.0132491,0.0134361,-0.0117078,-0.0678598,0.0365747,-0.0273129,0.0800826,-33833.5
