# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 20:37:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/gsrtzcct.json
# init = 2 (Default)
# random
#   seed = 9519
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/den_SBERT.nonsems/multireg-20250511153710_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.603154
# Diagonal elements of inverse mass matrix:
# 2.35572e-05, 2.43635e-05, 2.24075e-05, 2.53694e-05, 1.68662e-05
-34938.8,0.559953,0.603154,2,3,0,34940.3,0.00173593,0.0681263,0.117663,0.11611,0.985545,0.0547497,0.0958402,0.117093,-33464.5
-34934.1,1,0.603154,2,3,0,34938.9,-0.00156186,0.0688395,0.126432,0.115951,0.990964,0.0549908,0.103878,0.116933,-33455.9
-34935,0.829863,0.603154,3,7,0,34936.9,0.000624172,0.0667709,0.134812,0.111139,0.986777,0.052728,0.112032,0.11208,-33445.7
-34939.7,0.358055,0.603154,2,3,0,34945.1,0.0100547,0.0649027,0.128485,0.11584,0.983933,0.0507574,0.105767,0.116821,-33452
-34935.2,1,0.603154,2,3,0,34940.3,-0.00195899,0.0700837,0.124705,0.106807,0.990537,0.0571521,0.103226,0.107711,-33459.6
-34937.7,0.823245,0.603154,2,3,0,34938.4,0.0020297,0.0680656,0.135183,0.121093,0.987206,0.0532377,0.111361,0.122118,-33445
-34938.4,0.794807,0.603154,3,7,0,34942.5,-0.00181097,0.0712442,0.122228,0.103795,0.984998,0.0587627,0.101266,0.104674,-33461.7
-34934.6,0.883502,0.603154,2,3,0,34942,-0.00174916,0.0697409,0.12993,0.112161,0.984198,0.0560412,0.107462,0.113111,-33449.9
-34935,0.941138,0.603154,3,7,0,34936.5,-0.00489365,0.0705045,0.132669,0.10861,0.988317,0.0569725,0.110328,0.109529,-33449.6
-34936.9,0.785351,0.603154,2,7,0,34938.5,-0.000143296,0.070001,0.133098,0.118825,0.993315,0.0555747,0.109684,0.119831,-33450.5
-34935.2,0.94663,0.603154,3,7,0,34937.8,-0.000779048,0.0667926,0.125844,0.108595,0.984717,0.0534917,0.104086,0.109514,-33454.9
-34935,1,0.603154,2,3,0,34935.8,-0.000379062,0.0678011,0.126709,0.110961,0.983838,0.0543004,0.104637,0.1119,-33453.3
