# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2025-05-11 17:16:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/dt0ehzfj.json
# init = 2 (Default)
# random
#   seed = 16409
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/base/base-20250511121600_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.510397
# Diagonal elements of inverse mass matrix:
# 1.7686e-05, 1.46605e-05
-51396.4,0.944257,0.510397,2,3,0,51397.5,-0.00497791,1.00027,-48616.4
-51395.9,1,0.510397,1,1,0,51396.4,-0.00418845,0.999818,-48616.4
-51394.9,0.947723,0.510397,2,7,0,51396.8,0.00493878,0.998855,-48618.1
-51394.4,1,0.510397,3,7,0,51394.8,-0.000107768,1.00089,-48616.8
-51394.8,0.826786,0.510397,1,3,0,51395.8,0.00134945,0.997508,-48617.3
-51394.7,0.987545,0.510397,2,3,0,51395.1,0.0005039,1.00228,-48617.1
-51394.4,0.990044,0.510397,2,3,0,51394.9,0.00258067,0.998513,-48617.4
-51394.4,1,0.510397,2,7,0,51394.4,0.00116801,1.00145,-48617.1
-51394.3,0.993313,0.510397,3,7,0,51394.6,0.00268318,0.998903,-48617.4
-51394.3,0.939127,0.510397,2,7,0,51394.8,0.00193083,1.00124,-48617.2
-51394.8,0.96669,0.510397,3,7,0,51394.8,-0.000824005,1.00183,-48616.8
-51394.9,0.805658,0.510397,1,3,0,51396.7,0.00066967,0.997427,-48617.2
-51394.7,0.99894,0.510397,3,7,0,51395.4,0.00134972,1.00236,-48617.3
-51394.7,0.999597,0.510397,2,7,0,51394.7,0.00245142,0.997862,-48617.5
-51395.1,0.918546,0.510397,1,1,0,51395.1,0.00254133,0.997055,-48617.6
-51394.4,0.89027,0.510397,2,3,0,51396.5,0.00272218,1.00126,-48617.4
-51394.3,0.963119,0.510397,2,7,0,51394.7,0.00320116,0.999213,-48617.5
-51394.6,0.871361,0.510397,1,3,0,51396.1,-0.00117541,0.999851,-48616.6
-51394.6,0.990031,0.510397,1,1,0,51394.7,-0.00146997,0.999975,-48616.6
-51394.2,0.999711,0.510397,3,7,0,51394.7,0.00249628,0.999728,-48617.3
-51396,0.842996,0.510397,2,3,0,51396,0.00627412,1.00267,-48618.8
-51396.4,0.983524,0.510397,2,3,0,51396.5,0.00682798,1.00284,-48619
-51395.1,0.950353,0.510397,3,7,0,51397.8,-0.00124411,0.997814,-48616.8
-51394.2,0.923295,0.510397,2,3,0,51396.1,0.00213634,1.00037,-48617.2
-51394.4,0.981019,0.510397,2,3,0,51394.4,0.00350297,0.999202,-48617.6
-51395.1,0.907707,0.510397,2,3,0,51395.2,0.00299676,1.00283,-48617.7
-51394.2,0.997321,0.510397,2,3,0,51395.3,0.000998693,1.00085,-48617
-51395.6,0.762427,0.510397,3,7,0,51397.9,0.00505252,1.0028,-48618.3
-51395.2,0.990747,0.510397,2,3,0,51396.7,0.004228,0.997367,-48618.1
-51394.6,1,0.510397,2,7,0,51395.3,0.00364671,1.00142,-48617.7
-51394.6,0.970984,0.510397,2,3,0,51395,0.00432772,0.999282,-48617.9
-51394.6,0.950602,0.510397,3,7,0,51395.6,0.00443897,0.999898,-48617.9
-51395.7,0.940809,0.510397,2,7,0,51395.7,-0.00382096,0.999796,-48616.4
-51394.6,1,0.510397,2,3,0,51395.8,-0.000556583,1.00135,-48616.8
-51397,0.818364,0.510397,2,3,0,51397.4,-0.00515391,1.00227,-48616.6
-51394.9,0.96628,0.510397,2,3,0,51397.5,-0.000630747,1.0023,-48616.9
-51394.9,0.887153,0.510397,3,7,0,51396.8,-0.00194214,0.998953,-48616.6
-51394.6,0.987576,0.510397,2,7,0,51395.4,0.000553264,0.998137,-48617
-51394.4,0.944528,0.510397,3,7,0,51395.2,0.00348111,1.00057,-48617.6
-51394.6,0.9799,0.510397,2,3,0,51394.7,0.00419707,0.998991,-48617.8
-51394.3,0.968003,0.510397,2,7,0,51395.4,0.00097245,0.998741,-48617
-51394.3,0.97116,0.510397,2,7,0,51394.6,0.000521081,1.00063,-48616.9
-51394.2,0.999992,0.510397,2,3,0,51394.3,0.0014096,1.00044,-48617.1
-51395,0.799818,0.510397,2,3,0,51396.1,0.00453601,0.998117,-48618
-51394.7,0.947646,0.510397,3,7,0,51395.8,2.07444e-05,0.998093,-48616.9
