# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2025-05-11 17:16:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/dt0ehzfj.json
# init = 2 (Default)
# random
#   seed = 16409
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/base/base-20250511121600_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.576795
# Diagonal elements of inverse mass matrix:
# 1.97111e-05, 1.39844e-05
-51394.3,0.867772,0.576795,1,3,0,51396.8,0.00345995,1.00008,-48617.6
-51394.6,0.857037,0.576795,1,3,0,51395.5,-0.000667678,0.99862,-48616.8
-51395.1,0.86304,0.576795,2,3,0,51396,-0.00036297,0.997396,-48617
-51394.6,0.903185,0.576795,2,3,0,51396.1,0.000678943,1.00187,-48617
-51394.8,0.911402,0.576795,2,3,0,51395.8,0.004949,1.00061,-48618.1
-51394.4,0.905196,0.576795,2,7,0,51395.8,0.000129093,1.00096,-48616.9
-51394.5,0.942195,0.576795,3,7,0,51395,0.00226545,0.998268,-48617.4
-51394.5,0.982566,0.576795,2,3,0,51394.9,0.00280111,1.00169,-48617.5
-51394.5,0.921256,0.576795,2,3,0,51395.4,0.00192729,0.998132,-48617.3
-51395.3,0.778046,0.576795,2,3,0,51396.5,0.0061976,1.00089,-48618.5
-51394.2,0.965691,0.576795,1,3,0,51395.7,0.00201334,1.00012,-48617.2
-51394.2,0.920485,0.576795,2,3,0,51394.7,0.00226911,1.00009,-48617.3
-51394.2,0.921087,0.576795,2,3,0,51394.7,0.000458878,0.999745,-48616.9
-51394.2,0.99979,0.576795,2,3,0,51394.2,0.00231921,0.99972,-48617.3
-51394.5,0.914345,0.576795,2,3,0,51394.9,-0.00107441,1.0004,-48616.7
-51395.1,0.917029,0.576795,3,7,0,51395.5,0.00595,0.999492,-48618.4
-51394.2,1,0.576795,2,3,0,51395,0.00122132,0.999468,-48617
-51394.3,0.643442,0.576795,2,3,0,51397.5,0.000228338,1.00014,-48616.8
-51394.2,0.822318,0.576795,2,3,0,51395.8,0.000301822,1.00014,-48616.9
-51395.6,0.747526,0.576795,2,3,0,51395.9,0.000102223,0.996477,-48617.2
-51395.6,0.797674,0.576795,1,1,0,51396.4,0.000102223,0.996477,-48617.2
-51395.9,0.957924,0.576795,2,7,0,51396.8,0.00374863,0.996128,-48618.2
-51394.3,0.988298,0.576795,1,3,0,51395.8,0.00176675,0.998898,-48617.2
-51394.7,0.85778,0.576795,2,3,0,51395.7,0.00448152,1.00104,-48617.9
-51394.8,0.966104,0.576795,2,7,0,51395.2,0.00225412,0.997541,-48617.5
-51394.2,0.979906,0.576795,2,3,0,51395,0.000719058,0.999399,-48616.9
-51394.3,0.987043,0.576795,2,3,0,51394.4,0.000136409,1.00086,-48616.9
-51394.3,0.992976,0.576795,2,7,0,51394.4,0.00287102,1.00044,-48617.4
-51394.2,0.919512,0.576795,2,3,0,51395,0.00277482,0.999504,-48617.4
-51394.7,0.766004,0.576795,2,3,0,51396.6,0.00472702,1.00064,-48618
-51394.8,0.966773,0.576795,2,3,0,51395.2,-0.00185755,1.00065,-48616.6
-51395.3,0.784749,0.576795,2,3,0,51396.6,0.00236192,1.00329,-48617.7
-51395.9,0.925209,0.576795,2,3,0,51396.1,-0.00120913,0.996448,-48617.1
-51395.9,0.997444,0.576795,1,1,0,51396.3,-0.00149797,0.99652,-48617
