# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2025-05-11 17:16:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/dt0ehzfj.json
# init = 2 (Default)
# random
#   seed = 16409
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/base/base-20250511121600_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.484854
# Diagonal elements of inverse mass matrix:
# 1.87596e-05, 1.45335e-05
-51394.7,0.995157,0.484854,2,3,0,51394.8,0.00487836,1.00068,-48618
-51395.3,0.90222,0.484854,2,5,0,51396,-0.00140846,0.997485,-48616.8
-51394.8,1,0.484854,1,1,0,51395.2,-0.000840595,0.998322,-48616.8
-51394.4,1,0.484854,2,3,0,51394.8,0.00138632,1.00164,-48617.2
-51394.5,0.996327,0.484854,3,7,0,51394.6,0.00258581,0.998436,-48617.4
-51394.4,0.980989,0.484854,2,7,0,51394.8,-0.000494318,1.00048,-48616.7
-51394.2,0.997643,0.484854,2,3,0,51394.4,0.00213345,1.00001,-48617.2
-51395.1,0.827778,0.484854,1,3,0,51395.6,0.00215251,0.997077,-48617.5
-51394.3,1,0.484854,2,3,0,51395,0.000617532,1.00111,-48617
-51395.4,0.917535,0.484854,2,3,0,51395.4,-0.00255624,0.998217,-48616.6
-51395,0.944922,0.484854,2,7,0,51396.7,-0.000897543,1.00236,-48616.9
-51395.2,0.977096,0.484854,3,7,0,51395.6,0.000757063,1.00319,-48617.3
-51394.3,0.94117,0.484854,1,3,0,51396.1,0.00306844,1.00021,-48617.5
-51394.3,0.971365,0.484854,3,7,0,51394.7,0.00280211,1.00061,-48617.4
-51394.7,0.976326,0.484854,2,3,0,51394.7,-0.00152331,0.999514,-48616.6
-51394.4,0.983718,0.484854,2,3,0,51395,0.000108863,1.00097,-48616.9
-51394.3,0.924352,0.484854,1,3,0,51395.5,0.00354445,1.00011,-48617.6
-51395.7,0.902788,0.484854,2,3,0,51395.9,-0.00382912,0.999217,-48616.4
-51394.3,1,0.484854,2,3,0,51395.8,0.00121302,0.998755,-48617.1
-51396,0.904422,0.484854,3,7,0,51396.2,0.00703003,1.00172,-48618.9
-51395.2,1,0.484854,3,7,0,51396.2,-0.00267225,0.998853,-48616.5
-51394.9,0.930811,0.484854,3,7,0,51396.3,0.00545452,1.00001,-48618.2
-51401.8,0.53361,0.484854,2,3,0,51402.2,0.00886839,0.993122,-48621.3
-51394.8,1,0.484854,2,3,0,51400.8,0.00431916,1.00162,-48617.9
-51394.7,0.964798,0.484854,2,3,0,51395.3,0.00291418,1.00221,-48617.6
-51394.2,0.996868,0.484854,2,7,0,51394.8,0.000618812,1.00059,-48616.9
-51394.2,0.95629,0.484854,3,7,0,51394.7,0.00185828,1.00007,-48617.2
-51394.5,0.933943,0.484854,1,3,0,51394.7,0.000739234,0.998417,-48617
-51395.6,0.910113,0.484854,2,3,0,51396,0.00695723,1.00023,-48618.8
-51397,0.934643,0.484854,3,7,0,51397.7,-0.00580094,1,-48616.4
-51394.3,0.942049,0.484854,3,7,0,51398.9,5.66711e-06,0.999368,-48616.8
-51394.6,0.969251,0.484854,2,3,0,51394.7,-0.000557531,0.998646,-48616.8
-51394.5,1,0.484854,2,3,0,51394.6,-0.000687182,0.999034,-48616.7
-51394.7,0.959945,0.484854,3,7,0,51395,-0.000112671,0.998012,-48616.9
-51394.7,0.811072,0.484854,1,3,0,51397.6,0.00497959,1.00034,-48618.1
-51394.5,0.874321,0.484854,2,3,0,51396.2,0.00242719,1.00164,-48617.4
-51395.7,0.906109,0.484854,2,3,0,51396.1,-0.0036941,0.999097,-48616.5
-51395.5,1,0.484854,2,3,0,51395.8,-0.00296799,0.998538,-48616.5
-51395.7,0.959975,0.484854,1,1,0,51395.8,-0.00333931,0.998206,-48616.6
-51396,0.985833,0.484854,3,7,0,51396.4,0.0063918,1.00256,-48618.8
-51394.2,0.951134,0.484854,2,3,0,51396.6,0.00067977,0.999454,-48616.9
-51395.2,0.906199,0.484854,2,3,0,51395.2,-0.000796095,1.00263,-48616.9
-51394.7,0.844088,0.484854,2,3,0,51396.9,-0.000588944,0.998171,-48616.8
-51395,0.961655,0.484854,2,3,0,51395.5,-0.00182196,0.998586,-48616.6
-51394.5,1,0.484854,3,7,0,51395.3,0.00382691,1.00098,-48617.7
-51394.3,0.997789,0.484854,2,3,0,51394.6,0.00219566,0.999073,-48617.3
-51395.2,0.921715,0.484854,2,3,0,51395.3,0.00557032,0.998572,-48618.3
-51394.9,0.991708,0.484854,3,7,0,51395.8,-0.0015256,0.998634,-48616.7
-51395.5,0.790802,0.484854,2,3,0,51397.7,0.00303947,0.996516,-48617.9
-51395,0.937306,0.484854,2,3,0,51396.4,0.00258863,0.997234,-48617.6
-51394.7,0.816919,0.484854,2,7,0,51397.1,0.00383001,1.00179,-48617.8
-51394.2,0.990375,0.484854,3,7,0,51395,0.000227131,1.00001,-48616.8
-51394.3,0.950023,0.484854,1,3,0,51394.7,0.00188111,1.00136,-48617.2
-51396.2,0.789266,0.484854,2,3,0,51396.6,0.00371027,1.00429,-48618.3
-51396,0.967015,0.484854,2,7,0,51397.9,0.00708218,1.0018,-48618.9
-51396.2,0.9684,0.484854,1,1,0,51396.4,0.00713316,1.00221,-48619
-51397.5,0.905969,0.484854,2,3,0,51398.6,0.00946466,0.998828,-48620
-51398.9,0.956541,0.484854,3,7,0,51400,0.0107092,1.00229,-48620.7
-51397.4,1,0.484854,2,3,0,51400.5,0.00659741,1.00441,-48619.3
-51394.6,0.992835,0.484854,2,3,0,51397.7,0.00197474,1.00208,-48617.3
-51394.9,0.778384,0.484854,2,7,0,51397,0.00333955,0.997536,-48617.8
-51396.8,0.798528,0.484854,3,7,0,51398.4,-0.00556447,1.00043,-48616.4
-51394.8,0.967314,0.484854,2,3,0,51397.9,0.00407098,1.00171,-48617.9
-51395.1,0.938413,0.484854,1,1,0,51395.2,0.00430043,1.00248,-48618
-51394.2,0.920224,0.484854,1,3,0,51396.2,0.00181584,0.99927,-48617.2
-51394.2,0.996715,0.484854,2,3,0,51394.3,0.0024967,0.999484,-48617.3
-51396.3,0.679437,0.484854,1,3,0,51397.2,0.00235476,0.995464,-48618
-51397.2,0.7817,0.484854,2,3,0,51399.8,0.000853071,0.994599,-48618
-51397.1,0.987593,0.484854,2,7,0,51398.6,-0.00299595,1.00427,-48617.1
-51395.2,0.979615,0.484854,2,7,0,51398.2,0.00614669,1.00024,-48618.5
-51396,0.823868,0.484854,3,7,0,51397.7,0.0015983,1.0043,-48617.7
-51395.3,0.974096,0.484854,2,7,0,51396.6,0.00516536,0.997906,-48618.3
-51394.5,0.999313,0.484854,3,7,0,51395.2,-8.29348e-05,1.0013,-48616.9
-51394.5,0.944223,0.484854,3,7,0,51395.3,0.00428352,0.999482,-48617.8
-51394.8,0.854407,0.484854,2,7,0,51396.3,-0.000780967,0.998169,-48616.8
-51394.6,0.995212,0.484854,2,7,0,51395,-0.000713266,1.00138,-48616.8
-51395.4,0.950675,0.484854,2,3,0,51395.6,-0.00286196,1.0015,-48616.6
-51394.6,0.930585,0.484854,2,3,0,51396.6,-0.000969751,0.999195,-48616.7
-51394.2,0.988926,0.484854,2,3,0,51394.7,0.00200101,0.999987,-48617.2
-51394.8,0.873937,0.484854,3,7,0,51395.6,0.00448498,1.00161,-48618
-51395.2,0.986326,0.484854,2,3,0,51395.3,0.00554935,1.00162,-48618.3
-51395.1,0.840888,0.484854,2,3,0,51397.7,0.00584924,0.999755,-48618.4
-51394.2,0.963451,0.484854,2,7,0,51395.8,0.00218161,0.999408,-48617.3
-51394.8,0.874085,0.484854,1,3,0,51395.5,0.00385299,1.00196,-48617.8
-51394.5,0.856298,0.484854,1,3,0,51396.4,0.00174302,0.99824,-48617.3
-51395.2,0.948434,0.484854,2,3,0,51395.3,-0.00145906,1.00233,-48616.8
-51394.4,0.883793,0.484854,3,7,0,51396.8,0.00312825,0.998979,-48617.5
-51395.1,0.927636,0.484854,2,3,0,51395.3,0.00472874,0.997914,-48618.1
-51396,0.91757,0.484854,3,7,0,51397.2,-0.0038016,1.00189,-48616.5
-51395,0.835692,0.484854,3,7,0,51399.7,0.00333193,0.997421,-48617.8
-51394.3,1,0.484854,2,3,0,51395.1,0.00160245,0.998687,-48617.2
-51394.4,0.99452,0.484854,2,3,0,51394.4,0.0016089,0.998378,-48617.2
-51394.3,0.921584,0.484854,1,3,0,51395.2,0.00220992,1.0012,-48617.3
-51397.2,0.737729,0.484854,2,3,0,51397.5,0.00217193,1.00542,-48618.2
-51397.4,0.97204,0.484854,3,7,0,51399,-0.0013017,0.994793,-48617.6
-51398.5,0.9663,0.484854,3,7,0,51398.8,0.00575732,1.00584,-48619.5
-51396.8,0.863785,0.484854,2,3,0,51401.5,-0.000147706,1.00497,-48617.6
-51396,1,0.484854,2,3,0,51396.9,0.00085136,1.00428,-48617.6
-51394.2,0.947782,0.484854,1,3,0,51396.6,0.000893337,1.0004,-48617
-51395.1,0.838138,0.484854,1,3,0,51395.6,0.0015076,1.00309,-48617.4
-51394.3,1,0.484854,2,7,0,51395.1,0.00317659,0.999179,-48617.5
-51394.5,0.972932,0.484854,1,1,0,51394.5,0.00360285,0.998701,-48617.7
-51394.7,0.927972,0.484854,2,3,0,51395.6,0.00469285,1.0005,-48618
-51394.2,1,0.484854,2,3,0,51394.6,0.00247917,0.999375,-48617.3
-51394.3,0.919573,0.484854,2,3,0,51395,0.00303931,0.999201,-48617.5
-51396.4,0.789232,0.484854,2,3,0,51396.4,0.00401092,1.00434,-48618.4
-51395.5,0.9741,0.484854,2,5,0,51397.4,-0.00296239,0.998417,-48616.6
