# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 02:03:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/c9mrfd1q.json
# init = 2 (Default)
# random
#   seed = 61030
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-den_BOW_j/hreg-20250420210341_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.560662
# Diagonal elements of inverse mass matrix:
# 2.19366e-05, 1.67105e-05, 9.10808e-05, 0.000104931, 0.000198641, 0.000135282, 0.000107974, 0.00015476, 0.000109826, 0.000150421, 0.000140223, 0.000533057, 0.0895467
-35552.1,0.988334,0.560662,3,7,0,35558.8,-0.0113547,0.99528,-0.0602645,-0.0576655,-0.0562772,-0.115985,0.0476372,-0.0127903,-0.0239288,-0.0767691,0.0115587,-0.0250684,0.042581,-33789.7
-35552.8,0.756177,0.560662,3,7,0,35561.1,-0.0125219,0.995589,-0.0332102,-0.0636419,-0.0503189,-0.145351,0.0252145,0.0286439,0.00244062,-0.0811757,0.0147039,-0.0412736,0.0919501,-33795.3
-35551,0.989266,0.560662,3,7,0,35557,-0.00995558,0.993487,-0.0364596,-0.0517161,-0.062368,-0.123027,0.0349703,-0.00983131,-0.0420879,-0.0653246,0.014408,-0.0379591,0.0425825,-33788.6
-35553.8,0.741689,0.560662,2,3,0,35557.1,-0.0184666,0.991572,-0.0351836,-0.0508697,-0.0696101,-0.132125,0.0329833,0.000984722,-0.0444963,-0.0705972,0.0156036,-0.0491555,0.0383462,-33794.6
-35550.4,1,0.560662,3,7,0,35557.4,-0.0102024,0.997947,-0.0338329,-0.0575544,-0.0728456,-0.13759,0.0210465,0.0166385,-0.0160999,-0.0790435,0.00812571,-0.0478233,0.0822392,-33793.6
-35550.7,0.855774,0.560662,3,7,0,35558.1,-0.013062,0.997552,-0.048051,-0.0494336,-0.0628473,-0.140709,0.0190541,0.020256,-0.0133602,-0.0733174,0.012851,-0.0687086,0.0866067,-33794
