# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 17:27:37 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/yx12vpvd.json
# init = 2 (Default)
# random
#   seed = 86326
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/asym_SBERT.nonsems/multireg-20250511122737_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.520587
# Diagonal elements of inverse mass matrix:
# 2.35237e-05, 2.11643e-05, 2.51587e-05, 2.24736e-05, 1.72301e-05
-34868.6,0.868336,0.520587,2,3,0,34873.2,0.000295903,-0.0248222,0.149991,0.115103,0.987585,-0.0206709,0.136752,0.115846,-33530.2
-34869.5,0.910932,0.520587,2,3,0,34869.8,-0.000595142,-0.0260249,0.146848,0.111279,0.985982,-0.0219584,0.134077,0.111998,-33530
-34874.4,0.574205,0.520587,2,3,0,34876.9,-0.000640942,-0.0183712,0.158313,0.110402,0.988551,-0.0140009,0.145837,0.111115,-33537
-34872.5,1,0.520587,2,3,0,34875.4,-0.00308344,-0.0209126,0.156251,0.112232,0.990209,-0.0165952,0.143496,0.112956,-33534.9
-34871.2,0.936458,0.520587,3,7,0,34875.4,0.00374201,-0.0267376,0.14355,0.119587,0.989434,-0.0227599,0.129607,0.120359,-33526.3
-34871.3,0.910621,0.520587,3,7,0,34874.8,-0.00221645,-0.0245859,0.151436,0.123102,0.984846,-0.0203948,0.137139,0.123897,-33529.6
-34871.2,0.819129,0.520587,3,7,0,34876.2,-0.0026959,-0.0226893,0.152265,0.117866,0.991681,-0.0184783,0.138688,0.118627,-33530.5
-34872.3,0.923825,0.520587,3,7,0,34874.5,-0.00644603,-0.0262015,0.15048,0.115579,0.992159,-0.0220349,0.137184,0.116325,-33531
-34870,0.970312,0.520587,3,7,0,34875,-0.00226843,-0.023099,0.144209,0.112887,0.985383,-0.0191086,0.13118,0.113615,-33527.1
