# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-04-21 01:36:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/qc_wl1js.json
# init = 2 (Default)
# random
#   seed = 71395
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/asym_BOW/reg-20250420203643_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.550443
# Diagonal elements of inverse mass matrix:
# 2.38565e-05, 2.43273e-05, 1.68908e-05
-35770.8,0.753559,0.550443,2,3,0,35772.7,-0.0106525,0.0927944,0.997159,-33750
-35771.1,0.910215,0.550443,2,3,0,35772.4,-0.0150137,0.0907403,0.993969,-33749
-35771.5,0.970456,0.550443,2,7,0,35772.6,-0.016054,0.0886561,1.00119,-33749.7
-35771.2,0.786687,0.550443,2,3,0,35775,-0.0209134,0.0902812,0.995439,-33749.1
-35770.7,0.936828,0.550443,2,3,0,35772.3,-0.0208328,0.0936512,0.994937,-33749.8
-35774.7,0.717241,0.550443,2,3,0,35775.6,-0.0265343,0.0877169,0.99779,-33750
-35772.7,1,0.550443,3,7,0,35775.2,-0.0251036,0.0913962,1.00005,-33750.6
-35772,0.642897,0.550443,2,3,0,35779.5,-0.0212549,0.0985247,0.993554,-33751.2
-35770.2,0.972289,0.550443,2,3,0,35772.7,-0.0135152,0.0953431,1.00046,-33750.9
-35769.6,0.92299,0.550443,2,3,0,35771.2,-0.0152821,0.0945363,0.99641,-33749.9
-35769.6,0.938843,0.550443,2,3,0,35770.4,-0.0141998,0.0936569,0.998311,-33749.9
-35770.1,0.950433,0.550443,2,3,0,35770.4,-0.0204763,0.0961139,0.99912,-33750.8
-35769.6,0.981177,0.550443,2,3,0,35770.6,-0.0174389,0.092475,0.996948,-33749.4
-35771.3,0.851052,0.550443,2,3,0,35771.6,-0.0141238,0.0884697,0.995735,-33748.8
-35771.9,0.927011,0.550443,1,1,0,35772,-0.013439,0.0875794,0.995752,-33748.8
-35772.1,0.908233,0.550443,2,7,0,35774.5,-0.0240026,0.0990898,0.998551,-33752.1
-35771.7,1,0.550443,1,1,0,35772.2,-0.0233008,0.0989995,0.998151,-33751.9
-35770.2,0.990758,0.550443,3,7,0,35772.2,-0.0130059,0.0919409,0.999211,-33749.8
-35769.9,0.922442,0.550443,2,7,0,35771.4,-0.0198327,0.0963285,0.998771,-33750.7
-35773.8,0.71682,0.550443,2,3,0,35774.1,-0.0257308,0.100945,0.99783,-33753
-35772.5,0.874178,0.550443,3,7,0,35777.7,-0.0150834,0.0995184,1.0034,-33753.1
-35771.4,0.920014,0.550443,2,3,0,35774.6,-0.0118926,0.0922131,1.00165,-33750.7
-35770.5,1,0.550443,2,3,0,35771.9,-0.0173524,0.0939805,0.993989,-33749.7
-35770,0.991908,0.550443,2,3,0,35771.1,-0.0195499,0.0916535,0.997258,-33749.4
-35771.7,0.880988,0.550443,3,7,0,35772.3,-0.0216901,0.100707,0.996834,-33752.2
-35770.8,0.94143,0.550443,2,7,0,35773,-0.0182347,0.0959153,0.993617,-33750.2
-35769.5,0.992302,0.550443,2,3,0,35770.9,-0.0176426,0.0958439,0.997026,-33750.3
-35769.6,0.868897,0.550443,3,7,0,35771,-0.0145434,0.0937452,0.997409,-33749.8
-35769.7,0.98602,0.550443,2,3,0,35769.8,-0.013734,0.0943356,0.998105,-33750.1
-35769.4,0.975279,0.550443,3,7,0,35770.1,-0.0155158,0.0948754,0.998073,-33750.1
-35772.2,0.767771,0.550443,2,5,0,35772.3,-0.0202552,0.102703,0.99887,-33753.1
-35774.2,0.787884,0.550443,2,3,0,35776.2,-0.0170182,0.105038,0.994348,-33753.8
-35773,0.899867,0.550443,3,7,0,35778,-0.00832426,0.0992122,0.995422,-33752.1
-35771.7,1,0.550443,2,3,0,35774.4,-0.0138701,0.0989226,1.00239,-33752.6
-35769.9,0.962454,0.550443,3,7,0,35772.1,-0.016908,0.0970884,1.00002,-33751.1
-35769.5,0.904188,0.550443,1,3,0,35771.1,-0.0162197,0.092814,0.997534,-33749.6
-35769.9,0.862367,0.550443,1,3,0,35771,-0.0173893,0.0972336,0.995892,-33750.6
-35769.7,1,0.550443,2,3,0,35770,-0.0159291,0.0971112,0.996865,-33750.6
-35769.8,0.973981,0.550443,2,7,0,35770.2,-0.0139478,0.0940398,0.999114,-33750.2
-35770.2,0.943123,0.550443,3,7,0,35770.7,-0.0128587,0.0971349,0.998906,-33751.1
-35771.5,0.842533,0.550443,2,3,0,35772,-0.0124451,0.0946156,0.993365,-33750.1
-35769.8,0.851647,0.550443,2,3,0,35773.1,-0.0145417,0.0922387,0.998876,-33749.7
