# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-04-21 01:51:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/17uctrt0.json
# init = 2 (Default)
# random
#   seed = 36538
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/asym_BOW.nondens/multireg-20250420205155_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.546355
# Diagonal elements of inverse mass matrix:
# 2.22978e-05, 2.15164e-05, 2.21088e-05, 2.10959e-05, 1.66228e-05
-34177.8,0.939093,0.546355,3,7,0,34180.5,-0.017235,0.10008,0.160521,0.132236,0.978174,0.0906846,0.161216,0.134092,-33199.3
-34176,0.993809,0.546355,3,7,0,34178.9,-0.00720224,0.0921993,0.165469,0.126329,0.97556,0.0830829,0.167874,0.128101,-33197
-34175.9,0.978601,0.546355,3,7,0,34177.4,-0.0183456,0.0972962,0.16186,0.128838,0.976141,0.0880791,0.163322,0.130646,-33198
-34180.3,0.690771,0.546355,2,3,0,34181.9,-0.00577751,0.0969671,0.17381,0.130454,0.974898,0.0875198,0.176717,0.132284,-33198.8
-34175.3,0.892096,0.546355,2,3,0,34183.1,-0.00893212,0.0942118,0.165938,0.127177,0.97451,0.085042,0.168268,0.128962,-33196.9
-34177.1,0.615472,0.546355,2,3,0,34180.7,-0.00853705,0.091844,0.160226,0.12886,0.979521,0.0826426,0.16145,0.130668,-33197.8
-34175.3,1,0.546355,2,3,0,34177.6,-0.0135622,0.0899332,0.163922,0.129144,0.976171,0.0806724,0.16563,0.130956,-33195.8
-34176,0.978054,0.546355,3,7,0,34176.1,-0.0132924,0.0887071,0.163649,0.129371,0.977404,0.079436,0.165278,0.131186,-33196
-34177.4,0.868454,0.546355,3,7,0,34179.4,-0.0139154,0.101678,0.161694,0.12585,0.9726,0.0926359,0.163638,0.127616,-33199.4
-34178.1,0.87701,0.546355,3,7,0,34182.2,-0.0138382,0.0982129,0.170967,0.126283,0.980538,0.0890379,0.17417,0.128055,-33200
-34175.8,0.958505,0.546355,2,3,0,34179.3,-0.0165226,0.093771,0.166455,0.128548,0.979061,0.0845166,0.168627,0.130351,-33197.5
-34176.8,0.888601,0.546355,2,3,0,34178,-0.0199908,0.0927884,0.164416,0.125712,0.978248,0.0837196,0.166775,0.127476,-33197.8
-34180.3,0.772115,0.546355,3,7,0,34182.4,-0.0060947,0.0992232,0.171517,0.125618,0.971845,0.0900803,0.174912,0.127381,-33199.5
-34176.7,1,0.546355,2,3,0,34181.1,-0.0146795,0.091212,0.162988,0.125792,0.980695,0.0821546,0.165128,0.127557,-33198
-34181.2,0.711345,0.546355,2,3,0,34181.9,-0.0112612,0.102367,0.168799,0.127429,0.968978,0.0931525,0.171497,0.129217,-33199.8
-34175,0.997034,0.546355,3,7,0,34180.7,-0.0150178,0.09281,0.163349,0.125977,0.973959,0.0837383,0.16551,0.127745,-33196.5
-34177.6,0.541187,0.546355,2,3,0,34181.8,-0.0183883,0.0975589,0.170398,0.130495,0.974725,0.0881487,0.172807,0.132326,-33197.9
-34180.3,0.823318,0.546355,2,3,0,34182,-0.0205785,0.0950292,0.174112,0.128047,0.97731,0.0857158,0.177469,0.129844,-33198.9
